"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"E-commerce","Series A","Norte América","B2B","Sí",12,140,2,4,6,6.97,9.26,154.87,5,1.52,207.27,6058.75,84.2,21.8
"Healthtech","Seed","Norte América","B2B2C","Sí",5,46,1,3,24,8.14,2.8,127.03,17.3,25.64,175.29,2326.39,36.3,22.8
"E-commerce","Series B","Europa","B2C","Sí",10,307,4,7,10,74.7,11.88,895.31,28.6,0,63.39,1482.09,29.3,33.4
"E-commerce","Series B","Europa","B2B2C","No",12,261,4,5,9,68.08,12.49,930.09,7.2,10.76,147.61,4347.58,66.5,25.2
"Fintech","Series B","Norte América","B2C","Sí",8,209,3,3,11,49.04,10.75,626.92,18.1,14.87,72.61,1112.3,25.9,29.2
"Edtech","Seed","LATAM","B2B","Sí",1,21,1,3,0,2.35,0.89,1,14.2,0,240.02,4341.65,86.4,71.9
"Healthtech","Series B","LATAM","B2B","No",8,175,4,4,25,52.64,4.55,752.71,20.7,9.52,109.43,3317.72,60.4,73.5
"Edtech","Series B","LATAM","B2B","No",14,266,3,7,10,90.79,7.29,940.57,15.4,4.42,5,3870.76,58.8,-8.3
"SaaS","Series A","LATAM","B2C","Sí",7,61,2,3,14,15.64,5.33,199.56,14.2,15.89,58.53,1252.76,67.1,33
"Healthtech","Seed","Norte América","B2B","Sí",13,122,2,6,34,10.96,3.25,143.24,24.7,3.56,128.46,1967.87,56.7,-14.7
"Fintech","Series A","Asia","B2B","No",2,50,3,3,7,9.19,0,119.06,19.3,10.3,260.22,3748.77,88,10.7
"Fintech","Series A","Europa","B2B2C","Sí",9,147,2,5,8,23.14,12.67,274.05,19.4,32.79,173.16,4356.37,61.3,3.3
"SaaS","Seed","Europa","B2B","Sí",4,42,2,2,14,7.95,3.2,97.76,17,9.73,64.73,3361.24,66.6,28.1
"SaaS","Series A","LATAM","B2C","Sí",7,79,3,4,4,3.24,1.84,95.26,5.7,12.98,67.07,734.21,71,-50
"Healthtech","Series B","Norte América","B2B","Sí",6,167,3,4,16,57.88,3.41,681,19.9,0,179.01,2415.77,41,40.4
"Healthtech","Series B","Norte América","B2C","No",3,53,3,2,21,12.57,7.3,355.24,38.7,9.92,9.2,2519.18,30.5,36.4
"Healthtech","Series B","LATAM","B2B","No",8,127,4,3,20,34.91,7.67,529.41,11,0,47.23,4192.54,91.8,-13.2
"Edtech","Seed","Norte América","B2B","No",4,26,1,1,5,4.17,0,23.28,21.3,0,326.43,2724.62,86,13.9
"Fintech","Series A","Europa","B2C","No",2,2,3,3,6,9.07,0,106.14,31.5,13.78,30.5,1255.53,47.1,9.7
"E-commerce","Series B","Norte América","B2B","Sí",6,127,3,4,6,46.63,6.1,554.85,14.6,0,5,2024.8,60.1,58.3
"E-commerce","Series A","Europa","B2B2C","Sí",7,136,3,6,10,9.87,9.35,186.61,14.4,7.9,57.01,1045.92,48.6,3.3
"Fintech","Series A","LATAM","B2B","Sí",13,120,2,5,6,27.51,10.71,265.4,5,8.04,42.14,5602.41,67.6,23.1
"Fintech","Series A","Europa","B2B","No",10,108,2,5,11,4.97,4.16,135.66,9.8,14.82,355.73,4598.36,49.3,-2.6
"Fintech","Series A","Europa","B2C","Sí",6,78,3,3,8,0.1,3.6,119.8,14.2,0,5.87,1798.29,80.7,36.9
"SaaS","Series B","LATAM","B2B2C","Sí",1,32,3,1,6,23.6,2.31,381.13,24.7,22.19,143.65,1839.34,58.4,-25.1
"Edtech","Series B","Europa","B2B","Sí",7,109,3,6,8,24.58,2.37,325.53,28.7,2.64,117.96,1360.68,46.1,62
"Edtech","Series C+","LATAM","B2B","No",14,411,6,10,10,264.14,7.94,4559.36,17.9,9.58,86.05,1968.35,43.3,32
"Healthtech","Series A","Norte América","B2B","Sí",13,175,3,6,35,25.1,7.88,297.45,27.8,0,208.6,4697.66,74.5,1.3
"Edtech","Series A","Norte América","B2B2C","No",12,132,3,5,9,25.98,2.69,143.14,14.7,0,116.29,4065.59,64.4,-15.2
"Fintech","Seed","Norte América","B2C","Sí",8,60,1,4,6,10.61,4.85,85.62,9.2,17.59,92.73,1038.42,52.8,27.4
"Healthtech","Series B","Asia","B2B","No",3,92,4,1,31,52.33,1.82,782.98,47.3,0,195.23,2344.11,62.6,-2.3
"Healthtech","Series C+","LATAM","B2B","No",15,485,6,10,30,238.82,7.16,4355.36,7,0,308.09,6042.17,94.1,-20.1
"E-commerce","Seed","Europa","B2B","Sí",9,91,1,5,8,12.98,4.4,81.62,15.5,0,119.07,4968.45,84.6,34.7
"Healthtech","Seed","Europa","B2B","No",13,116,1,5,41,16.58,7.2,182.97,31.6,6.29,300.48,4638.31,60,48.4
"Fintech","Series C+","Europa","B2C","No",8,299,7,6,10,159.64,14.11,3068.04,24.9,15.22,5,2462.36,65.3,50.8
"E-commerce","Seed","Europa","B2B","Sí",13,83,1,4,10,7.23,4.51,99.81,7,0,145.35,2740.8,54.5,36.1
"SaaS","Series A","Norte América","B2B2C","Sí",9,169,3,3,21,16.76,6.33,220.15,20,0.88,147.72,2408.1,67.2,38.4
"E-commerce","Seed","LATAM","B2C","Sí",6,28,1,2,9,0.1,4.24,52.77,27.7,19.04,52.49,1963.6,59.1,25.3
"SaaS","Series A","Europa","B2B2C","Sí",11,97,3,4,9,4.74,6.15,131.16,5,1.31,143.12,3267.13,52.8,4.1
"E-commerce","Series A","Norte América","B2B","Sí",1,41,2,2,3,6.9,0,70.56,19.3,14.24,82.6,3926.06,95,59.3
"E-commerce","Seed","Europa","B2B","Sí",9,44,1,6,5,9.47,3.52,72.56,18.9,13.3,51.63,3717.78,66.6,40.4
"Healthtech","Seed","Europa","B2C","No",4,29,1,3,20,0.1,0,58.92,33.6,0,5,1052.48,76.8,19.7
"SaaS","Series C+","Europa","B2B","Sí",4,119,6,4,9,47.32,2.97,870.54,15.6,9.49,197.74,2974.69,73.1,5
"Fintech","Series B","Norte América","B2C","No",1,64,4,1,4,6.24,2.13,162.78,12.5,1.16,5,1265.35,62,14.7
"Healthtech","Seed","Norte América","B2B2C","Sí",12,101,2,5,23,5.33,4.91,139.36,5,19.8,64.87,1420.78,43.8,29.2
"Healthtech","Series A","Norte América","B2B","No",8,94,3,4,22,17.35,4.71,215.33,10,4.61,174.93,3810.56,79,31.4
"Fintech","Seed","Europa","B2C","Sí",7,87,2,3,4,4.63,3.78,77.92,20.7,26.81,5,2047.45,74.6,20.6
"Fintech","Seed","Europa","B2C","Sí",6,29,1,3,5,2.6,2.31,45.91,21.7,0,46.8,864.76,25.2,-3.2
"Edtech","Series A","Norte América","B2B","Sí",13,188,2,6,13,31.51,6.15,263.38,18.9,0,301.58,2654.22,57.6,49.2
"Fintech","Series C+","Europa","B2C","Sí",11,396,6,9,5,186.03,12.18,3396.27,8.4,3.44,78.51,2359.15,65.4,20.6
"SaaS","Series A","Norte América","B2B","No",11,189,3,5,29,36.8,7.94,332.07,34.6,0,115.77,4187.96,62.7,19
"Fintech","Series C+","Europa","B2B","Sí",13,432,7,13,7,301.04,12.54,5000,6.3,0,175.31,5798.77,77,-32.3
