"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Edtech","Series B","Norte América","B2B2C","Sí",13,300,4,7,8,92.12,6,1010.43,7.9,9.72,146.91,3386.99,24.4,5
"E-commerce","Series A","Europa","B2C","No",5,111,2,3,6,6.65,2.05,87.74,15,6.23,38.59,797.08,36.5,-7.3
"E-commerce","Series A","Norte América","B2B","Sí",7,64,3,3,8,6.01,5.43,152.14,19.7,16.4,5,5180.28,80.6,34.9
"Fintech","Seed","Asia","B2B","Sí",14,107,2,6,10,8.03,7,118.37,13.3,0,297.92,6440.51,95,-11.3
"Fintech","Series C+","Asia","B2B","Sí",11,333,7,7,11,215.91,15.27,4089.5,10.9,20.71,206.08,5821.47,59.8,55.2
"SaaS","Series A","Norte América","B2B","Sí",3,54,2,1,8,14.81,0,139.03,9.4,6.74,158.61,50,23.4,18.3
"E-commerce","Series A","LATAM","B2C","Sí",6,36,3,5,7,28.36,3.04,201.67,11.4,0,59.82,1079.84,38.5,50.7
"Healthtech","Series A","Asia","B2C","Sí",11,153,2,4,24,28.52,8.23,348.65,13.6,11.05,80.12,1864.33,78.5,5.7
"E-commerce","Series B","Asia","B2C","No",10,153,3,5,12,28.01,4.32,399.37,20.3,0,5,2601.92,31,42.1
"E-commerce","Series C+","LATAM","B2C","No",3,125,7,7,5,93.74,3.92,1598.15,12.8,0,18.09,1496.69,35.7,38.9
"Fintech","Series A","Norte América","B2B","Sí",6,82,3,1,8,10.68,3.7,103.09,12.7,0.27,215.5,2582.93,73,63.2
"Fintech","Series B","Asia","B2B","Sí",9,199,4,5,11,93.59,10.58,1108.36,25.9,5.7,208.67,6336.32,95,24.3
"Fintech","Seed","Norte América","B2B","No",7,46,1,3,5,14.98,12.91,110.51,20.2,12.4,51.67,4123.11,61.5,28.1
"SaaS","Series C+","LATAM","B2B","Sí",6,112,4,6,15,65.28,5.65,1302.89,15.6,2.72,64.76,3424.14,87.3,50.7
"Fintech","Seed","LATAM","B2C","No",8,84,1,4,10,0.1,6.47,61.1,14.8,0,89.9,1807.48,64.5,68.8
"Fintech","Series A","Norte América","B2B2C","Sí",12,136,3,4,9,18.68,6.33,174.04,8.2,13.13,218.36,2053.07,30.2,60.9
