"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
18,"Masculino","Cartagena",5,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1680698,104689,4,30094,"Postres","Cena","Fin de Semana",42,"No",21,5,64,1.1,"PSE","Smartphone",0,1,17,10.2,26
33,"Femenino","Bogotá",1,"Universitario","Soltero","Empleado","Presencial","No",0,1787073,177011,5,36419,"Saludable","Almuerzo","Fin de Semana",23,"No",53,4.4,38,0.5,"Débito","Smartphone",0,2,15,7,24
32,"Femenino","Cali",2,"Técnico","Soltero","Empleado","Presencial","No",0,2488144,637214,11,63815,"Italiana","Cena","Entre Semana",47,"No",74,5,53,1.5,"Efectivo","Computador",0,5,39,10.7,19
35,"Masculino","Bogotá",4,"Universitario","Divorciado","Empleado","Presencial","No",0,8765038,1128553,34,36649,"Comida Rápida","Snack","Fin de Semana",12,"Sí",40,4.4,53,4.3,"Efectivo","Smartphone",1,18,23,7.4,7
41,"Femenino","Bogotá",3,"Universitario","Divorciado","Independiente","Remoto","No",0,6712586,1473268,29,61294,"Asiática","Almuerzo","Entre Semana",28,"Sí",23,4.4,72,0.8,"Débito","Smartphone",1,9,32,2.2,3
44,"Femenino","Bogotá",3,"Técnico","Divorciado","Empleado","Híbrido","No",0,4213580,584476,17,33273,"Comida Rápida","Desayuno","Fin de Semana",17,"No",33,4,40,3.7,"Efectivo","Smartphone",1,9,12,6.4,6
33,"Femenino","Medellín",4,"Universitario","Soltero","Empleado","Remoto","Sí",2,9357459,3e+06,40,97656,"Italiana","Desayuno","Fin de Semana",6,"No",31,4.5,41,4.7,"Tarjeta Crédito","Smartphone",1,8,94,7.7,12
36,"Masculino","Medellín",2,"Secundaria","Soltero","Empleado","Presencial","Sí",2,1733140,352133,5,68324,"Saludable","Cena","Entre Semana",25,"No",55,3.7,53,2.8,"Débito","Smartphone",0,1,51,4.2,12
38,"Femenino","Medellín",4,"Universitario","Soltero","Empleado","Híbrido","No",0,10188928,604527,14,39448,"Comida Rápida","Desayuno","Fin de Semana",9,"No",29,4,55,4.9,"Tarjeta Crédito","Smartphone",0,9,20,13,0
27,"Femenino","Bogotá",5,"Posgrado","Soltero","Empleado","Presencial","No",0,16199673,1571438,34,45001,"Comida Rápida","Cena","Entre Semana",53,"Sí",31,3.8,61,4.8,"Tarjeta Crédito","Smartphone",3,16,0,7.4,16
