"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"SaaS","Seed","Asia","B2B2C","No",13,123,1,5,22,3.26,9.87,138.28,16.3,16.69,116.37,3082.35,67.8,26.3
"E-commerce","Series A","Norte América","B2C","Sí",10,130,3,4,5,20.97,9.18,241.93,15.9,7.97,76.99,1837.17,28,33.9
"Fintech","Series A","Asia","B2B","Sí",10,128,2,5,10,25.06,5.98,224.75,18,0,253.62,3147.68,75.5,33.4
"E-commerce","Series A","Asia","B2C","Sí",4,88,2,4,4,6.63,1.08,98.82,5,20.09,87.72,930.4,71.8,-2
"E-commerce","Seed","Norte América","B2B","Sí",11,105,1,4,7,10.17,4.94,52.93,5,0,112.14,3811.1,75.7,-30.8
"E-commerce","Seed","LATAM","B2B","Sí",2,19,1,1,3,2.38,0,61.97,11.8,4.03,179.97,6164.49,87.7,-23.9
"Fintech","Series A","Norte América","B2B","No",13,176,3,6,12,16.04,14.2,266.09,18,0,235.02,9725.14,95,45.2
"Fintech","Series A","LATAM","B2C","No",14,143,3,5,13,29.64,11.4,280.66,20.9,0,44.63,1116.66,40.9,62.6
"E-commerce","Series C+","Asia","B2B","No",9,270,6,6,6,113.19,10.35,2132.5,5,11.68,111.31,5470.19,76,-0.2
"Healthtech","Seed","Asia","B2C","Sí",14,113,1,6,28,7.29,5.51,142.89,11,0,101.31,823.85,50.9,35.6
"SaaS","Series B","LATAM","B2C","Sí",8,169,3,5,29,33.67,5.83,512.65,40.8,0,42.9,2025.41,48,23.5
"Fintech","Series A","Europa","B2B","Sí",8,97,3,3,12,15.28,3.52,125.53,17.5,8.83,341.42,4269.75,65.7,17.2
"Healthtech","Series B","Asia","B2C","Sí",10,231,4,5,26,69.46,6.8,969.07,19.1,29.11,25.54,1028.2,35.8,48.6
