"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Fintech","Seed","LATAM","B2B","No",15,150,1,6,12,4.62,14.82,106.44,16.7,8.99,280.27,7091.59,95,-15.7
"E-commerce","Series B","LATAM","B2C","Sí",7,212,4,5,10,68.49,7.78,815.26,20,0,64.75,1048.6,48.4,-7.7
"Fintech","Seed","Europa","B2B2C","No",6,39,1,4,4,4.03,1.2,56.29,7.5,5.45,204.49,2041.86,55.8,47.2
"Fintech","Seed","Norte América","B2B","No",6,74,1,2,8,5.65,2.91,76.42,28.2,10.72,125.38,3222.7,95,58.9
"Healthtech","Seed","Asia","B2B2C","No",2,22,2,3,30,1.92,0,88.81,32.9,11.21,154.03,1745.3,39.4,2.7
"SaaS","Series A","LATAM","B2C","No",5,93,2,3,10,12.75,2.76,139.7,5.3,21.95,24.98,1754.84,89.5,24.2
"Healthtech","Seed","Asia","B2B","Sí",10,93,1,5,15,6.41,2.38,63.64,5,2.2,5,2881.97,69.5,-38.4
"SaaS","Seed","Norte América","B2B2C","No",2,27,1,2,7,6.09,0.11,47.47,19.1,0,46.04,3830.63,95,10.8
"Fintech","Seed","Europa","B2C","No",6,66,1,2,3,9.97,2.21,117.79,5,50,119.87,1359.17,61,-33.7
"E-commerce","Series B","Norte América","B2B2C","No",9,173,3,5,7,84.75,9,878.99,5,0,79.23,4703.68,62,-7
"E-commerce","Series A","Norte América","B2B","No",8,95,2,4,6,5.82,8.47,162.84,7.3,8.69,97.75,4541.12,55.5,75.9
"SaaS","Series B","Norte América","B2B","Sí",8,211,4,5,20,56.76,0.23,752.3,17.5,4.51,52.72,2871.06,67,59.6
"Fintech","Series A","Norte América","B2B","No",2,25,3,3,8,7.31,0.3,61.13,33.8,0.55,134.79,2861.21,70.2,82.6
"Edtech","Series A","LATAM","B2C","Sí",6,42,2,1,2,13.2,4.41,127.7,7,9.85,56.38,1767.43,45.7,12.3
"Healthtech","Series B","LATAM","B2B","Sí",13,226,4,7,29,82.09,7.85,1036.42,10,8.87,186.42,4482.97,66.5,74.1
"E-commerce","Seed","LATAM","B2B","Sí",2,21,1,3,6,15.97,3.49,66.7,24.7,0,149.07,4300.41,51,41.8
"Edtech","Seed","Norte América","B2B","Sí",6,65,1,1,5,4.37,0,73.26,5,4.6,116.25,1675.42,69.8,92.4
"Fintech","Series A","Norte América","B2B2C","Sí",2,15,2,3,1,0.81,1.86,11.23,11,12.18,152.52,2244.12,54.5,37.9
"E-commerce","Series B","Europa","B2B2C","No",2,44,4,2,3,14.65,0,217.07,7.6,2,147.59,2433.93,72.6,35.4
"Fintech","Series A","Norte América","B2C","Sí",11,158,2,6,8,10.95,7.4,114.81,15.3,5.63,56.35,1368.25,50.1,-9.5
"E-commerce","Seed","LATAM","B2C","Sí",4,45,1,1,9,8.88,1.32,139.49,22.6,17.29,64.87,1617.73,85.8,22
"Edtech","Seed","Norte América","B2C","No",12,84,1,5,9,2.6,5.3,38.22,14.1,0,58.61,855.65,65.8,-2.7
"Edtech","Series A","Asia","B2C","Sí",8,80,2,4,8,22.18,2.06,184.46,20,20.26,50.52,50,41.3,36.4
"Fintech","Seed","Norte América","B2B","No",15,122,2,6,12,0.1,13.21,82.38,18.1,4.51,51.67,7088.21,95,9.7
"Fintech","Seed","Europa","B2C","No",8,76,1,3,7,14.51,6.33,103.83,10.6,13.34,93.49,1225.19,44.7,25.8
"SaaS","Series C+","Asia","B2C","No",4,33,6,3,6,79.17,3.03,1495.15,5,8.43,9.67,2143.92,95,37.2
"E-commerce","Series B","Norte América","B2B","No",4,100,3,2,8,31.45,3.8,452.77,24.6,7.47,205.23,2243.91,67.9,31.4
"Fintech","Series A","Europa","B2B2C","Sí",9,71,3,4,9,9.64,2.46,102.99,16.7,3.52,105.96,1802.19,35.5,-5.2
"Fintech","Seed","Norte América","B2C","Sí",1,2,1,1,2,1.96,0,48.21,13,24.02,46.56,1856.22,70.8,-12.8
"E-commerce","Series B","Norte América","B2B","No",15,289,3,9,9,91.82,14.26,1045.65,5,10.18,53.55,5550.44,66.4,53.8
"Healthtech","Series A","LATAM","B2B","No",3,49,3,2,2,17.93,1.71,180.2,8,3.73,273.49,2964.87,78.4,31.7
"Edtech","Seed","LATAM","B2B","Sí",13,115,2,4,6,0.1,6.03,53.42,8.2,0,236.75,3522,49.6,22.4
"Fintech","Series A","Europa","B2C","No",5,74,3,3,3,16.48,0,216.31,5,28.34,39.45,1512.49,53,-25.7
