"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
18,"Masculino","Cartagena",2,"Universitario","Soltero","Empleado","Híbrido","No",0,2260092,241361,9,29691,"Comida Rápida","Cena","Fin de Semana",5,"No",40,4.4,40,3.7,"Débito","Smartphone",0,5,36,5.7,21
36,"Masculino","Medellín",2,"Universitario","Unión Libre","Empleado","Presencial","Sí",2,3673420,583534,11,57435,"Comida Rápida","Cena","Fin de Semana",36,"No",82,4.3,58,2.5,"PSE","Smartphone",0,8,72,4.6,0
37,"Masculino","Cali",3,"Secundaria","Casado","Desempleado","No Aplica","Sí",2,805329,121426,3,39989,"Postres","Almuerzo","Entre Semana",53,"No",70,4.1,40,12.6,"Efectivo","Smartphone",0,1,100,10.5,7
35,"Masculino","Bogotá",6,"Universitario","Divorciado","Empleado","Presencial","No",0,21728593,1424526,21,80982,"Italiana","Almuerzo","Entre Semana",28,"Sí",20,4.5,55,6.3,"Tarjeta Crédito","Smartphone",1,8,0,8.8,6
26,"Masculino","Bogotá",1,"Secundaria","Soltero","Empleado","Presencial","No",0,1209944,80094,3,28268,"Comida Rápida","Cena","Entre Semana",60,"No",85,4.5,36,6.4,"Efectivo","Smartphone",0,1,4,3.8,13
35,"Femenino","Bogotá",3,"Universitario","Casado","Independiente","Remoto","Sí",2,6303635,1577293,24,64002,"Comida Rápida","Cena","Fin de Semana",50,"No",53,3.8,51,5.1,"Débito","Computador",2,13,71,5.6,8
41,"Masculino","Cali",3,"Universitario","Casado","Empleado","Presencial","Sí",2,7100629,1285652,18,70250,"Saludable","Cena","Fin de Semana",49,"Sí",14,4.6,56,3.3,"Débito","Tablet",1,8,87,7.7,0
35,"Femenino","Bogotá",4,"Universitario","Unión Libre","Desempleado","No Aplica","Sí",3,2033536,1444387,13,124690,"Asiática","Cena","Fin de Semana",32,"Sí",27,4.4,29,2.1,"Débito","Tablet",0,6,77,7.1,2
18,"Masculino","Cartagena",3,"Secundaria","Soltero","Empleado","Remoto","Sí",1,2259164,359454,8,39480,"Comida Rápida","Snack","Fin de Semana",53,"No",38,4.2,24,5.9,"Efectivo","Smartphone",0,4,65,8,23
25,"Femenino","Medellín",2,"Técnico","Casado","Independiente","Híbrido","Sí",1,2459202,622847,11,54270,"Saludable","Desayuno","Entre Semana",2,"No",84,4,39,1,"Débito","Smartphone",0,6,57,9.1,28
29,"Otro","Medellín",4,"Técnico","Divorciado","Desempleado","No Aplica","Sí",1,1160235,364392,4,85265,"Asiática","Cena","Fin de Semana",9,"No",37,4,44,0.9,"Tarjeta Crédito","Computador",0,3,57,8,13
56,"Masculino","Cartagena",2,"Universitario","Casado","Empleado","Híbrido","Sí",2,4636750,962158,19,58667,"Comida Rápida","Almuerzo","Fin de Semana",36,"No",92,3.7,54,5,"PSE","Computador",2,10,79,4,0
46,"Femenino","Medellín",3,"Posgrado","Casado","Empleado","Presencial","No",0,10238964,1400750,20,68671,"Italiana","Desayuno","Fin de Semana",31,"Sí",51,4,23,1.9,"Efectivo","Computador",1,8,46,9.4,0
