"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
24,"Masculino","Bogotá",5,"Universitario","Soltero","Estudiante","No Aplica","No",0,3418918,236015,4,55621,"Local","Snack","Fin de Semana",35,"No",15,3.7,43,8.6,"Efectivo","Tablet",0,3,18,9.7,38
30,"Masculino","Medellín",2,"Técnico","Casado","Empleado","Presencial","Sí",2,2260979,811226,13,54633,"Saludable","Cena","Fin de Semana",32,"No",90,3.3,41,3.3,"Débito","Smartphone",2,7,95,5.8,22
32,"Femenino","Medellín",3,"Universitario","Casado","Empleado","Presencial","Sí",1,6445226,1066033,28,47314,"Comida Rápida","Almuerzo","Fin de Semana",13,"Sí",39,4.4,56,4.6,"Efectivo","Smartphone",1,13,70,6.3,13
36,"Femenino","Bogotá",3,"Secundaria","Soltero","Independiente","Híbrido","No",0,4323597,389758,7,50276,"Saludable","Cena","Fin de Semana",41,"No",57,3.7,43,7.2,"Débito","Smartphone",1,2,38,7,9
28,"Femenino","Bogotá",6,"Universitario","Casado","Empleado","Híbrido","Sí",1,17260792,1880202,37,60009,"Comida Rápida","Cena","Entre Semana",6,"Sí",41,4,63,0.8,"Tarjeta Crédito","Smartphone",1,21,52,13.2,18
18,"Masculino","Bogotá",5,"Secundaria","Unión Libre","Empleado","Remoto","Sí",1,7040014,2060834,34,59932,"Comida Rápida","Cena","Fin de Semana",31,"Sí",28,4.9,46,0.6,"Débito","Smartphone",1,18,42,3.7,22
38,"Masculino","Cali",5,"Técnico","Soltero","Independiente","Híbrido","Sí",2,11112137,1549141,38,41596,"Postres","Cena","Entre Semana",1,"Sí",38,4.1,36,4.9,"Tarjeta Crédito","Smartphone",1,25,88,6.9,6
35,"Masculino","Bogotá",3,"Universitario","Unión Libre","Empleado","Presencial","No",0,5620311,619092,13,59725,"Italiana","Cena","Entre Semana",28,"Sí",35,4.3,61,2.5,"Débito","Computador",0,2,67,3.5,4
18,"Femenino","Barranquilla",4,"Secundaria","Soltero","Independiente","Presencial","No",0,5261927,730787,20,41983,"Comida Rápida","Cena","Fin de Semana",57,"Sí",75,4.8,41,15,"Débito","Smartphone",1,11,16,10.5,16
26,"Masculino","Bogotá",5,"Universitario","Divorciado","Empleado","Híbrido","No",0,12351758,940923,15,57096,"Saludable","Almuerzo","Entre Semana",52,"No",13,4.6,38,1.8,"Tarjeta Crédito","Smartphone",0,7,42,10.4,18
28,"Masculino","Bogotá",5,"Universitario","Soltero","Desempleado","No Aplica","No",0,2456901,886459,13,71494,"Asiática","Almuerzo","Fin de Semana",35,"Sí",9,3.3,59,5,"Tarjeta Crédito","Smartphone",2,4,13,7.5,22
27,"Masculino","Medellín",1,"Técnico","Soltero","Empleado","Presencial","No",0,1655614,155116,6,28958,"Comida Rápida","Almuerzo","Entre Semana",12,"Sí",52,4.7,58,1.2,"Tarjeta Crédito","Smartphone",0,5,8,5.7,22
37,"Femenino","Medellín",4,"Universitario","Casado","Empleado","Híbrido","Sí",2,10507829,1856686,37,64217,"Saludable","Cena","Fin de Semana",19,"Sí",2,4.1,37,1.7,"Tarjeta Crédito","Smartphone",1,19,100,9,10
28,"Femenino","Cali",3,"Secundaria","Unión Libre","Empleado","Híbrido","Sí",1,3314356,669278,8,75004,"Asiática","Desayuno","Entre Semana",59,"No",62,4.2,15,1.4,"Tarjeta Crédito","Smartphone",0,1,78,9.5,11
28,"Femenino","Bogotá",3,"Técnico","Unión Libre","Independiente","Remoto","No",0,4281848,455647,17,30524,"Comida Rápida","Almuerzo","Fin de Semana",17,"No",46,4.3,31,6.2,"Débito","Smartphone",1,10,55,4.6,19
33,"Masculino","Barranquilla",1,"Universitario","Soltero","Independiente","Remoto","Sí",3,2792601,588598,14,44188,"Comida Rápida","Cena","Fin de Semana",31,"Sí",56,3.5,50,7.3,"Efectivo","Smartphone",1,8,63,5.8,12
