"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"E-commerce","Series B","Asia","B2C","No",10,212,4,6,8,48.66,11.24,723.99,12.4,25.83,61.51,1780.24,79.1,8.2
"Healthtech","Series B","Norte América","B2C","Sí",6,172,4,2,19,31.35,1.47,484.41,32.8,11.62,75.2,1685.49,67.9,11.8
"E-commerce","Series A","Norte América","B2B","Sí",1,51,2,1,3,6.37,1.31,50.86,7.2,11.19,257.06,193.28,37.6,41.1
"E-commerce","Series B","Europa","B2B2C","Sí",13,287,4,10,7,81.91,11.29,1028.49,5,14.14,221.9,3561.16,39.1,5.4
"Healthtech","Series A","Norte América","B2B","No",5,38,2,2,12,13.75,0,133.86,10.9,0,77.6,4473.48,95,-12.4
"E-commerce","Series A","LATAM","B2C","No",8,56,2,6,10,6.82,3.89,111.59,20.9,28.18,45.75,1002.2,29.9,11.3
"Healthtech","Series B","Norte América","B2B","No",6,157,3,2,26,47.35,6.51,640.72,23.9,0,240.27,5310.73,95,-34.8
"Fintech","Series B","Europa","B2B2C","Sí",5,37,4,2,4,34.54,0,370.36,6.9,0,184.77,50,24.7,28.4
"E-commerce","Series A","Norte América","B2C","Sí",7,65,2,6,6,15.06,7.53,178.97,15.6,15.9,60.89,1060.61,31,11.4
"E-commerce","Series B","LATAM","B2C","Sí",4,119,4,2,6,13.5,2.97,233.55,15,0,64.37,2200.83,40.9,25.6
"Healthtech","Series A","Norte América","B2B","No",2,51,2,1,0,14.74,0,148.1,7.1,0,45.28,2269.28,54.2,-20.6
"E-commerce","Series B","Asia","B2B2C","Sí",11,244,4,7,10,77.71,6.22,962.14,18.5,0,11.17,1344.06,43,22.9
"E-commerce","Series B","Europa","B2C","No",7,167,3,4,9,46.86,5.28,668.97,10.5,27.17,19.64,1293.16,46.4,70.2
"SaaS","Seed","Norte América","B2B","Sí",8,68,2,3,21,16.53,6.3,134.55,19.2,0,83.08,5918.75,81.7,-13.3
"E-commerce","Seed","Europa","B2B","Sí",12,125,1,5,7,5.98,9.49,105.85,5,6.76,224.2,2138.41,40.7,43.1
"Edtech","Series A","Norte América","B2B","Sí",8,130,2,6,4,23.65,5.56,196.92,5,10.34,238.59,4694.98,78,8.4
"Edtech","Series A","Norte América","B2B","Sí",13,170,3,5,10,11.51,4.23,146,5,7.78,5,3322.38,75.4,64.2
"E-commerce","Series B","Norte América","B2B","Sí",7,144,3,4,6,47.96,5.61,587.56,26.6,5.21,340.18,4190.86,71.5,8.5
"Edtech","Series B","Norte América","B2C","No",11,168,4,4,11,40.5,8.62,631.31,15.3,0,20.83,2258.71,64.7,77.9
"E-commerce","Series A","Norte América","B2B","Sí",13,140,2,7,12,17.14,9.39,221.99,13,5.69,313.59,5218.03,95,46
"Healthtech","Series A","Asia","B2C","Sí",9,75,2,6,34,10.93,3.7,210,35.3,7.26,87.12,1096,41,44.4
"Edtech","Series A","Norte América","B2C","No",12,164,2,5,7,18.26,6.27,165.21,5.5,3.85,48.19,705.67,26.3,-8
"Fintech","Seed","Europa","B2B","Sí",9,83,2,4,5,0.1,6.65,76.32,12.1,9.68,292.32,3634.03,61.1,59.5
"Healthtech","Series A","LATAM","B2C","No",1,40,3,1,17,3.84,0,84.63,27.5,0,90.21,845.05,45.8,26.9
"Healthtech","Seed","Norte América","B2B2C","No",7,53,2,3,29,0.1,8.48,139.09,14.8,13.61,5,1928.94,65.7,-2.9
"Healthtech","Series A","Europa","B2B","No",10,128,3,5,29,18.77,7.93,234.33,23.1,0,20.63,4537.4,85.7,26
"SaaS","Series A","Norte América","B2B","Sí",14,145,2,5,22,23.86,7.88,333.22,5,5.2,62.44,4853.25,95,54
"Edtech","Seed","Asia","B2C","Sí",8,82,2,3,2,7.87,4.24,71.15,5,0,34.18,1295.5,59.1,18.4
"E-commerce","Seed","Europa","B2C","Sí",3,53,1,2,7,5.29,1.33,110.99,20.8,16.47,22.87,728.25,43,28.8
"Edtech","Series B","Europa","B2C","Sí",10,235,3,5,11,44.33,6.53,551.46,25.8,0,11.29,1088.69,51.9,11.1
"Healthtech","Series C+","Norte América","B2C","No",12,298,5,8,36,204.01,10.01,3893.32,18.7,7.6,97.46,2128.92,55.3,26.1
"Edtech","Seed","Norte América","B2C","Sí",10,77,2,4,11,0.69,2.79,123.34,27.6,35.16,5,161.93,47.4,38.9
"E-commerce","Seed","Europa","B2B","Sí",6,33,2,3,8,6.41,5.09,80.65,16,5.87,132.06,5402.22,95,40.2
"Fintech","Seed","Europa","B2B2C","Sí",6,38,2,3,4,3.29,9.3,76.66,5,7.28,172.32,3405.68,41.8,34.1
"Fintech","Series B","Norte América","B2C","Sí",11,248,4,6,6,72.34,9.38,857.33,5,3.19,70.35,1721.15,60.7,27.2
"Healthtech","Series B","Norte América","B2B","No",10,221,3,6,31,69.02,7.83,929.49,28,6.62,56.7,2396.22,69.3,8.6
"E-commerce","Seed","Asia","B2B","Sí",2,2,1,1,4,9.91,3.41,70.55,7.8,0,205.38,2189.72,52.5,21.8
"Fintech","Series C+","Norte América","B2B","No",3,172,4,2,2,47.01,5.2,992.76,5,0,327.41,2798.37,94.5,39.4
"SaaS","Series B","Asia","B2B","No",9,250,3,5,14,65.52,10.25,867.5,13.3,5.8,173.43,5485.83,37.7,43
"E-commerce","Series A","Europa","B2B","No",7,69,2,3,6,1.92,4.02,60.83,9.5,5.87,198.92,1178.77,51.8,-9.5
"E-commerce","Seed","Norte América","B2B2C","No",7,59,2,3,6,0.1,6.63,51.82,5,0.27,110.91,3416.01,56.7,22.9
"Fintech","Series B","Europa","B2B","Sí",12,285,3,6,13,75.92,12.45,960.04,22.2,0,12.55,5057.4,41.8,43.6
"SaaS","Series A","LATAM","B2B2C","Sí",4,63,3,3,10,18.44,9.7,178.78,18.3,5.94,99.35,3013.57,67.5,-21.4
"Healthtech","Seed","Norte América","B2C","No",9,73,1,3,35,2.01,4.28,72.08,35.4,0,40.24,181.65,68.7,-39.5
"Edtech","Seed","Europa","B2B","Sí",3,7,2,2,5,0.1,0,36.06,19.7,9.31,265.55,1920.35,59.3,20.8
"E-commerce","Seed","Norte América","B2C","Sí",2,47,2,2,9,1.66,2.78,22.95,32.8,0,67.74,1379.07,37.9,20.2
"Edtech","Seed","LATAM","B2B","Sí",8,43,1,4,7,2.44,3.59,23.16,8.1,2.25,203.63,5219.89,77,16.9
"Healthtech","Series B","Norte América","B2C","Sí",7,165,4,4,19,58.74,5.15,686.22,11.1,1.8,115.29,1309.44,38.6,-11.8
"SaaS","Series B","Europa","B2B","Sí",13,253,3,6,24,83.62,9.32,1039.35,15.2,2.7,135.02,3484.03,86.9,51.6
"Edtech","Seed","LATAM","B2C","Sí",3,48,2,1,3,0.1,3.22,24.3,5,0,55.89,244.82,61.7,25.5
"Fintech","Series A","LATAM","B2B","Sí",6,100,3,4,4,24.38,6.09,208.9,8,13.41,214.12,3161.26,75,31
"Healthtech","Series B","Europa","B2C","No",10,176,3,5,24,30.98,8.98,449.83,20.6,0,24.16,2163.97,74.6,-39.3
"E-commerce","Series A","Norte América","B2C","No",15,208,2,7,12,37.94,9.4,327.69,7.2,14.71,64.91,1903.35,69.7,14.7
"E-commerce","Series B","Norte América","B2B","Sí",7,197,3,4,8,40.09,6.82,572.97,20.4,3.09,207.8,3883.3,86.7,19.7
"E-commerce","Series C+","Europa","B2B2C","No",1,154,7,6,0,118.71,6.11,2109,16.2,0,133.97,3990.76,80.8,53
"E-commerce","Seed","Norte América","B2C","Sí",8,94,2,3,6,6.01,8.04,115.18,14.6,0,23.34,1160.25,70.2,39
"Fintech","Seed","Norte América","B2B2C","No",10,64,2,2,7,7.02,6.78,128.35,8.8,11.99,288.04,3758.38,73.5,-23.7
"SaaS","Seed","Norte América","B2C","Sí",8,75,1,3,19,5.96,4.16,117.67,22.7,33.83,61.17,1387.47,94.5,100
"Fintech","Seed","Norte América","B2C","No",15,136,1,4,14,12.94,10.65,129.17,9.4,0,43.35,3012.09,74.8,-13.4
"Healthtech","Series A","Europa","B2B","Sí",8,74,2,5,24,4.43,0,125.53,9.8,0,277.1,5082.74,95,2
"Fintech","Seed","Europa","B2C","Sí",12,79,1,4,11,0.1,10.62,30.27,13.7,0,37.45,979.96,63.9,-50
"Fintech","Series C+","Norte América","B2B","No",6,267,5,8,5,204.17,12.23,3677.02,10.8,9.12,81.12,5021.92,57.4,72.5
"Healthtech","Series A","Norte América","B2B2C","Sí",3,22,3,2,25,0.55,2.11,95.8,38.6,0,197.69,302.7,38.1,25.8
"Healthtech","Series A","Norte América","B2B2C","Sí",6,101,2,3,19,17.99,6.24,196.14,19.5,8.5,168.7,3867.57,51.9,35.6
"Edtech","Series A","Norte América","B2B","Sí",4,67,2,2,1,24.43,1.34,176.85,5,0,118.01,2071.39,67,49.9
"E-commerce","Series A","Europa","B2C","No",10,119,2,4,9,24.81,3.34,269.76,6.6,29.64,49.4,378.73,47.2,8.3
"SaaS","Seed","Norte América","B2C","Sí",12,120,2,6,21,2.01,11.39,82.36,5,0,73.21,2792.58,95,6.7
"SaaS","Seed","Norte América","B2B","No",8,56,1,2,16,6.15,5.27,48.24,22.1,9.05,260.25,2293.12,45.1,-13
"Edtech","Seed","Norte América","B2C","Sí",6,74,2,4,3,4.4,2.96,65.86,14.5,20.18,61.97,1728.13,82.3,9.3
"E-commerce","Series B","LATAM","B2B","No",4,171,4,1,8,55.54,5.25,638.82,18.7,4.13,264.35,1279.52,50.9,60.5
"Edtech","Series A","Norte América","B2B","Sí",2,2,3,2,7,0.52,3.28,96.35,5,8.6,173.02,5000.3,67.1,38.6
"E-commerce","Series B","Norte América","B2B2C","No",7,160,4,4,5,38.23,8.08,558.94,19.4,8.04,253.47,950.85,47,8
"Edtech","Seed","Europa","B2B","Sí",7,55,1,5,10,0.54,3.59,82.7,27.2,16.32,163.21,2619.67,47.9,43.9
"Edtech","Seed","Norte América","B2C","No",15,149,1,6,9,15.47,8.98,80.98,5,3.77,50.66,1624.26,62.9,49.4
"Fintech","Series C+","Europa","B2C","Sí",11,299,4,7,7,138.67,11.72,2855.13,8.5,25.57,81.56,1906.93,29.9,39.9
