"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
38,"Masculino","Cartagena",3,"Técnico","Casado","Desempleado","No Aplica","No",0,978738,114726,3,36390,"Comida Rápida","Cena","Fin de Semana",36,"No",77,4,39,0.8,"Tarjeta Crédito","Smartphone",0,1,40,8.5,7
38,"Femenino","Bogotá",4,"Universitario","Casado","Estudiante","No Aplica","No",0,3412362,281369,5,50718,"Asiática","Almuerzo","Fin de Semana",16,"No",47,3.7,63,2.4,"Efectivo","Smartphone",0,4,13,4.9,11
34,"Femenino","Medellín",2,"Secundaria","Soltero","Independiente","Remoto","No",0,2177832,467778,13,39422,"Saludable","Cena","Fin de Semana",38,"No",82,3.6,25,1.7,"Débito","Smartphone",1,7,37,7.5,15
18,"Masculino","Bogotá",2,"Secundaria","Soltero","Desempleado","No Aplica","No",0,8e+05,109649,3,36440,"Comida Rápida","Almuerzo","Entre Semana",29,"No",68,3.9,64,6.4,"Efectivo","Smartphone",0,2,4,6,11
24,"Masculino","Cartagena",3,"Secundaria","Unión Libre","Independiente","Remoto","No",0,3228817,317155,10,36681,"Saludable","Cena","Fin de Semana",23,"No",47,3.9,46,5,"Tarjeta Crédito","Smartphone",1,6,69,9.3,23
44,"Masculino","Bogotá",3,"Técnico","Unión Libre","Independiente","Híbrido","Sí",2,6574390,1115232,17,63083,"Comida Rápida","Desayuno","Fin de Semana",31,"No",36,3.8,34,8.1,"Efectivo","Tablet",1,8,71,5.5,5
26,"Masculino","Medellín",3,"Universitario","Unión Libre","Empleado","Híbrido","No",0,6042168,851712,23,47911,"Saludable","Almuerzo","Entre Semana",10,"Sí",57,3.9,39,1,"Tarjeta Crédito","Smartphone",2,12,50,8.9,19
18,"Masculino","Bogotá",5,"Secundaria","Soltero","Empleado","Híbrido","No",0,4982222,814545,14,69891,"Asiática","Snack","Fin de Semana",50,"Sí",52,4.6,33,3.1,"Tarjeta Crédito","Computador",0,5,13,9,19
26,"Femenino","Cali",3,"Técnico","Unión Libre","Empleado","Híbrido","Sí",1,4475012,960963,16,59976,"Local","Almuerzo","Entre Semana",41,"No",44,4.7,54,14.9,"Tarjeta Crédito","Smartphone",0,8,52,8.6,19
24,"Femenino","Cartagena",3,"Secundaria","Soltero","Empleado","Remoto","Sí",1,3256732,403302,11,40841,"Comida Rápida","Almuerzo","Fin de Semana",48,"Sí",39,4.2,42,0.7,"Débito","Smartphone",0,5,50,6.8,17
28,"Masculino","Medellín",3,"Universitario","Casado","Empleado","Híbrido","Sí",1,5841479,1536983,20,77755,"Italiana","Almuerzo","Fin de Semana",48,"No",42,3.2,54,3.2,"Débito","Smartphone",3,9,50,6.1,11
44,"Femenino","Cali",3,"Posgrado","Unión Libre","Empleado","Presencial","Sí",3,11133013,1800047,19,84108,"Asiática","Cena","Entre Semana",9,"No",18,3,64,1.9,"PSE","Computador",3,4,58,7.1,5
38,"Masculino","Bogotá",5,"Universitario","Unión Libre","Empleado","Remoto","Sí",1,13057699,3e+06,42,74353,"Asiática","Cena","Fin de Semana",20,"No",7,4.4,55,2.8,"PSE","Computador",1,6,66,10.4,0
36,"Masculino","Bogotá",5,"Técnico","Unión Libre","Independiente","Presencial","No",0,11614527,1425391,25,63679,"Asiática","Cena","Entre Semana",23,"Sí",21,3.8,28,3.4,"Tarjeta Crédito","Smartphone",2,9,59,10.7,0
28,"Masculino","Medellín",3,"Secundaria","Casado","Empleado","Híbrido","Sí",2,2591913,404843,9,50424,"Comida Rápida","Almuerzo","Fin de Semana",37,"No",17,4.6,46,3,"Débito","Smartphone",0,6,65,10.8,7
28,"Femenino","Cartagena",4,"Técnico","Unión Libre","Independiente","Remoto","Sí",1,8102805,3e+06,46,85070,"Italiana","Almuerzo","Fin de Semana",55,"Sí",17,5,46,2.1,"Tarjeta Crédito","Smartphone",1,15,59,6.6,10
29,"Femenino","Bogotá",3,"Secundaria","Soltero","Independiente","Remoto","No",0,3773710,309693,8,40600,"Comida Rápida","Almuerzo","Entre Semana",54,"No",43,3.8,54,1,"Tarjeta Crédito","Smartphone",1,4,34,8,13
31,"Femenino","Bogotá",4,"Universitario","Casado","Empleado","Híbrido","Sí",1,7476942,401813,13,32327,"Postres","Almuerzo","Entre Semana",52,"Sí",48,3.1,58,10.4,"Débito","Smartphone",2,5,72,8.3,21
20,"Masculino","Bogotá",2,"Secundaria","Soltero","Empleado","Presencial","No",0,1497417,125196,3,38374,"Saludable","Snack","Fin de Semana",36,"No",37,3.9,40,0.7,"PSE","Smartphone",0,4,0,8.3,9
42,"Femenino","Cartagena",3,"Técnico","Unión Libre","Empleado","Híbrido","No",0,4340660,677804,10,65789,"Italiana","Almuerzo","Entre Semana",46,"Sí",8,3.9,39,2.8,"Débito","Smartphone",1,2,53,4.1,5
18,"Femenino","Cartagena",1,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,103228,3,38758,"Saludable","Snack","Fin de Semana",6,"No",77,4.3,37,0.5,"PSE","Smartphone",0,2,6,3.5,23
39,"Masculino","Cali",1,"Técnico","Casado","Estudiante","No Aplica","Sí",1,8e+05,149473,3,51911,"Saludable","Almuerzo","Fin de Semana",41,"No",63,2.7,47,9.3,"Tarjeta Crédito","Smartphone",0,1,55,7,0
26,"Masculino","Medellín",2,"Técnico","Casado","Desempleado","No Aplica","Sí",2,8e+05,270904,7,44149,"Comida Rápida","Snack","Entre Semana",11,"No",62,4,48,3.3,"Débito","Smartphone",0,3,95,9.5,13
20,"Femenino","Cali",2,"Secundaria","Unión Libre","Estudiante","No Aplica","Sí",1,8e+05,233439,4,51569,"Saludable","Cena","Fin de Semana",2,"No",68,3.9,32,11.5,"Tarjeta Crédito","Smartphone",0,3,66,6.9,19
32,"Masculino","Cali",3,"Universitario","Unión Libre","Independiente","Presencial","Sí",1,6089147,1129489,18,73828,"Asiática","Cena","Entre Semana",33,"Sí",42,3.9,49,10.3,"Efectivo","Tablet",1,6,71,7.6,19
18,"Masculino","Cali",4,"Técnico","Soltero","Empleado","Remoto","No",0,4524555,522042,11,53783,"Saludable","Almuerzo","Entre Semana",21,"No",36,4.6,48,9.2,"Efectivo","Smartphone",0,4,21,7.8,13
32,"Masculino","Bogotá",2,"Técnico","Divorciado","Desempleado","No Aplica","Sí",1,8e+05,188903,5,36325,"Comida Rápida","Almuerzo","Fin de Semana",32,"No",55,4.9,57,4.8,"PSE","Smartphone",0,3,88,9.1,12
33,"Masculino","Cali",5,"Posgrado","Casado","Independiente","Híbrido","Sí",1,21302962,2357270,33,76330,"Italiana","Cena","Fin de Semana",33,"No",28,3.9,47,3.2,"Débito","Smartphone",3,12,37,9.5,21
38,"Masculino","Medellín",2,"Universitario","Unión Libre","Empleado","Híbrido","No",0,3951228,587901,10,57330,"Asiática","Almuerzo","Entre Semana",6,"No",67,4.2,68,5,"Tarjeta Crédito","Smartphone",0,1,57,4.7,17
23,"Femenino","Bogotá",3,"Universitario","Unión Libre","Estudiante","No Aplica","No",0,1252248,159665,4,43442,"Saludable","Desayuno","Entre Semana",2,"No",31,4.1,55,3.8,"Efectivo","Smartphone",0,2,63,7.4,29
24,"Masculino","Bogotá",3,"Técnico","Soltero","Independiente","Remoto","No",0,3711339,636062,15,41870,"Local","Almuerzo","Entre Semana",33,"Sí",44,3.5,52,1.1,"Débito","Computador",1,7,49,3.1,12
38,"Masculino","Barranquilla",3,"Universitario","Soltero","Empleado","Presencial","No",0,6608140,561262,16,32764,"Comida Rápida","Cena","Fin de Semana",10,"No",25,4.1,57,1.6,"Tarjeta Crédito","Smartphone",0,7,21,5.8,8
28,"Masculino","Medellín",3,"Universitario","Unión Libre","Empleado","Presencial","No",0,5122148,1324394,20,71623,"Italiana","Cena","Entre Semana",8,"Sí",35,5,55,0.8,"Tarjeta Crédito","Computador",1,6,56,5.7,23
30,"Masculino","Medellín",3,"Universitario","Soltero","Empleado","Híbrido","No",0,6342853,569346,20,32937,"Comida Rápida","Cena","Entre Semana",47,"Sí",74,4.1,39,1.8,"Efectivo","Smartphone",1,11,42,8.2,17
23,"Femenino","Cartagena",3,"Secundaria","Soltero","Empleado","Híbrido","No",0,2900445,198023,5,38249,"Comida Rápida","Snack","Entre Semana",28,"No",22,4.7,25,5,"Tarjeta Crédito","Smartphone",0,5,33,10.8,17
36,"Masculino","Barranquilla",3,"Universitario","Casado","Empleado","Híbrido","No",0,5068038,533890,16,38245,"Local","Cena","Fin de Semana",19,"No",27,3.7,28,5.7,"Tarjeta Crédito","Smartphone",1,10,61,4.6,4
33,"Femenino","Medellín",1,"Secundaria","Soltero","Independiente","Remoto","No",0,1280217,294763,7,42751,"Saludable","Cena","Entre Semana",4,"No",46,4,49,2.4,"Tarjeta Crédito","Smartphone",0,4,20,4,10
22,"Femenino","Medellín",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,979679,124689,3,47208,"Local","Cena","Entre Semana",18,"No",48,3.6,34,3.4,"Tarjeta Crédito","Computador",0,2,5,3.7,21
38,"Femenino","Cali",4,"Secundaria","Unión Libre","Desempleado","No Aplica","Sí",3,1272533,353190,5,82044,"Saludable","Almuerzo","Fin de Semana",35,"No",46,4.3,42,6.6,"Efectivo","Smartphone",0,1,73,6.3,0
28,"Femenino","Bogotá",4,"Posgrado","Unión Libre","Empleado","Presencial","Sí",1,14649958,1328030,21,73620,"Italiana","Cena","Fin de Semana",36,"Sí",52,4.3,59,10.4,"Efectivo","Smartphone",1,9,73,10.4,11
55,"Masculino","Cali",3,"Secundaria","Divorciado","Independiente","Remoto","No",0,4121647,773274,12,58799,"Italiana","Cena","Entre Semana",32,"No",60,3.6,57,8.6,"Débito","Smartphone",1,7,31,7.9,8
43,"Femenino","Medellín",3,"Técnico","Casado","Independiente","Híbrido","No",0,4449597,997734,21,47086,"Saludable","Almuerzo","Entre Semana",56,"Sí",7,4,56,2.3,"Débito","Smartphone",1,10,63,8.4,9
24,"Masculino","Barranquilla",5,"Universitario","Soltero","Independiente","Remoto","No",0,13896669,2504612,40,62987,"Italiana","Snack","Entre Semana",36,"Sí",41,3.7,44,11.4,"Débito","Smartphone",3,10,29,9.5,19
38,"Femenino","Medellín",3,"Posgrado","Casado","Independiente","Remoto","No",0,11089114,524079,18,28128,"Comida Rápida","Almuerzo","Entre Semana",43,"No",32,3.4,47,5.8,"Débito","Computador",3,8,64,7.5,10
39,"Femenino","Bogotá",6,"Secundaria","Soltero","Empleado","Remoto","No",0,10374672,911274,29,37320,"Postres","Cena","Fin de Semana",6,"Sí",27,3.5,64,1,"PSE","Smartphone",2,16,28,11,0
34,"Masculino","Cali",3,"Universitario","Soltero","Empleado","Presencial","No",0,6118220,691692,12,51178,"Italiana","Cena","Entre Semana",31,"No",30,4.8,57,3.2,"Débito","Smartphone",0,3,14,10.5,14
25,"Masculino","Bogotá",2,"Secundaria","Soltero","Empleado","Híbrido","No",0,1838334,208261,5,41744,"Saludable","Desayuno","Fin de Semana",51,"No",57,3.6,42,8.4,"Efectivo","Smartphone",0,3,0,7.6,16
40,"Masculino","Cali",1,"Secundaria","Casado","Estudiante","No Aplica","Sí",3,8e+05,269912,4,72975,"Saludable","Almuerzo","Entre Semana",41,"No",88,5,41,13.4,"Efectivo","Tablet",0,3,68,6.6,13
28,"Femenino","Barranquilla",3,"Técnico","Casado","Desempleado","No Aplica","Sí",2,8e+05,412243,5,73023,"Saludable","Cena","Fin de Semana",31,"No",46,4,54,3.8,"Tarjeta Crédito","Smartphone",0,5,75,8.7,18
45,"Masculino","Bogotá",5,"Técnico","Unión Libre","Empleado","Híbrido","Sí",1,10418472,918939,25,47847,"Comida Rápida","Desayuno","Fin de Semana",50,"Sí",44,4.5,21,1.7,"Tarjeta Crédito","Smartphone",1,16,98,9.2,5
23,"Femenino","Bogotá",3,"Universitario","Soltero","Empleado","Remoto","No",0,4974806,955724,17,53621,"Italiana","Almuerzo","Entre Semana",20,"No",50,4,63,2.9,"Débito","Smartphone",1,7,35,4.7,8
38,"Femenino","Bogotá",3,"Técnico","Casado","Empleado","Presencial","Sí",2,3881250,448638,8,63492,"Comida Rápida","Cena","Entre Semana",42,"No",10,4.2,54,3.6,"Efectivo","Smartphone",0,5,68,7.7,0
36,"Femenino","Bogotá",5,"Posgrado","Unión Libre","Independiente","Remoto","Sí",3,18361181,2013777,28,70384,"Comida Rápida","Snack","Entre Semana",54,"Sí",42,4.3,33,1.8,"Tarjeta Crédito","Computador",1,12,38,8.9,10
44,"Masculino","Cartagena",2,"Técnico","Divorciado","Independiente","Presencial","No",0,2786653,435523,9,44890,"Saludable","Almuerzo","Fin de Semana",8,"No",79,3.8,34,0.6,"Efectivo","Computador",1,4,3,6.6,9
24,"Femenino","Bogotá",2,"Secundaria","Soltero","Estudiante","No Aplica","No",0,8e+05,69128,3,26360,"Comida Rápida","Cena","Entre Semana",51,"No",42,4,46,4.6,"Efectivo","Smartphone",0,1,29,6.2,27
32,"Masculino","Bogotá",3,"Técnico","Casado","Independiente","Remoto","Sí",1,4408613,1758601,32,56407,"Local","Cena","Entre Semana",49,"Sí",12,4.4,46,4.8,"Efectivo","Smartphone",1,15,56,8.9,9
29,"Otro","Bogotá",3,"Universitario","Casado","Empleado","Presencial","No",0,5416287,318926,11,34048,"Comida Rápida","Cena","Entre Semana",42,"No",38,4,57,7.7,"Tarjeta Crédito","Smartphone",0,4,58,7.7,21
30,"Femenino","Medellín",3,"Universitario","Unión Libre","Empleado","Híbrido","No",0,6127869,700229,15,52243,"Italiana","Cena","Fin de Semana",36,"No",24,4.5,46,3.2,"Efectivo","Smartphone",0,3,67,7.4,16
25,"Masculino","Bogotá",3,"Técnico","Soltero","Independiente","Remoto","No",0,4882212,869602,17,45836,"Local","Almuerzo","Fin de Semana",32,"No",25,3.7,59,2.7,"Tarjeta Crédito","Smartphone",1,8,15,7.6,13
36,"Femenino","Bogotá",1,"Secundaria","Divorciado","Desempleado","No Aplica","No",0,8e+05,164935,5,32989,"Comida Rápida","Cena","Entre Semana",54,"No",92,4.5,51,2.7,"Efectivo","Computador",0,4,4,5,3
19,"Femenino","Cali",2,"Secundaria","Unión Libre","Independiente","Remoto","No",0,1362529,133505,4,37436,"Comida Rápida","Cena","Entre Semana",12,"No",49,4.4,64,1.8,"Efectivo","Smartphone",0,3,58,3.8,21
35,"Femenino","Cali",3,"Técnico","Unión Libre","Independiente","Remoto","Sí",3,3944127,1413478,15,85186,"Local","Almuerzo","Entre Semana",24,"No",65,4.2,47,1.1,"Efectivo","Smartphone",0,7,76,6.7,19
38,"Femenino","Medellín",1,"Técnico","Unión Libre","Empleado","Híbrido","Sí",2,1841781,251901,6,43793,"Local","Cena","Entre Semana",2,"No",67,4.7,36,0.8,"PSE","Tablet",0,3,75,3.9,0
30,"Masculino","Bogotá",3,"Posgrado","Unión Libre","Empleado","Híbrido","Sí",1,8582174,998201,23,47849,"Comida Rápida","Almuerzo","Fin de Semana",46,"No",29,4.1,48,0.9,"Efectivo","Smartphone",1,11,75,10.2,13
34,"Femenino","Barranquilla",2,"Posgrado","Casado","Empleado","Presencial","No",0,5144296,354681,13,27859,"Comida Rápida","Snack","Fin de Semana",26,"No",56,3.8,44,6.6,"Débito","Smartphone",1,3,68,6.7,15
45,"Femenino","Bogotá",4,"Técnico","Unión Libre","Independiente","Remoto","No",0,9861743,1620738,25,69400,"Italiana","Almuerzo","Entre Semana",40,"Sí",45,4.6,55,7.7,"Efectivo","Smartphone",1,9,92,6.9,13
49,"Masculino","Cartagena",3,"Posgrado","Unión Libre","Independiente","Remoto","No",0,12035142,960596,25,35058,"Local","Almuerzo","Entre Semana",48,"No",69,4.7,39,1.4,"Efectivo","Computador",1,12,56,9,0
32,"Masculino","Bogotá",4,"Universitario","Divorciado","Empleado","Presencial","No",0,8465540,1322012,27,55202,"Asiática","Cena","Entre Semana",20,"Sí",29,4.2,56,5,"Débito","Smartphone",1,6,17,5.8,1
35,"Femenino","Bogotá",3,"Técnico","Casado","Independiente","Presencial","Sí",2,4002295,921286,12,90191,"Asiática","Snack","Fin de Semana",19,"Sí",27,3.9,33,3.5,"Débito","Smartphone",1,4,77,3.8,6
41,"Femenino","Cali",2,"Universitario","Unión Libre","Independiente","Remoto","Sí",3,4519677,1414515,16,85235,"Saludable","Desayuno","Entre Semana",24,"No",73,4.3,27,6.2,"Efectivo","Computador",0,7,56,3.6,0
26,"Femenino","Cali",2,"Universitario","Casado","Empleado","Híbrido","Sí",1,2537859,834110,12,61973,"Asiática","Cena","Fin de Semana",51,"No",44,4.2,31,4,"Débito","Smartphone",0,5,53,9.3,18
