CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,52,Femenino,Este,1191,Oro,Anuncio Pago,Movil,14.7,11,57,6,0,0,4,Sí,Estandar,183.06,45.76
1002,29,Femenino,Oeste,679,Oro,Anuncio Pago,Movil,11.9,9,23,6,1,0,7,Sí,Estandar,97.57,13.94
1003,56,Masculino,Oeste,187,Plata,Busqueda Organica,Desktop,8.5,13,8,2,0,0,3,No,Estandar,160.99,53.66
1004,40,Masculino,Norte,823,Oro,Busqueda Organica,Movil,12.8,11,17,6,0,0,4,Sí,Estandar,113.25,28.31
1005,33,Femenino,Este,1435,Oro,Email,Movil,11.3,7,21,9,0,0,3,Sí,Express,80.22,26.74
1006,60,Femenino,Este,1430,Platino,Redes Sociales,Movil,3.8,4,9,12,3,0,4,Sí,Express,115.18,28.8
1007,52,Masculino,Este,465,Plata,Anuncio Pago,Desktop,11.9,10,15,3,0,0,4,No,Estandar,140.83,35.21
1008,18,Masculino,Este,574,Plata,Email,Desktop,20.2,14,7,3,1,0,7,Sí,Express,138.91,19.84
1009,38,Masculino,Este,1294,Oro,Busqueda Organica,Desktop,22.4,14,8,11,1,0,8,Sí,Dia Siguiente,210.37,26.3
1010,54,Femenino,Norte,80,Plata,Anuncio Pago,Movil,6.6,8,12,3,2,1,3,No,Estandar,82.79,27.6
1011,19,Femenino,Este,65,Plata,Email,Movil,8.5,9,26,2,0,0,2,No,Dia Siguiente,75.47,37.74
1012,27,No Binario,Sur,697,Oro,Redes Sociales,Movil,8.4,10,10,7,0,0,2,No,Estandar,97.4,48.7
1013,37,Masculino,Norte,810,Oro,Busqueda Organica,Movil,7,4,11,7,0,0,5,Sí,Express,85.7,17.14
1014,61,Masculino,Norte,520,Plata,Anuncio Pago,Movil,9.5,10,13,5,1,0,7,No,Estandar,172.44,24.63
1015,35,No Binario,Este,1389,Oro,Busqueda Organica,Movil,6.7,5,29,7,0,1,1,Sí,Estandar,48.96,48.96
1016,42,Masculino,Este,1321,Oro,Anuncio Pago,Movil,9.7,10,13,6,2,0,2,No,Estandar,102.38,51.19
1017,20,Masculino,Norte,1172,Oro,Redes Sociales,Desktop,12,8,42,8,2,0,3,Sí,Estandar,130.78,43.59
1018,49,Masculino,Sur,1118,Oro,Email,Movil,13.5,7,26,7,0,0,1,Sí,Express,58.91,58.91
