"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
31,"Femenino","Medellín",2,"Técnico","Casado","Empleado","Presencial","Sí",2,1934614,387548,4,88473,"Asiática","Cena","Fin de Semana",4,"No",70,3.9,45,2.6,"PSE","Smartphone",0,2,98,6.9,20
46,"Masculino","Bogotá",5,"Universitario","Soltero","Empleado","Presencial","Sí",2,13291680,1879866,27,73026,"Comida Rápida","Cena","Entre Semana",42,"No",0,4.2,66,7.5,"Débito","Smartphone",1,15,37,9.9,0
31,"Masculino","Medellín",2,"Universitario","Casado","Empleado","Remoto","Sí",1,2817120,450907,10,52009,"Local","Cena","Fin de Semana",51,"No",64,4.3,35,3.5,"Efectivo","Smartphone",0,4,75,4.9,19
35,"Femenino","Bogotá",3,"Técnico","Casado","Empleado","Híbrido","Sí",2,3994965,302022,6,55187,"Comida Rápida","Almuerzo","Fin de Semana",20,"No",60,4.4,40,1.6,"Efectivo","Smartphone",0,2,60,6.2,0
45,"Masculino","Barranquilla",1,"Técnico","Casado","Independiente","Remoto","No",0,1680394,115725,4,26597,"Local","Snack","Fin de Semana",31,"No",72,5,48,9.3,"Débito","Computador",0,5,32,1.6,8
18,"Masculino","Cali",2,"Universitario","Soltero","Desempleado","No Aplica","No",0,8e+05,280407,5,56160,"Italiana","Almuerzo","Fin de Semana",45,"No",82,4.8,40,4.1,"Tarjeta Crédito","Smartphone",0,1,11,3.8,18
18,"Femenino","Cartagena",3,"Universitario","Soltero","Estudiante","No Aplica","No",0,1099306,230088,4,55792,"Italiana","Cena","Entre Semana",11,"No",37,3.8,44,0.6,"Tarjeta Crédito","Smartphone",0,1,18,9.5,22
18,"Femenino","Barranquilla",1,"Secundaria","Soltero","Independiente","Remoto","No",0,876130,99034,3,32089,"Comida Rápida","Desayuno","Fin de Semana",3,"No",64,4.5,16,1.3,"Débito","Smartphone",0,2,33,6.2,9
22,"Masculino","Cali",1,"Técnico","Soltero","Empleado","Presencial","No",0,1507082,190719,4,48719,"Italiana","Almuerzo","Entre Semana",28,"No",46,4.7,53,6.2,"Efectivo","Smartphone",0,1,29,5.6,21
40,"Otro","Bogotá",3,"Universitario","Casado","Empleado","Presencial","Sí",3,6174682,1374112,16,84420,"Asiática","Almuerzo","Fin de Semana",23,"Sí",20,4,52,1.8,"Tarjeta Crédito","Smartphone",0,1,62,4.8,1
41,"Femenino","Barranquilla",3,"Técnico","Soltero","Independiente","Presencial","No",0,6308443,889866,16,63985,"Italiana","Snack","Fin de Semana",15,"No",57,3.5,50,1.9,"Efectivo","Smartphone",1,5,40,3.7,4
23,"Femenino","Cartagena",6,"Universitario","Unión Libre","Empleado","Remoto","No",0,19176225,947029,28,37379,"Comida Rápida","Snack","Fin de Semana",44,"No",36,3.9,26,0.9,"Tarjeta Crédito","Smartphone",2,15,45,7.2,13
30,"Femenino","Medellín",1,"Secundaria","Casado","Empleado","Híbrido","No",0,1116023,278029,6,48723,"Asiática","Almuerzo","Entre Semana",57,"No",71,4.2,62,2.5,"Débito","Smartphone",0,1,25,3.9,22
42,"Masculino","Cartagena",3,"Secundaria","Casado","Empleado","Presencial","No",0,4053683,695508,14,49821,"Asiática","Cena","Fin de Semana",29,"Sí",59,4.1,29,1.7,"PSE","Tablet",0,4,72,10,2
26,"Masculino","Medellín",5,"Universitario","Soltero","Empleado","Remoto","No",0,13564324,821951,19,40654,"Comida Rápida","Desayuno","Entre Semana",13,"No",21,3.3,43,1.6,"Débito","Computador",3,10,10,11.5,13
31,"Femenino","Bogotá",3,"Posgrado","Soltero","Independiente","Presencial","Sí",2,7554563,1297821,25,61591,"Saludable","Cena","Fin de Semana",9,"Sí",71,3.8,57,3.8,"Tarjeta Crédito","Smartphone",2,10,56,5.2,18
34,"Femenino","Cali",3,"Posgrado","Casado","Independiente","Presencial","No",0,7691017,350645,13,29764,"Comida Rápida","Cena","Entre Semana",26,"No",62,3.4,40,0.5,"Tarjeta Crédito","Smartphone",2,5,55,8.4,18
27,"Masculino","Bogotá",3,"Posgrado","Casado","Empleado","Híbrido","No",0,6832066,533495,11,47020,"Local","Cena","Entre Semana",31,"Sí",26,4.6,44,13.3,"Tarjeta Crédito","Computador",0,6,41,10,9
50,"Femenino","Bogotá",4,"Posgrado","Soltero","Independiente","Híbrido","No",0,15418100,785354,21,38343,"Comida Rápida","Cena","Fin de Semana",41,"Sí",52,4.1,47,4.4,"Tarjeta Crédito","Computador",1,7,42,9,5
36,"Femenino","Bogotá",2,"Universitario","Casado","Independiente","Presencial","Sí",1,3181600,439965,8,55359,"Saludable","Almuerzo","Fin de Semana",15,"No",68,4.8,49,0.6,"Efectivo","Smartphone",0,8,72,10.1,1
34,"Femenino","Cali",1,"Secundaria","Unión Libre","Empleado","Remoto","Sí",2,1408478,352490,7,58435,"Saludable","Almuerzo","Entre Semana",39,"No",83,3.4,37,1.4,"Débito","Smartphone",1,1,100,6.8,9
24,"Masculino","Bogotá",4,"Posgrado","Soltero","Estudiante","No Aplica","No",0,4111608,932850,18,63034,"Asiática","Cena","Entre Semana",47,"Sí",49,4.1,56,5.3,"Débito","Smartphone",1,5,21,8.3,23
41,"Otro","Cartagena",6,"Universitario","Casado","Independiente","Remoto","Sí",1,23747237,3e+06,31,115426,"Italiana","Cena","Fin de Semana",32,"Sí",53,4.1,24,1.3,"Débito","Smartphone",1,6,60,7,9
29,"Femenino","Cartagena",4,"Universitario","Soltero","Empleado","Presencial","No",0,9652079,783235,19,38530,"Comida Rápida","Snack","Fin de Semana",33,"No",37,4.9,29,4.2,"Débito","Smartphone",1,9,26,10.5,18
38,"Femenino","Barranquilla",2,"Secundaria","Unión Libre","Empleado","Híbrido","Sí",1,1805670,361179,6,54395,"Asiática","Almuerzo","Fin de Semana",20,"No",56,3.4,51,2.2,"Efectivo","Smartphone",1,4,71,5.7,2
42,"Masculino","Barranquilla",3,"Universitario","Unión Libre","Independiente","Remoto","Sí",2,7030756,2007186,25,101091,"Italiana","Almuerzo","Fin de Semana",39,"Sí",30,4.9,37,9.8,"Efectivo","Smartphone",1,8,68,5.6,7
42,"Masculino","Bogotá",3,"Técnico","Casado","Desempleado","No Aplica","Sí",2,975785,602947,6,90779,"Italiana","Almuerzo","Entre Semana",2,"No",24,3.7,40,2,"Efectivo","Smartphone",0,2,59,7.4,0
43,"Femenino","Bogotá",3,"Universitario","Casado","Empleado","Presencial","Sí",3,5867003,1243093,15,72939,"Comida Rápida","Almuerzo","Fin de Semana",57,"No",60,3.9,73,2.4,"Efectivo","Smartphone",1,10,43,13.8,11
45,"Femenino","Cali",3,"Técnico","Soltero","Independiente","Remoto","No",0,4820720,1149703,29,44265,"Asiática","Cena","Entre Semana",19,"Sí",52,4.7,45,6.2,"Efectivo","Smartphone",1,9,5,11,8
25,"Masculino","Bogotá",4,"Posgrado","Soltero","Independiente","Híbrido","No",0,11767977,1376464,36,42615,"Saludable","Cena","Fin de Semana",47,"Sí",42,4,54,2.2,"Débito","Smartphone",1,17,4,5.7,15
43,"Femenino","Bogotá",4,"Universitario","Divorciado","Empleado","Híbrido","No",0,10752706,1357044,22,70896,"Asiática","Almuerzo","Entre Semana",10,"No",27,4.8,60,2.9,"Efectivo","Smartphone",1,5,1,11.9,8
