"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
38,"Femenino","Medellín",3,"Universitario","Soltero","Empleado","Remoto","No",0,7093873,538308,14,40626,"Comida Rápida","Cena","Fin de Semana",55,"No",45,4.5,52,3.9,"Débito","Tablet",0,8,24,8.2,5
29,"Masculino","Bogotá",2,"Posgrado","Unión Libre","Empleado","Híbrido","Sí",1,5132665,802555,17,41313,"Comida Rápida","Cena","Entre Semana",43,"No",54,3.8,44,2.7,"PSE","Smartphone",1,7,75,3.8,20
27,"Femenino","Bogotá",5,"Universitario","Soltero","Empleado","Remoto","No",0,11656846,947422,25,40513,"Comida Rápida","Desayuno","Entre Semana",22,"No",22,4.3,38,6.6,"Débito","Smartphone",1,11,19,11.5,13
23,"Masculino","Medellín",3,"Universitario","Soltero","Desempleado","No Aplica","No",0,1017460,110857,3,36277,"Saludable","Cena","Entre Semana",5,"No",76,3.8,49,12.7,"Tarjeta Crédito","Smartphone",0,1,0,4.8,15
18,"Masculino","Cali",3,"Universitario","Soltero","Estudiante","No Aplica","No",0,1250072,141451,3,50635,"Italiana","Cena","Entre Semana",32,"No",65,3.9,38,14.9,"Efectivo","Smartphone",0,1,4,7.4,21
25,"Masculino","Bogotá",4,"Universitario","Casado","Empleado","Presencial","Sí",2,7977480,2197099,27,105414,"Asiática","Snack","Fin de Semana",36,"Sí",27,5,44,2,"PSE","Smartphone",1,4,76,7.9,22
19,"Masculino","Barranquilla",3,"Universitario","Soltero","Independiente","Remoto","No",0,4853934,612256,16,38614,"Saludable","Desayuno","Entre Semana",25,"No",61,4.5,21,3.7,"Débito","Smartphone",0,8,0,5.5,8
39,"Masculino","Medellín",5,"Universitario","Unión Libre","Empleado","Híbrido","No",0,16367491,1339179,31,42674,"Local","Desayuno","Entre Semana",24,"Sí",53,4.8,47,2.3,"Débito","Smartphone",1,16,58,8.4,9
26,"Femenino","Cali",5,"Universitario","Unión Libre","Empleado","Remoto","Sí",1,12378426,2265088,41,60567,"Saludable","Almuerzo","Fin de Semana",39,"No",8,4.8,47,6.1,"Efectivo","Smartphone",1,19,55,10.6,11
18,"Masculino","Medellín",2,"Universitario","Unión Libre","Empleado","Híbrido","No",0,2096815,135649,5,29672,"Comida Rápida","Almuerzo","Entre Semana",34,"No",57,4.5,46,8.9,"Tarjeta Crédito","Smartphone",0,3,41,7.3,13
34,"Femenino","Medellín",4,"Universitario","Unión Libre","Empleado","Híbrido","Sí",1,11160138,1110930,20,55974,"Local","Cena","Entre Semana",10,"Sí",52,3.9,60,3,"Tarjeta Crédito","Smartphone",2,12,86,9.7,14
33,"Femenino","Cali",3,"Universitario","Casado","Empleado","Presencial","No",0,5449861,1104236,16,68421,"Italiana","Cena","Fin de Semana",32,"Sí",52,5,63,2.4,"Débito","Smartphone",0,4,35,9.2,17
25,"Femenino","Bogotá",2,"Técnico","Soltero","Independiente","Presencial","No",0,2415444,571993,10,56161,"Asiática","Almuerzo","Fin de Semana",31,"No",70,3.4,56,4.5,"Débito","Smartphone",2,4,2,3.1,23
33,"Femenino","Barranquilla",2,"Técnico","Soltero","Empleado","Presencial","No",0,2868346,353371,7,56135,"Italiana","Cena","Fin de Semana",10,"Sí",31,5,56,3.6,"Efectivo","Smartphone",0,1,55,10.4,15
56,"Masculino","Cartagena",3,"Universitario","Casado","Empleado","Híbrido","Sí",2,6986866,731406,16,51577,"Comida Rápida","Cena","Fin de Semana",25,"No",63,4.3,52,2.6,"Débito","Tablet",0,6,59,6.2,3
45,"Masculino","Medellín",5,"Universitario","Casado","Empleado","Remoto","Sí",1,13986582,1880931,45,53455,"Comida Rápida","Cena","Entre Semana",52,"Sí",64,3.8,44,2.6,"Tarjeta Crédito","Computador",4,19,58,8.1,5
34,"Masculino","Bogotá",4,"Técnico","Divorciado","Independiente","Remoto","Sí",1,6728721,690801,15,45925,"Local","Desayuno","Entre Semana",36,"No",37,3.3,48,1.5,"Efectivo","Tablet",2,7,72,5.6,12
35,"Femenino","Medellín",4,"Universitario","Divorciado","Empleado","Híbrido","No",0,11495519,593485,20,31827,"Comida Rápida","Almuerzo","Entre Semana",56,"No",56,3.5,46,1.6,"Tarjeta Crédito","Smartphone",2,7,9,6.9,7
43,"Masculino","Barranquilla",1,"Secundaria","Divorciado","Independiente","Remoto","No",0,1469135,167671,6,29463,"Saludable","Snack","Entre Semana",45,"Sí",33,4.7,34,7.5,"Efectivo","Smartphone",0,5,10,9.6,0
30,"Femenino","Bogotá",4,"Universitario","Casado","Independiente","Híbrido","Sí",1,10472757,705472,20,40837,"Comida Rápida","Cena","Fin de Semana",30,"No",45,3.4,62,2.5,"Débito","Smartphone",3,9,71,7.9,12
44,"Femenino","Medellín",3,"Posgrado","Unión Libre","Empleado","Presencial","Sí",3,9821340,1413148,32,41710,"Postres","Desayuno","Fin de Semana",51,"No",43,4.4,39,1.2,"Efectivo","Computador",1,18,46,9.7,0
36,"Masculino","Medellín",6,"Universitario","Casado","Independiente","Presencial","No",0,19084354,1261589,21,62880,"Saludable","Cena","Entre Semana",51,"No",31,4.6,28,4.4,"Débito","Computador",1,9,72,11.5,0
43,"Masculino","Cali",2,"Universitario","Soltero","Empleado","Híbrido","No",0,3932116,369425,10,37522,"Comida Rápida","Cena","Entre Semana",32,"No",33,5,36,3.6,"Efectivo","Computador",0,9,1,6.7,7
27,"Masculino","Bogotá",2,"Técnico","Soltero","Independiente","Remoto","Sí",1,2016994,852764,11,72193,"Italiana","Desayuno","Fin de Semana",51,"No",94,5,30,4.4,"Tarjeta Crédito","Smartphone",0,2,56,5,16
23,"Masculino","Barranquilla",2,"Técnico","Soltero","Estudiante","No Aplica","Sí",1,8e+05,126693,3,48846,"Saludable","Cena","Fin de Semana",50,"No",50,4.5,28,1.2,"Efectivo","Computador",0,1,50,6.3,35
35,"Masculino","Medellín",3,"Técnico","Casado","Empleado","Híbrido","No",0,4228748,551151,10,62497,"Italiana","Cena","Entre Semana",36,"No",48,4.8,51,1.3,"Débito","Smartphone",0,5,43,3.9,10
