CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,35,Femenino,Sur,1311,Oro,Email,Desktop,12.4,11,36,6,0,0,5,Sí,Estandar,158.72,31.74
1002,38,Masculino,Oeste,778,Oro,Email,Movil,6.2,5,48,7,1,0,4,No,Estandar,162.89,40.72
1003,39,Masculino,Sur,1247,Oro,Busqueda Organica,Tablet,5.6,4,11,8,1,0,5,Sí,Estandar,126.02,25.2
1004,24,Masculino,Este,1224,Plata,Busqueda Organica,Movil,7,6,11,3,0,0,3,No,Express,92.73,30.91
1005,39,Masculino,Este,884,Oro,Email,Movil,8.6,11,3,5,0,0,7,Sí,Estandar,196.5,28.07
1006,30,Masculino,Este,1120,Oro,Busqueda Organica,Movil,14.8,10,37,8,1,0,6,Sí,Dia Siguiente,169.72,28.29
1007,18,Masculino,Sur,1078,Oro,Redes Sociales,Movil,8.3,7,28,8,0,0,1,Sí,Estandar,67.97,67.97
1008,40,Masculino,Norte,833,Oro,Busqueda Organica,Movil,2.9,3,24,6,0,0,1,No,Estandar,36.58,36.58
1009,58,Femenino,Oeste,652,Plata,Email,Movil,6.1,6,9,3,1,0,6,Sí,Estandar,162.5,27.08
1010,21,Femenino,Sur,900,Oro,Busqueda Organica,Movil,12.4,10,13,7,0,0,7,Sí,Express,148.79,21.26
1011,19,Femenino,Sur,1110,Oro,Email,Desktop,16.2,16,14,4,0,0,2,No,Estandar,76.3,38.15
1012,40,Masculino,Norte,1247,Oro,Email,Movil,6.7,9,20,4,0,0,5,Sí,Estandar,140.81,28.16
1013,31,Femenino,Este,275,Plata,Redes Sociales,Movil,18.4,10,6,4,1,0,8,No,Express,218.71,27.34
1014,37,Masculino,Oeste,459,Plata,Busqueda Organica,Movil,11.4,7,12,5,0,0,4,No,Estandar,168.03,42.01
1015,46,Masculino,Este,378,Plata,Email,Tablet,14.8,12,23,2,1,0,6,No,Express,206.38,34.4
1016,45,Femenino,Norte,963,Oro,Busqueda Organica,Movil,13.6,8,0,5,0,0,10,No,Express,248.06,24.81
1017,47,Masculino,Norte,55,Plata,Busqueda Organica,Movil,8,6,8,2,0,0,7,No,Estandar,137.97,19.71
1018,41,Femenino,Sur,946,Oro,Anuncio Pago,Movil,9.3,7,3,11,1,0,4,Sí,Estandar,91.91,22.98
1019,33,Masculino,Sur,771,Plata,Anuncio Pago,Desktop,12.1,9,7,4,0,0,2,No,Express,80.95,40.48
1020,49,Femenino,Este,805,Plata,Email,Movil,5.8,5,26,4,1,0,4,No,Estandar,123.98,31
1021,39,Femenino,Este,1001,Plata,Redes Sociales,Movil,5.5,6,7,3,0,0,4,Sí,Express,76.61,19.15
1022,28,Femenino,Norte,248,Plata,Email,Movil,4.6,5,17,2,1,0,5,No,Express,156.48,31.3
1023,38,Femenino,Sur,1043,Oro,Busqueda Organica,Movil,14.8,11,9,5,0,0,3,No,Express,162.03,54.01
1024,54,Femenino,Sur,13,Bronce,Email,Movil,14.6,13,15,1,1,0,3,No,Estandar,97.75,32.58
1025,61,Masculino,Norte,1047,Platino,Anuncio Pago,Desktop,19.5,21,6,13,0,0,8,No,Estandar,326.92,40.87
1026,30,Masculino,Sur,1261,Oro,Busqueda Organica,Desktop,22.8,17,18,9,0,0,7,No,Estandar,233.93,33.42
1027,54,Masculino,Oeste,548,Plata,Anuncio Pago,Tablet,11.7,8,12,3,2,1,2,Sí,Estandar,102.45,51.23
1028,31,No Binario,Sur,502,Plata,Redes Sociales,Movil,9.9,7,15,5,1,0,5,No,Estandar,201.05,40.21
1029,49,Femenino,Este,632,Plata,Busqueda Organica,Movil,7.1,7,29,5,0,0,2,Sí,Estandar,76.23,38.12
1030,46,Femenino,Este,1405,Oro,Email,Desktop,15.3,13,25,8,0,0,6,Sí,Estandar,149.98,25
