"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Fintech","Series A","Norte América","B2B","No",3,69,3,2,4,4.44,3.17,128.76,12.8,2.99,316.88,4847.42,90.6,29.3
"Healthtech","Seed","Asia","B2B","No",2,25,2,3,32,13.56,0.8,145.88,42,8.32,271.83,1371.6,50,56.4
"SaaS","Series A","Norte América","B2C","No",5,48,3,1,20,0.1,0,162.66,16,32.68,61.64,719.42,79.9,-2.8
"Edtech","Series B","Norte América","B2C","Sí",4,71,4,3,7,41.46,1.31,488.27,9.6,6.79,49,727.01,47.8,25.3
"Fintech","Series B","Norte América","B2B","Sí",5,83,3,3,10,45.82,7.44,645.27,29.2,14.02,183.52,5449.61,95,15.7
"E-commerce","Series B","Norte América","B2B","No",7,131,4,4,7,37.2,6.02,540.65,12.8,12.42,43.41,3692.03,66,54.7
"Fintech","Series B","Asia","B2B","Sí",14,292,4,7,11,88.3,8.59,1005.58,13.4,1.78,152.74,3538.51,48.1,28
"E-commerce","Seed","Asia","B2C","Sí",4,14,1,2,4,8.08,6.79,50.05,5,0,5,1012.18,42.8,18.8
"E-commerce","Series B","Norte América","B2B","No",13,326,3,7,12,110.79,12.84,1241.87,28.3,2.26,83.43,6564,71.3,28
"Healthtech","Series A","Asia","B2C","Sí",11,88,2,4,29,29.09,6.07,327.02,17.6,8.05,68.99,782.4,63.9,61
"Healthtech","Series A","Norte América","B2B","Sí",10,99,2,4,50,18.88,1.41,242.8,47.8,0,208.23,4173.51,84.6,21.2
"Fintech","Series B","Europa","B2B","Sí",8,201,3,5,4,57.66,8.52,691.25,5,0.69,188.67,2558.53,33.2,8.5
"Fintech","Seed","LATAM","B2B","No",11,100,2,6,9,10.21,10.7,154.98,26.6,29.73,251.48,4030.97,51.3,32.8
"Healthtech","Series A","LATAM","B2C","No",4,61,3,1,13,5.35,4.82,144.65,19.2,31.79,17.84,1616.73,34.5,-17.2
"Fintech","Series B","Asia","B2C","No",15,304,4,7,12,61.35,14.03,778.26,8.1,5.35,56.74,1994.89,37.6,16.6
"E-commerce","Series A","Norte América","B2C","No",5,92,2,2,5,6.18,3.04,193,5,29.49,55.18,1133.27,61.3,21.5
"E-commerce","Series A","LATAM","B2C","No",2,55,2,1,3,0.1,3.3,107.05,5,11.29,5,870.36,34,-7.7
"Edtech","Seed","Asia","B2B","No",1,26,1,2,1,2.28,0,20.46,5,11.13,194.85,3499.6,95,-35.7
"Healthtech","Seed","LATAM","B2B","No",9,103,1,3,24,15.03,3.21,129.78,26,0,249.82,2440.03,67.9,60
"Edtech","Series C+","Asia","B2B","No",13,404,6,13,10,332.34,6.51,5000,16.3,0,208.41,2369.98,77.6,-16.9
"E-commerce","Series B","Norte América","B2B","Sí",7,113,3,4,4,41.59,10.8,452.83,9.6,5.15,66.89,3959.96,67.5,-20.1
"SaaS","Seed","LATAM","B2B","No",6,71,2,3,30,10.04,5.02,137.81,47.3,0,217.34,5182.7,95,45.9
"Healthtech","Series A","Europa","B2B","No",5,88,3,3,16,22.37,2.46,178.38,12.4,13.39,191.58,4476.66,91.7,-23.6
"SaaS","Seed","LATAM","B2B","No",4,40,1,3,8,0.1,5.03,41.46,8.7,19.42,5,2018.61,60,40.3
"E-commerce","Series B","LATAM","B2B","Sí",11,280,4,7,10,95.49,12.46,1170.63,14.7,9.64,243.98,8057.45,55.6,56.2
"E-commerce","Seed","Norte América","B2B","Sí",2,2,2,4,6,6.37,0,23.33,5,5.49,60.68,1769.83,49.5,-21.7
"Healthtech","Series C+","LATAM","B2C","Sí",11,328,7,8,32,182.05,3.74,3462.7,27.6,0,77.4,1396.14,60.5,37.2
"Healthtech","Seed","LATAM","B2B","Sí",6,44,1,2,16,0.1,2.84,71,22.4,0.35,383.07,2665.78,56,25.5
"Edtech","Series B","LATAM","B2B2C","Sí",1,88,4,4,5,14.86,0,175.04,15.2,5.32,187.71,366.28,50.3,35.3
"SaaS","Series A","Norte América","B2B","Sí",13,156,3,6,27,25.49,10.03,284.73,20.3,17.07,5,4929.78,85.9,73.2
"Edtech","Seed","LATAM","B2C","No",13,80,1,5,17,7.33,3.76,119.53,21.7,15.85,24.33,1233.53,49.3,27.3
"Healthtech","Series A","Norte América","B2C","Sí",8,101,3,4,22,0.12,4.15,155.33,19,12.85,42.62,351.61,59.9,12
