"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
18,"Masculino","Bogotá",3,"Secundaria","Soltero","Empleado","Remoto","No",0,2368696,528964,11,47426,"Saludable","Almuerzo","Fin de Semana",52,"No",13,4.5,45,2.5,"Débito","Smartphone",0,5,1,7,18
24,"Femenino","Bogotá",1,"Universitario","Soltero","Desempleado","No Aplica","No",0,8e+05,83727,3,26743,"Comida Rápida","Snack","Fin de Semana",11,"No",66,3.8,46,4.1,"Débito","Smartphone",0,3,30,5.8,27
40,"Masculino","Cali",3,"Técnico","Soltero","Independiente","Presencial","No",0,5841479,488988,11,48016,"Saludable","Almuerzo","Fin de Semana",38,"Sí",52,3.9,54,5.8,"PSE","Computador",1,4,0,11,19
42,"Otro","Bogotá",3,"Posgrado","Casado","Empleado","Remoto","Sí",3,10019631,2593556,37,64204,"Comida Rápida","Desayuno","Entre Semana",3,"No",40,4.1,27,14.1,"Efectivo","Computador",1,20,84,6.7,5
18,"Masculino","Cartagena",2,"Secundaria","Unión Libre","Independiente","Remoto","No",0,1501012,445213,7,59805,"Italiana","Cena","Entre Semana",48,"No",59,3.3,39,2.3,"PSE","Smartphone",1,1,62,7.5,14
32,"Femenino","Bogotá",3,"Universitario","Casado","Empleado","Presencial","Sí",1,5653184,863864,18,53164,"Saludable","Cena","Entre Semana",60,"Sí",29,4,43,1.8,"Efectivo","Smartphone",1,12,83,8.4,11
33,"Femenino","Bogotá",5,"Universitario","Unión Libre","Empleado","Presencial","No",0,11637725,971008,21,49254,"Comida Rápida","Snack","Entre Semana",8,"No",10,4.5,56,6.9,"Tarjeta Crédito","Smartphone",1,10,50,9,23
46,"Femenino","Cali",1,"Secundaria","Casado","Desempleado","No Aplica","Sí",2,8e+05,252269,5,47076,"Local","Cena","Entre Semana",25,"No",44,4.9,19,4.5,"Efectivo","Smartphone",0,4,73,2.6,0
18,"Femenino","Medellín",2,"Universitario","Soltero","Estudiante","No Aplica","No",0,8e+05,86358,4,24229,"Postres","Almuerzo","Fin de Semana",50,"No",87,4.3,51,3,"Débito","Smartphone",0,1,16,8.2,33
37,"Masculino","Medellín",5,"Universitario","Casado","Desempleado","No Aplica","No",0,2458511,135921,7,24355,"Postres","Desayuno","Entre Semana",38,"Sí",36,4.2,42,0.6,"Tarjeta Crédito","Computador",0,4,63,11.2,11
