"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Healthtech","Seed","Asia","B2C","Sí",10,70,2,5,10,6.45,5.84,75.07,5,16.22,5,1815.46,61.8,3.9
"E-commerce","Series B","Norte América","B2C","No",4,142,3,2,3,39.16,5.95,546.88,5,0,46.76,2192.59,46.5,-25.7
"Edtech","Series A","Norte América","B2B2C","Sí",4,83,2,1,6,0.1,0,44,17.3,1.35,92.44,1032.15,51.9,28.3
"SaaS","Series B","Norte América","B2B2C","Sí",12,253,4,6,26,52.43,11.19,813.73,22.6,13.28,140.08,4280.64,92,9.3
"Fintech","Series B","Europa","B2C","Sí",3,50,4,1,4,4.56,0.57,73.79,14.9,0,5,486.13,56.2,6.8
"E-commerce","Series C+","Norte América","B2C","No",4,123,5,3,7,119.39,6.54,2124.26,16.8,11.25,36.61,2181.89,71.1,-1.2
"Edtech","Series A","Asia","B2B2C","Sí",9,71,2,3,10,23.74,6.46,213.13,20.1,5.1,18.33,3292.8,49.3,-0.1
"Healthtech","Series B","Norte América","B2B","Sí",8,182,3,5,27,64.31,5.58,867.98,15.4,0,186.1,2875.84,56,31.3
"Fintech","Seed","Europa","B2B","No",15,121,1,6,9,1.23,11.38,69.94,16.7,11.51,228.14,8586.29,89.6,64
"Healthtech","Series B","Norte América","B2B","No",3,15,4,1,14,12.16,3.66,256.89,30.8,13.75,258.84,4402.59,77.2,45.1
"Fintech","Series A","Norte América","B2B2C","Sí",9,88,2,4,7,7.94,6.7,116.16,5,0,174.99,3942.11,61.8,40.8
"Edtech","Seed","LATAM","B2B","Sí",4,46,2,2,8,6.36,3.57,72.36,27.7,12.54,164.81,4032.39,80.9,45.1
"Healthtech","Series B","Norte América","B2B","No",4,46,4,3,28,22.55,3.18,440.44,36.4,0,138.43,3064.04,62.9,-25.4
"E-commerce","Series B","Norte América","B2B2C","No",3,54,4,4,3,36.41,3.44,438.61,5,7.18,63.84,1670.76,49.4,71.5
"Healthtech","Series B","Europa","B2C","Sí",11,156,4,6,21,68.06,9.86,898.92,13.9,9.31,162.52,1990.72,54.9,17.3
"E-commerce","Series A","Norte América","B2B","Sí",6,95,2,3,7,0.1,4.72,55.44,12,8.66,231.11,4010.43,53.3,27.5
"Healthtech","Series A","Norte América","B2B","Sí",15,210,2,6,38,32.35,11.96,349.95,14.6,0,105.93,7257.58,87.9,41.7
"Fintech","Series A","LATAM","B2B","No",11,109,2,2,8,3.51,9.18,165.04,7.1,14.12,48.46,5968.48,71.9,23.8
"E-commerce","Series B","LATAM","B2C","No",12,254,3,6,8,90.61,11.05,1039.28,5,4.28,21.12,1053.39,47.3,4.4
"Healthtech","Series B","Norte América","B2C","Sí",12,212,3,7,22,36.37,9.33,702.65,7.6,25.74,25.68,1119.99,44.7,-39.8
"E-commerce","Series A","Europa","B2B","No",3,8,3,2,4,11.7,0,95.28,15.8,5.47,154.48,4910.2,84.1,-32.3
"SaaS","Seed","Norte América","B2B2C","Sí",12,133,2,5,15,12.54,8.91,151.38,5,12.83,74.44,4745.71,82.8,10.3
"Edtech","Series A","Europa","B2B","Sí",5,60,2,3,4,0.1,2.27,110.25,17,9.4,42.49,2123.63,75.6,72.6
"SaaS","Seed","Norte América","B2B","Sí",12,122,2,3,22,7.64,7.43,112.03,17.6,12.19,302.79,3439.67,71.8,6.2
