"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
48,14,58,26,5,2,2830425.11303744,2180894.78311168,4,12,0,6,1049835.59899005,0,0.548419582617763,1.00240808479875,0.581858160439879,"Caquetá","Masculino","Secundaria","Desempleado","Si","Casado",4.22145562485899
39,14,35,21,3,0,7272396.59058077,1553683.10569666,1,7,3,2,320268.8141521,0,0.695339719936233,0.480124156487727,0.776302230078727,"Atlántico","Masculino","Secundaria","Desempleado","No","Casado",5.08613871943009
46,19,47,16,3,1,134249.72668255,2708219.23417477,1,21,9,6,748594.187907466,3,0.707132487771387,0.74340208435717,-0.515728530008346,"Córdoba","Femenino","Primaria","Hogar","Si","Soltero",5.16866099239354
34,3,22,8,1,0,6171628.21987505,5595244.94536706,2,12,5,4,828990.143118487,1,0.730223307470187,-0.5949390680124,-3.77780306618661,"Guaviare","Masculino","Primaria","Empleado_Formal","Si","Soltero",2.21224389114301
58,8,37,40,5,2,5407153.61766442,0,1,12,26,8,0,0,0.873850196048254,0.540675035384261,-0.705227660946548,"Risaralda","Otro","Primaria","Empleado_Formal","Si","Casado",4.55436789964095
18,13,27,0,2,1,5850565.8678186,3198510.92279858,4,0,0,7,0,0,0.760178903162281,-1.01337350386429,2.32209492940456,"Vaupés","Masculino","Universitaria","Empleado_Formal","Si","Divorciado",4.65301839815873
52,15,45,23,3,0,340158.102665112,0,1,24,24,6,492926.974202881,0,0.620791134058333,0.649428642416254,-4.13824022514746,"Huila","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Unión Libre",5.21385612354296
30,10,42,5,4,0,5189839.28085467,3086297.28988735,1,13,16,5,2477304.88547017,0,0.892584476294685,0.778148990857144,-0.552161016967148,"Vichada","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",3.32688927175405
24,12,48,6,3,0,0,0,3,10,0,5,1680917.23682082,2,0.817639846365464,0.641824884168886,-0.0760934641584754,"Meta","Masculino","Técnica/Tecnológica","Desempleado","No","Soltero",4.13623459030385
26,19,37,5,1,0,537850.63543168,7843538.29282738,1,10,3,6,1693177.5622025,1,0.591200951738489,-0.0317487063847148,-2.39377569872886,"Vaupés","Femenino","Técnica/Tecnológica","Estudiante","No","Soltero",5.44473060861668
18,9,53,0,3,1,5167031.44929988,263539.668099811,3,6,13,6,0,1,0.916461736442102,-0.560185552776141,-1.58541253302246,"Boyacá","Masculino","Técnica/Tecnológica","Hogar","No","Soltero",3.9421570635458
48,5,41,28,1,0,4859796.2696752,6419403.48048561,2,8,0,8,0,1,0.370758475591341,0.380297027710257,4.67988166725263,"Magdalena","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",3.71106459866311
37,6,47,15,3,1,3388776.18596769,0,2,0,0,6,801266.516013083,1,0.69936516475515,0.298723101996101,-1.26065219752491,"Nariño","Masculino","Secundaria","Empleado_Informal","Si","Soltero",3.32327512956564
45,15,20,24,1,0,3007265.36047233,3655101.13724584,4,19,12,10,432906.945891553,0,0.787636449418691,-0.196834828110753,-2.1469089272432,"Meta","Masculino","Universitaria","Empleado_Formal","Si","Divorciado",5.20658703922718
30,16,44,12,6,1,6425676.24421187,3642472.7395338,1,13,0,7,1455552.07275838,0,0.580019241050382,-0.0778622201724038,-2.22187965875491,"Huila","Femenino","Primaria","Empleado_Informal","Si","Unión Libre",5.3861687547994
37,11,44,16,4,0,5750130.72936417,7140645.88733046,5,8,14,8,548168.84598974,1,0.638403015809002,0.27172132464749,-2.0419036783278,"Guainía","Masculino","Secundaria","Independiente","No","Divorciado",4.65685645995415
44,14,41,25,2,0,4351298.17276949,764227.226408313,4,26,22,9,940206.767044493,2,0.851636909441069,0.450256653632001,-3.07871489552781,"Sucre","Masculino","Universitaria","Hogar","Si","Casado",5.19839574770886
43,11,28,22,2,0,5198945.71907849,928474.535838137,4,10,0,10,793126.56310613,1,0.770305031367066,2.41022704066337,2.21803835825995,"Bolívar","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",4.42814363638833
19,14,45,1,2,1,3467089.64965113,0,2,1,20,5,1219312.05265594,1,0.844499284263555,-0.268687902472609,3.32556743174791,"Caquetá","Femenino","Universitaria","Empleado_Formal","No","Soltero",5.44648953990718
25,8,37,7,1,0,4271607.00018759,1450051.76427904,2,3,36,4,1905277.99292808,2,0.67902467635979,-1.08351801214191,2.79217395465821,"Cauca","Masculino","Primaria","Empleado_Formal","Si","Casado",2.71406947328774
58,17,33,39,2,1,5786294.16434633,3738387.14121691,2,30,0,7,243209.593317654,0,0.880134936248214,0.427831315204669,0.665100924670696,"Vaupés","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Unión Libre",5.08533687828291
39,7,39,21,2,1,4416480.45544133,4075136.19241558,2,10,0,4,936939.6931034,1,0.959911470922904,0.0975435384165891,-2.5311828032136,"Cauca","Masculino","Primaria","Independiente","Si","Casado",3.22158426203308
39,19,48,21,3,0,5267755.82091926,0,2,18,9,6,2117556.42538263,1,0.798398136099384,0.0627633036535049,3.18145085126162,"Caquetá","Masculino","Técnica/Tecnológica","Empleado_Formal","No","Soltero",5.5012724109656
32,11,48,14,1,0,4445710.9437908,3072187.19833434,2,16,39,2,1551341.24789069,0,0.630721947106803,-0.425263814813329,-2.06734004896134,"Putumayo","Femenino","Universitaria","Empleado_Informal","Si","Divorciado",3.36953075870046
31,12,44,13,2,1,9375849.17686165,0,1,14,3,7,476800.423580323,0,0.627059178869875,-1.29229199689356,4.38549638958648,"Huila","Femenino","Ninguno","Estudiante","No","Casado",4.0220593491244
32,15,45,13,3,0,11848887.6759284,4404121.4952247,4,17,27,7,848140.694143117,0,0.80409434937185,-0.396435600683232,-2.50355851138011,"Valle del Cauca","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",4.78168872059346
38,17,48,12,2,0,8238384.97501933,0,1,6,8,10,1070548.93610135,1,0.332563327025814,-0.146947667370337,-1.38581401202828,"Vaupés","Otro","Ninguno","Independiente","No","Soltero",5.51269197574819
41,18,39,23,4,0,6601121.04125903,3975169.82814984,3,26,11,6,2241441.65416859,1,0.793937114448618,-0.553044317848566,-0.0420815101824701,"Caldas","Femenino","Secundaria","Empleado_Formal","No","Casado",5.12590985743577
70,10,38,45,1,0,4580256.31432138,0,2,7,19,6,1255533.37514838,1,0.899104431851789,-0.567137880974825,-2.03892521560192,"Caldas","Femenino","Primaria","Hogar","Si","Casado",4.47314359321946
41,11,46,23,1,0,4236413.13780058,0,2,14,15,3,298031.881242528,1,0.739471270992338,-0.276905491651893,3.97379379952326,"Quindío","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",4.54812948201129
43,10,46,25,2,0,3979909.08991211,0,2,2,36,7,729644.050960397,2,0.663215364159471,0.231077180791964,0.704628238454461,"Huila","Masculino","Posgrado","Empleado_Formal","Si","Unión Libre",3.47289440260162
34,11,33,16,4,2,7746042.82130885,5077305.67933237,1,15,25,8,1701455.01612038,0,0.875754633437761,-2.05616975419945,-3.48987038712949,"Bolívar","Masculino","Técnica/Tecnológica","Independiente","No","Soltero",3.27797669528875
47,15,49,25,5,2,11270430.3841009,8499297.42867164,2,0,41,5,559340.623302058,0,0.740954919279621,0.969753157502382,-3.89038547640666,"San Andrés y Providencia","Femenino","Secundaria","Empleado_Informal","No","Soltero",5.43262303492211
34,13,34,15,5,1,5304700.22759419,2766292.01592723,3,11,0,5,206682.585101811,1,0.882562368927526,0.124719169078049,2.60509706335142,"Cesar","Masculino","Universitaria","Empleado_Informal","Si","Unión Libre",3.64628034048456
55,15,23,30,1,0,4902536.39586927,0,3,10,28,6,719663.892945549,0,0.64476695635185,0.948098192456824,3.4424923802726,"Cundinamarca","Femenino","Universitaria","Empleado_Formal","Si","Divorciado",5.24207336327054
39,15,34,17,2,0,7001103.57795992,0,1,12,20,7,1037189.27159569,0,0.801955770949955,0.636090009793107,3.60283518908545,"Guainía","Femenino","Secundaria","Empleado_Formal","No","Casado",5.37314575774046
25,7,36,7,1,0,8784864.69360831,0,2,3,20,9,1011964.84543058,1,0.501192289105756,0.321404944014938,1.77194362971932,"Vichada","Femenino","Secundaria","Empleado_Informal","No","Unión Libre",3.10295314371341
48,13,39,28,2,1,787447.037242698,2559106.36576711,1,13,0,6,140219.966374228,0,0.624978014150389,0.108530782344999,3.93438854953274,"Putumayo","Masculino","Posgrado","Empleado_Informal","Si","Soltero",4.32618943202463
39,9,39,18,3,0,5708929.2801439,0,3,14,32,7,535314.943920517,0,0.596847377348504,2.00359048081841,-3.44441985711455,"Caquetá","Femenino","Posgrado","Empleado_Informal","Si","Soltero",3.86604949499909
33,12,51,8,6,1,4243449.72967582,3933770.805207,3,3,3,5,0,0,0.639693121333461,-0.265267953553393,4.95196382747963,"Cauca","Masculino","Secundaria","Desempleado","Si","Casado",3.5581104182669
50,8,59,32,1,0,8951086.11310578,769366.35995477,1,6,31,9,1339207.58128707,2,0.485786792868433,0.237223691208554,1.48623473010957,"La Guajira","Masculino","Secundaria","Independiente","Si","Soltero",4.93162317497265
18,12,46,0,4,1,6643685.35379531,8252909.49501121,3,13,25,9,71179.92142992,2,0.853673015441058,-0.601495536179966,-4.5842412346974,"Tolima","Femenino","Técnica/Tecnológica","Desempleado","Si","Unión Libre",4.4225715007154
38,12,27,20,3,2,5810358.14539946,8502505.38914529,3,4,11,4,25184.4447072252,2,0.588767203657663,0.371712548525081,1.46314030513167,"Córdoba","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Unión Libre",2.48274413452484
29,11,42,11,5,3,2489768.24533325,5325954.8203111,2,4,3,4,2389184.18368457,0,0.735908452025843,0.15847802668946,-0.211903501767665,"Nariño","Femenino","Secundaria","Desempleado","Si","Soltero",3.42659057677409
44,10,37,26,3,1,235045.461016441,5821591.30077701,2,4,0,6,1417996.06060975,0,0.585919546711511,0.221522569182897,2.33334617689252,"Meta","Femenino","Universitaria","Hogar","Si","Viudo",4.05086062534873
52,19,33,31,1,0,1653121.35566468,0,4,4,18,6,1126070.18318937,0,0.35609047415326,-0.623005842028168,-3.46195488935336,"Antioquia","Masculino","Secundaria","Empleado_Formal","Si","Unión Libre",5.44547723202197
47,18,37,29,1,0,10158996.1836537,0,4,8,27,7,0,2,0.724027178248563,0.304715114803448,-2.75478655239567,"La Guajira","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",4.80510308634991
