"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
36,"Femenino","Cartagena",4,"Universitario","Unión Libre","Independiente","Presencial","No",0,10978450,645569,26,24503,"Postres","Almuerzo","Fin de Semana",54,"No",47,4.4,24,2.6,"Tarjeta Crédito","Computador",1,15,43,11.7,9
39,"Masculino","Barranquilla",1,"Técnico","Soltero","Desempleado","No Aplica","Sí",1,8e+05,218275,6,36878,"Comida Rápida","Almuerzo","Entre Semana",20,"No",88,3.7,36,1.6,"Débito","Smartphone",0,3,70,6.9,5
45,"Femenino","Medellín",3,"Secundaria","Soltero","Empleado","Híbrido","No",0,3545559,434592,8,53457,"Italiana","Cena","Entre Semana",59,"Sí",48,4,44,7.4,"Efectivo","Computador",0,2,26,6.8,4
44,"Masculino","Bogotá",2,"Técnico","Casado","Empleado","Híbrido","Sí",2,2777521,577985,8,72761,"Saludable","Cena","Entre Semana",23,"No",61,4.2,51,10.6,"Efectivo","Smartphone",0,5,61,5.1,4
20,"Masculino","Bogotá",4,"Universitario","Soltero","Estudiante","No Aplica","No",0,2255337,135718,4,32507,"Comida Rápida","Cena","Entre Semana",16,"No",41,4,78,6.4,"Tarjeta Crédito","Tablet",0,1,32,10.8,32
31,"Femenino","Barranquilla",5,"Universitario","Soltero","Independiente","Remoto","Sí",2,13320874,2134029,47,56531,"Postres","Almuerzo","Fin de Semana",5,"Sí",34,3.8,49,1.6,"Tarjeta Crédito","Smartphone",4,19,55,12.5,7
28,"Femenino","Bogotá",2,"Universitario","Soltero","Empleado","Híbrido","No",0,3642111,265137,8,31977,"Local","Cena","Entre Semana",15,"No",71,4.7,43,7.9,"Efectivo","Smartphone",0,2,16,3.6,22
21,"Masculino","Bogotá",3,"Secundaria","Soltero","Empleado","Híbrido","No",0,2293106,355534,10,37200,"Saludable","Cena","Entre Semana",21,"No",28,3.6,46,2.2,"Efectivo","Smartphone",1,3,8,7.7,18
42,"Masculino","Bogotá",2,"Universitario","Soltero","Desempleado","No Aplica","No",0,898233,165569,4,41464,"Asiática","Cena","Fin de Semana",36,"No",58,4.3,54,4.3,"Efectivo","Smartphone",0,5,33,7.3,4
29,"Masculino","Cartagena",4,"Universitario","Casado","Empleado","Presencial","Sí",1,7090031,1017575,26,47945,"Comida Rápida","Almuerzo","Fin de Semana",8,"Sí",52,4.6,49,3.1,"Débito","Computador",1,13,79,9.9,20
