"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Fintech","Series B","Asia","B2B2C","Sí",14,277,3,7,12,93.6,13.35,1084.37,13.6,0,84.69,4773.82,44.6,14.6
"E-commerce","Seed","Europa","B2B","Sí",5,60,1,5,5,12.9,3.84,87.91,20.5,14.39,170.29,1700.72,70.7,29.3
"E-commerce","Series A","Norte América","B2C","No",8,152,2,6,10,17.37,9.29,245.99,7.6,23.42,5,1536.31,40.6,7.9
"Fintech","Series B","Norte América","B2B","Sí",13,358,4,7,7,77.98,14.55,988.84,5,0,332.07,7190.94,85.1,-29.5
"E-commerce","Series B","LATAM","B2B2C","Sí",11,275,4,6,2,68.33,14.53,835.09,5,0.44,65.26,4235.96,42.4,12.7
"Healthtech","Series A","Norte América","B2B","No",13,176,3,5,48,28.56,9.72,391.7,37.2,0,231.73,6207,71.7,27.7
"Edtech","Series A","Norte América","B2C","No",3,31,3,1,5,15.81,0.14,158.61,13.1,14.8,97.11,303.06,54.8,16.5
"Edtech","Series A","Europa","B2B","No",2,25,2,2,4,0.1,0,32.43,5.2,8.26,150.86,1069.57,57.7,57.8
"SaaS","Series B","Norte América","B2B2C","Sí",6,143,4,6,18,46.05,8.64,566.66,21.2,0,129.19,2894.56,68.9,-49.2
"E-commerce","Series A","Asia","B2B","Sí",4,51,2,3,4,13.6,3.57,108.16,17.6,13.38,138.97,3189.84,74.5,14.6
"SaaS","Series A","Norte América","B2B","Sí",14,144,3,6,23,30.3,4.41,324.61,15.5,6.61,168.98,3567.38,54.8,63.4
"Edtech","Series B","Asia","B2B2C","No",11,271,4,5,16,85.41,6.79,1002.59,33.1,9.14,5,3629.43,33.3,-12.6
"SaaS","Series A","LATAM","B2B2C","No",15,183,2,4,27,13.15,11.03,318.72,16.9,20.6,121.47,2298.83,54.9,62.8
"Healthtech","Series A","Norte América","B2B","No",1,12,3,2,0,1.43,2.54,1,5,0,194.99,4613.67,95,48.1
"Fintech","Seed","Asia","B2B","Sí",14,86,1,6,9,9.35,9.85,92.63,14.7,0,159.55,3469.71,60,56.5
"Fintech","Seed","Europa","B2B","No",10,74,1,4,10,10.31,5.45,150.62,5,4.65,190.75,6140.97,77.9,51.5
"E-commerce","Series A","Norte América","B2B","Sí",4,51,2,1,6,7.95,5.02,90.92,9.1,1.14,196.78,2358.28,66.4,-0.7
"Edtech","Series A","Norte América","B2B","No",11,155,3,7,11,13.36,7.69,189.92,14.6,2.54,214.27,2389.37,64.9,39.8
"Fintech","Seed","Europa","B2B","Sí",14,117,2,7,14,3.56,13.18,104.46,19.8,9.07,499.84,2749.56,35.9,19.8
"SaaS","Series A","Norte América","B2B","No",13,166,2,7,26,21.56,8.87,272.76,27.6,3.56,60.83,4393.36,73.5,-43.4
"SaaS","Seed","Norte América","B2B2C","No",2,38,1,1,13,0.63,1.43,74.22,16.2,7.63,123.83,1798.5,77,1
"Fintech","Series A","Norte América","B2B","No",15,213,2,6,8,36.12,11.13,323.93,12.8,4.76,96.78,6096.41,95,47.9
"Fintech","Series A","Asia","B2B","No",13,145,3,6,13,28.98,7.27,277.04,22.2,9.24,124.56,4736.46,56.4,68.6
"Healthtech","Series C+","Norte América","B2B","No",15,470,5,12,37,281.26,13.29,5000,20,2.54,165.34,5287.33,57.9,31.2
"SaaS","Seed","Norte América","B2B","Sí",1,32,2,2,4,2.35,3.26,62.88,10.1,0,187.11,3622.41,35.6,52.4
"SaaS","Series A","LATAM","B2B","No",10,111,2,6,35,13.9,5.09,279.15,46,15.27,5,5698.08,58.7,10.6
"Fintech","Seed","Europa","B2C","No",2,2,2,2,2,0.1,2.52,36.45,13,18.44,59.83,674.09,54.3,3.1
"SaaS","Seed","Norte América","B2B","No",13,72,2,4,20,9.48,5.97,130.41,8.3,0,139.74,3429.34,79.6,18
