"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
26,"Femenino","Bogotá",3,"Técnico","Divorciado","Empleado","Presencial","No",0,3275376,330221,9,37108,"Local","Almuerzo","Entre Semana",10,"No",47,4.3,66,1.2,"Tarjeta Crédito","Smartphone",0,7,30,4.7,18
23,"Masculino","Medellín",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1014160,113512,3,35552,"Comida Rápida","Cena","Fin de Semana",43,"No",47,3.8,61,4.8,"Tarjeta Crédito","Smartphone",0,4,18,7.4,29
32,"Femenino","Bogotá",2,"Técnico","Soltero","Independiente","Remoto","No",0,2986234,357175,13,26150,"Postres","Cena","Entre Semana",29,"No",42,4.4,43,4.8,"Débito","Computador",0,6,33,4.9,24
19,"Femenino","Cali",2,"Técnico","Soltero","Empleado","Presencial","No",0,1873835,169384,4,40999,"Saludable","Snack","Entre Semana",5,"No",95,3.5,20,10,"Efectivo","Smartphone",0,3,0,5,19
45,"Masculino","Barranquilla",4,"Posgrado","Soltero","Independiente","Remoto","No",0,17460310,616471,23,33302,"Comida Rápida","Cena","Fin de Semana",38,"Sí",45,3.8,47,0.8,"Tarjeta Crédito","Smartphone",2,11,7,9.5,9
19,"Femenino","Barranquilla",3,"Técnico","Soltero","Estudiante","No Aplica","No",0,1055659,107828,2,52882,"Saludable","Almuerzo","Entre Semana",12,"No",35,4.9,38,15,"Tarjeta Crédito","Smartphone",0,1,31,4.4,19
21,"Femenino","Medellín",3,"Técnico","Soltero","Estudiante","No Aplica","No",0,962283,232019,4,56349,"Asiática","Almuerzo","Fin de Semana",6,"No",22,4,37,2.3,"Tarjeta Crédito","Smartphone",0,2,30,8.4,18
27,"Masculino","Medellín",3,"Universitario","Unión Libre","Empleado","Híbrido","Sí",1,5976504,960622,21,48784,"Comida Rápida","Almuerzo","Fin de Semana",5,"Sí",42,4.1,46,1.6,"Tarjeta Crédito","Smartphone",1,6,55,8.7,14
38,"Masculino","Cali",2,"Universitario","Soltero","Empleado","Híbrido","No",0,4293224,302301,8,37424,"Comida Rápida","Cena","Entre Semana",7,"No",70,4.9,49,2.2,"Efectivo","Computador",0,3,19,4.2,0
31,"Masculino","Barranquilla",3,"Técnico","Soltero","Empleado","Presencial","No",0,4602234,292423,9,30640,"Comida Rápida","Snack","Entre Semana",55,"No",60,4.9,39,0.5,"PSE","Smartphone",0,2,43,7.1,21
60,"Masculino","Bogotá",3,"Secundaria","Soltero","Empleado","Presencial","No",0,4077302,864368,16,61949,"Italiana","Desayuno","Entre Semana",18,"No",44,4.2,51,0.7,"Efectivo","Smartphone",0,1,32,7.3,8
35,"Otro","Bogotá",3,"Universitario","Soltero","Empleado","Presencial","Sí",2,5348760,749110,12,64795,"Comida Rápida","Cena","Fin de Semana",3,"No",46,3.7,30,2,"Débito","Tablet",1,5,73,7.1,7
28,"Masculino","Bogotá",3,"Técnico","Unión Libre","Empleado","Híbrido","Sí",2,4685420,813017,12,62464,"Comida Rápida","Cena","Fin de Semana",38,"No",23,4.1,32,4,"Tarjeta Crédito","Smartphone",0,6,80,7,15
25,"Masculino","Bogotá",6,"Secundaria","Soltero","Independiente","Presencial","No",0,10310626,2138735,38,54642,"Local","Snack","Fin de Semana",44,"Sí",37,4.4,66,3.6,"Débito","Computador",1,21,4,15.6,24
36,"Masculino","Barranquilla",4,"Posgrado","Casado","Empleado","Remoto","Sí",2,15966712,3e+06,60,85970,"Saludable","Desayuno","Fin de Semana",41,"Sí",33,3.9,24,0.8,"PSE","Computador",5,19,43,4.7,7
28,"Femenino","Cali",5,"Universitario","Casado","Empleado","Presencial","No",0,10445527,1541375,33,59827,"Saludable","Desayuno","Fin de Semana",35,"Sí",29,3.7,31,3.3,"Tarjeta Crédito","Smartphone",3,18,61,8,15
31,"Masculino","Bogotá",1,"Técnico","Unión Libre","Independiente","Remoto","No",0,1778321,297879,6,45231,"Italiana","Desayuno","Fin de Semana",51,"No",75,4.7,59,0.7,"PSE","Smartphone",0,1,45,0.3,18
25,"Masculino","Bogotá",3,"Secundaria","Unión Libre","Desempleado","No Aplica","No",0,8e+05,222960,5,47045,"Local","Cena","Entre Semana",25,"No",86,4.4,64,2.6,"Débito","Smartphone",0,2,46,7.2,19
21,"Masculino","Barranquilla",4,"Técnico","Soltero","Independiente","Presencial","Sí",1,6031098,1245583,16,91288,"Italiana","Almuerzo","Entre Semana",57,"Sí",49,4.2,45,1.4,"Tarjeta Crédito","Smartphone",0,8,67,3.1,21
32,"Masculino","Barranquilla",2,"Secundaria","Soltero","Desempleado","No Aplica","No",0,8e+05,171658,4,37599,"Saludable","Cena","Fin de Semana",3,"No",69,3.8,42,2.8,"Débito","Computador",0,1,39,3.7,16
29,"Femenino","Bogotá",3,"Técnico","Soltero","Estudiante","No Aplica","No",0,1050971,95513,3,28243,"Postres","Cena","Entre Semana",58,"No",63,4.6,75,15,"Débito","Smartphone",0,1,32,9.1,21
35,"Femenino","Medellín",6,"Universitario","Soltero","Empleado","Remoto","Sí",3,23595153,2691406,34,93125,"Comida Rápida","Desayuno","Entre Semana",59,"Sí",57,4.2,30,5.3,"Tarjeta Crédito","Computador",1,17,42,13.2,12
31,"Masculino","Medellín",5,"Técnico","Soltero","Empleado","Presencial","No",0,10918407,1641944,37,51126,"Local","Cena","Entre Semana",46,"Sí",28,3.7,32,1.8,"Tarjeta Crédito","Computador",3,22,12,8.5,17
27,"Masculino","Cali",3,"Secundaria","Soltero","Independiente","Remoto","No",0,3036255,407616,9,47244,"Local","Almuerzo","Entre Semana",13,"No",63,3,50,0.6,"Débito","Smartphone",1,3,32,4,10
39,"Femenino","Cali",2,"Técnico","Casado","Empleado","Presencial","No",0,2761762,335028,8,41499,"Local","Desayuno","Entre Semana",37,"No",44,3.3,17,9.1,"Efectivo","Computador",1,6,10,2.2,11
24,"Femenino","Bogotá",2,"Universitario","Unión Libre","Desempleado","No Aplica","No",0,8e+05,324846,7,45418,"Saludable","Cena","Entre Semana",21,"Sí",53,4.3,64,2,"Débito","Smartphone",0,3,71,7.2,19
44,"Masculino","Cartagena",3,"Universitario","Soltero","Empleado","Remoto","No",0,7959568,679905,19,32443,"Local","Almuerzo","Entre Semana",59,"No",37,4.1,23,1.5,"Tarjeta Crédito","Smartphone",1,10,23,8,0
33,"Masculino","Bogotá",4,"Técnico","Casado","Empleado","Híbrido","No",0,7671142,1053980,18,59170,"Saludable","Almuerzo","Entre Semana",56,"Sí",56,3.8,43,1.4,"Tarjeta Crédito","Smartphone",1,8,47,10.3,4
30,"Femenino","Bogotá",1,"Secundaria","Unión Libre","Empleado","Remoto","Sí",1,1138522,303080,6,49106,"Asiática","Almuerzo","Fin de Semana",41,"No",83,4,50,0.5,"Tarjeta Crédito","Smartphone",0,2,86,3,14
32,"Femenino","Cali",5,"Posgrado","Casado","Empleado","Remoto","No",0,22539105,1183454,29,44511,"Saludable","Almuerzo","Fin de Semana",39,"No",23,4.4,29,0.9,"Tarjeta Crédito","Smartphone",1,19,66,5.4,14
34,"Masculino","Bogotá",2,"Técnico","Unión Libre","Empleado","Presencial","Sí",2,2259213,338105,8,40555,"Comida Rápida","Cena","Fin de Semana",5,"No",68,4.1,42,6.1,"PSE","Smartphone",0,2,87,5.7,15
