"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
63,9,40,42,4,1,4545465.36908521,0,4,0,4,8,405913.960134191,1,0.757793603857383,-0.172887300204098,4.11309433635324,"Antioquia","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",3.67321427961032
34,12,43,13,1,0,8052107.85570578,407304.135371618,3,7,0,5,33073.0108552013,0,0.848105356992234,2.44150299514803,-3.36323524825275,"Tolima","Femenino","Universitaria","Empleado_Informal","No","Soltero",4.3368603494305
40,9,49,17,4,1,5186038.96291824,2242551.5967333,2,3,25,5,0,0,0.897089855051579,-0.532430530420359,-1.33500842377543,"Boyacá","Masculino","Técnica/Tecnológica","Independiente","Si","Soltero",4.90171980483833
39,12,51,21,1,0,4628166.78214435,3362741.1083917,2,13,45,7,2515309.55671087,0,0.838831932476689,0.776697746608984,1.02468486409634,"Sucre","Femenino","Universitaria","Empleado_Formal","No","Casado",4.62170414151484
49,11,29,31,3,2,4910976.74617023,178306.396332571,2,22,0,9,0,1,0.275539720551663,2.10190369385566,0.793490253854543,"Valle del Cauca","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",4.28950238358073
26,14,38,6,4,0,3773912.57104122,8610699.40940068,1,16,8,6,1387685.58325549,1,0.855232049287485,2.86568980000888,1.04562458116561,"Nariño","Masculino","Posgrado","Empleado_Informal","No","Soltero",4.61012939803757
60,10,42,42,1,0,6093584.55829846,0,2,14,27,7,1263682.60137762,0,0.403564603360632,0.411178910843682,4.59128961898386,"Caldas","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",4.40682952829196
43,15,35,23,1,0,8419372.91416131,0,4,3,15,3,181539.015992505,0,0.787874647195613,-0.812636761952959,-1.07526601059362,"Cauca","Masculino","Secundaria","Independiente","No","Soltero",3.93891816305279
31,17,53,7,2,0,7716601.0573432,514041.572602549,1,5,27,3,2049255.98277047,1,0.752720982043308,0.836682937820293,-1.96156655438244,"Vichada","Femenino","Secundaria","Empleado_Formal","Si","Casado",4.56794987474803
48,13,46,30,4,3,0,0,1,7,0,9,1068025.3860762,0,0.580505977712354,0.936970550856636,-0.45945379184559,"Nariño","Masculino","Técnica/Tecnológica","Independiente","Si","Soltero",4.89445759558766
29,10,62,6,4,2,4396992.96654954,4442022.84239265,2,0,7,4,1315958.77769684,2,0.502739720404883,1.81361212217619,0.751236188225448,"Magdalena","Femenino","Técnica/Tecnológica","Independiente","Si","Unión Libre",3.91560655289218
51,17,39,33,1,0,3324059.0655441,3291634.40594066,1,9,25,4,67279.4766739672,0,0.907214621285133,-0.81123632458539,-0.0327803567051888,"Nariño","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",4.70208256816719
46,10,42,28,4,3,5183157.03794332,2675951.7455886,3,0,0,7,1984855.76890851,0,0.804311743107169,0.28052110147657,1.5801746584475,"Chocó","Masculino","Primaria","Empleado_Formal","No","Soltero",4.5566949927489
45,18,40,27,1,0,8945495.61930458,0,3,14,30,5,2357370.46336324,0,0.481042284993876,0.595965735497954,-0.213140151463449,"Valle del Cauca","Masculino","Universitaria","Empleado_Formal","No","Soltero",5.19922216212757
45,17,35,24,4,2,7449923.88221387,0,1,9,11,4,881679.801183495,0,0.763313942530562,-0.396059872582955,-4.95661242166534,"Cesar","Femenino","Secundaria","Empleado_Informal","Si","Soltero",5.76023131595121
62,13,47,37,3,0,5355299.00374707,8791130.93025414,2,9,0,5,930462.223006951,3,0.675069144827767,-0.492654391575558,-1.35285600554198,"Huila","Femenino","Primaria","Desempleado","Si","Casado",5.17714610255255
