CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,36,Femenino,Norte,75,Bronce,Anuncio Pago,Movil,9.4,7,17,1,0,1,3,No,Estandar,120.43,40.14
1002,37,Masculino,Oeste,511,Plata,Busqueda Organica,Movil,15.4,9,14,2,0,0,3,No,Estandar,135.35,45.12
1003,50,Masculino,Oeste,1094,Oro,Redes Sociales,Movil,8.4,8,20,6,2,1,6,Sí,Estandar,182.77,30.46
1004,32,Femenino,Sur,1389,Oro,Anuncio Pago,Movil,4.9,5,6,10,0,0,3,Sí,Estandar,65.56,21.85
1005,39,No Binario,Oeste,805,Plata,Busqueda Organica,Movil,7.1,7,4,3,0,0,5,No,Estandar,117.99,23.6
1006,33,Femenino,Oeste,696,Plata,Anuncio Pago,Movil,8.3,7,33,5,0,0,2,No,Express,72.6,36.3
1007,50,No Binario,Norte,800,Oro,Email,Movil,7.3,13,14,6,0,0,5,Sí,Estandar,118.18,23.64
1008,34,Femenino,Sur,463,Plata,Busqueda Organica,Movil,6,8,16,4,2,1,1,Sí,Estandar,49.31,49.31
1009,44,Femenino,Norte,1163,Oro,Anuncio Pago,Movil,14.8,9,8,8,1,0,6,Sí,Estandar,152.29,25.38
1010,46,Masculino,Norte,114,Plata,Busqueda Organica,Movil,10.2,8,7,2,0,0,4,No,Estandar,105.18,26.3
1011,50,Femenino,Oeste,215,Plata,Redes Sociales,Movil,14.2,13,48,3,0,1,3,No,Estandar,150.29,50.1
1012,44,Femenino,Este,737,Plata,Busqueda Organica,Movil,2.4,5,11,4,0,0,2,No,Express,38.7,19.35
1013,25,Masculino,Norte,913,Oro,Busqueda Organica,Movil,4.9,4,16,7,3,0,5,No,Express,134.17,26.83
1014,53,Masculino,Sur,540,Plata,Redes Sociales,Tablet,6.6,12,23,2,1,0,5,No,Estandar,160.91,32.18
1015,42,Masculino,Este,1369,Oro,Redes Sociales,Movil,10.6,9,4,8,0,0,7,Sí,Express,142.99,20.43
1016,25,Femenino,Este,1213,Oro,Anuncio Pago,Desktop,13.4,11,26,9,0,0,2,Sí,Estandar,66.15,33.08
1017,36,Femenino,Oeste,50,Bronce,Email,Desktop,16.7,14,12,1,0,0,7,No,Estandar,194.38,27.77
1018,36,Femenino,Oeste,1227,Oro,Busqueda Organica,Tablet,14,11,14,6,1,0,6,Sí,Estandar,205.32,34.22
1019,40,Femenino,Oeste,772,Oro,Busqueda Organica,Movil,10.7,8,7,5,1,0,6,No,Estandar,160.15,26.69
1020,26,Femenino,Sur,921,Plata,Busqueda Organica,Tablet,5.3,6,33,2,0,0,4,No,Estandar,132.52,33.13
1021,56,Femenino,Sur,1152,Oro,Email,Desktop,27.1,22,4,5,0,0,9,No,Estandar,280.34,31.15
1022,33,Masculino,Norte,933,Plata,Anuncio Pago,Movil,19.1,11,8,4,0,0,5,No,Express,147.33,29.47
1023,35,Masculino,Sur,419,Plata,Redes Sociales,Movil,6,5,3,1,0,0,4,Sí,Estandar,134.58,33.65
1024,44,Femenino,Norte,994,Oro,Busqueda Organica,Tablet,9.6,8,31,7,1,0,4,No,Estandar,134.03,33.51
1025,18,Masculino,Oeste,411,Plata,Busqueda Organica,Desktop,22.7,19,17,3,0,0,3,No,Estandar,117.1,39.03
1026,44,Masculino,Oeste,119,Plata,Anuncio Pago,Movil,11.7,9,4,2,1,0,4,Sí,Express,137.72,34.43
1027,34,Femenino,Este,352,Plata,Busqueda Organica,Movil,4.7,5,2,2,0,0,1,No,Estandar,52.27,52.27
1028,33,Masculino,Este,545,Plata,Busqueda Organica,Desktop,13.5,9,22,4,1,0,2,Sí,Express,46.02,23.01
1029,54,Femenino,Oeste,1197,Oro,Anuncio Pago,Desktop,28.7,17,20,5,0,0,6,Sí,Estandar,182.99,30.5
1030,56,Masculino,Oeste,88,Plata,Redes Sociales,Movil,12.7,10,2,2,0,0,6,Sí,Express,151.33,25.22
1031,50,Femenino,Norte,597,Plata,Busqueda Organica,Movil,9.8,10,20,4,0,0,4,No,Estandar,106.71,26.68
1032,37,Femenino,Oeste,577,Plata,Busqueda Organica,Movil,11.7,8,26,5,0,1,9,No,Estandar,224.86,24.98
1033,27,Masculino,Oeste,746,Plata,Anuncio Pago,Desktop,7.8,8,17,3,1,0,4,No,Estandar,109.72,27.43
1034,42,Masculino,Sur,190,Plata,Busqueda Organica,Movil,6.5,5,15,3,1,0,5,No,Estandar,158.12,31.62
1035,38,Masculino,Sur,1415,Oro,Busqueda Organica,Desktop,20,15,10,9,1,0,5,Sí,Express,155.09,31.02
1036,46,Masculino,Este,626,Plata,Anuncio Pago,Movil,3.9,4,14,5,2,0,4,Sí,Estandar,109.3,27.32
1037,58,Femenino,Sur,25,Bronce,Anuncio Pago,Movil,12.3,10,3,1,0,0,5,No,Express,152.23,30.45
1038,25,Masculino,Sur,389,Plata,Busqueda Organica,Desktop,23.5,15,50,4,0,0,5,No,Estandar,118.93,23.79
1039,38,Masculino,Norte,1389,Oro,Busqueda Organica,Tablet,13.4,11,44,8,2,0,5,Sí,Estandar,141.38,28.28
1040,57,Femenino,Sur,916,Plata,Anuncio Pago,Movil,6.8,8,25,4,0,0,6,Sí,Estandar,151.35,25.22
1041,20,Masculino,Sur,817,Oro,Email,Movil,6.2,4,9,7,1,1,4,Sí,Estandar,124.69,31.17
1042,65,Femenino,Este,1230,Oro,Redes Sociales,Movil,3.5,4,5,5,1,0,1,No,Estandar,38.34,38.34
1043,51,No Binario,Oeste,1277,Oro,Busqueda Organica,Movil,5.7,8,7,4,2,0,5,Sí,Estandar,146.73,29.35
1044,23,Femenino,Oeste,873,Oro,Anuncio Pago,Desktop,21.3,11,39,5,0,0,4,Sí,Estandar,182.15,45.54
1045,47,Masculino,Este,1041,Oro,Busqueda Organica,Desktop,17.3,11,56,6,0,0,6,Sí,Estandar,171.2,28.53
1046,33,Masculino,Norte,922,Oro,Anuncio Pago,Movil,10.6,6,27,9,0,0,8,No,Estandar,213.73,26.72
1047,22,Masculino,Oeste,1248,Oro,Busqueda Organica,Desktop,22.9,19,27,6,1,0,5,Sí,Express,169.9,33.98
1048,37,Femenino,Sur,1013,Oro,Busqueda Organica,Desktop,30.3,21,7,5,0,0,8,Sí,Estandar,241.61,30.2
1049,49,Femenino,Oeste,1076,Plata,Redes Sociales,Movil,14,8,14,3,1,0,9,Sí,Estandar,199.45,22.16
1050,50,Masculino,Sur,669,Plata,Anuncio Pago,Movil,11.5,8,10,5,0,1,4,Sí,Dia Siguiente,91.69,22.92
1051,31,Masculino,Este,994,Oro,Email,Movil,12.3,10,18,7,1,0,2,No,Express,90.66,45.33
1052,48,Masculino,Sur,981,Oro,Email,Tablet,2.3,2,19,10,0,1,6,Sí,Estandar,144.93,24.16
1053,38,Femenino,Norte,1135,Oro,Busqueda Organica,Tablet,9.3,5,18,11,0,0,4,Sí,Estandar,81.12,20.28
1054,47,Femenino,Norte,222,Plata,Anuncio Pago,Movil,18.3,13,9,3,0,0,1,Sí,Estandar,95.6,95.6
1055,45,Masculino,Sur,136,Bronce,Redes Sociales,Movil,9.1,8,3,1,0,0,4,No,Express,98.91,24.73
1056,39,Femenino,Este,817,Plata,Busqueda Organica,Desktop,9,11,10,4,1,0,3,Sí,Estandar,104.54,34.85
