"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
35,4,46,17,2,0,3318024.87963385,4343044.38409479,2,16,60,7,149687.465823092,0,0.937987987715759,-0.662148943013969,1.58828162355348,"Vichada","Masculino","Secundaria","Empleado_Informal","Si","Casado",2.33560336054937
51,12,43,32,3,1,4570124.77554167,2172774.10212851,2,10,18,5,2428950.42758221,1,0.749529106973203,-1.18574977943683,-1.0180494771339,"Guainía","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",4.34356754488766
50,12,49,32,2,0,5494843.42104837,0,4,7,0,6,1451285.56681125,1,0.92338154899854,0.567080315978814,2.99531925935298,"Guaviare","Masculino","Secundaria","Empleado_Formal","No","Casado",4.661410223515
51,14,24,33,1,0,1069363.32861347,388699.749318553,2,4,18,7,1755175.51769006,1,0.887473472451561,0.478542455466841,4.28376494674012,"Guainía","Masculino","Universitaria","Independiente","Si","Divorciado",4.35332772761748
38,11,36,20,3,1,22553.9482733682,8051570.64186171,1,3,0,4,2090693.34162521,1,0.789570090685315,-0.809525701829069,0.694673899561167,"Guainía","Femenino","Primaria","Empleado_Informal","Si","Casado",3.23447680609035
45,10,44,18,2,0,4103660.79284205,3364323.1523157,3,6,23,6,0,0,0.648679280675696,-0.598023942932161,-4.3032112182118,"Caldas","Femenino","Universitaria","Empleado_Informal","Si","Casado",3.68980112609977
37,7,26,19,4,0,7945832.27694979,0,3,10,19,3,133891.91308675,2,0.515496161494368,-0.633402765052232,1.50801406241953,"Cauca","Masculino","Primaria","Empleado_Formal","Si","Divorciado",3.1627732822723
38,9,39,20,2,0,1170634.62967434,628271.127678633,2,2,24,8,2553796.46916921,0,0.664893911520381,0.458475483202655,-4.48427802650258,"Atlántico","Masculino","Universitaria","Empleado_Formal","No","Soltero",4.10100223237775
61,11,31,41,2,1,4086027.5554743,0,3,17,15,4,2411174.09853435,0,0.65593805402869,0.483744911720717,1.05297054862604,"Vaupés","Femenino","Secundaria","Empleado_Informal","No","Soltero",4.37497714461703
41,14,33,23,5,0,0,0,2,19,26,7,2100083.41600593,1,0.541819608715841,0.820895059280328,0.640159058384597,"Valle del Cauca","Masculino","Primaria","Empleado_Formal","Si","Casado",4.85707429486943
