"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
43,8,25,25,3,1,7549123.08177258,806120.267614963,1,23,26,7,7713.0551100641,0,0.870460659584985,0.0308900184118066,0.324145259801298,"Magdalena","Femenino","Secundaria","Empleado_Formal","Si","Unión Libre",3.48933108207992
43,17,41,19,6,3,2591111.65366649,0,3,7,17,8,705197.964380957,0,0.64132023959162,1.00102785824963,1.27471637446433,"Bolívar","Femenino","Posgrado","Empleado_Informal","No","Unión Libre",4.97000206099668
45,18,42,15,2,0,7386868.06614536,860289.035301057,1,6,24,9,1860649.06768599,0,0.745507064982404,-0.500868302488999,-0.660479899961501,"La Guajira","Masculino","Primaria","Empleado_Formal","Si","Divorciado",5.17095729208682
45,12,47,24,2,0,3598074.3492703,0,2,19,0,8,517768.568603709,1,0.927843681006413,1.54577331166837,-0.399451658595353,"Santander","Femenino","Primaria","Empleado_Informal","Si","Soltero",3.93635826165422
51,15,56,33,2,0,2785035.14467955,0,1,19,0,6,2074715.09886573,0,0.7351568054365,-0.741319273464093,4.96449550846592,"Putumayo","Masculino","Universitaria","Empleado_Informal","No","Casado",4.82144649310622
59,17,34,29,2,0,4439034.6940745,291035.134157304,1,11,34,1,2058911.80583293,0,0.927148904436618,-1.54826031274959,3.04278242168948,"Córdoba","Femenino","Primaria","Independiente","Si","Viudo",4.47720215838872
25,3,42,7,3,1,3043854.43834682,0,1,0,18,7,1015183.88577286,0,0.889941917332644,-1.16321489414498,-1.4260650309734,"Antioquia","Masculino","Universitaria","Empleado_Informal","No","Unión Libre",2.23615271776312
63,19,48,45,3,1,1577514.73698369,0,1,22,37,7,0,0,0.925453359910937,-1.76639467848269,0.275452348869294,"Magdalena","Femenino","Posgrado","Empleado_Formal","Si","Soltero",6.70870871479024
59,14,36,39,1,0,0,2211768.59436153,2,0,18,7,0,1,0.501302977494849,0.0955272951029287,1.50731521658599,"Cundinamarca","Masculino","Universitaria","Empleado_Formal","Si","Casado",5.27894296639248
23,8,42,5,1,0,2827924.08531958,6530146.60137254,2,1,3,3,668060.186058742,3,0.741028306527649,0.044541281847813,1.78616825258359,"Valle del Cauca","Masculino","Secundaria","Hogar","Si","Casado",2.63522873662104
31,13,33,10,1,0,7411108.90577007,1646635.85705241,2,18,20,4,112575.899199557,2,0.691187912823318,0.0791846567574905,-2.11208231979981,"Huila","Masculino","Secundaria","Desempleado","No","Casado",4.07551319196793
49,10,36,31,3,0,6299702.79251438,7304923.78957236,2,10,0,7,1688305.63723688,0,0.86532254257003,-0.0782629217723623,4.14149210555479,"Chocó","Femenino","Universitaria","Empleado_Informal","Si","Soltero",4.12498262568488
39,18,43,7,6,3,6086428.52937793,0,2,13,34,6,0,0,0.652083623228406,-0.15209240979367,1.5698748268187,"Cesar","Masculino","Primaria","Hogar","No","Soltero",4.3293073269561
27,18,31,5,2,1,6001082.45810605,0,2,15,9,5,343519.317567814,0,0.653288274914545,1.7726595034472,3.5985505557619,"Vaupés","Masculino","Ninguno","Empleado_Informal","No","Soltero",4.64483436635491
18,14,43,0,4,1,4772533.88806798,13607278.9338841,1,12,44,4,0,1,0.935919475822256,0.243254016180231,-2.87760517327115,"Boyacá","Masculino","Secundaria","Empleado_Informal","No","Casado",4.44013117963006
57,14,43,39,2,0,3525547.08713787,0,3,15,51,4,163461.227572381,2,0.747562863730084,-0.469666641126632,-3.4845630149357,"Caquetá","Masculino","Primaria","Independiente","No","Soltero",5.30251161733076
44,16,43,26,3,1,5488191.84390199,2444384.31012813,3,7,39,5,2221349.68760997,2,0.295507631332525,-2.39178603845392,1.24984273221344,"San Andrés y Providencia","Femenino","Posgrado","Empleado_Formal","Si","Unión Libre",4.52017046059524
39,15,39,13,1,0,0,2063340.92174815,3,15,10,7,0,1,0.868911860839605,1.54287727750747,-1.96632240200415,"Putumayo","Masculino","Secundaria","Desempleado","No","Soltero",4.6854390739357
33,6,36,15,3,1,6420252.06613662,0,2,10,9,1,46826.7206913406,0,0.634443394692946,0.197843412493836,0.77365200733766,"Risaralda","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",2.4685698954934
22,16,43,4,2,0,626224.884026272,4642721.41979699,3,2,19,8,762290.590505516,2,0.372879305623075,0.396532245882234,2.04419811023399,"Meta","Femenino","Técnica/Tecnológica","Independiente","No","Casado",4.99915465494729
46,5,53,28,3,1,9174757.8818074,207475.323445664,1,0,14,5,1329806.5430813,0,0.511265769957066,2.3913168263061,-2.0082237990573,"Córdoba","Femenino","Secundaria","Empleado_Formal","No","Unión Libre",4.01801198974785
30,14,31,12,1,0,4830514.29078189,0,2,20,21,4,329029.987301891,1,0.746108799854611,0.52524459719954,0.502780352253467,"Bolívar","Masculino","Secundaria","Empleado_Formal","Si","Soltero",4.79018140472682
59,12,36,38,3,0,8430695.51814103,3331920.35893609,2,2,27,8,1765631.0655416,1,0.827128693032511,-1.0369494816519,-0.503206232097,"Chocó","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Unión Libre",4.69204612329634
28,11,37,6,3,0,7282182.85702622,0,2,27,6,6,2525520.39764827,0,0.568184134539235,0.104279034653245,1.73285371623933,"Tolima","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Viudo",3.27178909546078
34,16,29,12,6,0,10056133.0571463,0,2,18,19,5,1173415.91221362,0,0.980383554944062,0.73783098315114,-2.90085958316922,"Norte de Santander","Femenino","Primaria","Empleado_Formal","Si","Casado",5.3578280170466
54,7,42,36,3,0,5393318.76798607,3909181.49422192,2,12,0,5,1911693.03545552,1,0.803391723179954,0.251982352863642,1.42982957186177,"Guaviare","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Divorciado",3.90884997721379
49,14,54,31,2,0,2081493.11134951,1008123.76763268,2,7,2,4,694018.483804916,0,0.79152429883275,-0.475873949442131,1.18936891201884,"Guaviare","Otro","Secundaria","Independiente","Si","Divorciado",3.57980532208252
37,12,29,14,2,1,6211543.5007157,2234584.35666325,1,21,17,5,2210704.42932212,1,0.786197849894708,1.46208266106245,0.881676457356662,"Valle del Cauca","Masculino","Ninguno","Empleado_Informal","Si","Soltero",4.144994121108
42,14,46,22,2,0,4511352.77336562,2669653.15309387,1,13,27,4,1505271.95840967,1,0.853594798990843,2.06166449585789,-2.16607401613146,"Meta","Masculino","Secundaria","Independiente","No","Unión Libre",4.26395530287381
39,7,42,21,2,0,7297355.62509469,0,1,8,4,4,1362053.5450976,0,0.549531862748214,-0.568183669157921,-2.50315795652568,"Sucre","Femenino","Secundaria","Empleado_Informal","Si","Viudo",2.6453245975273
51,8,35,33,6,1,3746896.43355039,2813284.48700492,2,23,12,8,0,1,0.354726221488751,-0.637238136533602,-3.73380221892148,"Bolívar","Masculino","Técnica/Tecnológica","Empleado_Informal","No","Soltero",3.35793230664129
69,11,44,45,2,0,6479559.95750852,1091170.89657835,2,0,26,9,1484099.85051102,0,0.608086414962023,-0.56663566822488,-4.1821426176466,"Cundinamarca","Femenino","Ninguno","Hogar","Si","Divorciado",4.26070578905879
39,10,72,20,2,1,2260189.55861901,5098784.19402666,1,6,46,6,697537.988891501,0,0.909976858182041,0.0968552284561408,-2.75537011446431,"Cundinamarca","Masculino","Secundaria","Independiente","No","Divorciado",4.68203934047845
48,10,42,29,4,1,4646386.09995799,0,6,18,0,8,2126892.05385104,3,0.659716083352823,2.09318202257765,-0.0228319317102432,"Chocó","Femenino","Secundaria","Empleado_Informal","Si","Soltero",4.79211491734943
41,7,26,23,1,0,3881838.88816827,4913128.71380574,1,14,13,7,1557389.88581487,0,0.722910986377193,0.826437071894417,-2.47741976752877,"Risaralda","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",3.07050243703195
42,10,44,12,2,1,2497932.98127695,8714142.30142942,1,0,0,7,542907.878383521,0,0.858063044219369,1.2056759399056,0.400227042846382,"Norte de Santander","Masculino","Secundaria","Empleado_Formal","No","Casado",4.46844900511264
38,11,40,13,1,0,4779994.08952793,0,4,26,51,6,1461897.6067644,0,0.627228520870883,-0.441104790734518,-4.58739143330604,"Bolívar","Masculino","Técnica/Tecnológica","Empleado_Informal","No","Unión Libre",3.85372003771538
52,15,43,32,1,0,4101284.93992209,2970700.87910811,1,7,25,9,0,1,0.480935844655609,-0.38925912163599,-0.308018382638693,"Cauca","Masculino","Universitaria","Empleado_Informal","Si","Casado",5.25775257754148
22,14,33,1,3,1,2030411.97793709,0,1,13,0,3,1136903.69590633,1,0.853225954162468,-1.50526389547611,1.96961471578106,"Guainía","Masculino","Primaria","Empleado_Informal","Si","Soltero",4.71988852918176
61,12,41,29,1,0,0,4697483.07705726,2,4,10,10,577368.558306871,1,0.703976546458934,0.226531499216829,-2.5609333300963,"Quindío","Masculino","Universitaria","Empleado_Formal","Si","Soltero",4.40479122678219
24,16,34,0,2,1,5157923.81034484,4487536.64782747,1,5,21,6,1645516.6808525,1,0.794125142962719,0.514576530587533,4.28640901809558,"Huila","Masculino","Primaria","Empleado_Informal","Si","Soltero",4.20438724593945
55,10,33,37,2,0,1002350.15245217,3608239.50540749,2,6,6,3,1653397.62379094,0,0.552876862564709,-1.33224434266885,-3.80992812803015,"Vichada","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Unión Libre",3.24785279980514
28,14,43,9,2,0,631920.537188919,0,1,9,43,5,0,1,0.632486743892046,0.333473264179759,-2.65748790465295,"Guaviare","Masculino","Universitaria","Empleado_Informal","Si","Soltero",4.41054628167325
32,7,46,12,2,0,12058009.0169158,5784630.83988515,3,18,23,5,0,2,0.469934524032967,1.29095552553964,0.392857466358691,"San Andrés y Providencia","Masculino","Técnica/Tecnológica","Hogar","No","Divorciado",3.64190785017631
42,18,35,24,4,0,5872191.99312589,5991534.56230386,1,4,33,10,758865.59289712,2,0.966722331507569,-1.20587010852447,-2.24898022133857,"Quindío","Femenino","Universitaria","Empleado_Informal","Si","Casado",5.21576706374645
51,15,56,28,4,0,8242440.92997328,0,1,11,36,4,0,2,0.894581149537091,0.337548728681291,0.418252046220005,"Nariño","Masculino","Posgrado","Empleado_Formal","No","Casado",5.32555961849519
35,17,33,11,3,0,1552058.04599224,4590289.18946231,3,11,35,6,1994330.97491952,2,0.684519736286343,-1.01014392702613,3.62122701713815,"Huila","Femenino","Secundaria","Empleado_Formal","Si","Soltero",5.32599560122623
57,8,36,39,3,0,6050811.82072256,0,2,16,6,6,1558320.27171804,1,0.85400414643239,0.258410920917562,-1.83757142629474,"Caquetá","Masculino","Ninguno","Empleado_Formal","Si","Casado",3.26548882069512
48,15,18,22,2,1,6467870.38235911,5504597.73381973,1,5,0,7,132205.12083211,1,0.691354036717195,-0.603564280847018,1.34142980212346,"Vaupés","Masculino","Técnica/Tecnológica","Hogar","Si","Soltero",3.95975018897739
18,14,43,0,5,0,0,2302770.31510713,3,15,19,7,823117.533726007,1,0.793058955501573,-0.23120990135335,-4.23702234402299,"Magdalena","Masculino","Primaria","Empleado_Formal","No","Divorciado",4.14419474718975
40,15,41,16,2,0,1939507.7840518,1393563.71151673,2,14,30,6,1030934.03770129,1,0.558030392321415,-0.0753196101467165,4.35999579494819,"Sucre","Masculino","Universitaria","Empleado_Formal","Si","Casado",4.7605050892507
42,9,43,22,4,1,1338276.32464036,2522572.19981958,2,1,20,5,928090.777798282,1,0.561285399802029,-0.467733035753326,1.14735711365938,"Cundinamarca","Femenino","Secundaria","Empleado_Informal","Si","Divorciado",4.4011373794303
48,8,50,30,3,0,6869846.72819621,151718.830830928,4,3,30,2,1340370.19888394,1,0.937972869669765,-0.927169114740813,-2.38018159754574,"Nariño","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Unión Libre",3.71403187737942
30,13,38,11,6,1,12925539.2029849,6012078.47332117,4,20,7,6,789072.286784312,1,0.544680165644358,0.812964373566396,-4.95104231173173,"Putumayo","Masculino","Primaria","Empleado_Formal","Si","Divorciado",4.40749114118611
41,4,35,23,3,1,5628488.70542555,6800883.43299566,2,4,49,7,18881.5773274918,0,0.846344415929829,-0.320673947845158,-4.74656073842198,"Santander","Masculino","Ninguno","Empleado_Informal","Si","Casado",3.00090740517783
49,4,23,23,2,0,5666494.20984966,3649149.45284079,2,15,22,3,1672759.49669346,2,0.85026406807328,1.14147500926311,-3.92713732551783,"Meta","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",2.28033702527405
40,12,48,22,4,0,5181200.20374913,1994715.74639678,1,5,0,7,304596.322690958,2,0.843833540720972,-0.474169000065541,3.88595515163615,"Atlántico","Femenino","Secundaria","Empleado_Informal","Si","Casado",5.17228831315223
