"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
40,"Masculino","Cali",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1163815,64026,2,29968,"Comida Rápida","Desayuno","Entre Semana",18,"No",13,4.4,29,3.2,"Efectivo","Smartphone",0,2,0,8.4,9
19,"Femenino","Bogotá",4,"Universitario","Soltero","Independiente","Remoto","No",0,8163422,2343263,50,45416,"Saludable","Cena","Fin de Semana",55,"Sí",39,3.9,45,1.4,"Efectivo","Computador",4,21,23,8.7,14
36,"Masculino","Bogotá",3,"Universitario","Divorciado","Empleado","Presencial","No",0,5992656,438449,11,42129,"Saludable","Almuerzo","Fin de Semana",20,"No",49,4.5,59,3.2,"Débito","Smartphone",0,6,26,9.9,12
26,"Masculino","Cartagena",2,"Posgrado","Unión Libre","Independiente","Remoto","Sí",1,4629007,1129096,14,73544,"Asiática","Cena","Fin de Semana",41,"No",73,3.8,32,1.3,"Efectivo","Smartphone",1,2,67,2.6,6
35,"Femenino","Cartagena",6,"Universitario","Divorciado","Empleado","Presencial","No",0,20003815,1186755,22,57962,"Saludable","Almuerzo","Entre Semana",6,"No",31,3.4,55,3,"Tarjeta Crédito","Smartphone",3,10,25,11.8,3
34,"Femenino","Medellín",2,"Técnico","Soltero","Independiente","Híbrido","No",0,2609883,382607,11,32039,"Comida Rápida","Snack","Fin de Semana",22,"No",92,4.8,53,1.6,"Débito","Smartphone",0,6,16,3.8,17
38,"Femenino","Bogotá",2,"Universitario","Casado","Desempleado","No Aplica","No",0,8e+05,194560,4,44203,"Saludable","Cena","Entre Semana",53,"No",82,5,64,5.4,"Tarjeta Crédito","Computador",0,3,49,5.4,5
18,"Masculino","Bogotá",3,"Técnico","Soltero","Empleado","Presencial","No",0,3031721,157032,7,23438,"Postres","Almuerzo","Fin de Semana",16,"No",32,5,37,6.2,"Tarjeta Crédito","Smartphone",0,1,31,6.5,8
31,"Masculino","Cartagena",5,"Posgrado","Soltero","Empleado","Presencial","No",0,19637943,1237301,24,50986,"Saludable","Cena","Fin de Semana",3,"No",10,4.5,36,2,"PSE","Smartphone",1,12,30,8.2,22
40,"Femenino","Bogotá",4,"Posgrado","Soltero","Empleado","Remoto","Sí",1,17690958,3e+06,30,99812,"Italiana","Almuerzo","Fin de Semana",20,"Sí",28,4.8,51,2.1,"Tarjeta Crédito","Smartphone",1,6,92,7.3,4
41,"Masculino","Bogotá",4,"Secundaria","Unión Libre","Independiente","Presencial","No",0,6786310,550830,18,32007,"Postres","Cena","Fin de Semana",16,"Sí",44,4.1,38,15,"Tarjeta Crédito","Smartphone",1,11,48,7.7,0
25,"Femenino","Cali",2,"Secundaria","Unión Libre","Independiente","Presencial","No",0,1639901,208796,3,61672,"Italiana","Almuerzo","Fin de Semana",35,"No",70,4.6,60,1,"Efectivo","Smartphone",0,1,85,6,9
47,"Femenino","Bogotá",3,"Técnico","Casado","Desempleado","No Aplica","Sí",4,1106036,640261,7,116815,"Asiática","Cena","Entre Semana",28,"Sí",35,4.3,64,1.6,"Efectivo","Smartphone",0,2,91,10,10
40,"Femenino","Cali",2,"Secundaria","Divorciado","Empleado","Híbrido","No",0,1985511,150587,3,45713,"Italiana","Almuerzo","Entre Semana",21,"No",86,4.2,42,4.1,"Efectivo","Smartphone",0,1,17,3.8,1
44,"Masculino","Medellín",4,"Posgrado","Casado","Empleado","Presencial","Sí",2,17927718,2567896,44,71396,"Local","Cena","Entre Semana",58,"Sí",28,5,44,2.8,"PSE","Smartphone",1,19,63,7.3,8
47,"Femenino","Cali",3,"Universitario","Casado","Empleado","Remoto","No",0,7969616,549037,13,45615,"Local","Cena","Entre Semana",41,"No",60,4.3,50,1,"Efectivo","Computador",0,8,31,7.8,4
43,"Femenino","Bogotá",5,"Posgrado","Soltero","Independiente","Remoto","No",0,24120770,897495,23,37017,"Comida Rápida","Snack","Entre Semana",31,"No",12,4.4,59,8,"Efectivo","Smartphone",1,14,36,7.7,0
26,"Femenino","Bogotá",3,"Secundaria","Casado","Desempleado","No Aplica","Sí",2,8e+05,382957,5,74203,"Saludable","Cena","Fin de Semana",44,"No",56,3.2,33,9.7,"Débito","Smartphone",1,3,65,8.3,19
28,"Femenino","Cali",3,"Secundaria","Soltero","Independiente","Presencial","No",0,2870903,442623,11,37803,"Comida Rápida","Cena","Entre Semana",26,"No",44,4.3,43,0.8,"Débito","Smartphone",0,10,25,4.3,12
35,"Femenino","Barranquilla",3,"Técnico","Casado","Desempleado","No Aplica","Sí",1,8e+05,255550,3,81404,"Asiática","Desayuno","Fin de Semana",6,"No",54,3.8,43,4.5,"Efectivo","Smartphone",0,1,94,8.7,0
28,"Femenino","Medellín",3,"Técnico","Soltero","Empleado","Remoto","No",0,3700128,241304,7,36464,"Comida Rápida","Snack","Fin de Semana",25,"No",36,4.2,44,0.9,"Débito","Computador",0,6,0,9.3,8
