"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
45,"Masculino","Cartagena",4,"Universitario","Soltero","Empleado","Híbrido","No",0,12482985,1224813,24,61614,"Italiana","Desayuno","Entre Semana",5,"Sí",55,4,41,4.1,"PSE","Smartphone",1,8,29,4.2,2
39,"Masculino","Medellín",4,"Universitario","Soltero","Empleado","Híbrido","No",0,8901447,1172545,29,49536,"Asiática","Almuerzo","Fin de Semana",51,"Sí",24,4.6,33,0.6,"Débito","Smartphone",1,7,35,4.6,0
21,"Femenino","Bogotá",5,"Universitario","Soltero","Empleado","Remoto","No",0,12087882,2046943,42,48279,"Comida Rápida","Almuerzo","Entre Semana",18,"Sí",66,4.3,53,5.3,"Tarjeta Crédito","Smartphone",1,21,19,9.7,21
35,"Femenino","Bogotá",3,"Universitario","Casado","Empleado","Presencial","Sí",2,6642448,1149122,20,58872,"Saludable","Cena","Entre Semana",17,"Sí",53,3.4,64,5.6,"Efectivo","Tablet",3,11,62,3,0
22,"Masculino","Bogotá",6,"Universitario","Soltero","Estudiante","No Aplica","Sí",1,5360389,1277364,16,101920,"Asiática","Cena","Entre Semana",51,"Sí",30,4.1,50,5.5,"Tarjeta Crédito","Smartphone",0,2,76,8.6,31
41,"Femenino","Medellín",4,"Posgrado","Casado","Empleado","Remoto","No",0,16107080,1405832,39,43123,"Local","Cena","Fin de Semana",6,"Sí",39,4.7,30,5.4,"Tarjeta Crédito","Smartphone",1,22,49,8.9,8
39,"Masculino","Bogotá",2,"Posgrado","Casado","Empleado","Híbrido","Sí",2,4346408,982037,16,65018,"Saludable","Cena","Entre Semana",6,"Sí",13,3.7,43,3.2,"Efectivo","Smartphone",1,9,79,6.5,5
27,"Femenino","Medellín",1,"Secundaria","Unión Libre","Empleado","Remoto","No",0,1050802,185124,6,32517,"Comida Rápida","Almuerzo","Entre Semana",17,"No",67,4.8,44,0.9,"Débito","Smartphone",0,6,44,5.7,23
35,"Femenino","Cali",3,"Técnico","Casado","Independiente","Remoto","No",0,5806743,957392,27,35716,"Comida Rápida","Snack","Fin de Semana",6,"Sí",29,3.9,36,2.1,"Débito","Smartphone",2,13,66,9.2,0
28,"Masculino","Cali",3,"Posgrado","Casado","Empleado","Remoto","No",0,9188824,1326922,48,26786,"Postres","Desayuno","Entre Semana",7,"Sí",51,4.6,60,6.8,"PSE","Smartphone",1,14,81,8.3,16
20,"Masculino","Medellín",3,"Secundaria","Unión Libre","Desempleado","No Aplica","No",0,8e+05,160916,3,57815,"Asiática","Cena","Entre Semana",1,"No",33,5,53,5.3,"Efectivo","Smartphone",0,1,46,9.4,16
36,"Masculino","Cartagena",2,"Universitario","Soltero","Independiente","Remoto","Sí",2,3509770,895123,17,49103,"Comida Rápida","Almuerzo","Fin de Semana",47,"No",49,4.5,47,3.2,"Tarjeta Crédito","Computador",1,8,51,5.7,8
24,"Femenino","Bogotá",3,"Secundaria","Unión Libre","Desempleado","No Aplica","Sí",1,8e+05,182030,4,40929,"Comida Rápida","Almuerzo","Entre Semana",17,"No",35,4.4,55,1.8,"Tarjeta Crédito","Computador",0,3,75,4,13
22,"Femenino","Bogotá",2,"Secundaria","Soltero","Empleado","Remoto","Sí",1,1344105,171392,4,40499,"Local","Almuerzo","Fin de Semana",28,"No",69,3.6,62,1.6,"Efectivo","Smartphone",0,1,52,5.6,18
22,"Masculino","Medellín",2,"Universitario","Soltero","Estudiante","No Aplica","Sí",1,8e+05,199826,5,43169,"Comida Rápida","Almuerzo","Fin de Semana",42,"No",81,3.3,37,1.8,"Débito","Smartphone",1,4,64,6.4,27
29,"Masculino","Cartagena",5,"Posgrado","Divorciado","Empleado","Híbrido","No",0,17972499,807347,18,48443,"Comida Rápida","Cena","Entre Semana",23,"Sí",35,4.2,48,5,"Débito","Smartphone",1,7,16,7.9,16
39,"Masculino","Cali",5,"Posgrado","Casado","Empleado","Presencial","Sí",2,18728947,2429017,20,135782,"Italiana","Snack","Entre Semana",17,"No",27,3.9,40,3.4,"Tarjeta Crédito","Smartphone",2,5,55,9,8
