"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
50,"Otro","Cali",2,"Universitario","Unión Libre","Independiente","Presencial","Sí",1,4679906,943501,17,49883,"Saludable","Snack","Fin de Semana",18,"No",78,5,48,5.4,"Efectivo","Smartphone",1,11,36,5.4,9
43,"Femenino","Barranquilla",3,"Universitario","Unión Libre","Empleado","Remoto","Sí",1,6299051,918398,19,46272,"Comida Rápida","Almuerzo","Entre Semana",36,"No",37,4.2,52,9.5,"Débito","Smartphone",1,10,66,6.7,11
53,"Masculino","Bogotá",4,"Posgrado","Casado","Independiente","Remoto","Sí",3,15919166,3e+06,53,81659,"Comida Rápida","Desayuno","Fin de Semana",53,"Sí",58,3.5,41,1.6,"Tarjeta Crédito","Computador",4,19,85,9,9
21,"Femenino","Cartagena",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,8e+05,104468,2,47604,"Local","Almuerzo","Fin de Semana",46,"No",64,4.2,41,2.1,"Débito","Smartphone",0,1,16,6.5,26
42,"Femenino","Bogotá",3,"Técnico","Unión Libre","Independiente","Híbrido","Sí",1,4907645,701244,19,38052,"Comida Rápida","Cena","Fin de Semana",37,"Sí",41,4.8,51,3.2,"Débito","Computador",1,9,27,6.5,0
37,"Femenino","Barranquilla",3,"Universitario","Unión Libre","Independiente","Híbrido","Sí",1,7205038,582641,10,68349,"Italiana","Almuerzo","Entre Semana",45,"No",18,4.1,48,2.4,"Débito","Smartphone",0,6,70,9.3,0
38,"Masculino","Bogotá",2,"Técnico","Soltero","Empleado","Híbrido","No",0,2374667,221437,8,29390,"Local","Snack","Fin de Semana",35,"No",73,4.4,32,7.2,"Efectivo","Smartphone",0,4,34,6.9,3
36,"Femenino","Cali",2,"Secundaria","Casado","Independiente","Remoto","Sí",1,2137064,692742,15,43299,"Comida Rápida","Cena","Fin de Semana",7,"No",76,3.9,38,4.3,"Efectivo","Smartphone",1,6,78,5.3,10
42,"Masculino","Cali",6,"Universitario","Casado","Empleado","Híbrido","Sí",4,20780613,3e+06,41,116151,"Saludable","Cena","Entre Semana",46,"Sí",35,4,67,4.7,"Débito","Smartphone",1,20,87,10.9,4
32,"Femenino","Medellín",3,"Universitario","Casado","Empleado","Presencial","No",0,6428665,404824,10,45213,"Asiática","Cena","Entre Semana",44,"No",66,4,54,1.6,"Efectivo","Smartphone",0,2,44,9.2,14
32,"Masculino","Cartagena",3,"Universitario","Unión Libre","Independiente","Remoto","No",0,5231195,676199,25,28715,"Comida Rápida","Almuerzo","Fin de Semana",9,"Sí",46,4.4,55,0.5,"PSE","Computador",1,15,75,5.5,16
36,"Femenino","Bogotá",5,"Universitario","Divorciado","Independiente","Remoto","Sí",3,16348967,3e+06,57,79913,"Local","Almuerzo","Fin de Semana",21,"Sí",67,3.8,50,1.1,"PSE","Smartphone",5,21,68,10.8,4
43,"Masculino","Cali",4,"Universitario","Divorciado","Empleado","Remoto","No",0,11804232,2151673,34,68184,"Asiática","Almuerzo","Fin de Semana",8,"Sí",37,4.4,63,6.7,"Tarjeta Crédito","Smartphone",1,10,19,8.1,3
28,"Femenino","Cali",3,"Técnico","Unión Libre","Independiente","Remoto","No",0,4339407,501786,13,35499,"Comida Rápida","Cena","Entre Semana",11,"No",49,4.3,32,1.3,"Efectivo","Smartphone",0,5,33,4,28
45,"Femenino","Bogotá",4,"Universitario","Divorciado","Independiente","Presencial","No",0,11968309,2040680,39,55456,"Asiática","Cena","Entre Semana",18,"Sí",32,4.2,42,4.6,"Tarjeta Crédito","Smartphone",1,10,24,8,11
47,"Masculino","Bogotá",4,"Universitario","Casado","Independiente","Remoto","Sí",4,12443777,3e+06,48,71371,"Comida Rápida","Almuerzo","Entre Semana",43,"Sí",39,4.2,44,3.6,"PSE","Smartphone",1,20,56,9.7,11
28,"Masculino","Cartagena",4,"Posgrado","Casado","Empleado","Remoto","Sí",1,10879776,2479227,38,58553,"Comida Rápida","Snack","Entre Semana",3,"No",54,4.4,48,3.6,"Débito","Smartphone",1,18,77,9.1,19
39,"Masculino","Cali",2,"Universitario","Divorciado","Independiente","Remoto","No",0,4880304,614858,20,35945,"Local","Cena","Entre Semana",11,"No",61,3.4,56,4.8,"Efectivo","Smartphone",3,6,33,5.5,0
41,"Femenino","Barranquilla",3,"Posgrado","Casado","Empleado","Presencial","Sí",2,8773445,2290220,26,113068,"Italiana","Cena","Fin de Semana",40,"Sí",60,4.7,39,1.3,"Débito","Smartphone",1,5,89,3.8,0
19,"Femenino","Medellín",2,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,51715,2,29812,"Local","Cena","Entre Semana",36,"No",60,4.6,40,2.9,"Débito","Smartphone",0,3,20,5,18
28,"Masculino","Barranquilla",6,"Posgrado","Casado","Desempleado","No Aplica","Sí",1,5727819,1441276,22,68779,"Comida Rápida","Snack","Entre Semana",24,"Sí",35,4.6,33,4.8,"Efectivo","Smartphone",1,10,40,7.4,20
46,"Masculino","Medellín",5,"Universitario","Casado","Empleado","Remoto","Sí",3,15784464,3e+06,41,111537,"Italiana","Cena","Fin de Semana",6,"Sí",12,4.2,43,1.9,"Tarjeta Crédito","Smartphone",1,12,87,5.9,3
31,"Masculino","Medellín",4,"Posgrado","Casado","Empleado","Presencial","Sí",3,13309077,3e+06,36,125958,"Italiana","Cena","Entre Semana",52,"Sí",51,4.8,49,1.6,"Efectivo","Smartphone",1,9,66,6.7,11
35,"Masculino","Medellín",3,"Posgrado","Soltero","Independiente","Presencial","No",0,10519012,542385,15,40278,"Comida Rápida","Almuerzo","Fin de Semana",29,"No",58,4.2,44,0.8,"Efectivo","Computador",0,6,14,5.2,1
18,"Masculino","Medellín",2,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,82328,2,42760,"Saludable","Almuerzo","Fin de Semana",36,"No",66,3.5,44,1.5,"Tarjeta Crédito","Smartphone",0,1,30,5.9,23
28,"Femenino","Cali",5,"Universitario","Casado","Empleado","Híbrido","Sí",2,12869609,1601374,22,84770,"Asiática","Cena","Fin de Semana",15,"No",53,4,43,7.2,"PSE","Smartphone",1,3,84,12.1,20
