CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,54,Masculino,Norte,966,Oro,Redes Sociales,Desktop,11,9,6,5,0,0,6,No,Dia Siguiente,202.67,33.78
1002,41,Femenino,Este,1213,Oro,Busqueda Organica,Tablet,5,8,27,5,1,1,4,Sí,Estandar,161.84,40.46
1003,51,Femenino,Norte,557,Plata,Busqueda Organica,Movil,9,8,5,3,0,0,2,Sí,Estandar,93.54,46.77
1004,47,Masculino,Sur,1302,Oro,Redes Sociales,Movil,7.9,6,15,5,0,0,8,No,Express,204.01,25.5
1005,47,Femenino,Este,1008,Oro,Redes Sociales,Movil,11.3,7,19,6,0,0,5,Sí,Estandar,125.5,25.1
1006,30,Masculino,Sur,1350,Oro,Busqueda Organica,Movil,15.4,13,24,9,0,0,5,Sí,Express,217.66,43.53
1007,55,Femenino,Oeste,390,Plata,Busqueda Organica,Movil,5.3,6,46,4,0,0,7,No,Estandar,194.37,27.77
1008,49,Masculino,Sur,904,Oro,Anuncio Pago,Movil,6.7,6,1,7,1,0,1,No,Estandar,117.1,117.1
1009,49,Masculino,Sur,547,Plata,Email,Movil,14.6,8,11,4,0,0,4,No,Estandar,141.3,35.33
1010,28,Femenino,Norte,5,Bronce,Redes Sociales,Movil,7.9,11,6,1,1,1,1,No,Express,32.65,32.65
1011,45,Femenino,Oeste,1250,Oro,Email,Movil,15.7,11,20,7,0,0,4,Sí,Estandar,147.28,36.82
1012,22,Femenino,Este,148,Bronce,Busqueda Organica,Desktop,14.9,14,34,1,3,0,2,No,Estandar,84.43,42.22
1013,35,Femenino,Oeste,870,Plata,Redes Sociales,Movil,2,2,16,3,1,0,7,No,Estandar,159.18,22.74
1014,52,Femenino,Sur,1048,Oro,Busqueda Organica,Desktop,15.6,10,18,6,0,0,1,Sí,Estandar,113.35,113.35
1015,62,Masculino,Sur,409,Plata,Busqueda Organica,Desktop,13.3,13,9,2,0,0,3,No,Express,116.51,38.84
1016,36,Femenino,Oeste,399,Plata,Email,Movil,10.5,8,29,2,0,0,1,No,Estandar,102.34,102.34
1017,68,Femenino,Este,602,Plata,Email,Desktop,21.4,14,17,5,1,0,4,Sí,Estandar,133.6,33.4
1018,49,Femenino,Este,149,Bronce,Redes Sociales,Desktop,9.4,8,11,1,1,0,3,Sí,Express,71.24,23.75
1019,24,Masculino,Sur,260,Bronce,Busqueda Organica,Desktop,15,8,16,1,0,0,5,Sí,Estandar,69.52,13.9
1020,41,Masculino,Sur,1429,Oro,Busqueda Organica,Desktop,17,16,4,10,1,0,6,No,Estandar,171.9,28.65
1021,51,Masculino,Norte,1024,Plata,Anuncio Pago,Desktop,14.4,10,4,4,1,1,2,No,Express,161.2,80.6
1022,26,Femenino,Este,663,Plata,Email,Movil,7.1,5,32,4,2,1,8,No,Estandar,195.65,24.46
1023,31,Femenino,Sur,231,Bronce,Busqueda Organica,Desktop,11.5,9,6,1,0,0,3,No,Estandar,80.51,26.84
1024,57,Femenino,Oeste,398,Plata,Anuncio Pago,Desktop,18,13,9,1,0,1,6,No,Estandar,195.14,32.52
1025,45,Masculino,Sur,603,Oro,Anuncio Pago,Tablet,13.7,11,9,6,2,0,5,Sí,Estandar,130.58,26.12
1026,28,Femenino,Este,550,Plata,Busqueda Organica,Movil,12.5,10,2,2,0,0,3,No,Estandar,63.85,21.28
1027,47,Masculino,Este,571,Plata,Anuncio Pago,Tablet,8,6,4,3,1,0,3,No,Dia Siguiente,88.3,29.43
1028,22,Femenino,Oeste,861,Plata,Busqueda Organica,Tablet,8.4,5,4,4,1,0,7,Sí,Estandar,97.73,13.96
1029,29,Masculino,Sur,997,Oro,Anuncio Pago,Movil,5.7,4,38,10,1,0,4,Sí,Estandar,151.25,37.81
1030,18,Femenino,Sur,1381,Oro,Busqueda Organica,Movil,9.6,6,11,8,0,0,3,No,Express,128.33,42.78
1031,59,Masculino,Este,1151,Oro,Busqueda Organica,Movil,7.5,6,3,7,1,0,5,Sí,Express,119.28,23.86
1032,53,Femenino,Sur,92,Bronce,Busqueda Organica,Desktop,12.1,10,13,1,0,0,5,Sí,Estandar,116.65,23.33
1033,35,Masculino,Oeste,989,Plata,Redes Sociales,Desktop,26.4,16,9,2,0,0,11,Sí,Estandar,217.84,19.8
1034,49,Masculino,Norte,695,Plata,Email,Desktop,14.7,12,10,5,1,0,2,Sí,Dia Siguiente,93.12,46.56
