"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Fintech","Seed","Norte América","B2C","Sí",3,40,1,4,6,0.1,0.16,78.97,30.9,32.17,72.25,1568.9,68.3,43.8
"Healthtech","Series B","LATAM","B2B","No",6,159,4,4,15,38.86,4.76,575.56,20.6,11.7,48.35,2152.52,68.4,54.6
"SaaS","Series B","Europa","B2C","Sí",5,85,3,4,7,23.15,2.77,331.45,6.6,0,50.37,1382.24,93.2,10
"Edtech","Series A","Europa","B2B2C","Sí",10,198,3,6,9,15.89,4.49,182.42,12.4,0,148.9,4642.61,66,70.4
"Fintech","Seed","Europa","B2C","Sí",7,74,2,5,4,9.33,7.72,106.28,10.2,0,61.22,800.29,29.5,5.8
"SaaS","Series B","Norte América","B2B","No",7,69,3,4,25,32.74,5.82,456.51,40.7,7.7,173.51,5864.64,76.9,16
"E-commerce","Series B","Asia","B2C","No",14,319,4,7,6,83.32,12.89,948.7,5,0,69.27,2073.92,62.4,55.1
"Fintech","Series A","Asia","B2B","Sí",14,211,2,5,9,21.58,14.17,229.08,5,2.55,319.1,4687.67,78.2,50
"Edtech","Series A","Norte América","B2B","Sí",2,31,3,3,0,19.57,0,135.4,5,4.42,118.02,2133.57,55.6,10.3
"SaaS","Seed","Norte América","B2C","Sí",5,38,2,1,14,0.1,6.66,59.74,22.2,0.01,5,398.7,75.1,-9.8
"Fintech","Series A","Norte América","B2B2C","No",14,204,2,6,12,23.37,13.1,240.61,21.1,15.23,165.17,2474.76,46.9,31.8
"SaaS","Seed","Europa","B2C","Sí",4,20,2,5,17,6.92,4.59,161.86,13.1,48.7,60.62,2096.31,91.2,63.8
"E-commerce","Series C+","Norte América","B2C","No",10,417,6,9,6,254.45,18.1,4547.06,14.6,0,14.89,2911.2,51,72.3
"Healthtech","Series C+","Europa","B2C","Sí",5,261,4,3,25,122.93,6.98,2325.05,29.8,0,99.67,1358.65,40.2,58.3
"SaaS","Seed","Europa","B2C","Sí",7,90,2,3,20,3.24,6.6,149.29,30.4,32.69,59.03,2554.52,88.1,63.2
"Edtech","Series C+","Europa","B2B","Sí",2,55,5,2,4,90.61,0,1516.55,18.4,5.68,204.15,884.09,81.9,40.5
"Edtech","Series B","Norte América","B2C","No",12,233,4,5,13,65.37,1.31,755.7,28.8,2.4,5,589.69,44.5,32
"Fintech","Series A","Norte América","B2B","Sí",8,147,2,4,8,20.25,8.13,221.95,17.2,0,111.16,5931.5,95,28.2
"Healthtech","Seed","Norte América","B2B","No",14,139,1,4,32,11.51,5.61,210.92,19.6,21.84,248.65,2361.36,62.7,21.8
"Healthtech","Seed","LATAM","B2B2C","No",11,118,2,3,17,8.08,6.56,107.66,5,0,254.92,2269.63,66.3,15.6
"Edtech","Seed","Norte América","B2B","Sí",9,69,2,4,9,1.37,7.84,49.94,9.9,18.29,68.92,1943.18,71.7,76.8
"E-commerce","Series B","LATAM","B2B","Sí",13,282,3,7,12,51.37,15.3,792.04,24.5,12.35,267.87,6865.17,59,-5.9
"Healthtech","Series A","LATAM","B2C","No",9,120,3,4,22,17.45,5.98,300.05,11.1,30.43,64.2,1799.02,73.2,22.9
"SaaS","Seed","Norte América","B2B2C","Sí",15,147,1,6,29,17.88,7.23,153.14,15.3,0,113.53,4319.79,69.4,-33
"E-commerce","Series A","LATAM","B2B2C","No",6,86,3,2,5,6.75,8.01,151.53,9.8,15.51,224.62,3575.06,33.7,56.3
"Edtech","Seed","Asia","B2B","Sí",14,143,1,8,9,5.33,4.73,49.29,7.4,11.98,126.84,6293.35,95,39.8
"Fintech","Seed","Asia","B2C","Sí",10,93,1,4,4,15.45,5.46,139.37,13.9,13.52,34.33,1685.62,58.7,2.2
"Edtech","Series B","Norte América","B2C","No",6,124,3,3,7,49.64,3.3,637.69,13.6,9.95,72.54,572.12,33.5,5.6
"E-commerce","Series B","Norte América","B2C","Sí",4,83,4,3,3,40.75,0,482.64,10.6,5.38,5,628.38,61.7,18.5
"Fintech","Series A","Norte América","B2B","No",12,122,3,6,7,21.39,6.86,206.66,10.2,0,235.56,6102.46,73.2,-2
"E-commerce","Series A","Asia","B2B","Sí",13,126,3,7,8,11.31,9.95,150.32,5,0,145.06,4653.41,72,-13.6
"E-commerce","Series C+","Europa","B2C","Sí",9,400,5,7,6,206.25,14.6,3740.44,22.7,14.74,5,2598.96,47.1,2.8
"Fintech","Series A","LATAM","B2B","No",3,50,2,1,1,0.1,1.87,33.8,5,1.38,194.11,2222.93,67.6,34.2
"Fintech","Series A","Asia","B2B2C","No",4,81,3,3,2,9.54,2.83,176.6,5,14.18,20.67,533.88,47.9,17.9
"SaaS","Series B","LATAM","B2C","No",3,86,3,2,8,27.39,7.09,385.66,13,3.19,45.86,1130.36,47.6,43.1
"Healthtech","Series A","Europa","B2B","Sí",9,67,3,4,16,4.7,6.23,83.31,11.2,0,134.58,4167.54,56.9,-46.3
"Edtech","Seed","Norte América","B2B","Sí",11,92,1,5,11,4.3,1.21,60.2,15.1,0,89.17,5114.34,88.7,43.3
"Edtech","Seed","Europa","B2C","Sí",6,68,2,4,6,0.24,0.4,70.39,18.9,14.41,5,771.23,38.6,36.3
"SaaS","Seed","Norte América","B2C","No",1,2,2,1,10,0.1,0.57,4.97,33.9,0,53.26,816.41,43.5,2.5
"Edtech","Seed","Norte América","B2B","Sí",15,109,1,5,8,16.06,6.25,170.6,5,27.15,153.45,1098.05,39.6,37
"Edtech","Series B","Norte América","B2B","Sí",8,245,4,5,12,53.73,8,678.18,24.3,3.3,314.67,3239.98,60.2,-2.9
"Fintech","Series C+","Asia","B2C","Sí",3,163,7,4,5,53.38,4.35,1122.78,19.2,11.4,75.47,657.84,60.2,15.6
"Fintech","Series B","Norte América","B2B","No",1,2,3,1,4,8.92,2.48,106.97,16.5,0,19.54,291.8,60.3,-1.3
"Healthtech","Series B","Europa","B2C","No",4,107,3,4,16,39.53,3.88,508.41,26,3.45,49.11,1033.29,51.8,40.4
"Fintech","Seed","LATAM","B2C","No",6,43,2,4,4,16.01,8.94,179.95,9.3,47.88,52.19,1898.39,61.5,26.9
"Fintech","Series A","Norte América","B2C","No",13,185,2,5,9,17.98,13.77,187.75,7.8,0,98.98,1531.32,47,12.8
"SaaS","Seed","Norte América","B2B","No",14,116,2,5,21,3.49,7.32,97.15,29.9,1.18,230.72,1837.92,52.3,35.4
"Edtech","Series A","Asia","B2B","Sí",3,61,3,2,5,8.39,0,79.01,10.8,3.51,222.16,1574.74,79.7,44.5
"Edtech","Series B","LATAM","B2C","Sí",2,50,4,2,3,52.68,0,620.23,15.8,9.33,46.86,1084.47,89.1,100
"Healthtech","Series C+","LATAM","B2C","No",2,84,4,1,15,63.8,1.11,1353.07,25.3,12.68,49.33,1229.25,53.9,44.6
"SaaS","Series A","LATAM","B2B2C","No",4,53,2,1,23,8.28,1.64,138.74,30.5,3.15,117.32,3333.26,95,10.1
"Fintech","Series A","LATAM","B2B","No",10,152,3,5,10,20.39,4.41,118.59,21,0,206.51,5710.32,81.9,14.8
"E-commerce","Series B","Norte América","B2B2C","No",2,73,3,1,7,37.08,2.13,556.96,22,14.74,102.72,1942.66,35.7,17.1
"Fintech","Series A","Norte América","B2B","Sí",9,101,3,5,9,17.8,4.44,169.72,24,7.59,352.31,4909.58,83.6,24.4
"SaaS","Series A","Norte América","B2C","Sí",12,154,3,5,20,18.41,10.21,202.96,10.5,7.94,5,2027.74,60.8,15.3
"SaaS","Series B","LATAM","B2C","Sí",15,270,4,7,31,103.02,12.49,1191.16,27.1,0,24.59,2256.68,56.5,-14.3
"SaaS","Series C+","Norte América","B2B","Sí",10,416,6,9,17,235.29,10.73,4237.52,22.8,11.41,191.53,8216.71,95,23.7
"Edtech","Seed","Norte América","B2B","Sí",7,67,1,5,8,1.59,8.06,24.67,7.2,1.24,232.66,3090.95,71.6,55.3
"Edtech","Series A","Norte América","B2B","No",6,81,2,3,3,17.67,3.98,83,11.2,0,163.14,1907.82,42.9,-42
"E-commerce","Seed","Norte América","B2B","Sí",3,44,2,5,2,0.1,1.46,18,5.3,9.35,232.14,4398.96,95,24.1
"Fintech","Seed","Norte América","B2C","No",10,86,2,3,6,18.61,9.43,191.09,7.5,25.73,78.62,1191.65,48.3,2.4
"SaaS","Series A","Norte América","B2B2C","No",11,161,2,2,17,8.17,7.11,228.08,5,8.3,161.32,2463.69,65.4,51.4
"SaaS","Series A","Norte América","B2B","Sí",15,180,2,5,22,19.78,4.65,256.4,20.8,7.03,62.68,1640.74,70.7,51.9
"E-commerce","Series A","Norte América","B2B","Sí",14,216,2,4,9,20.61,13.74,256.17,6.3,0,171.22,8367.62,83.4,34.7
"Fintech","Series B","Norte América","B2C","Sí",14,256,4,7,9,77.95,9.85,928.22,12.9,9.62,5,1899.72,52.2,7.9
"Fintech","Seed","Norte América","B2B","No",13,89,1,5,7,8.79,7.47,120.23,9.8,4.74,5,3776.33,81,-19.6
"SaaS","Series C+","Europa","B2C","Sí",7,161,5,7,20,139.73,0,2567.26,23.8,3.07,67.6,942,54.5,69
"E-commerce","Series A","Norte América","B2C","Sí",10,149,3,3,13,17.31,14.08,301,5,34.39,82.64,2676.45,44,57.2
"Healthtech","Series B","Norte América","B2C","No",9,145,3,5,33,59.58,4.7,745.75,30.2,0,67.4,2230.44,68.5,80.6
"SaaS","Series C+","Asia","B2B","No",12,393,6,11,26,297.17,11.62,5000,24.1,4.83,145.45,3230.78,69.4,23.3
"E-commerce","Series A","Europa","B2C","Sí",2,40,2,2,7,11.08,3.38,140.9,25.4,19.61,5,1275.4,48.2,4.9
"Edtech","Series A","Norte América","B2B","Sí",4,84,2,2,6,0.38,2.42,88.59,11.2,0,67.58,6640.36,93.8,-13.7
"Fintech","Seed","Europa","B2B","Sí",9,75,2,3,8,1.27,5.71,89.01,11.3,7.71,189.08,5448.36,84.8,44.3
"Edtech","Series A","LATAM","B2B","No",12,168,3,4,9,24.78,4.5,180.62,14.2,0.7,97.03,3500.77,70.5,74.1
"Edtech","Series A","Europa","B2C","No",7,95,2,3,10,2.09,3.17,66.74,26.9,4.94,5,1540.45,86,-2.8
"Healthtech","Series A","LATAM","B2C","Sí",6,92,2,2,7,16.27,1.04,149.83,9.1,9.04,38.46,50,44.8,29.3
"Healthtech","Series A","Norte América","B2C","No",8,80,3,3,17,8.23,4.65,145.98,25.4,2.49,29.67,1039.07,60.9,12.5
"Fintech","Series B","Norte América","B2C","Sí",1,2,4,1,1,4.7,5.09,56.53,8.2,0,13.35,1187.88,42.8,19.1
"Healthtech","Series B","Norte América","B2C","No",9,150,3,3,34,40.98,5.83,697.54,24.9,17.13,27.72,1820.04,47.7,-34
"E-commerce","Series C+","LATAM","B2B","Sí",15,483,6,13,12,347.66,15.99,5000,9.2,0,5,6227.34,65.3,89.1
"E-commerce","Series A","Asia","B2B","No",15,148,2,8,16,29.1,10.31,383.62,21.3,38.78,154.65,7856.24,60,13.6
"E-commerce","Series A","LATAM","B2B2C","Sí",9,131,3,4,10,1.97,6.82,123.98,10.4,4.77,99.23,1342.59,11.5,-33.9
"Fintech","Series B","Asia","B2C","Sí",9,204,3,7,8,110.42,10.11,1171.59,6.4,1.89,28.8,2181.15,49.3,20.3
"Fintech","Series B","Europa","B2C","No",10,226,3,7,14,80.87,12.45,980.07,25.8,3.73,32.26,1345.07,57.8,0.1
"E-commerce","Seed","Norte América","B2B2C","Sí",3,37,2,1,1,0.1,0.89,32.24,18.3,0,100.79,1233.18,51.6,-20
"E-commerce","Series C+","Norte América","B2C","No",1,2,4,1,4,4.36,0,206.85,13.2,0,48.87,1664.82,39.2,-7.5
"SaaS","Seed","Norte América","B2B","Sí",14,150,1,5,34,0.81,8.42,116.32,40.6,8.56,5,6627.72,72.7,66
"E-commerce","Seed","LATAM","B2C","Sí",5,21,1,2,4,2.84,4.72,1,6.5,0,29.06,1356.87,79.8,32.1
"Edtech","Series A","Norte América","B2C","Sí",8,112,3,4,7,18.76,1.89,153.26,11.8,4.51,5,1367.44,48.3,1.2
"Fintech","Series C+","Norte América","B2B","Sí",6,243,5,4,4,151.09,8.6,2711.05,5,0,203.58,5426.26,66.5,-3.8
"SaaS","Series A","Norte América","B2C","Sí",9,113,3,5,29,14.33,1.76,263.01,33.5,39.5,64.2,373.69,56.8,75.1
"Healthtech","Seed","Europa","B2C","Sí",12,111,2,5,32,6.5,6.51,104.59,13.9,0,113.23,1346.64,47.9,-0.1
"Healthtech","Series B","LATAM","B2B","Sí",9,201,4,4,36,75.21,6.6,997.89,25,0.47,115.67,5112.53,95,24.8
"Edtech","Series A","Norte América","B2B","No",13,177,2,3,11,16.13,2.36,173.79,13.4,0,174.36,3842.94,62.3,30.8
"Fintech","Seed","Norte América","B2B","No",8,70,1,3,9,7.87,4.56,79.9,12.8,0,142.74,3803.64,51.8,-25.7
"Fintech","Series A","Europa","B2C","Sí",9,104,3,4,11,24.6,11.67,265.84,23.9,0,82.93,2417.53,55.7,14
"Edtech","Series B","Norte América","B2B2C","Sí",12,260,4,7,7,100.22,4.09,1193.63,5,18.12,179.79,3723.59,71.6,17.5
"Healthtech","Seed","Europa","B2B","No",13,145,2,4,33,10.57,2.66,168.47,17.8,3.58,73.22,3247.2,95,50.5
