"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
64,"Masculino","Cali",1,"Universitario","Divorciado","Desempleado","No Aplica","No",0,8e+05,193134,5,38785,"Asiática","Cena","Entre Semana",30,"No",66,4.6,58,5.6,"Débito","Smartphone",0,6,23,5.2,9
32,"Femenino","Medellín",1,"Posgrado","Soltero","Empleado","Híbrido","No",0,2730246,207365,6,38104,"Local","Almuerzo","Entre Semana",51,"No",65,4.3,34,3.7,"Efectivo","Smartphone",0,1,38,5.1,14
44,"Masculino","Bogotá",1,"Técnico","Soltero","Empleado","Remoto","No",0,1560319,169892,6,31833,"Comida Rápida","Cena","Fin de Semana",53,"Sí",54,4.2,54,2.6,"Efectivo","Smartphone",0,5,28,4.6,0
29,"Femenino","Medellín",5,"Universitario","Unión Libre","Empleado","Presencial","No",0,10661212,1215445,21,59331,"Asiática","Cena","Fin de Semana",41,"No",44,3.9,39,1.1,"Débito","Smartphone",2,4,35,13.7,20
46,"Masculino","Medellín",2,"Secundaria","Soltero","Empleado","Presencial","No",0,2328711,291442,9,32212,"Comida Rápida","Cena","Fin de Semana",8,"No",59,4.2,52,6.2,"Débito","Smartphone",0,4,34,9.3,8
37,"Femenino","Medellín",3,"Posgrado","Casado","Empleado","Presencial","Sí",1,10438061,1814548,45,42470,"Local","Cena","Fin de Semana",19,"Sí",24,4.6,43,1.6,"PSE","Computador",1,21,61,9.9,0
29,"Femenino","Bogotá",3,"Universitario","Soltero","Empleado","Presencial","No",0,6399051,567237,13,45146,"Saludable","Cena","Entre Semana",21,"No",27,4.1,57,10.8,"Tarjeta Crédito","Smartphone",0,5,28,8.8,15
24,"Masculino","Bogotá",3,"Universitario","Divorciado","Estudiante","No Aplica","No",0,1646610,44755,2,24659,"Postres","Desayuno","Fin de Semana",59,"No",22,3.9,63,0.9,"Débito","Smartphone",0,1,20,10.3,16
25,"Femenino","Barranquilla",1,"Técnico","Unión Libre","Independiente","Remoto","No",0,1563130,116469,5,25666,"Local","Cena","Fin de Semana",59,"No",83,3.5,50,9.4,"Débito","Smartphone",0,3,66,7.2,10
45,"Femenino","Bogotá",4,"Técnico","Soltero","Independiente","Híbrido","No",0,10260932,1501273,27,64228,"Italiana","Cena","Entre Semana",47,"Sí",18,4.1,50,1.9,"Tarjeta Crédito","Smartphone",1,10,15,5.7,6
39,"Masculino","Cali",2,"Secundaria","Casado","Independiente","Presencial","No",0,2374598,459315,8,61238,"Italiana","Cena","Entre Semana",28,"No",68,4.1,43,4.8,"PSE","Smartphone",0,3,58,11.1,6
32,"Masculino","Bogotá",4,"Universitario","Casado","Empleado","Híbrido","Sí",3,9175513,1662142,21,77123,"Saludable","Cena","Fin de Semana",10,"Sí",35,3.7,63,1.7,"Débito","Smartphone",2,9,63,7.3,8
38,"Masculino","Barranquilla",4,"Universitario","Unión Libre","Empleado","Presencial","No",0,9628646,1486830,37,44529,"Saludable","Almuerzo","Entre Semana",58,"Sí",33,5,32,0.6,"Débito","Smartphone",1,21,57,12,1
32,"Femenino","Cali",1,"Secundaria","Casado","Empleado","Híbrido","No",0,1275124,58357,3,22880,"Comida Rápida","Cena","Entre Semana",54,"No",87,4.8,45,4.3,"Efectivo","Smartphone",0,6,71,4.2,10
31,"Femenino","Medellín",3,"Técnico","Soltero","Independiente","Remoto","Sí",1,4195800,1874916,25,80734,"Asiática","Snack","Entre Semana",37,"No",79,3.6,44,3.3,"Tarjeta Crédito","Smartphone",2,11,82,7,19
26,"Femenino","Cali",2,"Técnico","Soltero","Independiente","Remoto","Sí",1,2156756,447660,10,48560,"Local","Cena","Fin de Semana",33,"No",63,4.1,45,1.6,"Efectivo","Smartphone",0,3,60,4.9,13
20,"Masculino","Cartagena",1,"Secundaria","Soltero","Empleado","Híbrido","Sí",2,1084347,312196,7,50075,"Comida Rápida","Cena","Fin de Semana",39,"Sí",66,4,50,0.8,"Efectivo","Smartphone",0,1,43,4.1,10
21,"Femenino","Cartagena",4,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1080699,227746,3,75194,"Italiana","Desayuno","Fin de Semana",48,"No",37,3.8,27,2,"Débito","Computador",0,1,41,9.6,29
18,"Femenino","Barranquilla",2,"Secundaria","Divorciado","Independiente","Remoto","No",0,1860787,394117,7,57139,"Italiana","Desayuno","Entre Semana",11,"No",69,3.7,27,2.2,"Débito","Smartphone",1,2,17,6.6,5
24,"Femenino","Cali",5,"Universitario","Soltero","Empleado","Presencial","Sí",1,10284659,2975506,37,81148,"Italiana","Almuerzo","Entre Semana",14,"Sí",46,4.7,33,3.4,"Tarjeta Crédito","Computador",1,10,63,8.3,8
21,"Femenino","Bogotá",3,"Universitario","Soltero","Estudiante","No Aplica","No",0,1264984,199975,4,45739,"Asiática","Almuerzo","Fin de Semana",40,"No",27,3.1,49,4.6,"Efectivo","Smartphone",1,1,44,8.5,31
18,"Masculino","Cali",3,"Técnico","Unión Libre","Estudiante","No Aplica","No",0,914005,248407,4,68584,"Italiana","Cena","Fin de Semana",41,"No",33,4.5,38,15,"Tarjeta Crédito","Smartphone",0,1,33,7.1,21
28,"Masculino","Cali",2,"Universitario","Casado","Empleado","Híbrido","No",0,2893418,564168,11,44739,"Saludable","Cena","Entre Semana",11,"No",59,2.9,57,1.3,"PSE","Smartphone",2,4,53,8.4,17
33,"Masculino","Cali",2,"Universitario","Soltero","Empleado","Remoto","Sí",2,4036481,1148497,21,60082,"Comida Rápida","Desayuno","Fin de Semana",44,"No",73,4.4,43,10.1,"PSE","Smartphone",1,11,65,7.4,2
37,"Masculino","Cali",1,"Técnico","Unión Libre","Empleado","Presencial","Sí",2,1433583,228566,5,46012,"Comida Rápida","Cena","Fin de Semana",26,"Sí",32,4.9,29,3.9,"PSE","Smartphone",0,1,96,4.5,0
37,"Femenino","Cali",2,"Técnico","Unión Libre","Independiente","Remoto","No",0,3097546,297030,9,39879,"Saludable","Almuerzo","Fin de Semana",37,"Sí",30,3.5,36,6.3,"Efectivo","Smartphone",1,5,67,5.8,5
18,"Femenino","Bogotá",3,"Universitario","Soltero","Estudiante","No Aplica","No",0,1497386,102773,2,59978,"Asiática","Almuerzo","Entre Semana",40,"No",62,4.5,34,3.3,"Débito","Smartphone",0,2,16,7.9,24
18,"Femenino","Medellín",4,"Secundaria","Unión Libre","Desempleado","No Aplica","No",0,8e+05,198390,4,57045,"Italiana","Desayuno","Entre Semana",7,"Sí",39,4.6,54,0.8,"Débito","Smartphone",0,3,24,11.4,10
20,"Femenino","Bogotá",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,927422,133626,4,38180,"Saludable","Desayuno","Entre Semana",29,"No",64,4.9,56,0.6,"PSE","Smartphone",0,2,5,8.4,25
26,"Femenino","Medellín",4,"Universitario","Unión Libre","Empleado","Híbrido","Sí",1,7418273,534072,11,45731,"Comida Rápida","Cena","Entre Semana",50,"No",28,4.4,47,0.9,"PSE","Smartphone",0,7,78,6.2,13
30,"Femenino","Cartagena",5,"Universitario","Soltero","Empleado","Remoto","No",0,14269027,1701694,24,78718,"Asiática","Cena","Fin de Semana",6,"Sí",58,4.9,64,1.2,"Débito","Smartphone",1,8,20,11.3,8
26,"Masculino","Cali",2,"Universitario","Casado","Empleado","Presencial","Sí",2,3505738,928295,11,77425,"Asiática","Cena","Fin de Semana",48,"No",42,3.9,35,2,"Débito","Smartphone",1,4,89,6.3,16
28,"Femenino","Cartagena",3,"Secundaria","Casado","Empleado","Híbrido","Sí",2,3371072,643520,12,56911,"Local","Almuerzo","Fin de Semana",47,"Sí",6,4.2,35,0.9,"PSE","Smartphone",0,9,69,8.3,12
28,"Masculino","Bogotá",2,"Técnico","Casado","Empleado","Híbrido","Sí",1,2301647,365632,8,52164,"Asiática","Cena","Entre Semana",36,"No",54,4.2,44,2.4,"Tarjeta Crédito","Computador",0,4,77,2.2,14
37,"Masculino","Bogotá",5,"Universitario","Divorciado","Empleado","Híbrido","No",0,16380017,1238986,21,58443,"Saludable","Snack","Entre Semana",20,"Sí",29,4.4,39,0.7,"Débito","Smartphone",1,14,23,8,0
49,"Masculino","Medellín",3,"Técnico","Casado","Empleado","Remoto","Sí",1,4899583,539448,11,45051,"Comida Rápida","Desayuno","Entre Semana",11,"No",42,4.6,43,11.9,"Efectivo","Smartphone",0,6,95,12.1,7
22,"Femenino","Cartagena",6,"Técnico","Soltero","Empleado","Híbrido","No",0,14321033,1591654,32,58479,"Local","Cena","Fin de Semana",40,"Sí",30,3.8,42,15,"Tarjeta Crédito","Computador",3,16,48,8.9,9
34,"Masculino","Bogotá",2,"Universitario","Unión Libre","Empleado","Híbrido","Sí",1,4124362,643548,11,66558,"Asiática","Almuerzo","Fin de Semana",7,"No",48,3.9,52,7.8,"Efectivo","Smartphone",1,5,54,6.9,16
36,"Masculino","Cali",2,"Posgrado","Divorciado","Empleado","Híbrido","Sí",1,5395707,357696,13,28165,"Postres","Almuerzo","Fin de Semana",15,"No",61,5,62,2.9,"Débito","Computador",0,8,75,6,7
24,"Femenino","Bogotá",3,"Técnico","Soltero","Estudiante","No Aplica","No",0,1022344,145215,4,32915,"Comida Rápida","Snack","Entre Semana",58,"No",57,4.4,38,4.8,"Débito","Smartphone",0,4,0,5.5,33
34,"Femenino","Barranquilla",3,"Técnico","Soltero","Empleado","Híbrido","Sí",3,4798082,736509,15,46692,"Postres","Almuerzo","Entre Semana",6,"No",22,4.8,44,15,"Efectivo","Smartphone",0,6,53,5.9,14
