"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Edtech","Series B","Norte América","B2B","Sí",11,245,3,6,9,84.99,5.59,988.94,7.6,17.98,36.5,3654.97,77.4,-2.6
"E-commerce","Seed","LATAM","B2B","No",9,75,1,3,6,4.09,6.26,89.22,8.7,11.51,84.81,4003.22,92.1,63.9
"E-commerce","Seed","Norte América","B2C","No",10,81,2,5,9,7.65,5.72,102.69,14.5,0,5.41,1929.39,59.3,17.1
"Healthtech","Series B","Norte América","B2B2C","Sí",8,150,3,3,29,51.7,1.75,677.56,14.6,4.38,56.14,1777.07,49.1,-3.6
"E-commerce","Series B","Europa","B2B2C","No",6,97,3,3,7,40.77,6.3,485.5,20,20.02,25.68,1373.44,68.7,-26.7
"E-commerce","Series C+","LATAM","B2B","Sí",6,192,4,6,3,126.02,7.46,2248.06,15.5,11.54,132.4,4325.48,52.2,-50
"Fintech","Seed","Norte América","B2C","Sí",14,113,1,6,11,6.16,8.05,60,16.5,0,20.26,1848.44,39.4,62.8
"Fintech","Series B","Asia","B2C","Sí",8,114,3,5,6,37,8.07,519.18,18,10.43,53.42,838.59,44.2,20.7
"Fintech","Series B","Norte América","B2B","No",6,165,4,3,6,59.25,9.88,708.68,8.1,0,351.65,3149.38,85.3,43.4
"E-commerce","Series A","LATAM","B2B","No",11,138,2,5,9,22.59,7.08,209.05,8.8,0,117.14,6772.66,67.4,-0.7
"Fintech","Series A","Europa","B2B","Sí",15,190,2,5,10,39.21,9.14,390.67,12.6,5.23,45.8,4480.96,47.5,30.3
"E-commerce","Series A","Europa","B2B","No",8,102,2,3,8,4.18,6.97,128.29,17.4,10.98,191.87,3974.33,87.4,38.6
"SaaS","Series A","Norte América","B2C","No",13,131,3,5,27,18.38,8.65,234.23,24.5,0,56.56,1002.13,42.8,37.9
"E-commerce","Series A","Norte América","B2B2C","No",8,132,2,5,9,21.41,11.59,261.03,21.7,11.57,93.94,3349.23,49.5,59.3
"SaaS","Seed","LATAM","B2B","Sí",7,61,2,3,16,8.37,5.78,110.49,26.9,0,162.38,5183.24,80.6,-15.3
"Edtech","Series A","Asia","B2C","Sí",4,22,2,1,7,12.08,0,158.18,12.3,29.94,64.52,702.5,76.8,46.4
"Edtech","Series A","Europa","B2B","No",12,138,3,5,11,19.13,5.21,185.15,21.6,1.85,208.13,2797.33,60.4,6.1
"E-commerce","Seed","Asia","B2C","No",6,35,2,3,4,7.99,1.59,69.19,10.8,3.11,56.22,1203.76,68.5,8.6
"Edtech","Series B","Europa","B2B","No",2,40,4,1,2,7.41,1.2,167.67,9,0,23.31,2827.42,49.8,-4.9
"Fintech","Series B","Norte América","B2B","No",3,111,3,2,6,53.47,6.02,528.08,17.8,0.01,271.5,3551.24,73,7.5
"E-commerce","Series B","Norte América","B2C","Sí",2,2,4,3,6,15.46,0.08,259.05,23.4,0,52.07,466.25,58.2,60.9
