"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"SaaS","Series A","Asia","B2B","Sí",1,2,2,1,18,1.14,0,57.99,28.1,0,277.4,2503.91,79.3,-15.5
"Fintech","Series B","Norte América","B2B","Sí",12,220,3,6,7,50.63,11.64,725.14,5,5.39,169.54,6961.6,78,55.4
"Fintech","Series A","LATAM","B2C","No",2,2,3,1,4,6.82,3.54,97.66,17.2,33.51,111.59,293.54,29.3,15.7
"Fintech","Series B","Europa","B2C","Sí",4,122,4,4,7,25.68,10.81,403.09,11.9,9.1,94.67,511.06,37.5,18.1
"Edtech","Series A","LATAM","B2C","Sí",12,101,3,5,10,16.56,7.95,182.47,18.4,2.23,48.78,960.47,47,-6.3
"Edtech","Series C+","Norte América","B2B","Sí",3,64,5,2,5,40.6,1.86,859.2,13.5,0,31.82,1158.05,39.8,62.4
"Edtech","Series A","LATAM","B2C","No",4,27,2,2,3,12.59,0.93,113.9,18.7,0,46.27,306.99,53.6,6.9
"E-commerce","Series A","Norte América","B2B","Sí",3,20,3,2,8,20.82,0,153.46,26,1.06,218.16,1415.26,84.3,46.6
"SaaS","Series B","Norte América","B2B","Sí",6,139,4,3,19,38.84,3.62,516.14,14.7,0,171.16,1719.54,54.7,-50
"Edtech","Series A","Norte América","B2B2C","Sí",7,83,2,4,5,8.95,4.66,99.72,20,0,38.5,1514.21,38.7,43.3
"E-commerce","Series B","Norte América","B2C","Sí",6,56,3,4,4,58.34,1.84,638.34,5,23.75,57.16,490.57,33.8,-19
"E-commerce","Series B","Asia","B2B2C","No",12,281,4,7,10,98.6,11.96,1103.37,24.3,0,37.73,3399.15,60.5,19.9
