"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
29,"Masculino","Cali",6,"Técnico","Unión Libre","Independiente","Remoto","No",0,16139173,2450048,39,66401,"Asiática","Desayuno","Entre Semana",27,"Sí",19,5,34,1,"Débito","Computador",1,7,54,11.9,12
44,"Femenino","Bogotá",5,"Secundaria","Casado","Desempleado","No Aplica","Sí",2,1618960,561965,9,64576,"Local","Cena","Entre Semana",36,"Sí",41,4.2,48,1.5,"Débito","Computador",0,3,79,7.1,3
28,"Masculino","Cali",4,"Universitario","Soltero","Independiente","Presencial","No",0,9223465,442451,18,31621,"Comida Rápida","Almuerzo","Fin de Semana",45,"Sí",41,3.8,43,0.5,"Débito","Smartphone",1,11,0,9.5,20
29,"Femenino","Cali",3,"Técnico","Soltero","Independiente","Remoto","No",0,3831300,744402,20,45405,"Local","Cena","Fin de Semana",19,"Sí",29,4.3,49,2.6,"Débito","Computador",1,7,28,9.7,13
34,"Masculino","Medellín",4,"Posgrado","Casado","Empleado","Presencial","Sí",2,11180425,1401398,19,70913,"Comida Rápida","Cena","Entre Semana",25,"No",42,3.9,54,2.8,"Tarjeta Crédito","Smartphone",2,9,82,8.4,14
26,"Femenino","Medellín",3,"Técnico","Soltero","Desempleado","No Aplica","Sí",1,8e+05,284506,7,36194,"Postres","Almuerzo","Fin de Semana",23,"No",46,3.3,40,2.7,"Efectivo","Computador",1,7,74,8.4,7
41,"Femenino","Bogotá",4,"Secundaria","Casado","Empleado","Presencial","Sí",3,6182347,1869540,18,104580,"Saludable","Cena","Entre Semana",41,"No",60,5,53,3.4,"Débito","Smartphone",1,10,94,5.8,12
49,"Femenino","Bogotá",1,"Técnico","Casado","Desempleado","No Aplica","Sí",3,8e+05,644158,7,94835,"Asiática","Cena","Fin de Semana",4,"No",69,4.4,42,13.3,"Débito","Smartphone",0,1,39,5,4
23,"Femenino","Bogotá",5,"Posgrado","Unión Libre","Estudiante","No Aplica","No",0,5274454,459164,10,50772,"Local","Almuerzo","Entre Semana",60,"No",0,4.3,51,4.9,"PSE","Smartphone",0,5,56,9.7,26
56,"Femenino","Bogotá",5,"Universitario","Soltero","Empleado","Presencial","No",0,17975336,1004852,15,59741,"Saludable","Cena","Fin de Semana",30,"No",36,4.2,55,10.2,"Tarjeta Crédito","Smartphone",0,6,17,9,10
19,"Femenino","Cali",3,"Universitario","Soltero","Empleado","Presencial","No",0,4977090,445063,12,38860,"Saludable","Cena","Entre Semana",23,"No",46,4.9,54,2.6,"Débito","Smartphone",0,4,36,6.6,8
35,"Masculino","Medellín",2,"Técnico","Soltero","Independiente","Híbrido","Sí",1,2292959,213255,7,35619,"Comida Rápida","Cena","Entre Semana",39,"No",81,4.2,37,1.6,"Débito","Computador",0,5,79,7.5,11
35,"Femenino","Bogotá",5,"Universitario","Unión Libre","Empleado","Presencial","Sí",1,15152088,1872429,31,64050,"Saludable","Almuerzo","Fin de Semana",9,"Sí",43,4.3,59,4.8,"Efectivo","Smartphone",1,15,66,10.3,6
39,"Masculino","Medellín",3,"Posgrado","Soltero","Independiente","Presencial","No",0,12196069,539144,17,36217,"Local","Cena","Fin de Semana",25,"No",38,3.9,43,2.9,"Débito","Tablet",1,9,0,7.8,2
37,"Femenino","Cali",3,"Posgrado","Unión Libre","Empleado","Híbrido","Sí",2,9238313,1122645,18,68778,"Saludable","Almuerzo","Fin de Semana",16,"No",35,3.4,29,1.3,"Débito","Smartphone",3,9,81,7.9,0
49,"Femenino","Medellín",3,"Secundaria","Unión Libre","Empleado","Remoto","Sí",2,4371187,962279,18,61905,"Local","Cena","Fin de Semana",14,"No",32,4.2,40,6.1,"PSE","Computador",1,10,83,8.2,11
30,"Femenino","Cali",2,"Secundaria","Soltero","Independiente","Presencial","No",0,1762793,164836,4,36010,"Comida Rápida","Cena","Entre Semana",53,"No",86,3.5,34,3.2,"Débito","Smartphone",0,1,32,6.5,19
29,"Masculino","Bogotá",2,"Universitario","Unión Libre","Empleado","Presencial","Sí",1,3313796,825121,11,65500,"Italiana","Cena","Entre Semana",31,"No",72,4.2,48,10.9,"Efectivo","Smartphone",0,6,78,3.9,16
37,"Masculino","Medellín",2,"Técnico","Soltero","Empleado","Híbrido","No",0,2602111,270257,9,28099,"Comida Rápida","Almuerzo","Entre Semana",46,"No",74,4.2,44,0.5,"Efectivo","Smartphone",0,3,14,8,4
54,"Masculino","Cartagena",4,"Universitario","Casado","Empleado","Presencial","Sí",1,11047019,1399279,26,61329,"Saludable","Cena","Entre Semana",20,"Sí",33,3.8,42,10.7,"Débito","Smartphone",2,13,58,3,8
35,"Femenino","Medellín",3,"Universitario","Unión Libre","Independiente","Híbrido","Sí",2,5547295,681642,9,79853,"Asiática","Desayuno","Fin de Semana",13,"No",58,4.2,37,2,"Efectivo","Computador",0,7,69,2.2,6
18,"Masculino","Cali",1,"Secundaria","Unión Libre","Empleado","Híbrido","No",0,1123713,94087,3,27499,"Comida Rápida","Almuerzo","Entre Semana",13,"No",91,3.9,48,2.4,"PSE","Tablet",0,1,60,7.9,10
18,"Masculino","Medellín",2,"Técnico","Soltero","Independiente","Remoto","No",0,2075041,623925,13,44439,"Asiática","Almuerzo","Entre Semana",11,"No",52,4.1,37,4.1,"Efectivo","Smartphone",0,3,15,7.2,11
35,"Masculino","Medellín",4,"Universitario","Divorciado","Empleado","Remoto","Sí",2,8727217,3e+06,43,104166,"Asiática","Cena","Fin de Semana",26,"No",32,4.3,47,3.2,"Débito","Computador",1,10,71,8.1,7
51,"Femenino","Bogotá",3,"Secundaria","Casado","Independiente","Remoto","Sí",3,3913695,1673846,15,103116,"Asiática","Almuerzo","Entre Semana",21,"No",43,4.7,52,1,"Débito","Smartphone",0,1,60,5.3,2
26,"Masculino","Bogotá",3,"Secundaria","Soltero","Desempleado","No Aplica","No",0,8e+05,407498,6,62856,"Asiática","Cena","Fin de Semana",58,"No",24,4.4,70,2.3,"Tarjeta Crédito","Smartphone",0,2,18,6.8,20
24,"Masculino","Cali",3,"Universitario","Soltero","Independiente","Híbrido","Sí",1,4854101,1201529,27,45638,"Comida Rápida","Snack","Fin de Semana",56,"Sí",38,3.9,28,7.2,"Tarjeta Crédito","Smartphone",2,13,85,8,21
34,"Femenino","Bogotá",3,"Posgrado","Soltero","Empleado","Presencial","Sí",1,9968194,2799444,41,83550,"Asiática","Almuerzo","Fin de Semana",26,"Sí",29,4.4,55,0.5,"PSE","Smartphone",1,11,82,10.7,7
18,"Femenino","Cali",3,"Universitario","Soltero","Independiente","Presencial","No",0,5642394,284029,8,38625,"Comida Rápida","Almuerzo","Entre Semana",52,"No",11,3.8,53,2.1,"Débito","Smartphone",1,5,14,7.1,22
