"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
21,"Otro","Medellín",2,"Universitario","Soltero","Estudiante","No Aplica","No",0,884422,124548,4,28517,"Comida Rápida","Cena","Fin de Semana",51,"No",88,4,50,2.5,"PSE","Smartphone",0,1,27,9.5,27
32,"Femenino","Medellín",3,"Secundaria","Casado","Independiente","Remoto","Sí",2,3439273,689001,14,54920,"Comida Rápida","Almuerzo","Entre Semana",59,"No",17,3.9,67,5.3,"Tarjeta Crédito","Smartphone",1,7,63,9.8,19
29,"Masculino","Medellín",1,"Secundaria","Soltero","Independiente","Remoto","No",0,1322315,154876,6,26032,"Comida Rápida","Almuerzo","Fin de Semana",44,"No",66,4.8,48,8.9,"Tarjeta Crédito","Smartphone",0,3,21,6,19
18,"Masculino","Medellín",2,"Universitario","Soltero","Empleado","Presencial","No",0,2409482,300434,8,37021,"Local","Cena","Entre Semana",47,"No",48,3.6,40,4.5,"Débito","Smartphone",1,5,21,5.5,14
41,"Femenino","Bogotá",2,"Técnico","Casado","Independiente","Remoto","Sí",3,3611747,665196,13,53228,"Comida Rápida","Almuerzo","Fin de Semana",55,"No",57,3.4,51,0.8,"Tarjeta Crédito","Smartphone",2,10,100,4.9,3
48,"Masculino","Bogotá",5,"Universitario","Unión Libre","Desempleado","No Aplica","No",0,2842925,601460,10,59435,"Asiática","Cena","Fin de Semana",16,"No",11,4.9,50,6.5,"Tarjeta Crédito","Smartphone",0,3,58,10.9,1
25,"Masculino","Bogotá",4,"Posgrado","Casado","Empleado","Híbrido","Sí",1,12443434,1426997,23,58346,"Saludable","Almuerzo","Fin de Semana",22,"No",43,4.5,63,2.3,"PSE","Smartphone",1,13,84,8.4,21
24,"Masculino","Bogotá",2,"Universitario","Soltero","Empleado","Remoto","No",0,2667930,392700,14,25728,"Comida Rápida","Almuerzo","Fin de Semana",43,"No",49,4.1,59,12.9,"Efectivo","Smartphone",0,10,27,6.6,13
41,"Masculino","Medellín",2,"Secundaria","Casado","Desempleado","No Aplica","Sí",1,8e+05,200514,5,44680,"Local","Snack","Entre Semana",30,"No",76,4.4,39,12.2,"Tarjeta Crédito","Smartphone",0,4,100,5.6,13
21,"Femenino","Cali",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,905143,169961,4,44589,"Saludable","Almuerzo","Fin de Semana",56,"No",0,3.8,57,0.5,"Tarjeta Crédito","Smartphone",0,3,11,8.1,23
29,"Masculino","Barranquilla",4,"Universitario","Casado","Independiente","Híbrido","No",0,11239069,608509,17,38245,"Comida Rápida","Cena","Fin de Semana",49,"No",30,3.8,28,5.8,"Efectivo","Smartphone",1,9,47,8.5,10
44,"Femenino","Bogotá",6,"Universitario","Casado","Empleado","Presencial","No",0,27409890,912042,14,63875,"Saludable","Desayuno","Entre Semana",6,"No",9,4.6,53,2.5,"PSE","Smartphone",0,5,64,12.4,14
24,"Masculino","Bogotá",4,"Posgrado","Soltero","Independiente","Remoto","No",0,14090077,647230,21,32203,"Comida Rápida","Cena","Entre Semana",6,"No",60,5,56,1.2,"Tarjeta Crédito","Smartphone",1,12,14,7.9,11
28,"Femenino","Cali",1,"Universitario","Soltero","Independiente","Remoto","Sí",1,2677577,421666,10,40316,"Saludable","Almuerzo","Fin de Semana",6,"No",80,3.9,43,14,"Efectivo","Smartphone",1,5,90,6.3,13
41,"Femenino","Cali",2,"Secundaria","Casado","Empleado","Remoto","Sí",2,2100445,290691,8,38728,"Postres","Cena","Entre Semana",1,"No",54,4.6,45,4.3,"Tarjeta Crédito","Smartphone",0,4,42,3.8,0
22,"Femenino","Barranquilla",3,"Técnico","Soltero","Desempleado","No Aplica","No",0,8e+05,235249,5,43915,"Saludable","Almuerzo","Fin de Semana",47,"No",62,4.5,48,2.6,"Efectivo","Smartphone",0,3,17,8.9,13
41,"Femenino","Medellín",1,"Técnico","Casado","Empleado","Presencial","Sí",2,1518651,279139,6,43674,"Comida Rápida","Cena","Fin de Semana",54,"No",54,4,36,2.8,"Débito","Smartphone",0,1,66,7.7,9
38,"Femenino","Bogotá",5,"Posgrado","Soltero","Desempleado","No Aplica","No",0,3380743,308232,9,41615,"Comida Rápida","Cena","Entre Semana",42,"Sí",15,3.9,42,1.1,"Tarjeta Crédito","Smartphone",1,3,11,4.9,4
45,"Femenino","Cartagena",3,"Universitario","Casado","Empleado","Presencial","Sí",1,7035400,1256851,24,65473,"Saludable","Cena","Entre Semana",17,"Sí",53,3.9,23,0.6,"Efectivo","Smartphone",2,9,54,8.5,4
49,"Otro","Medellín",4,"Posgrado","Casado","Independiente","Presencial","Sí",1,18366913,1721087,24,80449,"Asiática","Desayuno","Fin de Semana",36,"Sí",42,3.9,43,3.7,"Tarjeta Crédito","Computador",2,8,74,10.1,0
35,"Femenino","Cali",5,"Posgrado","Divorciado","Empleado","Presencial","Sí",2,24138371,3e+06,35,101935,"Saludable","Cena","Fin de Semana",52,"Sí",47,3.9,38,1,"Efectivo","Computador",3,19,95,7.8,0
27,"Femenino","Bogotá",4,"Universitario","Casado","Empleado","Híbrido","No",0,6811905,993295,18,70201,"Asiática","Cena","Entre Semana",15,"Sí",54,4.2,61,1.3,"Efectivo","Smartphone",1,3,54,9.5,12
40,"Femenino","Medellín",6,"Secundaria","Divorciado","Empleado","Híbrido","No",0,13485893,944586,18,47107,"Comida Rápida","Almuerzo","Entre Semana",57,"No",14,4.5,42,6.5,"Tarjeta Crédito","Smartphone",1,11,11,10.5,4
42,"Femenino","Bogotá",3,"Técnico","Casado","Empleado","Híbrido","No",0,5738834,522674,15,32422,"Comida Rápida","Almuerzo","Entre Semana",24,"No",19,4.7,66,1.6,"PSE","Smartphone",0,9,50,8.6,3
54,"Femenino","Cartagena",6,"Posgrado","Casado","Empleado","Presencial","Sí",2,3e+07,2774569,25,101319,"Italiana","Almuerzo","Entre Semana",58,"No",33,3,32,1.1,"Débito","Computador",4,3,82,12.4,12
26,"Femenino","Medellín",4,"Posgrado","Divorciado","Desempleado","No Aplica","No",0,2117777,200049,6,35985,"Comida Rápida","Desayuno","Entre Semana",35,"No",22,3.2,36,1,"Tarjeta Crédito","Smartphone",1,1,31,10.9,16
31,"Masculino","Bogotá",3,"Técnico","Casado","Independiente","Remoto","Sí",2,3751521,1232067,11,101652,"Asiática","Cena","Fin de Semana",58,"No",37,3.7,61,1,"Efectivo","Smartphone",1,5,85,10.4,12
24,"Femenino","Medellín",5,"Técnico","Soltero","Independiente","Remoto","No",0,10496240,1845570,26,68750,"Asiática","Cena","Entre Semana",30,"Sí",42,4.6,42,1.5,"Tarjeta Crédito","Computador",1,5,24,10.7,19
36,"Masculino","Cali",2,"Universitario","Casado","Independiente","Presencial","No",0,3714580,227371,7,34374,"Comida Rápida","Cena","Entre Semana",59,"No",62,3.9,42,4.2,"Efectivo","Smartphone",1,5,38,5.9,11
33,"Masculino","Bogotá",3,"Universitario","Soltero","Empleado","Híbrido","No",0,6991433,536129,18,38386,"Comida Rápida","Cena","Fin de Semana",29,"Sí",14,3.2,64,1.5,"Débito","Smartphone",3,9,21,5.1,12
43,"Femenino","Cartagena",4,"Universitario","Unión Libre","Independiente","Remoto","Sí",3,11088149,2548751,51,55033,"Postres","Almuerzo","Fin de Semana",29,"Sí",32,5,32,2.4,"Tarjeta Crédito","Smartphone",2,20,65,10.8,15
