CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,23,Masculino,Este,28,Plata,Anuncio Pago,Movil,13.3,14,25,2,2,0,8,No,Estandar,229.17,28.65
1002,35,Masculino,Norte,1232,Oro,Anuncio Pago,Desktop,8.5,7,1,6,0,0,1,Sí,Express,148.5,148.5
1003,34,Femenino,Norte,226,Plata,Email,Movil,13.9,9,3,2,0,0,8,Sí,Estandar,154.23,19.28
1004,50,Femenino,Este,978,Oro,Busqueda Organica,Movil,13.6,13,8,9,0,0,2,No,Dia Siguiente,138.46,69.23
1005,27,Masculino,Oeste,70,Plata,Redes Sociales,Movil,11.4,9,21,2,0,0,7,Sí,Express,131.06,18.72
1006,39,Masculino,Oeste,1192,Oro,Redes Sociales,Desktop,13.7,8,33,9,1,0,4,Sí,Estandar,130.65,32.66
1007,24,Femenino,Norte,1311,Oro,Anuncio Pago,Movil,14.5,10,17,7,0,0,6,No,Estandar,139.6,23.27
1008,28,Masculino,Norte,1211,Oro,Busqueda Organica,Desktop,14.6,11,8,10,1,0,2,No,Express,116.96,58.48
1009,38,Femenino,Norte,944,Oro,Busqueda Organica,Desktop,6.8,6,19,5,1,0,1,Sí,Express,50.45,50.45
1010,52,Femenino,Sur,711,Plata,Busqueda Organica,Movil,7.7,9,57,2,1,0,2,No,Express,100.41,50.2
1011,42,Femenino,Norte,857,Oro,Busqueda Organica,Movil,8.6,8,28,6,3,0,3,Sí,Estandar,170.03,56.68
1012,38,Femenino,Sur,1300,Oro,Redes Sociales,Movil,9.2,12,28,5,1,0,5,Sí,Express,108.91,21.78
1013,18,Femenino,Sur,127,Bronce,Anuncio Pago,Movil,14.6,8,27,1,0,0,2,No,Express,62.98,31.49
1014,28,Masculino,Este,739,Oro,Anuncio Pago,Movil,4.7,4,2,6,0,0,5,No,Estandar,200.81,40.16
1015,46,Femenino,Sur,44,Plata,Anuncio Pago,Desktop,29.7,19,12,2,2,0,9,No,Express,266.56,29.62
1016,45,Femenino,Norte,678,Plata,Redes Sociales,Movil,12.2,8,13,4,1,0,4,No,Express,194.97,48.74
1017,18,Femenino,Este,596,Plata,Anuncio Pago,Desktop,16.9,12,14,4,0,0,6,No,Estandar,176.21,29.37
1018,37,Masculino,Norte,613,Oro,Busqueda Organica,Desktop,22.1,24,31,6,0,0,4,No,Estandar,161.2,40.3
1019,52,Masculino,Norte,223,Plata,Redes Sociales,Movil,11,10,14,2,0,0,4,Sí,Estandar,100.4,25.1
1020,39,Femenino,Sur,63,Plata,Busqueda Organica,Movil,13.5,10,2,2,0,1,6,No,Estandar,104.4,17.4
1021,51,Femenino,Oeste,216,Bronce,Busqueda Organica,Desktop,11,15,12,1,0,0,6,No,Estandar,147.54,24.59
1022,49,Femenino,Norte,826,Oro,Busqueda Organica,Desktop,13.5,10,19,5,0,0,6,No,Estandar,197.76,32.96
1023,49,Femenino,Oeste,254,Bronce,Redes Sociales,Movil,3.9,7,20,1,0,0,5,No,Estandar,130.25,26.05
1024,37,Masculino,Oeste,1010,Plata,Busqueda Organica,Movil,11.6,8,52,4,0,0,2,Sí,Dia Siguiente,89.61,44.8
1025,18,Masculino,Sur,114,Plata,Redes Sociales,Movil,12.5,11,35,3,1,0,5,Sí,Estandar,132.87,26.57
1026,55,Femenino,Sur,534,Plata,Busqueda Organica,Desktop,12.1,10,24,2,0,0,5,Sí,Estandar,147.43,29.49
1027,47,Masculino,Oeste,63,Bronce,Busqueda Organica,Tablet,9.5,9,20,1,2,1,2,No,Express,97.59,48.8
1028,25,Masculino,Este,657,Oro,Redes Sociales,Movil,9.2,10,11,7,1,1,6,Sí,Estandar,106.03,17.67
1029,35,Femenino,Sur,262,Plata,Busqueda Organica,Movil,19.8,14,22,2,0,0,8,No,Express,189.56,23.7
1030,47,Masculino,Norte,1422,Oro,Busqueda Organica,Movil,12.1,9,11,8,1,1,2,Sí,Estandar,123.67,61.84
1031,48,Femenino,Norte,503,Plata,Busqueda Organica,Movil,7.8,5,18,3,0,1,4,No,Estandar,92.1,23.02
1032,31,No Binario,Este,1270,Oro,Busqueda Organica,Movil,5.6,7,26,9,1,0,2,No,Estandar,123.82,61.91
1033,42,Masculino,Sur,44,Bronce,Anuncio Pago,Movil,4.1,4,18,1,0,1,4,Sí,Estandar,87.5,21.88
1034,30,Femenino,Sur,123,Bronce,Busqueda Organica,Tablet,8.4,6,14,1,0,0,4,No,Estandar,130.37,32.59
1035,43,Masculino,Norte,1164,Oro,Busqueda Organica,Desktop,11.3,14,6,7,1,0,2,No,Estandar,99.1,49.55
1036,38,Masculino,Oeste,1393,Oro,Email,Desktop,9.4,6,14,11,1,0,7,Sí,Estandar,163.83,23.4
1037,37,Masculino,Oeste,1405,Oro,Busqueda Organica,Movil,10.4,10,6,6,1,0,4,No,Estandar,82.87,20.72
1038,56,Masculino,Sur,1397,Oro,Busqueda Organica,Desktop,15.6,14,20,8,0,0,4,Sí,Estandar,170,42.5
1039,22,Masculino,Sur,143,Bronce,Anuncio Pago,Desktop,22.3,19,67,1,0,0,6,No,Estandar,127.75,21.29
1040,43,Masculino,Oeste,706,Plata,Redes Sociales,Desktop,7.7,16,17,4,0,0,3,Sí,Estandar,90.46,30.15
1041,51,Masculino,Este,1157,Oro,Redes Sociales,Desktop,8.4,12,30,11,1,0,6,No,Dia Siguiente,163.51,27.25
1042,70,Femenino,Norte,1120,Oro,Redes Sociales,Desktop,8.1,8,5,9,0,0,4,No,Estandar,187.11,46.78
1043,29,Masculino,Oeste,241,Plata,Redes Sociales,Movil,14.1,12,25,3,1,0,2,No,Estandar,93.41,46.7
1044,53,Femenino,Este,475,Plata,Busqueda Organica,Movil,4.3,7,22,3,0,0,4,Sí,Estandar,114.81,28.7
1045,41,Femenino,Este,849,Plata,Busqueda Organica,Movil,15.2,12,6,3,1,0,4,No,Estandar,107.97,26.99
1046,44,Masculino,Norte,81,Plata,Busqueda Organica,Movil,12.6,9,10,2,1,0,7,No,Estandar,172.59,24.66
1047,34,Masculino,Norte,1129,Oro,Anuncio Pago,Tablet,12.9,11,37,6,0,0,3,Sí,Express,116.26,38.75
1048,37,Masculino,Norte,1385,Oro,Busqueda Organica,Desktop,27.2,13,20,8,0,0,3,Sí,Estandar,178.15,59.38
1049,41,Masculino,Sur,182,Bronce,Busqueda Organica,Movil,9.1,11,5,1,0,0,2,No,Estandar,77.68,38.84
1050,40,Masculino,Sur,1192,Oro,Anuncio Pago,Desktop,13.6,10,1,5,0,1,6,Sí,Dia Siguiente,161.5,26.92
1051,45,Femenino,Norte,558,Plata,Busqueda Organica,Movil,8.3,10,7,2,1,0,2,No,Express,77.81,38.91
1052,27,No Binario,Sur,1192,Oro,Anuncio Pago,Movil,8.9,10,32,7,1,0,3,Sí,Estandar,106.11,35.37
1053,24,Masculino,Oeste,1379,Platino,Anuncio Pago,Tablet,10.1,7,13,14,1,0,4,Sí,Estandar,130.39,32.6
1054,48,Masculino,Este,1238,Oro,Busqueda Organica,Movil,5.7,4,34,5,0,0,4,Sí,Express,131.76,32.94
