CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,43,Masculino,Este,318,Bronce,Busqueda Organica,Desktop,23.2,15,16,1,1,0,6,Sí,Dia Siguiente,166.15,27.69
1002,36,Femenino,Oeste,1213,Oro,Anuncio Pago,Movil,6.8,6,7,8,1,0,2,Sí,Dia Siguiente,106.1,53.05
1003,23,Femenino,Sur,1023,Oro,Redes Sociales,Movil,16.7,10,2,5,0,0,6,Sí,Estandar,186.11,31.02
1004,36,Femenino,Sur,768,Oro,Redes Sociales,Movil,8.9,12,37,10,0,0,3,No,Estandar,167.49,55.83
1005,22,Femenino,Sur,471,Plata,Email,Movil,9.8,10,16,1,2,0,3,No,Estandar,120.83,40.28
1006,22,Femenino,Este,1008,Oro,Email,Desktop,21.8,13,9,9,0,0,6,Sí,Estandar,194.17,32.36
1007,29,Femenino,Sur,547,Plata,Busqueda Organica,Desktop,22.9,18,10,5,1,0,4,Sí,Estandar,123.33,30.83
1008,53,Masculino,Sur,362,Plata,Anuncio Pago,Movil,10.8,7,27,3,0,0,4,No,Estandar,174.36,43.59
1009,18,Femenino,Norte,1227,Oro,Redes Sociales,Desktop,11.5,10,34,10,0,1,2,Sí,Dia Siguiente,125.95,62.98
1010,18,No Binario,Sur,217,Bronce,Redes Sociales,Movil,16,11,20,1,0,0,6,No,Estandar,153.49,25.58
1011,21,Masculino,Sur,193,Bronce,Redes Sociales,Movil,9.5,7,2,1,0,0,9,No,Estandar,184.34,20.48
1012,18,Femenino,Este,803,Oro,Busqueda Organica,Movil,9,10,1,11,1,0,5,Sí,Express,160.53,32.11
1013,34,Masculino,Sur,830,Oro,Busqueda Organica,Movil,12.4,10,40,7,0,1,2,Sí,Dia Siguiente,107.54,53.77
1014,37,Femenino,Sur,66,Plata,Email,Desktop,24.2,17,29,2,0,0,7,No,Dia Siguiente,181.86,25.98
1015,52,Femenino,Sur,1157,Oro,Anuncio Pago,Tablet,8.3,8,33,7,0,0,2,No,Estandar,91.83,45.92
1016,38,No Binario,Sur,1075,Oro,Email,Movil,8.8,8,4,6,0,0,4,No,Estandar,158.13,39.53
1017,42,Femenino,Oeste,1282,Oro,Redes Sociales,Movil,8.7,6,97,8,0,0,2,Sí,Estandar,116.06,58.03
1018,51,Masculino,Oeste,319,Plata,Anuncio Pago,Movil,9.7,7,17,5,0,0,3,No,Estandar,142.8,47.6
1019,33,Femenino,Este,1345,Oro,Busqueda Organica,Movil,11.4,9,2,7,0,0,2,Sí,Dia Siguiente,95.14,47.57
1020,33,Masculino,Sur,917,Oro,Anuncio Pago,Desktop,18.1,21,32,6,1,0,2,Sí,Estandar,85.1,42.55
1021,50,Masculino,Este,485,Plata,Redes Sociales,Desktop,4,8,5,3,0,0,2,Sí,Estandar,53.31,26.66
1022,38,Masculino,Norte,628,Plata,Redes Sociales,Desktop,29,19,15,2,0,0,11,No,Estandar,293.33,26.67
1023,43,Masculino,Sur,940,Plata,Redes Sociales,Desktop,21.4,12,27,4,0,0,6,No,Estandar,189.74,31.62
