"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
49,13,62,25,5,1,3201728.91873003,7870791.74379658,1,3,61,4,830170.376656598,0,0.962923402003147,1.95990560305624,-4.06000092159957,"Santander","Masculino","Universitaria","Empleado_Formal","Si","Soltero",4.68241415902693
36,12,52,18,5,0,0,243594.346068307,2,23,6,5,1037903.14168238,2,0.73298090781685,0.239919403818389,4.57459584577009,"Nariño","Masculino","Secundaria","Empleado_Formal","No","Unión Libre",4.75207498349573
45,6,40,24,1,0,7323306.85003661,7068705.94428966,3,4,20,9,1000345.38977698,4,0.883967242797414,-0.396898452001775,0.186064357403666,"Sucre","Femenino","Posgrado","Empleado_Informal","Si","Soltero",4.38165632459409
52,9,38,30,3,0,3656191.94925876,4655056.32896541,1,16,1,4,1242244.42687011,1,0.426243697391599,-0.0728051435341225,1.45713677629828,"Sucre","Femenino","Ninguno","Hogar","No","Casado",2.96370206500761
59,6,25,39,2,0,3938899.52070175,119969.879166395,5,1,0,6,2166444.90016611,0,0.956000126933153,1.74426371119976,0.252226996235549,"Chocó","Femenino","Universitaria","Empleado_Informal","Si","Soltero",3.50415818823925
24,3,51,6,1,0,7420344.21808865,6027114.36951545,2,28,0,8,1331139.97395894,1,0.511564097681637,-1.56265941862656,0.418328002560884,"Sucre","Femenino","Secundaria","Empleado_Informal","No","Soltero",2.57939936699437
64,11,47,44,2,1,1404557.69776782,0,3,0,0,8,1176329.65846374,1,0.750281527906859,-0.016443669551306,-4.923517445568,"Atlántico","Masculino","Técnica/Tecnológica","Empleado_Informal","No","Unión Libre",4.9411368670113
45,15,39,25,1,0,6723397.25324954,1862638.56170857,1,10,28,6,1263302.37388351,1,0.865014746816015,0.0238279152534207,3.95761326886714,"Atlántico","Masculino","Secundaria","Empleado_Informal","No","Unión Libre",4.18314542792802
42,12,46,24,2,0,8380731.44189949,10404272.7287955,1,18,11,5,1305925.50698954,0,0.833369391714767,-0.132783653872168,1.12714644288644,"Valle del Cauca","Femenino","Universitaria","Empleado_Formal","Si","Divorciado",3.61220661290523
51,13,40,29,3,2,10055976.0783646,1919944.35861849,1,16,0,3,16625.7767850512,0,0.43430351570382,0.140243134935016,-2.5821824837476,"Vaupés","Femenino","Primaria","Independiente","No","Casado",3.84189787089149
38,14,43,20,2,1,4273329.68678493,6621691.32799941,3,12,21,6,2512050.22505024,0,0.652285561717563,-1.23797858894189,-4.22451660269871,"San Andrés y Providencia","Otro","Secundaria","Empleado_Formal","No","Soltero",4.57767164811574
29,6,44,11,4,3,0,1362740.72722723,1,5,11,7,1363676.11595777,0,0.475501211102686,-1.55533234155689,-2.22627862822264,"Sucre","Femenino","Ninguno","Empleado_Formal","No","Soltero",3.96927371377245
52,7,26,34,3,0,7389104.57798562,1154817.36902915,1,0,5,4,796483.988789406,0,0.843133446775292,-0.263508247238112,2.55243733990937,"Cundinamarca","Masculino","Universitaria","Empleado_Formal","Si","Casado",3.45435481306981
35,19,52,17,4,2,986250.436133715,7665422.19575163,1,8,1,5,1063847.84475482,3,0.694271095781686,0.77863093049411,-1.00901082390919,"Meta","Masculino","Ninguno","Estudiante","No","Unión Libre",4.75712589411128
60,15,50,35,2,1,2090262.1417947,3132866.48215188,2,4,0,5,1556158.01459776,2,0.57903885135115,0.30968947356549,-1.09594093170017,"Bolívar","Masculino","Técnica/Tecnológica","Independiente","Si","Unión Libre",5.55911284507703
50,9,36,32,2,0,0,4565475.86807033,2,10,12,3,233383.607914522,1,0.920998155163756,0.0708851993331044,0.949327722191811,"Huila","Masculino","Técnica/Tecnológica","Empleado_Informal","No","Casado",3.94696143886642
49,6,42,31,1,0,7110782.45232363,6352651.68718173,1,26,13,8,409931.364904354,0,0.69171889577517,1.06246778406326,4.57774454262108,"Bogotá D.C.","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",4.10161732291907
18,14,41,0,2,1,896557.874202677,4025640.92412054,3,5,22,6,1243143.95647455,1,0.556560973671353,-0.0909577740426097,4.57145055057481,"Atlántico","Femenino","Universitaria","Independiente","No","Unión Libre",4.23917494125088
62,18,44,44,4,0,8059639.78516151,9757882.45656618,2,4,26,8,1199068.92523082,0,0.720195391043371,1.93299226103129,2.35802532406524,"Putumayo","Femenino","Primaria","Empleado_Formal","Si","Soltero",4.94736816932038
27,12,44,9,2,1,917309.682203288,0,1,3,20,9,347798.459026575,3,0.787721871115408,-1.1342258156148,4.49421432800591,"Bogotá D.C.","Otro","Secundaria","Empleado_Formal","Si","Soltero",4.08666531933827
