"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
18,"Femenino","Medellín",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,8e+05,163967,4,41089,"Saludable","Cena","Entre Semana",24,"No",81,2.9,42,2.3,"Efectivo","Smartphone",1,1,34,9.5,31
27,"Femenino","Barranquilla",1,"Técnico","Casado","Desempleado","No Aplica","Sí",1,8e+05,183160,5,40874,"Comida Rápida","Cena","Fin de Semana",8,"No",45,3.9,28,1.1,"Tarjeta Crédito","Smartphone",0,4,77,5.2,16
20,"Femenino","Bogotá",2,"Universitario","Soltero","Desempleado","No Aplica","No",0,8e+05,100207,5,18623,"Postres","Cena","Fin de Semana",14,"No",70,3.6,48,2.9,"Efectivo","Smartphone",0,2,0,10.6,23
46,"Femenino","Barranquilla",3,"Secundaria","Casado","Independiente","Presencial","Sí",2,4684853,1328339,17,93519,"Italiana","Cena","Fin de Semana",56,"Sí",38,3.4,27,3.9,"PSE","Computador",3,7,79,7,0
18,"Masculino","Bogotá",3,"Universitario","Soltero","Estudiante","No Aplica","No",0,1119914,188076,4,41855,"Comida Rápida","Almuerzo","Fin de Semana",11,"No",28,4.1,65,1.6,"Tarjeta Crédito","Tablet",0,1,32,6.2,18
31,"Masculino","Cali",4,"Universitario","Casado","Independiente","Presencial","No",0,10189600,606652,13,50959,"Asiática","Almuerzo","Entre Semana",40,"No",30,4.6,40,5.1,"Débito","Smartphone",0,6,74,9.8,23
26,"Masculino","Barranquilla",3,"Universitario","Soltero","Empleado","Híbrido","No",0,5121327,458490,14,42422,"Saludable","Cena","Entre Semana",41,"Sí",50,3.9,48,1.4,"Tarjeta Crédito","Smartphone",1,7,10,7.5,16
18,"Femenino","Medellín",3,"Secundaria","Casado","Estudiante","No Aplica","No",0,849367,188255,4,47428,"Saludable","Cena","Fin de Semana",37,"No",52,4.5,48,2.2,"Débito","Smartphone",0,4,76,5.9,26
21,"Masculino","Cartagena",3,"Universitario","Unión Libre","Empleado","Presencial","No",0,4980215,478814,15,30863,"Comida Rápida","Cena","Fin de Semana",48,"No",53,4.5,53,6.8,"Débito","Smartphone",0,8,39,10.8,7
49,"Femenino","Medellín",3,"Secundaria","Divorciado","Empleado","Híbrido","No",0,3776852,511360,12,50424,"Asiática","Cena","Entre Semana",27,"Sí",42,4.5,46,2.7,"Efectivo","Computador",0,8,10,10.1,0
18,"Masculino","Barranquilla",4,"Técnico","Unión Libre","Empleado","Presencial","No",0,4597238,613266,17,37369,"Comida Rápida","Cena","Entre Semana",28,"Sí",34,5,48,1.1,"Débito","Smartphone",1,9,56,8.8,14
