"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Fintech","Series B","Europa","B2C","Sí",14,252,3,7,7,80.29,14.59,918.66,9.8,6.28,31.83,2802.19,73.2,27.8
"Edtech","Series B","Norte América","B2B2C","Sí",9,201,3,6,7,60.3,7.27,693.46,5,16.18,202.8,2004.57,16.6,34.9
"Fintech","Series A","Norte América","B2C","Sí",5,53,3,3,4,11.42,3.01,137.14,5,14.75,62.17,1232.69,49.7,18.6
"Fintech","Series B","Europa","B2B","No",11,235,4,5,8,66.14,11.47,733.61,15.9,0.96,139.11,4310.54,84.8,-5.2
"E-commerce","Seed","Asia","B2C","Sí",10,95,2,4,11,9.46,6.73,152.72,24.2,0,18.99,474.38,51.6,11.8
"Edtech","Series A","LATAM","B2B2C","No",6,65,2,2,6,15.33,0,102.91,16.6,0,153.03,3126.54,70.2,31.7
"Fintech","Series A","LATAM","B2C","Sí",12,182,2,4,6,17.98,13.29,238.3,12.6,19.27,5,1989.54,36.4,-0.3
"Fintech","Seed","Norte América","B2C","No",9,90,1,4,9,2.73,10.15,49.89,12.8,0,151.3,2160.47,48.2,-5.8
"E-commerce","Series B","LATAM","B2C","Sí",8,129,4,5,15,44.23,4.25,494.5,29.6,7.63,34.67,1232.31,58.7,60.2
"Fintech","Series B","LATAM","B2B","No",5,93,3,2,6,48.93,2.01,535.41,9.9,0,156.28,5956.3,44.8,50.9
"Fintech","Series B","Asia","B2B","No",6,119,4,3,4,50.33,2.46,555.69,9.3,0,293.39,2318.36,95,63.8
"Fintech","Seed","Norte América","B2C","Sí",5,62,1,2,5,1.48,2.8,87.8,10.9,13.07,63.13,2010.63,45.3,37.9
"Fintech","Series A","LATAM","B2B","No",3,43,2,3,8,10.38,0,119.22,17.1,0,203.45,3160.4,65.8,-0.6
"Edtech","Series A","LATAM","B2B","Sí",9,105,2,5,4,31.51,2.09,204.33,14.4,13.19,144.71,3303.93,77.1,-11.6
"Fintech","Seed","LATAM","B2B2C","Sí",12,106,1,5,7,18.43,7.03,131.77,10.9,35.16,74.79,3606.25,59.5,40.8
"E-commerce","Series B","Norte América","B2C","Sí",8,220,4,5,13,58.92,9.23,824.05,25.5,20.16,80.14,485.35,59.7,40.9
"Healthtech","Series A","Norte América","B2C","Sí",1,74,2,2,16,0.1,5.75,129.82,22.1,9.85,34.93,640.15,34.9,40.4
"Healthtech","Series A","Norte América","B2C","Sí",14,168,2,4,42,28.51,5.38,332.7,35.8,18.39,7.18,1661.1,20.5,18.7
"SaaS","Series A","LATAM","B2C","No",3,36,2,3,32,6.82,0.13,163.87,39.1,4.22,17.52,538.93,84.7,-22.4
"Healthtech","Series A","Europa","B2B","No",4,69,2,3,14,16.88,2.21,214.15,9.3,33.77,298.09,3764.66,54.8,17.5
"SaaS","Series B","Asia","B2B","Sí",15,243,4,8,28,74.15,12.24,984.47,19.1,7.57,155.43,5640.53,95,46.1
"Edtech","Seed","LATAM","B2B","No",7,90,1,6,6,5.45,3.93,47.61,11.2,1.22,5,4681.19,69.2,-10.6
"SaaS","Series B","LATAM","B2C","No",11,182,3,4,30,60.81,10.51,899.8,29.1,11.21,16.26,1801.96,79.7,7.6
"Fintech","Series A","LATAM","B2B","Sí",14,191,2,7,9,24.72,13.56,269.42,9.2,14.4,304.55,7269.92,85.7,82.6
"Edtech","Series A","Norte América","B2B","No",8,135,2,5,7,26.06,5.19,217.07,19.3,4.32,194.1,3288.31,70.8,20.7
"Healthtech","Series A","LATAM","B2B","No",14,187,2,7,24,20.45,9.64,234.94,5,0,253.48,7628.09,68,30.6
"Fintech","Seed","Norte América","B2B","Sí",5,27,1,3,5,4.16,3.63,1,10.6,0,89.69,4133.45,79.1,4.8
"Fintech","Series A","Norte América","B2C","Sí",6,76,2,3,3,23.37,1.43,169.61,5,6.42,47.62,883.52,47.1,49.3
"Healthtech","Series A","Norte América","B2B","Sí",2,16,3,3,34,11.44,0,208.37,51.2,9.56,180.67,3092.79,42.5,18.3
"E-commerce","Series B","Europa","B2C","No",8,237,3,5,3,61.6,4.68,730.66,7.1,11.36,30.77,1385.38,54.1,8
"E-commerce","Series A","Norte América","B2B","No",4,57,3,3,4,12.55,3.12,72.44,8.3,0,114.6,1546.36,59.2,-18.2
"E-commerce","Series A","LATAM","B2B","No",10,145,3,5,10,27.75,5.44,242.2,19.6,11.01,89.03,3425.49,56.4,-18.6
"E-commerce","Seed","Europa","B2C","Sí",6,69,1,3,9,10.86,6.09,98.38,22.9,9.99,5,936.74,36.6,-14.8
"SaaS","Series A","Norte América","B2B","Sí",12,151,2,5,23,32.93,8.68,304.86,30.2,7.81,213.14,6172.59,90.5,66
"SaaS","Seed","Norte América","B2B","Sí",12,83,1,3,13,0.1,8.13,70.55,5,16.26,5,3814.42,70.1,12.6
"Fintech","Seed","Europa","B2C","Sí",7,32,1,3,11,7.58,0,28.95,12.2,0,98.28,1136.66,56.8,46.3
"Edtech","Series A","Europa","B2B","Sí",15,171,2,6,10,28.77,5.93,229.24,10.9,7.04,212.11,5246.28,59.7,35.9
"E-commerce","Seed","LATAM","B2C","No",15,139,1,5,15,19.13,11.24,137.1,23,24.94,31.21,1885.79,69,-12.4
"Fintech","Series A","Norte América","B2B","No",2,20,3,2,1,1.44,2.51,29.57,5.3,0,151.65,3843.08,88.3,27.8
"Fintech","Series A","LATAM","B2C","No",13,155,2,5,11,11.7,12.16,231.35,24.7,0,70.3,2137.48,34.5,33.4
"Healthtech","Series B","Norte América","B2B","Sí",5,114,4,3,25,17.88,6.35,399.63,9.7,14.75,283.4,4230.97,76.3,-50
"Healthtech","Seed","Europa","B2B","No",7,22,1,4,30,1.11,6,137.43,30.5,12.37,5,4272.23,87.2,30.9
"Edtech","Series A","LATAM","B2B","No",14,215,2,5,10,27.57,3.8,233.52,16.2,2.63,299.16,3374.9,52.8,59.5
"E-commerce","Seed","Europa","B2C","Sí",3,52,1,1,5,4.64,2.38,64.6,9.8,20.86,23.85,642.72,45.7,10.1
"SaaS","Series B","Asia","B2B2C","Sí",13,243,3,6,26,50.68,10.8,677.79,15.3,0,147.23,3866.51,72.3,0.6
