"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
30,"Masculino","Bogotá",2,"Universitario","Soltero","Empleado","Remoto","No",0,2815734,642073,11,55258,"Italiana","Cena","Fin de Semana",10,"No",67,3.8,54,0.8,"Débito","Smartphone",1,6,46,6.9,14
27,"Femenino","Bogotá",5,"Universitario","Casado","Empleado","Presencial","Sí",1,12784122,3e+06,39,80970,"Italiana","Cena","Entre Semana",5,"Sí",46,3.5,62,2.2,"Efectivo","Computador",3,11,54,5.5,5
34,"Otro","Cartagena",3,"Universitario","Soltero","Empleado","Remoto","Sí",1,5780948,797340,24,38224,"Postres","Cena","Fin de Semana",48,"No",49,4.1,40,3.6,"Débito","Smartphone",1,13,72,10.1,16
38,"Femenino","Bogotá",1,"Universitario","Casado","Empleado","Presencial","Sí",1,2110490,240361,7,33346,"Local","Almuerzo","Entre Semana",59,"No",61,4.5,62,2.8,"Efectivo","Computador",0,7,72,5.1,6
18,"Masculino","Bogotá",2,"Técnico","Casado","Empleado","Híbrido","No",0,1973608,385474,6,58483,"Asiática","Cena","Entre Semana",27,"No",45,4.6,54,0.8,"Débito","Smartphone",0,2,57,7.2,13
46,"Femenino","Medellín",3,"Posgrado","Casado","Empleado","Presencial","Sí",2,10499404,721048,17,48190,"Comida Rápida","Cena","Entre Semana",34,"No",55,4.9,41,1.5,"Débito","Smartphone",1,8,74,5.7,9
25,"Masculino","Barranquilla",3,"Universitario","Unión Libre","Empleado","Remoto","No",0,5311325,837060,15,48581,"Asiática","Cena","Entre Semana",54,"No",52,4.5,51,1.9,"Débito","Smartphone",0,8,59,7.6,21
18,"Femenino","Cali",2,"Secundaria","Soltero","Empleado","Híbrido","No",0,1532052,145357,5,31764,"Comida Rápida","Snack","Entre Semana",14,"No",65,5,49,1.5,"Débito","Smartphone",0,3,23,4.6,14
29,"Femenino","Bogotá",3,"Técnico","Soltero","Empleado","Presencial","No",0,4646924,669998,14,50994,"Italiana","Almuerzo","Entre Semana",28,"No",31,4.6,56,2.4,"Tarjeta Crédito","Smartphone",0,5,53,5.6,11
44,"Femenino","Bogotá",4,"Posgrado","Casado","Empleado","Híbrido","No",0,16761802,1572741,37,49780,"Saludable","Almuerzo","Fin de Semana",53,"Sí",30,4.1,66,2.9,"Débito","Computador",1,21,70,8,3
34,"Masculino","Cali",1,"Técnico","Unión Libre","Empleado","Presencial","Sí",1,1579933,356533,7,47491,"Saludable","Cena","Entre Semana",60,"No",73,4.3,55,7.3,"Débito","Smartphone",0,4,68,6.4,17
29,"Masculino","Barranquilla",6,"Posgrado","Unión Libre","Empleado","Híbrido","Sí",2,28243833,2224491,25,80408,"Saludable","Cena","Entre Semana",22,"No",10,4,57,0.7,"Tarjeta Crédito","Smartphone",1,12,54,13.5,12
43,"Femenino","Medellín",4,"Universitario","Unión Libre","Independiente","Híbrido","No",0,12805449,1364707,30,44315,"Comida Rápida","Almuerzo","Fin de Semana",2,"Sí",63,3.9,48,2.3,"Tarjeta Crédito","Smartphone",2,13,31,6.7,18
36,"Masculino","Bogotá",1,"Técnico","Casado","Empleado","Presencial","Sí",2,1902048,400969,5,75887,"Italiana","Cena","Entre Semana",6,"No",53,4.1,57,2.6,"PSE","Smartphone",0,3,64,9,8
43,"Femenino","Bogotá",4,"Posgrado","Divorciado","Desempleado","No Aplica","No",0,2587920,179753,5,40388,"Comida Rápida","Cena","Entre Semana",56,"No",46,4.3,49,2.5,"Tarjeta Crédito","Smartphone",0,5,23,8.4,4
19,"Masculino","Barranquilla",4,"Secundaria","Casado","Empleado","Presencial","No",0,4265700,583642,20,36429,"Local","Cena","Entre Semana",44,"Sí",63,4.1,47,1.7,"Efectivo","Smartphone",1,10,53,5.6,15
33,"Femenino","Medellín",1,"Secundaria","Casado","Empleado","Presencial","Sí",2,1442288,246129,6,47691,"Local","Almuerzo","Fin de Semana",24,"No",66,3.3,51,7.6,"Débito","Smartphone",1,3,66,5.6,20
44,"Masculino","Bogotá",6,"Posgrado","Soltero","Desempleado","No Aplica","No",0,6990455,699767,11,64286,"Italiana","Desayuno","Fin de Semana",46,"Sí",41,3.6,47,6.5,"Débito","Computador",1,3,26,11.4,5
27,"Masculino","Medellín",2,"Posgrado","Soltero","Empleado","Presencial","No",0,4386373,310082,10,33680,"Saludable","Almuerzo","Entre Semana",44,"No",53,4.2,52,4.5,"PSE","Smartphone",0,5,28,8.9,18
55,"Femenino","Cali",6,"Universitario","Unión Libre","Empleado","Presencial","Sí",1,29253972,1406096,29,50629,"Comida Rápida","Cena","Fin de Semana",29,"No",34,4,40,1.2,"PSE","Smartphone",1,15,95,10,10
22,"Masculino","Cali",1,"Universitario","Soltero","Empleado","Híbrido","No",0,2083479,253909,9,26148,"Local","Cena","Entre Semana",6,"No",72,5,38,1.7,"Tarjeta Crédito","Smartphone",0,4,34,5.6,14
44,"Femenino","Barranquilla",4,"Universitario","Unión Libre","Empleado","Presencial","Sí",2,12131388,1705913,27,61267,"Local","Cena","Entre Semana",52,"Sí",52,4.8,46,0.7,"Débito","Smartphone",1,15,76,6.5,0
31,"Masculino","Barranquilla",2,"Universitario","Casado","Empleado","Presencial","Sí",2,2652118,433446,16,30396,"Postres","Almuerzo","Fin de Semana",22,"Sí",28,4.2,39,0.9,"PSE","Computador",0,9,78,3.1,12
30,"Masculino","Bogotá",2,"Secundaria","Soltero","Estudiante","No Aplica","No",0,8e+05,122561,3,39103,"Saludable","Almuerzo","Entre Semana",16,"No",56,4.2,46,6.9,"PSE","Smartphone",0,1,18,1.4,16
42,"Femenino","Barranquilla",4,"Universitario","Unión Libre","Empleado","Presencial","Sí",2,11784418,2421999,18,121311,"Italiana","Almuerzo","Fin de Semana",60,"No",51,4.6,41,6.8,"Tarjeta Crédito","Computador",1,5,40,9.3,12
18,"Masculino","Cartagena",3,"Técnico","Soltero","Estudiante","No Aplica","No",0,829329,162708,5,37570,"Comida Rápida","Cena","Entre Semana",33,"Sí",34,4.3,39,0.6,"Tarjeta Crédito","Smartphone",0,3,27,6.6,28
18,"Femenino","Bogotá",5,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1954312,224841,3,77344,"Italiana","Almuerzo","Fin de Semana",14,"No",23,3.8,44,4.1,"Tarjeta Crédito","Smartphone",0,1,16,6.1,24
39,"Masculino","Medellín",5,"Posgrado","Divorciado","Empleado","Híbrido","No",0,25091381,845999,23,41030,"Comida Rápida","Almuerzo","Entre Semana",44,"Sí",48,4.1,50,4.2,"Tarjeta Crédito","Smartphone",1,9,26,5.3,12
37,"Masculino","Bogotá",3,"Universitario","Casado","Empleado","Remoto","No",0,6753200,628223,18,40836,"Comida Rápida","Almuerzo","Entre Semana",15,"No",21,3.7,56,3.7,"Efectivo","Computador",1,11,60,6.3,6
32,"Femenino","Cali",4,"Técnico","Casado","Desempleado","No Aplica","No",0,1066541,247358,5,53422,"Saludable","Desayuno","Entre Semana",57,"No",65,3.3,17,6.9,"Tarjeta Crédito","Smartphone",1,1,52,6.9,18
37,"Masculino","Cartagena",4,"Posgrado","Unión Libre","Independiente","Presencial","No",0,16240069,1194964,29,40856,"Comida Rápida","Cena","Entre Semana",35,"Sí",35,3.4,39,9.9,"Débito","Computador",4,12,59,9.3,0
23,"Masculino","Medellín",5,"Secundaria","Soltero","Estudiante","No Aplica","Sí",1,1892509,287355,5,51779,"Local","Almuerzo","Fin de Semana",56,"No",6,3.8,39,5.7,"Tarjeta Crédito","Smartphone",0,2,77,12.2,17
19,"Femenino","Barranquilla",3,"Universitario","Soltero","Estudiante","No Aplica","Sí",1,1153618,193430,4,50887,"Local","Cena","Fin de Semana",37,"No",47,3.8,48,4.5,"Débito","Tablet",0,1,62,4.9,32
26,"Masculino","Bogotá",3,"Universitario","Soltero","Empleado","Remoto","No",0,5862673,902401,19,47852,"Asiática","Almuerzo","Fin de Semana",34,"No",36,4.5,71,1.7,"Tarjeta Crédito","Smartphone",1,3,18,7,24
33,"Masculino","Barranquilla",2,"Secundaria","Casado","Desempleado","No Aplica","Sí",3,8e+05,203193,5,36041,"Postres","Cena","Fin de Semana",13,"No",72,5,43,0.8,"Efectivo","Smartphone",0,3,79,10.2,18
18,"Femenino","Medellín",4,"Universitario","Soltero","Independiente","Remoto","No",0,7588929,339458,10,37585,"Comida Rápida","Almuerzo","Entre Semana",35,"No",68,4.8,52,10.8,"PSE","Smartphone",0,3,34,11.1,11
29,"Masculino","Bogotá",1,"Secundaria","Casado","Empleado","Presencial","Sí",1,1241566,328058,5,62904,"Italiana","Cena","Entre Semana",41,"No",58,4.7,57,3,"Efectivo","Smartphone",0,1,58,5.6,18
29,"Masculino","Bogotá",4,"Posgrado","Soltero","Independiente","Remoto","No",0,11865404,2841761,51,61576,"Italiana","Cena","Entre Semana",41,"Sí",18,4.9,42,1.6,"Débito","Smartphone",2,11,7,8.2,9
38,"Femenino","Medellín",3,"Universitario","Soltero","Empleado","Remoto","No",0,5907408,770578,17,48079,"Asiática","Almuerzo","Entre Semana",53,"No",12,4.3,56,5.2,"Efectivo","Computador",1,6,16,8.5,0
40,"Masculino","Barranquilla",3,"Posgrado","Soltero","Independiente","Remoto","No",0,12355007,835858,31,31316,"Comida Rápida","Almuerzo","Entre Semana",8,"Sí",38,4.3,53,4.9,"Débito","Smartphone",1,18,52,7.9,0
34,"Femenino","Barranquilla",3,"Secundaria","Unión Libre","Desempleado","No Aplica","Sí",1,8e+05,353833,6,62036,"Local","Cena","Fin de Semana",26,"No",60,4.2,41,1.1,"Efectivo","Smartphone",0,3,60,4.2,16
39,"Femenino","Bogotá",3,"Posgrado","Unión Libre","Empleado","Remoto","Sí",1,9845538,1791331,32,49447,"Comida Rápida","Cena","Fin de Semana",34,"No",33,4,60,6.4,"Débito","Smartphone",1,16,61,9.1,7
39,"Masculino","Bogotá",4,"Posgrado","Casado","Empleado","Presencial","Sí",2,16190146,3e+06,36,113630,"Italiana","Almuerzo","Fin de Semana",19,"Sí",31,4.5,50,4.4,"Débito","Computador",1,13,73,9.3,4
29,"Femenino","Bogotá",1,"Universitario","Soltero","Empleado","Híbrido","Sí",1,2043374,774660,13,52386,"Italiana","Desayuno","Fin de Semana",24,"No",91,3.8,54,2.4,"Tarjeta Crédito","Smartphone",1,5,51,2.4,21
21,"Masculino","Cali",5,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1785185,294323,4,76998,"Asiática","Almuerzo","Fin de Semana",56,"Sí",38,4.5,38,6.7,"Tarjeta Crédito","Smartphone",0,1,24,9.1,22
