"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Healthtech","Series A","Norte América","B2C","Sí",12,158,2,5,50,40.11,4.43,390.5,59.3,0,86.13,1554.46,50.9,9.9
"Healthtech","Seed","Norte América","B2B","Sí",13,91,1,4,41,12.96,2.53,155.41,24.9,8.98,266.73,2400.59,87.8,47.6
"Fintech","Series A","Europa","B2C","Sí",6,41,2,2,2,0.1,2.71,33.1,5,23.09,5,599.8,36.8,65.2
"E-commerce","Series C+","Norte América","B2C","Sí",12,376,7,8,8,260.72,11.4,4544.58,17.1,0,65.22,1978.1,46.3,41.4
"Edtech","Series A","Norte América","B2B","Sí",7,64,3,5,8,8.25,1.34,97.1,17.2,3.07,231.5,705.58,73.8,42.5
"Edtech","Series A","Norte América","B2B","No",10,153,3,4,9,10.27,5.96,81.76,25.3,11.24,190.84,2221.62,69.9,-25.7
"Edtech","Seed","Asia","B2B","Sí",7,55,2,4,7,1.9,5.22,43.37,11.9,0.99,63.36,4100.53,84,19.4
"Healthtech","Series B","Asia","B2B","No",11,270,3,6,27,82.5,6.07,1051.05,7.2,3.11,243.44,3873.56,90.2,26.3
"SaaS","Series A","Asia","B2B","No",11,150,3,5,22,14.48,4.87,243.42,16.4,6.74,148.84,1568.65,73,74
"SaaS","Seed","Norte América","B2C","Sí",12,83,1,6,31,0.1,3.58,221.3,27.6,43.57,33.01,1432.75,50.6,35.8
"Healthtech","Series C+","Europa","B2B","No",8,325,6,8,18,226.55,7.75,4116.94,8.4,10.3,295.69,3076.01,85.5,43.6
"Healthtech","Seed","Norte América","B2B","Sí",9,60,2,5,37,4.55,1.47,78.81,31.5,5.62,314.47,6548.03,81.9,-11.4
"SaaS","Series A","Asia","B2B2C","Sí",5,71,3,1,17,3.89,0,129.19,16,0,66.68,287.68,34.5,89.4
"SaaS","Series A","Europa","B2B","Sí",8,121,3,5,15,25.25,5.58,221.76,16.4,3.79,127.56,3454.51,41.6,62.5
"SaaS","Seed","Norte América","B2B","Sí",2,23,1,1,15,0.1,5.21,92.65,27.6,9.39,231.49,2851.62,58.3,-32.8
"E-commerce","Seed","Europa","B2C","No",10,45,1,4,6,0.1,4.27,1,5,5.22,5,50,66.1,16
"Healthtech","Series A","Europa","B2B2C","Sí",2,2,2,1,9,14,0.09,124.24,7.7,11.87,254.27,1435.79,62.3,31.4
"Healthtech","Series A","LATAM","B2B","Sí",11,125,2,4,35,17.55,5.14,264.74,11.4,12.85,101.32,4277.78,52.9,34.8
"Fintech","Seed","Europa","B2B2C","No",12,132,1,5,12,0.1,9.08,69.51,14.4,0,5,3507.14,50.2,-12
"SaaS","Series A","LATAM","B2B","No",13,144,2,4,45,20.55,8.97,342.85,42.7,0,246.33,5783.71,50.1,40.9
"SaaS","Series A","Norte América","B2B","No",9,141,2,5,17,21.06,6.17,219.87,18.8,7.11,203.12,2785.1,95,38.2
"SaaS","Seed","Norte América","B2B2C","No",7,80,2,4,7,0.1,7.46,67.66,5,3.47,87.83,4779.01,95,10.9
"Healthtech","Series B","Norte América","B2C","No",14,285,3,6,26,71.93,9.56,982.71,5,13.54,26.87,1767.66,47.8,-8.9
"Healthtech","Series A","LATAM","B2C","No",6,21,3,4,11,3.62,7.08,156.67,5.1,15.78,79.69,2039.15,59.4,36.5
"Fintech","Series B","Asia","B2B","No",3,107,3,1,1,0.1,4.91,78.17,16.3,0.17,106.54,4643.28,62.3,22.8
"Healthtech","Series B","Norte América","B2C","Sí",13,280,3,7,34,105.84,10.85,1276.43,15.7,0,50.28,1252.82,37.8,-23.1
"Healthtech","Series C+","Norte América","B2B","Sí",6,301,4,5,22,146.41,7.5,2710.43,20.7,0,467.5,3058.78,95,41.6
"Fintech","Seed","Norte América","B2B","No",2,23,1,1,3,0.1,0,46.02,9,4.34,150.39,1701.09,50.6,16.6
"Fintech","Series A","Norte América","B2B2C","Sí",13,141,2,6,13,15.71,9.16,220.69,19.9,15.69,248.07,3890.86,63,28.7
"Fintech","Series B","Europa","B2C","Sí",5,130,3,4,5,25.54,7.83,362.08,13,7.58,66.76,1337.94,50.5,-36.2
