"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
23,"Masculino","Medellín",4,"Posgrado","Soltero","Independiente","Híbrido","No",0,9880703,1105204,18,66809,"Italiana","Cena","Entre Semana",10,"Sí",39,5,56,3.4,"Tarjeta Crédito","Computador",1,6,25,9,14
32,"Masculino","Medellín",4,"Posgrado","Soltero","Empleado","Presencial","No",0,12282732,929431,17,47803,"Local","Cena","Entre Semana",36,"No",29,4.3,55,6.5,"Tarjeta Crédito","Computador",1,9,38,7.4,17
42,"Masculino","Medellín",1,"Técnico","Casado","Empleado","Híbrido","Sí",3,1902167,256765,6,47736,"Comida Rápida","Almuerzo","Entre Semana",9,"No",71,3.5,68,8.8,"Tarjeta Crédito","Computador",0,3,56,2.4,9
31,"Masculino","Medellín",2,"Técnico","Soltero","Empleado","Híbrido","Sí",1,2604248,563268,10,54648,"Saludable","Desayuno","Entre Semana",8,"No",69,4.4,37,5.1,"Débito","Computador",0,6,55,4.6,16
42,"Femenino","Medellín",3,"Universitario","Unión Libre","Empleado","Presencial","No",0,8201915,641335,18,33724,"Comida Rápida","Cena","Fin de Semana",7,"No",30,4.3,47,10.9,"Débito","Smartphone",1,13,35,6.5,8
45,"Femenino","Barranquilla",5,"Universitario","Unión Libre","Empleado","Presencial","Sí",2,15332103,2557396,37,85142,"Saludable","Cena","Entre Semana",23,"Sí",41,4.1,45,1.1,"Tarjeta Crédito","Computador",1,20,71,11.1,10
45,"Masculino","Cali",3,"Universitario","Casado","Empleado","Híbrido","Sí",2,6534365,1687012,19,85835,"Asiática","Snack","Entre Semana",9,"No",55,4.3,38,2.5,"Efectivo","Smartphone",1,6,54,9.2,10
41,"Femenino","Medellín",2,"Universitario","Unión Libre","Empleado","Presencial","Sí",3,3596625,873074,12,67319,"Comida Rápida","Almuerzo","Fin de Semana",43,"No",80,3.5,63,1.1,"PSE","Computador",1,3,75,6.3,12
22,"Femenino","Barranquilla",6,"Universitario","Soltero","Estudiante","No Aplica","No",0,5830005,644668,13,48170,"Comida Rápida","Cena","Fin de Semana",56,"Sí",69,3.6,42,9.2,"PSE","Smartphone",1,6,16,10,25
26,"Femenino","Medellín",3,"Universitario","Casado","Independiente","Remoto","Sí",1,6431909,1664565,22,82370,"Italiana","Almuerzo","Fin de Semana",52,"No",23,4.7,48,1.7,"Tarjeta Crédito","Smartphone",1,5,68,6.7,7
