"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
56,12,45,34,2,0,4689658.23777952,3821150.92158645,2,12,4,6,1602383.70097957,1,0.682149938689657,-0.710806645684145,-0.611338070593774,"Putumayo","Masculino","Ninguno","Independiente","Si","Soltero",5.04883332746143
18,13,30,0,4,2,829996.768766098,3881257.88343655,1,7,0,10,1095575.20274276,1,0.922939103796901,-0.35758658498288,1.25968994805589,"Huila","Femenino","Ninguno","Independiente","Si","Unión Libre",4.31156409391845
32,16,29,3,5,2,3110046.58286243,0,2,9,33,5,1310074.4212057,0,0.94903726880739,-1.71900156479611,-2.74493662873283,"Nariño","Femenino","Secundaria","Independiente","No","Casado",3.96611647646468
36,8,40,15,2,0,5345663.46017477,4380324.35275024,1,9,26,1,333965.606956337,1,0.477242382305777,0.908896171684633,-4.94589112931862,"Huila","Femenino","Universitaria","Independiente","No","Casado",3.65694440242954
33,17,37,13,2,0,6973982.61575846,1952699.29792847,2,0,17,4,1638651.60482797,1,0.721965808569877,1.06838488288616,3.55498573975638,"Guainía","Femenino","Secundaria","Empleado_Informal","Si","Soltero",5.25889268268467
22,15,42,0,2,0,2687687.35814252,10363525.2302955,3,12,6,8,728930.209546585,0,0.40965297626464,-0.964012415427417,-1.9011689722538,"Putumayo","Femenino","Técnica/Tecnológica","Empleado_Informal","No","Soltero",5.65981996471773
46,13,53,26,2,0,10671860.5707335,576663.797418681,2,0,0,7,2118087.63780227,2,0.822705417850917,-0.797583278489887,4.29474833421409,"Córdoba","Masculino","Secundaria","Empleado_Formal","Si","Soltero",4.6824738799593
38,18,37,20,2,0,8662595.75703084,2737790.57884028,4,25,1,8,1922095.18219346,0,0.73737371931183,1.22610616180539,-4.52171122189611,"Guaviare","Masculino","Secundaria","Empleado_Informal","No","Unión Libre",5.41278544515425
34,9,29,14,3,0,2082788.84787999,731508.681577761,2,17,0,7,1582962.81753416,0,0.812602038927645,0.516533728876057,1.51292655384168,"Tolima","Masculino","Técnica/Tecnológica","Independiente","Si","Casado",3.27858420356001
51,13,38,30,4,0,3535120.14535449,4306789.06904869,2,6,0,6,867041.963487177,0,0.848745314088197,-0.903925706945957,-3.9084481401369,"Santander","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",4.14974564950559
50,4,38,32,1,0,5036543.8806354,1099792.92832926,1,16,0,7,0,1,0.899428535592545,0.836377461270813,4.10867953673005,"Bolívar","Masculino","Primaria","Empleado_Formal","Si","Soltero",3.37617976910748
29,7,18,8,5,1,3660799.24591731,0,2,17,21,6,1683256.53001634,2,0.587999703863707,1.18578491481559,3.92150655156001,"Sucre","Masculino","Universitaria","Empleado_Formal","No","Casado",2.32228913392072
38,15,50,20,2,0,4187234.66090338,0,3,18,16,6,1846322.66393298,0,0.778721844338077,-0.318237069772011,-3.18053488386795,"Bolívar","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Unión Libre",4.91531997449703
21,12,47,3,2,1,7253476.40488563,60720.1077115138,3,0,32,5,0,1,0.34040312021386,1.76346501538362,0.432939932215959,"Risaralda","Masculino","Secundaria","Desempleado","Si","Soltero",5.03365008810055
