"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
42,"Masculino","Bogotá",4,"Técnico","Unión Libre","Empleado","Presencial","Sí",3,7552078,1307075,27,58822,"Comida Rápida","Cena","Fin de Semana",17,"Sí",35,3.7,47,1.5,"Tarjeta Crédito","Smartphone",2,14,76,7.8,7
38,"Masculino","Barranquilla",4,"Universitario","Unión Libre","Empleado","Presencial","Sí",1,12037980,1964223,30,66486,"Local","Almuerzo","Fin de Semana",21,"No",44,3.6,37,0.8,"Tarjeta Crédito","Smartphone",2,16,95,11.3,4
40,"Masculino","Bogotá",4,"Universitario","Unión Libre","Empleado","Híbrido","No",0,11245225,1177958,30,44816,"Saludable","Cena","Entre Semana",52,"Sí",58,4.1,35,7.5,"PSE","Smartphone",1,14,41,9.2,7
33,"Masculino","Cali",4,"Universitario","Unión Libre","Empleado","Híbrido","Sí",1,10596007,1825376,34,54248,"Local","Cena","Fin de Semana",30,"Sí",23,5,54,0.6,"Débito","Smartphone",1,21,68,11.8,14
45,"Masculino","Barranquilla",6,"Técnico","Divorciado","Independiente","Remoto","Sí",1,22209123,2562913,52,49950,"Comida Rápida","Almuerzo","Fin de Semana",12,"Sí",17,4.4,59,7.9,"Tarjeta Crédito","Smartphone",2,18,49,6.2,0
18,"Femenino","Cali",2,"Secundaria","Soltero","Empleado","Remoto","No",0,1632197,212374,6,36092,"Comida Rápida","Almuerzo","Entre Semana",2,"No",67,4.6,50,3.3,"Efectivo","Smartphone",0,4,26,6.2,13
34,"Femenino","Bogotá",1,"Secundaria","Casado","Independiente","Remoto","No",0,1422053,70467,3,26433,"Comida Rápida","Cena","Entre Semana",40,"No",58,3.3,61,1.7,"Débito","Smartphone",0,1,44,2.2,12
28,"Masculino","Medellín",4,"Universitario","Unión Libre","Independiente","Presencial","No",0,10902074,1320261,24,64950,"Italiana","Cena","Fin de Semana",13,"Sí",41,4.5,35,2.2,"Tarjeta Crédito","Smartphone",1,12,54,4.5,11
38,"Femenino","Bogotá",4,"Universitario","Divorciado","Empleado","Híbrido","No",0,9778453,1061648,16,77747,"Italiana","Almuerzo","Fin de Semana",50,"No",51,2.3,59,6.6,"Efectivo","Tablet",2,7,29,8.3,7
34,"Femenino","Bogotá",3,"Secundaria","Unión Libre","Independiente","Remoto","No",0,4218849,1057794,17,69898,"Italiana","Cena","Entre Semana",58,"No",43,3.9,56,8.3,"Tarjeta Crédito","Smartphone",1,8,51,4.2,18
21,"Femenino","Cali",4,"Universitario","Soltero","Desempleado","No Aplica","No",0,1427399,163245,4,40400,"Saludable","Desayuno","Fin de Semana",32,"Sí",35,4.7,28,5.5,"Tarjeta Crédito","Computador",0,1,26,8.6,18
29,"Femenino","Cali",2,"Universitario","Soltero","Empleado","Remoto","Sí",1,2853806,509053,12,36942,"Comida Rápida","Almuerzo","Entre Semana",45,"No",85,4.2,55,1.2,"Débito","Smartphone",0,9,53,4.5,20
25,"Femenino","Bogotá",5,"Universitario","Soltero","Empleado","Híbrido","No",0,9924811,1331187,21,61999,"Asiática","Almuerzo","Fin de Semana",34,"No",8,4.5,55,2.6,"Débito","Smartphone",1,7,32,9.2,18
22,"Femenino","Cali",4,"Universitario","Soltero","Independiente","Remoto","Sí",2,8292594,1983605,39,61681,"Comida Rápida","Desayuno","Entre Semana",50,"Sí",22,4,49,1.6,"Débito","Tablet",1,19,62,8.5,16
