"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Edtech","Series A","LATAM","B2C","Sí",2,2,2,3,4,0.1,0,33.83,5,0,88.32,2086.6,74.5,40.1
"Healthtech","Series B","Norte América","B2B","Sí",6,181,4,5,24,77.25,8.68,985.22,24.9,8.11,109.94,4640.56,64,-4.1
"Healthtech","Series B","Norte América","B2C","No",12,236,3,7,40,73.9,7.7,1108.64,31.5,36.62,19.03,758.27,41.8,-0.7
"Fintech","Series A","Norte América","B2C","No",2,10,3,1,6,5.28,0,101.25,17.7,6.75,29.66,1034.69,62.2,37.5
"Fintech","Series B","Norte América","B2C","Sí",13,221,4,7,10,54.52,12.67,858.83,10.6,26.19,121,3242.9,63.8,-3.9
"Edtech","Series A","Norte América","B2C","No",13,119,2,4,7,20.38,7.86,177.97,5,0,64.67,1326.46,58.1,23.7
"E-commerce","Series C+","Norte América","B2B","No",9,330,6,9,14,228.87,10.6,4009.83,24.5,5.68,224.04,6526.92,54.7,47.4
"Fintech","Series A","Europa","B2B","Sí",9,109,3,4,7,27.89,5.41,213.3,18.6,0.34,262.23,6500.55,89.8,-2.2
"E-commerce","Series A","LATAM","B2B","Sí",8,105,3,3,9,12.14,8.43,202.39,14.6,25.14,136.28,6219.97,92.6,37.9
"SaaS","Series C+","Norte América","B2C","No",7,239,7,3,11,77.52,8.69,1641.64,11.2,16.57,31.46,3079.39,61.9,41
"Fintech","Seed","LATAM","B2B","Sí",14,90,1,6,8,5.99,10.28,125.03,9.9,14.09,132.26,3414.94,67.1,21
"E-commerce","Seed","LATAM","B2B","No",10,78,1,4,11,4.67,6.26,102.26,23.7,16.11,53.74,4821.95,58.4,60.2
"SaaS","Series A","Norte América","B2B","No",3,2,2,1,12,4.91,0.83,93.21,14.5,0.28,121.86,2401.43,75.4,34.6
"E-commerce","Series A","Europa","B2C","No",10,111,3,5,13,31.28,10.37,271.94,19.1,0,25.82,2337.33,70.2,9.6
"Healthtech","Seed","LATAM","B2B","Sí",2,12,1,3,14,1.02,2.32,41.86,26.6,12.9,237.86,4123.18,76.2,42.1
"E-commerce","Series B","Europa","B2B","Sí",15,323,3,8,11,120.16,13.63,1364.44,18.1,2.97,236.2,4942.66,66.5,-17.1
"Fintech","Series C+","Norte América","B2B","No",12,401,5,8,11,252.14,13.08,4401.72,31.3,0,79.83,7820.06,92,52.4
"Fintech","Series B","Norte América","B2C","Sí",5,186,3,4,8,56.78,8.32,731.15,24.8,10.95,73.75,1751.67,52.1,-5.2
"E-commerce","Seed","Asia","B2B","No",11,76,1,4,12,2.34,12.17,92.02,21,4.23,263.76,5650.97,78.2,77.8
"Edtech","Series C+","Norte América","B2C","No",1,112,4,3,4,156.12,2.65,2602.23,14.8,0,5,1112.15,36,32.7
"Edtech","Series A","Asia","B2B2C","No",13,159,2,5,10,17.32,7.14,268.87,13.2,33.44,101.02,3540,70.8,-12.6
"E-commerce","Seed","Norte América","B2C","Sí",10,72,1,3,9,1.88,8.95,77.16,15.1,8.45,5,1782.29,55.2,27.7
"Fintech","Seed","Norte América","B2C","Sí",9,90,2,3,10,2.01,6.53,110.43,13.7,36.06,20.65,228.95,21.5,-13.4
"Edtech","Series A","Asia","B2B2C","No",15,244,3,5,11,35.64,7.99,352.61,23.1,22.39,78.65,1794.45,40.8,-5.6
"Healthtech","Seed","Europa","B2C","No",13,132,1,5,34,2.88,4.01,146.61,12.2,0,43.23,1320.72,64.3,29.7
"Edtech","Series A","Europa","B2C","Sí",12,155,3,5,15,25.59,7.85,301,28.7,31.81,22.45,1549.95,52.3,26.1
"SaaS","Seed","LATAM","B2B","Sí",15,183,2,6,25,11.94,16.54,170.79,10,8.43,174.46,8095.69,92.4,34.4
"Fintech","Series B","Norte América","B2C","Sí",9,142,4,5,10,27.39,4.8,391.35,28.2,17.02,50.83,1540.57,52.6,2
"E-commerce","Seed","Europa","B2C","Sí",6,49,1,5,10,0.1,5.66,38.38,23.6,0,44.95,2073.57,55.3,5.6
