"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
35,"Femenino","Barranquilla",4,"Universitario","Casado","Empleado","Híbrido","Sí",2,11159932,1518372,19,77664,"Asiática","Cena","Entre Semana",40,"No",39,4.7,29,10.2,"Tarjeta Crédito","Smartphone",1,5,97,9.1,0
33,"Femenino","Medellín",3,"Secundaria","Soltero","Desempleado","No Aplica","Sí",1,8e+05,280022,6,53931,"Comida Rápida","Almuerzo","Fin de Semana",34,"No",38,3.8,57,1.3,"Efectivo","Smartphone",0,6,66,3.2,18
42,"Masculino","Medellín",4,"Posgrado","Casado","Empleado","Presencial","No",0,15750074,1876114,35,55644,"Asiática","Cena","Fin de Semana",55,"Sí",38,3.8,43,10.7,"Débito","Smartphone",3,12,41,12.4,11
28,"Femenino","Bogotá",3,"Universitario","Divorciado","Independiente","Híbrido","No",0,5054421,671757,21,33339,"Comida Rápida","Snack","Fin de Semana",14,"Sí",48,3.7,41,1.4,"Tarjeta Crédito","Smartphone",2,7,21,6.3,13
43,"Femenino","Barranquilla",3,"Secundaria","Unión Libre","Empleado","Presencial","Sí",3,3824989,512269,6,80826,"Saludable","Cena","Fin de Semana",28,"No",62,3.3,38,2.1,"Efectivo","Computador",1,2,77,4.6,9
46,"Masculino","Medellín",2,"Técnico","Soltero","Desempleado","No Aplica","Sí",2,8e+05,383942,6,63588,"Saludable","Almuerzo","Fin de Semana",38,"No",71,4.8,54,5.5,"PSE","Smartphone",0,3,79,6.1,11
18,"Masculino","Barranquilla",2,"Técnico","Soltero","Independiente","Presencial","No",0,1819316,140366,3,45136,"Asiática","Desayuno","Entre Semana",5,"No",83,4.6,28,4.7,"Tarjeta Crédito","Smartphone",0,2,20,6.7,18
18,"Masculino","Medellín",4,"Universitario","Soltero","Empleado","Presencial","No",0,8008895,745856,17,44649,"Comida Rápida","Almuerzo","Fin de Semana",14,"Sí",60,4.2,36,4.4,"PSE","Smartphone",1,11,14,7.8,13
22,"Femenino","Bogotá",4,"Universitario","Soltero","Empleado","Presencial","No",0,7615931,602109,18,39614,"Comida Rápida","Almuerzo","Fin de Semana",3,"Sí",45,4.6,55,15,"Tarjeta Crédito","Smartphone",1,10,7,9.7,11
22,"Masculino","Barranquilla",2,"Secundaria","Soltero","Estudiante","No Aplica","No",0,8e+05,154766,4,37739,"Comida Rápida","Almuerzo","Fin de Semana",4,"No",56,4.4,47,9,"Efectivo","Smartphone",0,1,14,4.5,22
