CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,31,Masculino,Sur,904,Plata,Redes Sociales,Desktop,23.8,16,41,4,1,1,4,No,Estandar,167.61,41.9
1002,35,Femenino,Sur,1369,Oro,Email,Movil,7,5,24,9,1,2,1,Sí,Estandar,65.14,65.14
1003,18,Masculino,Sur,404,Plata,Redes Sociales,Movil,11,10,8,2,0,0,5,Sí,Estandar,130.85,26.17
1004,27,Masculino,Sur,1246,Oro,Busqueda Organica,Movil,8.1,7,27,8,0,0,0,Sí,Estandar,0,0
1005,62,Femenino,Oeste,1174,Oro,Email,Desktop,21.8,15,30,8,1,0,6,Sí,Estandar,167.7,27.95
1006,38,Femenino,Oeste,270,Plata,Busqueda Organica,Movil,8,6,24,6,0,1,2,No,Estandar,83.65,41.83
1007,33,Masculino,Este,1090,Plata,Busqueda Organica,Desktop,9.4,12,22,3,2,0,2,Sí,Estandar,122.44,61.22
1008,40,Masculino,Sur,218,Plata,Redes Sociales,Tablet,9.3,8,45,3,0,0,3,No,Express,101.67,33.89
1009,28,Femenino,Oeste,733,Plata,Busqueda Organica,Movil,9.7,8,9,4,1,0,4,No,Express,117.62,29.41
1010,25,Masculino,Sur,371,Plata,Busqueda Organica,Movil,6.4,6,16,3,0,0,6,Sí,Estandar,134.03,22.34
1011,37,Femenino,Este,435,Plata,Busqueda Organica,Movil,6.7,6,16,4,0,0,3,No,Estandar,69.7,23.23
1012,39,Femenino,Este,342,Plata,Email,Movil,10.3,9,25,5,0,0,3,No,Estandar,108.04,36.01
1013,18,Femenino,Oeste,1049,Oro,Email,Desktop,16.8,14,20,6,0,0,8,Sí,Estandar,168.25,21.03
1014,37,Femenino,Norte,1432,Oro,Busqueda Organica,Movil,11.6,8,19,5,1,1,6,Sí,Estandar,105.34,17.56
1015,32,Masculino,Sur,93,Bronce,Redes Sociales,Tablet,9.2,6,35,1,0,0,2,Sí,Estandar,100.68,50.34
1016,48,Femenino,Sur,804,Oro,Busqueda Organica,Desktop,22,19,15,6,0,0,3,Sí,Estandar,134.51,44.84
1017,38,Femenino,Norte,323,Plata,Redes Sociales,Movil,10.2,10,27,3,1,0,5,No,Estandar,166.69,33.34
1018,41,Femenino,Norte,1183,Oro,Redes Sociales,Desktop,23.6,15,9,11,3,0,5,Sí,Estandar,154.51,30.9
1019,41,Masculino,Sur,963,Oro,Busqueda Organica,Movil,19.1,10,35,9,0,0,1,Sí,Estandar,77.2,77.2
1020,43,Femenino,Este,1071,Oro,Anuncio Pago,Movil,11.2,8,29,6,0,0,4,No,Dia Siguiente,155.91,38.98
1021,29,No Binario,Sur,560,Oro,Busqueda Organica,Movil,7,6,10,6,1,0,2,Sí,Estandar,66.65,33.33
1022,36,No Binario,Este,323,Plata,Email,Tablet,23.3,14,1,2,1,0,8,Sí,Estandar,234.82,29.35
1023,29,Masculino,Norte,933,Plata,Busqueda Organica,Movil,14.5,12,35,3,0,0,7,No,Estandar,223.18,31.88
1024,37,Masculino,Este,285,Plata,Busqueda Organica,Movil,4.7,6,9,2,0,0,2,No,Estandar,63.15,31.58
1025,30,Femenino,Sur,1438,Platino,Email,Movil,11.3,13,20,13,4,0,2,Sí,Estandar,75.02,37.51
1026,62,Femenino,Sur,1301,Oro,Redes Sociales,Movil,18.5,13,9,9,0,0,3,Sí,Estandar,225.55,75.18
1027,30,Femenino,Este,488,Plata,Busqueda Organica,Desktop,14,13,8,3,0,0,4,No,Estandar,162.46,40.62
1028,51,Masculino,Sur,248,Plata,Anuncio Pago,Movil,5,5,16,4,0,0,4,No,Express,122.27,30.57
1029,23,Masculino,Sur,352,Plata,Redes Sociales,Desktop,18,24,8,3,0,0,9,No,Estandar,256.56,28.51
1030,32,Femenino,Sur,644,Oro,Busqueda Organica,Tablet,7.4,12,4,6,0,0,5,Sí,Express,139.44,27.89
1031,38,Femenino,Oeste,78,Plata,Busqueda Organica,Desktop,22.7,15,17,2,0,0,5,No,Estandar,159.9,31.98
1032,33,Masculino,Norte,549,Plata,Redes Sociales,Tablet,7.2,5,4,4,0,0,9,No,Estandar,183.87,20.43
1033,46,Masculino,Oeste,1302,Plata,Busqueda Organica,Desktop,6.3,5,10,3,0,0,4,No,Estandar,141.52,35.38
1034,43,Masculino,Este,369,Plata,Busqueda Organica,Desktop,17.1,18,30,1,0,0,5,Sí,Estandar,152.58,30.52
1035,36,Masculino,Sur,519,Plata,Redes Sociales,Movil,12.7,11,8,4,2,0,4,Sí,Dia Siguiente,118.88,29.72
1036,40,Masculino,Norte,801,Plata,Busqueda Organica,Desktop,12.4,10,17,4,0,0,3,No,Estandar,137.11,45.7
1037,42,Masculino,Norte,1077,Oro,Busqueda Organica,Desktop,9.8,12,10,7,1,0,4,No,Express,198.99,49.75
1038,34,Masculino,Oeste,1151,Oro,Busqueda Organica,Desktop,18.5,17,35,11,1,1,3,No,Estandar,185.22,61.74
1039,42,No Binario,Oeste,383,Plata,Busqueda Organica,Desktop,23,14,7,2,0,0,3,No,Estandar,183.03,61.01
1040,38,Femenino,Norte,1233,Oro,Busqueda Organica,Movil,13.8,10,10,7,0,0,3,Sí,Estandar,141.71,47.24
1041,45,Masculino,Norte,1406,Platino,Anuncio Pago,Movil,2.6,6,28,12,0,0,2,Sí,Estandar,86.1,43.05
1042,53,Femenino,Norte,1250,Oro,Email,Movil,5.3,6,44,7,1,0,3,No,Estandar,145.92,48.64
1043,44,Masculino,Sur,1314,Platino,Busqueda Organica,Movil,19,12,9,12,3,0,6,Sí,Estandar,201.48,33.58
1044,36,Femenino,Norte,674,Plata,Anuncio Pago,Tablet,6.3,7,3,4,0,0,3,No,Estandar,92.91,30.97
1045,56,Masculino,Oeste,145,Bronce,Anuncio Pago,Tablet,16.1,12,12,1,1,0,10,Sí,Estandar,211.09,21.11
1046,32,Masculino,Sur,1321,Plata,Redes Sociales,Movil,12.3,11,12,3,0,0,4,No,Estandar,100.08,25.02
1047,34,Femenino,Este,636,Plata,Anuncio Pago,Tablet,9.9,10,34,5,0,1,3,No,Estandar,143.4,47.8
1048,56,Masculino,Sur,875,Oro,Redes Sociales,Movil,7.6,7,14,9,3,0,4,Sí,Estandar,145.42,36.35
1049,39,Femenino,Norte,1307,Oro,Anuncio Pago,Movil,4.6,4,38,4,0,0,5,No,Express,140.1,28.02
1050,30,Masculino,Este,863,Plata,Redes Sociales,Movil,9.9,7,13,3,0,0,4,No,Estandar,143.04,35.76
1051,44,Masculino,Sur,618,Plata,Anuncio Pago,Movil,2.5,2,10,4,0,0,1,Sí,Estandar,30.61,30.61
1052,37,Masculino,Sur,837,Oro,Anuncio Pago,Movil,7.3,5,9,5,0,0,1,No,Express,82.67,82.67
