"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
25,10,46,6,2,0,5947515.69429221,0,4,20,24,6,27524.4314581073,3,0.871427524140344,-0.746665863749535,0.307164746336639,"Guaviare","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Divorciado",3.57749601451578
18,7,42,0,4,1,810857.116278079,3659938.39979063,1,14,1,2,497287.296353804,1,0.673487378776354,0.0159777581015692,-1.81314305169508,"Putumayo","Masculino","Ninguno","Independiente","Si","Soltero",3.14352827219987
60,5,70,42,3,0,6680377.16828049,8072297.78235966,2,1,22,5,1754716.77900273,1,0.883581698669197,-0.0404752985836788,-1.32170474855229,"Putumayo","Femenino","Universitaria","Empleado_Formal","No","Soltero",4.15570568291472
43,12,48,25,2,0,3944197.10792741,1983398.48430098,1,16,61,6,1386869.69076769,0,0.974148113011177,-0.580409015070458,-4.89274974679574,"Caquetá","Masculino","Posgrado","Empleado_Formal","No","Unión Libre",4.11758035430558
38,13,33,15,3,0,83898.6126588322,466994.367425478,2,17,13,9,2658743.20553389,0,0.498346065664459,2.24253614675985,-4.56139977090061,"Tolima","Otro","Universitaria","Independiente","No","Casado",4.52830094504943
39,13,47,15,4,0,3431006.87798985,1442958.94111538,4,10,0,6,1604106.8911172,1,0.959035850259851,0.798207340144015,2.49880160437897,"Tolima","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Unión Libre",5.12552532024565
36,11,51,14,1,0,4052176.02289251,3937603.5371575,3,13,19,3,1709358.04508718,0,0.912434724062492,0.0807592079157251,1.03237314615399,"Valle del Cauca","Masculino","Secundaria","Empleado_Informal","Si","Soltero",4.42111233471008
45,8,46,23,1,0,1639880.33281374,0,2,18,44,5,1418593.62719443,2,0.689043076972664,1.70958964856223,0.0365105294622481,"Vaupés","Masculino","Secundaria","Empleado_Formal","No","Unión Libre",4.30445965051519
48,13,52,30,2,1,3923338.74277539,2918084.64699973,4,10,0,6,1658765.96867157,1,0.533003895308195,0.12854077834472,-2.35611826181412,"Vichada","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Casado",4.39379658391561
62,15,39,41,2,0,0,0,1,7,14,6,1589543.28471541,0,0.759315234917465,-1.52830421350673,0.866202209144831,"Meta","Masculino","Universitaria","Empleado_Informal","Si","Unión Libre",5.33027172388006
44,13,35,23,1,0,6115574.10586755,6668288.78922697,1,1,38,7,2202275.57991102,0,0.833291658567697,-0.2971835068468,-4.74959585815668,"Bogotá D.C.","Masculino","Secundaria","Desempleado","Si","Soltero",4.09723757834883
33,13,19,9,3,1,5308105.8577341,0,2,0,22,6,1157025.11875868,0,0.781544931309768,-0.859817302367976,-0.689165780786425,"Norte de Santander","Masculino","Secundaria","Empleado_Informal","Si","Unión Libre",3.91127596580984
29,14,38,3,2,1,6497238.30035099,4928223.33311347,2,17,0,3,0,0,0.927704967387165,0.941660133147711,0.33180654514581,"Caquetá","Femenino","Primaria","Empleado_Formal","Si","Soltero",3.93467042300157
64,20,37,46,1,0,1548595.3293792,0,2,6,0,8,2704101.42311099,0,0.286097236196663,-0.646175773132985,-3.81515564396977,"Cesar","Femenino","Primaria","Empleado_Informal","No","Casado",6.12737040798221
47,13,36,22,2,1,9313887.16003856,4286895.35106908,4,6,67,7,2463981.50325128,1,0.63288381577622,1.77533863242457,4.28895397577435,"San Andrés y Providencia","Femenino","Secundaria","Empleado_Informal","Si","Casado",4.60725813272527
58,10,48,40,2,0,8720444.55498313,1974134.48173885,2,13,13,9,834890.329091208,0,0.939168713099158,-0.487928045214725,-3.5586999100633,"Magdalena","Femenino","Universitaria","Empleado_Informal","No","Unión Libre",4.96684014262332
18,14,43,0,1,0,5850296.69505885,4511658.26762166,1,0,28,7,134625.345851267,1,0.853935169470579,1.37404413966122,3.37697893613949,"Caldas","Masculino","Secundaria","Empleado_Formal","No","Soltero",4.73158096684644
31,20,35,3,4,1,0,8067909.86037761,1,13,9,4,1356289.15871469,3,0.885574081630103,-1.02402482518801,1.42781671136618,"Nariño","Femenino","Primaria","Hogar","Si","Soltero",4.11677086414564
45,9,42,27,2,0,7082358.13896485,6100113.44503098,5,8,0,6,440323.805936869,1,0.742743224775155,-0.433119086490317,3.01663197577,"Vaupés","Femenino","Secundaria","Empleado_Formal","Si","Unión Libre",3.62629571974877
41,2,38,23,3,0,3903263.62191707,9223203.08842773,2,19,37,5,1707619.53686456,0,0.669209443660901,0.273904686048575,2.98872460843995,"Caldas","Masculino","Posgrado","Empleado_Formal","No","Unión Libre",3.62764041874347
52,10,18,30,4,2,2294803.88847683,0,1,7,23,6,573714.210852326,1,0.924821535509587,-0.749419093856188,3.06826317450032,"La Guajira","Femenino","Universitaria","Empleado_Informal","Si","Unión Libre",3.51061074782706
40,18,53,13,2,0,4934004.83039789,0,1,6,55,2,940046.145300786,0,0.763160308982966,-1.2302462016517,3.7035573925823,"Bogotá D.C.","Masculino","Ninguno","Independiente","Si","Viudo",4.96195402852383
46,9,33,28,2,0,3717511.01800706,0,1,19,1,6,0,3,0.62534760416362,1.40765180555122,0.221529344562441,"Boyacá","Femenino","Técnica/Tecnológica","Hogar","Si","Casado",3.50514463282214
39,9,46,21,1,0,11268931.4125463,0,2,8,35,8,795722.800297454,0,0.364751833630155,0.848937343722398,3.21361629292369,"La Guajira","Masculino","Técnica/Tecnológica","Hogar","No","Soltero",4.4689708714607
24,15,33,0,4,1,3643790.41181841,2147003.05349156,2,0,31,3,1456371.34109172,0,0.964209417926514,-0.160566166852192,2.98755664378405,"Antioquia","Masculino","Técnica/Tecnológica","Empleado_Informal","No","Unión Libre",4.07104088882258
43,4,18,25,2,0,7767066.83873486,12111646.0678593,2,8,0,9,2329098.14629326,0,0.553412176115931,-0.137733371951199,3.56564915506169,"Magdalena","Femenino","Secundaria","Empleado_Formal","Si","Divorciado",3.20225731066717
28,8,44,8,3,0,13022203.198383,5746208.25896942,3,10,18,3,394214.797087833,1,0.597339785643422,-0.197175078694135,0.0300233485177159,"Putumayo","Masculino","Universitaria","Empleado_Formal","Si","Soltero",2.88149988199589
37,20,35,17,3,0,13025761.2098665,4887752.77117956,1,3,41,7,809865.692376903,1,0.936985639382197,1.47434297580332,-4.0173029829748,"Cesar","Femenino","Secundaria","Empleado_Formal","Si","Divorciado",6.56809988274409
54,15,48,34,1,0,5157539.05561636,5111726.43569102,2,21,20,5,1660314.97966882,0,0.765111107441991,-0.686235686588616,-4.54833101946861,"Sucre","Femenino","Técnica/Tecnológica","Hogar","Si","Casado",5.21496831449879
72,11,41,52,3,0,3357149.89906191,4861921.2210222,1,33,42,8,1251653.71745168,0,0.454375159935499,2.08344473554868,4.92249692091718,"Cesar","Femenino","Secundaria","Empleado_Formal","Si","Casado",4.08282224775741
41,15,46,23,2,0,9427076.68484378,1655648.39458748,5,7,48,10,252867.623611838,2,0.449329074093237,-0.454015392975188,3.02104895934463,"Vaupés","Femenino","Universitaria","Empleado_Formal","Si","Soltero",5.18158411622418
61,6,50,40,2,1,4180384.7157208,6272960.1076095,2,8,23,9,187853.062123013,2,0.778623784962476,-0.771561036136621,1.29338099621236,"Sucre","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",3.48604139961829
46,2,44,28,2,0,1124334.53706286,8679416.39787553,3,12,24,7,866663.094965662,1,0.876510315518041,0.0934986059787647,-2.9258197452873,"Cesar","Femenino","Secundaria","Empleado_Formal","Si","Soltero",2.69234134689532
54,15,33,29,1,0,3464803.60789384,3436425.11240982,1,4,2,7,1913588.22083661,0,0.772119117355954,0.74991768174843,2.47041074791923,"Córdoba","Femenino","Técnica/Tecnológica","Estudiante","Si","Soltero",3.82260316361646
18,11,33,0,4,2,5263618.62889135,0,1,19,40,9,0,1,0.731432663855688,1.55739953738167,-3.57709635514766,"Vichada","Femenino","Universitaria","Empleado_Formal","Si","Unión Libre",3.72278579821509
51,13,18,28,2,0,5542605.48471569,0,4,15,21,7,1051118.266544,1,0.765808836187183,-0.484448265797684,-3.54310021502897,"Santander","Masculino","Secundaria","Empleado_Informal","Si","Casado",4.93050835783704
42,8,26,24,2,0,4567030.54185861,2272299.825801,1,2,0,4,440605.067090531,1,0.69391702046621,0.269157206752961,0.803326012101024,"Sucre","Masculino","Universitaria","Independiente","Si","Casado",2.98622340545839
34,5,33,16,2,0,4730180.86748592,110729.664179338,5,3,32,5,539477.54592808,0,0.646087495618623,-1.11534194861206,-1.53253631899133,"Meta","Femenino","Universitaria","Empleado_Informal","Si","Casado",3.07027625763324
54,12,50,36,3,0,3159909.23441753,1513591.22618168,4,2,26,3,932092.075061443,3,0.408498744161139,0.623559510188204,-0.960524124093354,"Atlántico","Femenino","Secundaria","Empleado_Informal","Si","Viudo",4.82878593561588
29,10,31,8,2,1,3759844.84645698,4931830.9631347,1,2,22,10,1803775.84600978,1,0.791305140846358,1.29289176239058,2.70319064613432,"La Guajira","Masculino","Secundaria","Empleado_Formal","Si","Casado",3.98913164846319
26,16,29,8,2,0,1642866.28573333,4927136.77541655,2,12,0,6,1829734.33197746,0,0.864558662046715,1.0211765649218,3.46767944283783,"Magdalena","Femenino","Secundaria","Empleado_Formal","Si","Soltero",3.82977281940766
42,15,33,24,3,0,1141693.69354266,7258341.52343332,3,8,30,9,1686516.37430279,0,0.770165289041613,0.697037580304732,2.28200261015445,"Santander","Masculino","Secundaria","Empleado_Formal","No","Soltero",4.7337395345281
38,12,41,20,2,0,3285176.77712466,1823522.76839217,1,12,20,5,1094980.48281209,0,0.529739194801181,0.449189621225319,4.50027559883893,"Chocó","Femenino","Secundaria","Independiente","Si","Soltero",4.72822086341164
59,13,50,39,6,2,4924999.66413812,1055108.19806633,1,11,35,6,40810.7981084883,2,0.911114228450785,-0.0227652720176483,0.926884973887354,"Nariño","Femenino","Ninguno","Empleado_Formal","No","Soltero",4.47210361282494
34,8,22,16,1,0,1937877.29613139,1846488.61493869,3,12,0,5,1326642.51742711,1,0.88122943515207,-0.591199637223949,0.0108520942740142,"Vaupés","Femenino","Secundaria","Empleado_Formal","Si","Casado",3.03353570425937
47,16,41,29,1,0,4186874.02724746,4675009.07004169,1,11,12,7,1447784.45087698,1,0.417278177681419,0.374313771743369,-1.81515470147133,"Norte de Santander","Masculino","Universitaria","Empleado_Formal","Si","Unión Libre",5.00808679131607
55,13,32,37,2,0,5054909.26654829,0,2,0,0,6,0,3,0.399450205997488,1.34834068399588,2.59272698545828,"Sucre","Masculino","Secundaria","Empleado_Informal","Si","Casado",4.24318811938275
34,5,36,16,2,1,7995110.16072767,0,2,31,34,7,787524.025857444,0,0.620460124624462,-0.794031651464229,-4.27977955434471,"Chocó","Otro","Técnica/Tecnológica","Independiente","Si","Divorciado",3.44741192393594
46,18,39,23,3,0,7055327.15804668,0,4,9,53,6,253001.020758907,1,0.75707328990827,-0.651279876365427,-3.14710388192907,"Risaralda","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Casado",4.62705451353698
49,5,37,25,3,1,8127125.59087845,5693365.71181359,1,8,41,4,0,1,0.797108512209413,-0.700941075611274,4.93985983543098,"Antioquia","Masculino","Secundaria","Independiente","Si","Casado",2.3126630693965
36,9,37,15,5,1,6779777.03349212,500505.667487404,2,11,0,7,197194.939567719,1,0.678020694930744,0.91235176287016,3.71502492344007,"Guaviare","Femenino","Universitaria","Empleado_Formal","Si","Casado",4.11007238188499
56,15,34,25,4,0,6940369.21814455,0,2,0,0,5,1025970.60769825,0,0.886817302714952,-1.21692043690557,-0.680933760013431,"Chocó","Masculino","Técnica/Tecnológica","Independiente","Si","Soltero",4.55310282671584
18,10,27,0,2,0,6687403.11092739,9143201.51940268,4,1,39,2,0,0,0.699341360028088,0.194361810170675,0.523085875902325,"Caldas","Femenino","Universitaria","Empleado_Formal","Si","Soltero",3.64490451759565
28,11,38,10,4,1,2200445.437015,0,4,9,18,5,806554.875620827,1,0.444054700331688,-0.598996737299398,1.76614094525576,"San Andrés y Providencia","Femenino","Secundaria","Hogar","Si","Casado",3.98370940911875
52,17,60,34,2,0,7762519.20506371,5436049.04519246,2,15,18,6,2550200.83197572,1,0.483448106746894,0.772085056213905,4.01526174740866,"Antioquia","Femenino","Posgrado","Empleado_Informal","Si","Soltero",5.52678741014028
37,9,48,15,2,1,1886108.71642169,1685321.77840152,3,0,11,8,884899.201631975,1,0.256565960882702,-1.12282289978158,-1.33035830920562,"Cesar","Femenino","Ninguno","Empleado_Informal","Si","Soltero",4.19196112795344
35,10,32,17,6,3,4657934.79050728,5465877.42774501,4,21,0,6,1991554.29256141,1,0.821125418455351,-0.707523559323369,2.79395173303783,"Atlántico","Masculino","Secundaria","Empleado_Formal","Si","Soltero",3.84561894839747
31,14,60,12,3,1,0,726483.281749186,4,21,0,7,0,3,0.776426173967459,-1.04307725775234,-0.894918909762055,"Caquetá","Femenino","Primaria","Independiente","No","Casado",5.21750561262769
22,16,37,1,4,1,2867214.25819769,5490782.94314943,2,14,39,8,1081663.2378343,1,0.837957652354821,-0.12867574958943,4.15502332383767,"Norte de Santander","Masculino","Secundaria","Empleado_Formal","No","Soltero",4.78277001455653
45,12,19,23,5,1,2746810.4924398,2205806.71594915,1,14,0,10,84600.7044327202,1,0.803065740716662,-0.414097940461152,-1.35747799417004,"Valle del Cauca","Femenino","Técnica/Tecnológica","Estudiante","Si","Soltero",5.15511458188816
52,12,61,18,1,0,5693596.28503484,3004516.92001946,3,14,0,3,1015052.27036147,1,0.926359673052278,-1.5815916285465,-1.57955875620246,"Quindío","Femenino","Técnica/Tecnológica","Estudiante","Si","Divorciado",4.42929137145061
57,3,47,34,4,2,1040165.39247013,0,1,13,1,9,1125005.1476735,0,0.794218950077377,-1.20889721228098,2.4912929488346,"Antioquia","Masculino","Secundaria","Empleado_Formal","No","Casado",3.42998870488466
58,12,43,40,4,1,230813.008459103,1602011.60258651,1,2,0,7,878443.842438365,1,0.655918791483855,1.16418047822922,-2.0858734799549,"Córdoba","Femenino","Secundaria","Desempleado","No","Viudo",4.61166014379859
48,9,45,24,4,2,2189296.28659178,0,2,25,15,6,2049935.14445412,0,0.577562827356533,-0.16001227508381,2.9464479489252,"Caquetá","Femenino","Técnica/Tecnológica","Hogar","Si","Viudo",3.62786988256073
