CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,30,Masculino,Sur,1097,Platino,Busqueda Organica,Tablet,10.2,11,24,14,2,2,5,Sí,Express,173.45,34.69
1002,32,Masculino,Este,1445,Oro,Anuncio Pago,Movil,14.1,9,26,11,2,1,4,Sí,Express,117.12,29.28
1003,18,Masculino,Norte,186,Plata,Email,Tablet,10.7,9,68,3,0,0,4,Sí,Express,89.94,22.48
1004,19,Masculino,Oeste,198,Plata,Email,Desktop,11.4,9,38,2,0,1,1,No,Estandar,40.04,40.04
1005,28,Masculino,Sur,352,Plata,Busqueda Organica,Movil,17.4,12,67,6,1,0,6,No,Dia Siguiente,170.14,28.36
1006,51,Femenino,Sur,799,Plata,Busqueda Organica,Movil,5.6,7,37,2,0,0,4,No,Estandar,108.79,27.2
1007,18,Femenino,Este,396,Plata,Redes Sociales,Movil,6.7,5,13,2,0,0,4,No,Express,142.87,35.72
1008,42,Femenino,Oeste,603,Plata,Redes Sociales,Movil,13.2,8,6,4,0,1,4,Sí,Estandar,156.2,39.05
1009,28,Masculino,Norte,1359,Oro,Email,Movil,11,13,2,5,1,0,5,Sí,Express,137.43,27.49
1010,25,Femenino,Sur,292,Plata,Busqueda Organica,Movil,10,8,59,3,2,0,4,Sí,Estandar,93.91,23.48
1011,40,Femenino,Oeste,168,Plata,Anuncio Pago,Movil,9.4,7,10,2,0,0,4,Sí,Express,106.58,26.64
1012,35,Masculino,Norte,35,Bronce,Redes Sociales,Movil,6.6,4,5,1,1,0,4,No,Dia Siguiente,138.91,34.73
1013,22,Femenino,Sur,649,Plata,Redes Sociales,Desktop,7.9,9,30,4,1,0,2,Sí,Express,33.39,16.7
1014,22,Masculino,Norte,929,Oro,Redes Sociales,Movil,11.8,8,18,7,0,0,5,No,Estandar,151.26,30.25
1015,49,Masculino,Sur,682,Plata,Email,Movil,11.8,9,9,2,1,2,4,Sí,Estandar,157.07,39.27
1016,24,Femenino,Oeste,921,Plata,Busqueda Organica,Tablet,15.6,14,41,4,0,0,4,No,Estandar,157.76,39.44
1017,59,Femenino,Sur,935,Oro,Anuncio Pago,Movil,5.7,10,29,5,1,0,4,Sí,Estandar,85.1,21.27
1018,42,Masculino,Norte,1369,Platino,Anuncio Pago,Desktop,11.6,10,19,12,1,0,5,No,Express,249.84,49.97
1019,46,Femenino,Sur,373,Plata,Busqueda Organica,Movil,8.5,8,7,1,1,0,8,Sí,Dia Siguiente,186.64,23.33
1020,27,Masculino,Sur,449,Plata,Redes Sociales,Movil,15.1,10,24,5,0,0,8,Sí,Estandar,192.62,24.08
1021,51,Femenino,Oeste,103,Bronce,Redes Sociales,Desktop,12.8,9,14,1,0,0,7,No,Estandar,200.8,28.69
1022,67,Femenino,Este,205,Plata,Busqueda Organica,Tablet,5.4,7,37,2,0,0,1,No,Express,49.09,49.09
1023,37,No Binario,Oeste,335,Plata,Redes Sociales,Movil,4.8,5,27,4,0,0,3,No,Estandar,76.02,25.34
1024,42,Femenino,Sur,866,Oro,Email,Movil,10.4,7,14,7,1,0,8,Sí,Express,193.81,24.23
1025,41,Femenino,Este,909,Oro,Redes Sociales,Desktop,19.9,16,12,5,1,0,4,Sí,Estandar,125.74,31.43
1026,26,Masculino,Este,1024,Plata,Busqueda Organica,Desktop,21.3,12,1,4,0,0,6,No,Estandar,178.32,29.72
1027,33,Femenino,Norte,669,Oro,Anuncio Pago,Movil,7.5,6,32,6,0,0,2,Sí,Express,79.95,39.98
1028,44,Femenino,Sur,1292,Oro,Busqueda Organica,Movil,10.4,8,73,9,2,0,6,Sí,Dia Siguiente,182.1,30.35
1029,35,Femenino,Oeste,987,Oro,Redes Sociales,Movil,7.3,5,20,6,0,1,3,Sí,Express,139.53,46.51
1030,24,Femenino,Este,321,Plata,Anuncio Pago,Desktop,9.5,11,56,5,0,0,2,No,Estandar,137.58,68.79
1031,34,Masculino,Oeste,620,Plata,Anuncio Pago,Movil,8.1,8,26,5,0,0,2,Sí,Estandar,48.4,24.2
1032,27,Masculino,Oeste,892,Oro,Busqueda Organica,Movil,5.5,7,48,5,0,0,2,Sí,Estandar,77.2,38.6
