"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
38,15,45,20,3,1,2371827.41080562,5090095.29937921,1,7,22,5,415172.0885692,1,0.591287855258384,0.400165529714159,0.844468884170055,"Cesar","Femenino","Universitaria","Empleado_Formal","No","Casado",4.00198086510246
38,13,39,6,2,0,4283542.22492772,0,5,0,40,5,447218.166361627,2,0.562662079531572,0.638280161828756,2.77600537519902,"Santander","Otro","Universitaria","Empleado_Informal","No","Viudo",4.15923786915778
56,16,40,38,4,1,0,4290446.4386726,1,9,22,7,1475421.17921562,1,0.910837616346001,-1.54440468964068,3.57852268498391,"Caquetá","Femenino","Primaria","Empleado_Informal","No","Unión Libre",5.35582364170322
38,16,40,11,2,0,5365990.04928005,0,1,31,0,9,328858.514592075,0,0.898738025330444,0.406336909469423,2.59561246726662,"Nariño","Femenino","Secundaria","Empleado_Formal","Si","Unión Libre",4.82864949080429
46,13,43,18,2,1,6990425.75386301,2153687.59786162,2,2,0,4,1836695.44680018,0,0.860577792225571,-0.12811615224699,-4.48653948726133,"Córdoba","Masculino","Secundaria","Empleado_Formal","No","Divorciado",3.63628552935607
38,14,38,20,2,1,394328.350173268,2506601.45893825,2,5,39,6,0,1,0.471121117952176,0.195587260221561,0.215690957847983,"Quindío","Masculino","Universitaria","Empleado_Formal","Si","Soltero",4.98708164539662
46,9,41,25,4,0,5797384.15615637,643380.071134164,4,19,23,4,1562558.01720501,0,0.785208586704064,-0.360468888590486,-1.07195373391733,"Caldas","Masculino","Secundaria","Empleado_Formal","Si","Soltero",3.21388048825891
58,13,26,40,5,2,2484977.44243241,2427632.88746999,1,3,35,8,571926.237743184,1,0.860261362153473,0.125368950782785,-4.77206541690975,"Tolima","Masculino","Primaria","Empleado_Formal","No","Soltero",3.93247060347991
24,13,38,0,1,0,2399711.74271627,4421818.63548385,2,9,52,7,1099819.33881273,0,0.960051400417793,0.0644335850642822,-4.46756870718673,"Córdoba","Masculino","Secundaria","Independiente","Si","Casado",4.34770615795679
18,13,29,0,2,0,2844564.63207606,0,1,4,0,4,1009268.12178922,2,0.612432164896997,-2.19718573283422,2.72676739143208,"Bolívar","Femenino","Primaria","Empleado_Informal","Si","Casado",3.23699493143209
18,12,42,0,3,1,5067279.0572705,7001563.43045445,2,8,40,7,72669.2052490193,3,0.745053402145718,-0.13015485889093,-4.39926389604807,"Huila","Femenino","Ninguno","Empleado_Formal","No","Soltero",3.8195883364581
38,11,39,20,1,0,8033578.29847015,10030977.3309226,3,8,6,5,489424.297163189,0,0.840360857044002,0.374560014654226,1.69090802082792,"Meta","Femenino","Secundaria","Empleado_Informal","Si","Casado",3.57740133748113
32,13,45,10,2,0,5245050.14672281,1669942.11402895,1,0,29,7,715861.38902649,0,0.760006739533898,-0.596963965732025,-0.9369519748725,"Córdoba","Masculino","Primaria","Empleado_Informal","Si","Casado",4.84363688641045
24,6,52,6,4,1,4763651.3386921,593402.676280716,1,15,31,7,0,1,0.90355563853889,-0.669927074575731,-4.01638489216566,"Quindío","Masculino","Universitaria","Desempleado","Si","Soltero",3.16335200994416
18,12,60,0,4,1,4161974.78812804,1943115.72579274,1,9,56,3,879598.557139641,0,0.829890638433858,-1.74358642327252,3.75222907401621,"Boyacá","Masculino","Ninguno","Empleado_Formal","No","Soltero",4.76282979265854
43,18,23,21,3,1,2894286.87494717,3167384.9487217,2,3,26,3,976682.599770911,2,0.46924887241579,0.313780398129842,3.67917127674446,"Cundinamarca","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",4.9869521046207
31,13,33,12,2,1,3131724.67953986,0,1,12,0,7,1752438.50527357,1,0.739772467687706,0.18312623968336,-1.48792899446562,"Magdalena","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",4.39453999120077
45,4,49,27,3,0,1642758.32340831,4786781.54225628,2,12,16,9,1288601.29925007,0,0.814007999513727,0.111986373064213,-2.80809142626822,"San Andrés y Providencia","Masculino","Secundaria","Hogar","Si","Divorciado",4.10130350756473
51,11,42,25,1,0,9513215.38419018,0,1,8,15,5,1927659.29949044,0,0.766782849079835,-0.776623292588278,-2.12678252952173,"Risaralda","Masculino","Universitaria","Independiente","Si","Casado",3.56339395589803
21,12,23,3,3,1,5903389.57714622,844254.935339795,3,10,0,9,0,0,0.850678227076818,0.299197094376806,4.21946701593697,"Guainía","Femenino","Técnica/Tecnológica","Empleado_Informal","No","Unión Libre",3.30264938158429
30,12,43,12,3,0,6051447.88988085,8081458.53270571,3,5,14,6,2606088.93255608,1,0.415813299955235,0.287344971687866,0.401187383104116,"Bogotá D.C.","Masculino","Técnica/Tecnológica","Hogar","Si","Unión Libre",3.95969512632796
30,16,39,12,5,2,5649958.05410828,5755445.26888596,1,12,24,4,646597.762849795,0,0.663401016500233,0.352375238454749,2.1502349153161,"Valle del Cauca","Masculino","Universitaria","Empleado_Formal","Si","Soltero",4.37154102662941
23,11,33,4,4,0,4490459.48924779,0,2,11,0,7,241943.999345687,2,0.885746002305272,-0.275102937909636,1.10693854978308,"Cesar","Masculino","Universitaria","Empleado_Formal","Si","Soltero",4.30317968416108
60,11,40,42,3,0,8961999.65866333,595984.955282207,1,7,27,8,423500.858974264,2,0.61496386916387,1.48142896843413,-0.0881402241066098,"Magdalena","Otro","Secundaria","Empleado_Informal","Si","Soltero",4.19464621428521
52,15,46,29,4,0,4532006.07583719,2635941.7470125,2,6,29,6,124340.239198092,0,0.693725887685247,-0.18214133064258,-3.66240385454148,"Guainía","Femenino","Universitaria","Empleado_Formal","No","Soltero",4.14281647861285
36,5,29,15,2,0,4218551.47523418,2878710.61251336,1,18,15,7,1725211.94596484,1,0.554679348984129,-1.79878202137346,-1.8739735824056,"Magdalena","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Casado",2.60562140822923
43,19,49,24,3,1,5114941.28716524,157574.503004856,2,0,30,7,1831388.24036987,2,0.807576652073098,-0.243588071130955,0.0923097785562277,"Vichada","Femenino","Técnica/Tecnológica","Hogar","Si","Casado",5.47989279656761
37,16,46,15,3,0,643918.439806722,3469236.84331477,2,7,8,8,1710506.07092805,0,0.80599620051967,-0.314039475206184,-3.66954952012748,"Cundinamarca","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Soltero",5.72624500931775
27,13,45,7,3,0,5231933.7638385,823807.555679802,1,7,0,4,992094.973724161,0,0.82085069211049,-0.94114551018287,4.83523119240999,"Huila","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Divorciado",4.17407739487764
31,11,27,13,2,1,5733328.50727454,4196430.94474752,2,14,0,5,1132249.43299887,0,0.776178965553116,0.525340008450624,-2.16964669292793,"Putumayo","Masculino","Universitaria","Empleado_Formal","Si","Soltero",3.61341571285391
62,7,48,42,4,1,2711973.43362507,4421795.08159873,6,10,0,10,479952.153991454,0,0.883089676714273,-0.387413270065084,-2.43808114435524,"Nariño","Femenino","Primaria","Empleado_Informal","No","Casado",4.00697251118575
42,10,25,24,2,1,7548361.5441455,4130832.21871452,3,5,12,5,0,1,0.75118053319577,-0.461388676642165,0.560739967040718,"Bogotá D.C.","Femenino","Técnica/Tecnológica","Empleado_Informal","No","Soltero",3.55284603126487
32,9,45,12,2,0,8041089.65765012,468912.62253415,2,11,27,4,65795.102070133,1,0.521510859747239,0.569560361041387,-0.0315124471671879,"Boyacá","Femenino","Técnica/Tecnológica","Independiente","Si","Divorciado",3.09210103736398
49,13,32,31,5,1,842568.511729466,0,2,2,15,7,1779442.48602357,1,0.566901438626947,-1.47954809485897,-3.24831682490185,"Antioquia","Femenino","Secundaria","Empleado_Formal","No","Soltero",4.46265011024591
29,13,23,8,3,2,1223565.22057983,0,4,6,53,3,1495910.75128385,1,0.565967565914341,-0.302134646606276,-4.61412933887914,"Santander","Femenino","Universitaria","Empleado_Formal","Si","Casado",4.19161507574509
33,13,29,13,1,0,7773414.16904137,0,3,9,47,6,1383879.61953956,1,0.842711902782682,0.837791503495176,1.66030261898413,"La Guajira","Femenino","Secundaria","Empleado_Formal","No","Soltero",4.41077469925589
47,15,39,28,1,0,5543512.78435622,0,4,14,26,9,855267.449964528,1,0.606928957120852,0.245880696718469,-2.44427188998088,"San Andrés y Providencia","Masculino","Secundaria","Empleado_Informal","Si","Soltero",5.55032944546048
60,10,32,42,1,0,8188113.48162022,5382525.9645869,2,10,47,5,1483609.96860856,1,0.891780987998795,1.34250955896951,2.93838043464348,"Atlántico","Femenino","Primaria","Empleado_Formal","Si","Unión Libre",3.41689223367885
41,6,50,23,2,0,1869659.92899437,2247208.44714233,1,9,26,4,1310797.18052358,1,0.698444826723082,-0.184864101222381,2.4801626149565,"Antioquia","Masculino","Secundaria","Empleado_Formal","No","Soltero",3.23970374114908
37,11,43,13,2,1,3636258.66231179,0,1,6,0,8,852378.49668291,2,0.607502667874423,1.14946825790109,-3.69692092295736,"Atlántico","Femenino","Primaria","Independiente","No","Soltero",3.8323683226335
51,11,31,33,3,1,7035754.26713378,0,2,9,37,5,528514.866396212,1,0.691368063004697,1.27891867570811,-3.37669051950797,"Magdalena","Masculino","Secundaria","Empleado_Formal","Si","Casado",4.02878182386021
29,8,46,11,6,1,6197998.7411057,3213259.52213382,3,1,19,3,343027.740154889,0,0.814994590866733,-0.68061531791727,-3.07545518968254,"Valle del Cauca","Femenino","Secundaria","Independiente","Si","Soltero",4.12690185313827
38,12,50,16,4,1,1010440.57121897,214714.823385278,1,18,32,6,1704186.89187492,0,0.90977263396877,1.60021181347133,-3.24359097750857,"Tolima","Masculino","Secundaria","Empleado_Formal","No","Casado",5.11201796413949
59,16,47,35,1,0,5942176.23726525,3113204.55067491,2,25,0,8,639586.976440763,1,0.737022257506083,0.0809738585537607,-4.35344622703269,"Norte de Santander","Masculino","Universitaria","Desempleado","No","Unión Libre",5.71805962172025
54,16,38,36,1,0,2307073.86797843,2707550.57249125,5,9,10,5,1287639.65598633,0,0.717317873248078,-1.00869827945972,4.68753569526598,"Cesar","Femenino","Secundaria","Empleado_Informal","Si","Soltero",4.58133378755587
51,20,35,32,3,1,6246819.9315658,0,3,12,8,4,2316628.84292646,0,0.8433037789247,0.81509836710691,-0.0411643320694566,"Caldas","Femenino","Primaria","Empleado_Informal","Si","Casado",5.27055858586274
45,12,33,22,3,1,9077364.79952681,3273818.27209268,1,7,9,3,2212232.06447119,3,0.468550523191289,-1.1729558245673,-3.65826569031924,"Sucre","Masculino","Ninguno","Empleado_Informal","Si","Soltero",3.58971419740474
46,17,26,25,1,0,2568794.53666569,0,4,0,44,5,774247.127516665,0,0.537965745058229,-0.0434282699205099,-3.86829339666292,"Santander","Masculino","Técnica/Tecnológica","Independiente","Si","Viudo",4.98439420299081
27,11,37,9,2,0,7680764.07325333,0,3,7,44,3,0,1,0.667231311940477,2.360535498058,-4.94790697004646,"Caldas","Masculino","Universitaria","Hogar","Si","Unión Libre",3.8595798379187
50,11,25,28,5,1,5123285.54128851,0,3,26,22,4,825772.261616059,0,0.919082541471432,1.93292454260011,0.449413042515516,"Vichada","Masculino","Posgrado","Empleado_Formal","Si","Unión Libre",3.19285900817746
35,10,43,17,3,1,4217994.04805753,11174587.914193,1,13,0,6,497093.143719176,2,0.570783618098903,2.13608472517214,-2.65804028138518,"Cesar","Femenino","Primaria","Empleado_Informal","Si","Casado",4.73252211639064
40,6,37,22,5,1,8808699.2834223,200158.546134649,1,3,45,6,330602.762962728,0,0.83915714386405,0.125632434608596,-3.89487185981125,"Risaralda","Masculino","Primaria","Empleado_Formal","Si","Soltero",3.55631046763384
52,15,38,34,3,0,8180793.64382048,1177479.14025741,3,27,25,10,1271639.18101783,0,0.912045736412591,0.783290071768201,1.7277178587392,"Antioquia","Masculino","Secundaria","Desempleado","Si","Soltero",5.60716638731392
41,12,32,23,4,0,922918.472800699,5449026.58685034,3,9,11,8,0,0,0.893435905418824,2.65420380344169,-2.20720188459381,"Cundinamarca","Masculino","Técnica/Tecnológica","Empleado_Formal","No","Soltero",4.59537553148717
62,11,39,42,1,0,5704591.10794868,8039756.43867855,1,15,18,9,0,1,0.639639193421541,0.891965478980452,-3.12168580945581,"Bogotá D.C.","Masculino","Secundaria","Empleado_Formal","No","Soltero",4.56495189724813
25,10,41,5,2,0,141360.526289362,0,3,14,0,5,0,1,0.931494152928172,0.231416919737607,1.95339245023206,"Putumayo","Masculino","Secundaria","Empleado_Formal","Si","Soltero",4.1174541717514
38,13,26,17,3,1,4267399.88812075,10210746.2339731,3,13,9,4,196775.955884301,0,0.959934115349706,-0.127345582094196,-4.27962824702263,"Vaupés","Femenino","Posgrado","Independiente","Si","Casado",4.67800382468979
54,18,45,30,3,1,1081763.77928865,5352228.30364928,2,0,3,7,1683007.76014929,0,0.585766589075344,-2.14023980456306,-3.07136711198837,"Guainía","Femenino","Universitaria","Desempleado","Si","Soltero",5.05142834470358
50,9,50,32,1,0,5111196.5541773,1767120.69902006,3,0,24,6,624285.731514125,1,0.403330201872445,-1.3589270814634,0.857705725356936,"Huila","Masculino","Posgrado","Empleado_Formal","No","Casado",4.11964540953211
40,7,47,17,2,0,1837459.40659394,4223588.78056412,4,14,10,8,913711.788878333,1,0.593016169859668,0.0152958825032782,-3.73872704803944,"Cundinamarca","Femenino","Secundaria","Independiente","Si","Soltero",3.72496324728678
