"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"E-commerce","Seed","Norte América","B2C","No",12,108,1,5,9,5.1,3.43,46.32,5,2.34,5,1267.34,59.4,73.6
"E-commerce","Series A","Europa","B2C","No",3,28,2,2,6,8.56,2.82,108.69,8.9,0,30.49,378.09,54.1,20.8
"Fintech","Series A","Norte América","B2C","Sí",5,19,2,4,8,20.03,3.07,257.98,17,29.27,52.26,1203.7,83.3,11.7
"SaaS","Series A","LATAM","B2B","No",9,75,3,5,26,12.47,7.97,238.29,32.3,1.04,107.54,7535.32,53.6,68.2
"Healthtech","Series A","Norte América","B2C","Sí",11,127,3,4,42,7.76,5.89,252.26,42.9,27.77,61.5,2216.94,68.3,-18.4
"Edtech","Seed","Norte América","B2B2C","Sí",10,79,2,3,13,7.77,7.64,130.26,25.3,9.97,107.99,2520.58,31.9,-5
"Edtech","Seed","LATAM","B2B","Sí",9,54,1,3,9,0.1,4.72,88.93,15.8,17.16,90.41,4044.52,56.8,58.2
"Fintech","Series A","Norte América","B2C","Sí",13,156,3,4,9,26.33,8.5,196.27,5,0,76.38,1150.9,45.8,7.4
"Healthtech","Seed","Asia","B2C","Sí",6,29,2,2,22,0.1,2.8,67.87,30.3,0,70.13,1286.51,49.5,17
"Healthtech","Series C+","Norte América","B2C","Sí",14,505,4,12,31,280.53,11.58,5000,5,14.52,79.77,1908.45,26.8,0.9
"E-commerce","Seed","Europa","B2B2C","Sí",13,93,2,4,9,4.66,9.78,93.38,14.1,4.2,119.75,4968,70.9,9.9
"SaaS","Series A","Europa","B2C","Sí",4,80,3,3,22,19.1,9.82,317.14,42.9,41.32,39.91,944.48,59.5,88.5
"E-commerce","Series A","LATAM","B2B2C","Sí",3,81,2,1,5,23.43,2.93,156.3,10.1,11.19,82.44,1510.22,50,14
"Edtech","Seed","Norte América","B2C","Sí",10,86,1,3,6,0.93,3.95,60.19,6.5,0,13.94,2415.61,57.1,10.8
"Fintech","Series A","Norte América","B2B","Sí",2,51,2,2,4,12.74,0,118.66,10.5,6.49,330.47,3081.36,95,27.3
"Healthtech","Series A","Norte América","B2B","Sí",14,165,2,7,28,33.18,9.72,351.9,10.2,5.49,276.76,7094.54,95,17.5
"Healthtech","Seed","Europa","B2B","No",9,102,1,2,31,0.18,4.6,93.63,25.3,28.38,160.49,5270.08,66.4,-12.1
"Fintech","Series A","Norte América","B2C","No",6,71,3,5,5,9.94,4.3,102.03,21.1,1.38,5,921.62,79.3,-3.5
"Fintech","Seed","Norte América","B2B","Sí",9,68,2,4,7,3.68,7.11,6.81,6.9,1.36,143.17,3229.47,94.8,48.7
"Edtech","Seed","Asia","B2B2C","Sí",9,52,2,5,9,4.07,5.2,125.99,17,50,5,2125.71,61.1,8.8
"Fintech","Seed","Asia","B2C","Sí",3,25,1,2,4,0.1,0,18.93,5,0,82.57,292.54,47.8,55.5
"E-commerce","Series C+","Norte América","B2C","No",6,193,4,4,6,74.15,10.24,1416.3,8.4,0,58.55,2483.79,40.3,4
"E-commerce","Series A","Norte América","B2B2C","Sí",10,140,2,6,10,18.41,7.94,242.21,13.5,26.11,34.97,2835.31,61.4,17.6
"E-commerce","Seed","Asia","B2B","No",13,120,1,5,11,3.66,9.51,77.61,19.4,13.54,127.75,5585.54,50.8,-11.5
"Fintech","Series B","Asia","B2B","No",15,337,4,8,11,95,16.6,1142.82,15.2,5.95,211.02,7064.61,60.3,55.7
"Edtech","Series C+","Europa","B2B2C","No",14,450,7,11,11,269.93,7.05,4622.31,22.1,0,136.67,1794.18,43,42.3
"Healthtech","Series B","LATAM","B2B","Sí",11,273,3,4,40,89.66,8.27,1199.36,36.1,3.5,163.5,3984.51,72.5,-36
"Edtech","Series B","Europa","B2C","Sí",13,334,3,8,11,104.86,3.89,1186.86,25.9,21.52,45.92,436.87,40.9,49.4
"Fintech","Series A","Norte América","B2C","Sí",13,150,3,5,9,13.23,13.35,220.66,9.3,9.76,16.5,1815.17,59.2,-9.3
"Healthtech","Series B","Norte América","B2B","No",10,242,4,5,28,68.96,3.56,879.51,26.9,0,41.48,3154.52,52.7,20.7
"Fintech","Seed","Norte América","B2B","Sí",11,130,2,4,9,2.26,12.52,15.06,8.3,11.02,175.18,4189.83,88.4,39.1
"E-commerce","Series B","Asia","B2B","No",13,202,3,3,14,49.02,12.65,668.58,15.8,13.91,356.37,5027.17,88.7,10.2
"SaaS","Series A","Europa","B2C","Sí",11,131,2,4,18,14.75,7.16,226.91,13.6,17.1,82.98,2463.52,79.5,12.3
"E-commerce","Series C+","Asia","B2B2C","Sí",10,260,6,8,11,238.75,10,4247.92,26,10.11,159.54,2659.23,44.2,5
"Healthtech","Seed","Asia","B2B2C","Sí",8,87,2,4,23,9.73,4.45,112.13,21.9,13.54,5,2884.67,54.4,-9.9
"Fintech","Seed","Europa","B2B","Sí",1,23,1,2,3,2.54,0,23.19,12.4,0,283.94,4121.15,72.6,71.5
"SaaS","Series A","Norte América","B2B","Sí",14,182,3,5,26,30.55,10.74,326.3,15.7,0,153.95,6144.41,69.7,36.8
"Edtech","Seed","Europa","B2B","No",13,127,1,5,14,10.03,5.09,101.76,34.6,3.42,346.76,3863.36,63.9,36.5
"Edtech","Series B","Norte América","B2B","Sí",6,157,3,4,2,45.72,0,501.64,11.7,0.2,126.5,5863.14,69.3,9.9
"E-commerce","Series B","Norte América","B2B","No",6,94,3,2,4,32.33,5.02,399.16,11.6,0.4,191.03,3730.63,88.2,12.3
"Healthtech","Series B","Asia","B2B2C","No",11,313,3,6,20,77.97,7.78,907.9,11.7,3.15,317.14,3366.7,82.1,2.4
"Fintech","Seed","Asia","B2C","Sí",6,52,2,2,6,5.42,0.22,89.69,22.7,20.54,5,1025.22,74.4,20.8
"E-commerce","Series B","Norte América","B2B2C","No",7,120,4,4,8,41.66,3.94,449.41,16.3,0,95.76,4212.2,78.2,-10.6
"Edtech","Seed","Norte América","B2C","Sí",10,101,2,5,7,0.1,0.97,80.69,9.1,23.37,58.71,1295.88,56.9,-3.5
"SaaS","Series A","Norte América","B2B","Sí",15,197,3,4,16,22.24,10,266.13,5,0,134.47,8063.37,65.8,29.3
"SaaS","Seed","Norte América","B2C","Sí",6,31,1,3,22,0.1,0,81.97,27.3,11.67,17.12,455.45,35.6,50.2
"Fintech","Series B","Asia","B2B","Sí",2,48,3,2,3,59.53,0,596.6,14.8,0,69.4,2850.2,95,11.2
"Fintech","Series A","Norte América","B2B","Sí",5,100,2,3,6,5.13,4.43,99.24,24,5.24,238.77,340.55,34.4,-26.4
"Healthtech","Seed","Asia","B2C","No",3,30,2,1,26,11.31,2.4,74.35,32.6,0,41.52,1219.91,70.4,20
"E-commerce","Series A","Norte América","B2B","No",6,71,3,4,8,17.87,6.76,128.98,18.7,0,75.06,4262.88,80.9,28.4
"E-commerce","Series A","Asia","B2C","Sí",6,82,2,2,9,13.78,3,214.36,15.2,33.21,62.19,2433.67,84.2,34.9
"Healthtech","Seed","Asia","B2B","Sí",15,147,2,4,50,0.1,6.79,107.15,45.3,0,120.86,5028.48,87.6,73.9
"E-commerce","Series B","Norte América","B2C","No",12,241,3,5,6,64.67,10.13,817.73,5,11.91,40.88,1725.15,40,5.1
"Fintech","Series A","Norte América","B2C","No",3,69,2,2,5,12.4,2.91,134.62,5,6.69,45.2,1108.58,53,12.4
"SaaS","Seed","Europa","B2B","Sí",4,23,1,1,10,3.09,2.04,56.17,17.2,10.66,5,2140.91,85.9,-22
"Edtech","Seed","Asia","B2B2C","Sí",9,53,2,5,11,4.79,7.17,141.48,14.9,22.82,131.59,2338.51,62.8,8
"Fintech","Series B","LATAM","B2C","Sí",12,243,3,6,10,69.64,15.92,920.78,17.9,20.1,60.3,1187.48,57.1,-19.9
"E-commerce","Seed","Europa","B2B2C","No",4,28,2,3,3,0.1,2.49,76.47,5,24.4,127.79,2533.83,63.7,10.4
"SaaS","Series A","Asia","B2B2C","No",2,28,3,2,12,3.8,1.88,102.19,16.9,14,71.84,2395.71,76.9,-36.9
"SaaS","Series A","Norte América","B2C","Sí",13,158,2,4,26,17.52,8.99,320.23,8,13.67,16.5,1162.69,59.2,-16.4
"E-commerce","Series B","LATAM","B2B","Sí",8,254,3,3,5,68.11,12.01,871.82,10.8,20.65,110.47,6371.71,51.2,29.6
"E-commerce","Seed","Norte América","B2C","No",11,100,2,5,9,4.25,6.62,97.06,18.8,0,87.41,1217.02,58.1,15.2
"Edtech","Series B","LATAM","B2C","No",6,157,4,5,7,27.39,6.21,447.71,13,16.74,31.37,990.16,41.4,20.7
"Fintech","Series B","LATAM","B2B2C","No",7,138,3,5,7,45.32,6.07,531.07,9.8,3.13,129.11,3125.3,63.1,31.5
"SaaS","Series A","LATAM","B2C","No",9,147,2,3,12,29.37,6.21,295.7,6.3,32.96,19.36,2490.63,59.9,39.1
"Healthtech","Series A","Asia","B2C","No",5,97,2,3,15,14,1.26,138.63,22,0,32.73,1354.96,69.7,8.9
"SaaS","Series B","Norte América","B2C","No",11,254,3,4,24,72.36,12.92,1054.02,22.7,32.1,20.96,3694.98,86.8,-9.2
"Edtech","Series A","LATAM","B2C","Sí",5,68,3,4,4,6.02,0.9,66.93,5.4,19.4,5,1511.9,65.2,8.5
"SaaS","Series A","Asia","B2B","Sí",9,71,2,4,23,18.43,9.31,281.26,22.3,0,58.99,1990.02,66.9,47.5
"Healthtech","Seed","Norte América","B2B","Sí",10,118,2,5,27,0.1,7.08,108.37,11.9,10.95,504.99,6147.98,82.7,68.7
"Edtech","Seed","Europa","B2B2C","No",14,130,1,5,12,3.41,3.63,57.01,14.6,0,148.23,914.09,67.7,24.3
"Fintech","Series B","Norte América","B2B","Sí",5,125,3,3,3,43.45,5.98,475.36,10.6,5.53,324.01,4029.73,84.3,38.7
"Fintech","Series C+","Asia","B2B","Sí",8,335,7,5,7,130.3,8.97,2413.26,5,7.53,295.34,5504.42,93.7,43.1
"E-commerce","Series A","Europa","B2B","No",8,90,3,4,6,15.11,4.98,130.48,15.8,0,406.44,3953.01,57.4,35.4
"SaaS","Seed","LATAM","B2B","No",14,103,1,6,26,3.14,6.32,155.6,28.1,7.86,5,7564.49,87.7,3.3
"Edtech","Series A","Norte América","B2C","Sí",5,79,3,4,5,21.22,4.85,211.44,6.8,0,51.84,582.88,34.5,18
"E-commerce","Seed","Norte América","B2C","Sí",8,56,2,3,7,0.1,5.54,47.79,11.8,17.15,5,1320,67.9,14
"Fintech","Seed","Norte América","B2C","Sí",6,48,1,4,10,0.1,4.72,88.22,21.3,20.54,60.71,1395.4,64.7,-14.9
"Fintech","Series A","Asia","B2C","No",13,183,3,7,11,21.83,11.45,240,16.4,12.73,5,1667.13,60.1,-19
