"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Healthtech","Series C+","LATAM","B2B","Sí",10,330,5,10,18,265.7,9.51,4735.25,12.2,0.12,251.01,4972.85,61.2,19.2
"Healthtech","Series A","Europa","B2B","Sí",10,150,2,4,22,9.33,8.49,164.94,5,2.15,5,4589.75,82.9,64.2
"Healthtech","Series A","LATAM","B2B","No",1,28,3,1,17,15.17,0,122.62,22.4,0,202.92,2780.75,78.4,33.5
"Healthtech","Seed","Europa","B2C","Sí",9,86,2,4,26,6.81,2.61,105.91,24.8,34.73,76.06,1942.79,31.6,-0.6
"SaaS","Series A","Norte América","B2C","No",11,159,2,4,24,9.81,9.33,242.98,12.7,15.86,31.01,2130,48.3,33.3
"E-commerce","Series A","LATAM","B2B","Sí",3,42,2,3,8,0.1,0,50.52,19,8.37,79.18,2495.1,74.3,17.2
"Edtech","Seed","Europa","B2B","Sí",13,116,1,7,8,8.67,2.74,134.38,10.2,21.83,153.88,3009.59,72.5,18
"Fintech","Seed","Norte América","B2B2C","Sí",2,40,1,1,2,0.1,0,21.42,5.3,0,125.84,2610.02,53.3,57.8
"Healthtech","Series A","Norte América","B2B","No",7,71,3,2,14,3.68,6.83,147.63,12.6,0,41.36,2428.21,66.3,56.3
"Fintech","Seed","Norte América","B2B","No",5,8,2,3,4,0.1,2.3,14.52,5.1,0,187.2,2234.08,80.3,35.7
"Edtech","Series A","Norte América","B2B","No",3,55,3,2,4,1.29,1.62,90.69,11.5,0.15,51.36,1476.2,64.3,64.7
"Edtech","Series B","Asia","B2B","Sí",2,2,3,2,1,0.1,0,1,5,2.42,201.46,2360.92,95,30.3
"E-commerce","Seed","Europa","B2C","No",4,2,1,3,5,10.87,3.33,91.56,8.5,13.96,62.52,1927.74,70.3,32.1
"Healthtech","Seed","Europa","B2B2C","Sí",5,38,1,4,23,1.28,6.01,110.96,26.9,25.71,142.24,2180.63,73.9,44.4
"Healthtech","Series A","LATAM","B2B","Sí",9,102,3,3,24,16.31,5.73,223.44,19.2,0.4,385.06,3251.46,65,21.8
"SaaS","Series A","Europa","B2C","Sí",7,76,3,3,16,14.59,3.85,241.88,32,38.77,28.46,486.25,66,41.5
"Fintech","Series B","LATAM","B2B2C","Sí",4,96,3,1,6,14.88,2,316.88,24.7,5.62,213.04,1549.25,56.1,13.6
"Fintech","Seed","Europa","B2B","No",4,36,2,1,6,0.1,3.96,2.77,5,14.8,323.98,4702.68,69.8,-8.9
"E-commerce","Series B","Norte América","B2B","No",8,227,4,6,6,65.06,10.44,786.3,15.8,5.48,107.62,6002.49,86.5,30
"Edtech","Series B","Norte América","B2C","No",11,238,3,7,9,52.55,5.11,634.88,16.9,9.95,80.28,941.52,45.6,-4
"Healthtech","Seed","LATAM","B2C","No",4,54,1,2,19,7.74,5.11,92.15,19.4,0,24.88,1493,57,13.8
"E-commerce","Series A","Norte América","B2C","Sí",10,94,2,4,11,18.22,3.07,218.21,7.9,26.18,88.79,416.37,30.6,-1.5
"E-commerce","Seed","LATAM","B2B","Sí",9,74,1,4,9,0.1,7.98,39.78,14.2,13.92,71.16,5335.36,76.2,-9
"Healthtech","Series B","Asia","B2B2C","Sí",13,274,3,7,47,107.11,10.73,1397.6,26.6,0,159.7,2910.33,34.2,81.1
"SaaS","Series B","Norte América","B2C","No",2,2,4,3,9,35.02,0,384.69,16.2,0,41.61,589.89,73.1,20
"Edtech","Seed","Asia","B2B","Sí",7,51,2,4,7,3.07,3.38,21.15,12,0,108.42,4706.16,95,27.3
"Healthtech","Series B","Europa","B2C","No",3,92,3,2,2,9.05,0.27,131.15,5,6.27,11.79,1344.72,61.4,-10.3
"Healthtech","Seed","Europa","B2B","No",3,33,2,1,13,0.1,0,43.11,22.8,0,140.01,6501.16,92.6,-0.2
"Fintech","Series C+","LATAM","B2C","No",9,239,5,7,7,147.39,6.27,2622.47,11.1,6.51,30.67,1521.34,53.5,18.8
"Fintech","Series A","Europa","B2B","Sí",8,161,3,5,8,28.49,11.29,235.69,21,0,408.25,6584.82,95,-3.3
"Edtech","Series B","LATAM","B2B2C","No",11,257,4,5,9,64.91,6.98,781.46,21,0,5,1879.56,54,14.8
"Healthtech","Series A","Norte América","B2B","Sí",3,21,3,1,10,3.48,1.64,100.74,9.9,7.78,202.31,4814.07,95,-3.8
"Fintech","Seed","LATAM","B2C","No",14,113,2,8,11,8.79,9.89,81.19,15.5,0,55,2174.46,54.7,-17.3
"Edtech","Series B","Norte América","B2C","No",3,78,3,2,6,18.69,0.75,243.11,8.6,1.99,26.59,615.37,37.3,-11.8
"Fintech","Series B","Europa","B2B2C","Sí",1,80,3,4,1,41.77,3.75,494.49,12.8,0,97.38,3174.82,60.5,18
"Edtech","Series B","LATAM","B2B","Sí",1,51,3,3,3,8.64,0,139.4,8.9,0,295.8,2421.96,67.5,71.2
"SaaS","Seed","Asia","B2B","Sí",8,114,2,4,16,0.1,6.65,71.23,16.8,12.35,107.24,2719.51,95,21.6
"Healthtech","Seed","Asia","B2B","Sí",5,49,1,1,23,2.11,2.53,60.98,21.8,0,68.55,3055.63,61.6,55.9
"Edtech","Seed","Asia","B2B","Sí",10,131,2,5,10,9.63,8.42,93.86,19.1,0,65.23,5883.44,95,23.6
"Healthtech","Seed","Asia","B2B","No",8,71,2,3,24,8.97,5.79,145.01,21.5,0,84.93,5263.42,65.6,49
"Edtech","Series A","LATAM","B2B","No",5,62,3,3,9,0.1,1.1,61.9,20.5,5.2,107.73,1337.85,75.6,41.7
"SaaS","Series B","Norte América","B2C","No",11,240,3,4,23,54.69,7.47,772.08,21.8,14.26,57.31,1605.03,90.2,-18.6
"Fintech","Series A","Asia","B2B","Sí",14,175,3,4,14,18.8,11.25,253.27,15.3,0,171.15,4321.3,81.5,66.1
"E-commerce","Series A","LATAM","B2B","Sí",13,146,2,4,13,10.27,11.38,166.01,21.8,3.74,71.8,4091.1,58.3,-21.5
"Healthtech","Series C+","Asia","B2B","No",1,43,7,5,7,79.34,0,1359.18,11.8,8.03,293.73,3345.13,86.6,31.5
"E-commerce","Seed","LATAM","B2C","Sí",11,83,1,4,7,5.93,7.79,71.55,9.4,21.25,5,1109.61,65.1,44.1
"SaaS","Seed","LATAM","B2C","Sí",1,6,1,1,20,1.55,3.12,117.53,43.8,16.92,45.08,889.61,50.1,47.7
"E-commerce","Series A","Norte América","B2B2C","Sí",2,4,2,2,4,7.18,0,58.36,8.4,12.4,5,2879.28,54.9,24.1
"SaaS","Series C+","Asia","B2B2C","No",10,357,6,8,23,173.23,10.44,3333.37,32.1,12.42,98.53,1532.97,44.3,35.5
"Fintech","Series B","Norte América","B2B","Sí",3,140,4,2,3,46.61,4.41,486.31,6.6,6.14,253.29,4487.31,50.1,11.2
"Edtech","Series A","LATAM","B2B2C","No",4,47,3,3,2,1.41,2.89,48.91,14.4,2.23,67.3,3702.27,78.9,5.1
"Fintech","Seed","Norte América","B2C","Sí",6,48,2,4,4,4.55,8.61,54.03,12.1,0,5,1473.02,44.3,7.2
"Healthtech","Series B","LATAM","B2B","Sí",13,296,4,7,25,88.62,4.79,1006.96,5,4.89,270.53,1646.58,70.9,-9
"E-commerce","Seed","Norte América","B2B","No",7,32,2,2,11,10.91,6.27,126.72,12.7,11.1,161.32,5523.21,77.5,18.8
"E-commerce","Series B","Norte América","B2B2C","No",1,66,3,1,7,19.13,5.66,319.31,20.1,16.13,140.53,828.66,47.5,34
"E-commerce","Seed","Europa","B2B","Sí",15,124,2,5,7,4.39,7.96,50.15,5,13.71,190.98,5340.27,59,-12.9
"E-commerce","Series B","Europa","B2C","Sí",7,153,3,4,5,45.52,5.86,572.77,5,12.42,43.83,2424.94,83.7,38.5
"Fintech","Series B","Norte América","B2C","No",15,361,4,6,20,106.41,13.86,1294.71,35,7.91,50.1,2069.67,50.1,39.8
"Edtech","Series B","LATAM","B2C","No",3,48,4,3,4,27.67,2.92,311.31,19.1,0,46.43,1714.91,61.3,14.4
"E-commerce","Series A","Asia","B2C","No",10,127,2,4,10,9.91,9.8,190.02,26.1,17.73,5.38,2229.92,57,16.6
"E-commerce","Series B","Norte América","B2B","Sí",1,134,3,2,2,33.3,6.33,447.62,16.6,3.54,102.43,4053.91,52.1,-9.1
"Fintech","Series A","Norte América","B2C","Sí",15,207,3,4,17,20.4,12.82,316.47,29.5,19.04,102.72,1608.5,39.5,22.5
"E-commerce","Seed","Europa","B2C","No",9,77,2,3,7,3.58,9.43,80.48,19.6,16.49,5,1592.44,48,13.8
"Fintech","Series A","Norte América","B2C","Sí",3,88,2,3,4,0.82,5.19,46.56,10.4,6.22,23.84,1126.64,57.2,37.6
"Edtech","Series B","Asia","B2C","Sí",7,195,4,3,11,47.46,4.44,605.2,18.8,0,54.52,1095.63,64.3,-25.3
"Healthtech","Series A","Norte América","B2B","Sí",3,29,3,4,20,0.1,0,31.41,30.5,2.17,88.13,3688.89,41,46.1
"Healthtech","Series A","Norte América","B2B","No",12,117,3,5,24,21.91,6.81,265.47,8,0,163.43,4900.83,87,-35.4
"Fintech","Series A","Asia","B2C","Sí",2,20,3,2,6,10.43,3.45,123.05,29,18.67,33.49,1376.41,54.9,25
"E-commerce","Seed","Norte América","B2B","No",13,125,2,6,14,7.61,8.67,120.91,28.8,0,201.75,4266.81,68.1,58.9
"Edtech","Series C+","Asia","B2B","Sí",11,433,4,11,7,234.36,5.88,4145.13,21.2,6.42,8.33,2612.91,71.1,-33.7
"Fintech","Seed","Norte América","B2C","Sí",10,87,1,4,11,4.91,13.16,96.68,18.2,0,45.06,2089.67,58,20.7
"Healthtech","Series A","Norte América","B2C","Sí",3,62,2,2,14,14.38,0.11,235.43,19.7,35.83,95.45,591.64,68.7,25.5
"Healthtech","Series C+","Europa","B2B","No",15,507,6,10,32,251.13,8.73,4672.28,24.3,4.2,243.97,5722.27,80.8,67.4
"Edtech","Seed","Norte América","B2C","No",4,11,2,2,2,5.82,2.7,102.22,5,24.94,10.7,1100.49,86.1,-8.9
"Edtech","Series A","LATAM","B2B","Sí",3,65,2,1,5,12.22,4.69,121.35,18.9,0.79,207.97,2488.01,77.5,68.8
"Edtech","Series A","Europa","B2B2C","Sí",6,94,3,2,4,7.38,1.48,156.1,8.1,31.63,81.88,1186.39,61.3,-0.8
"Edtech","Series A","Norte América","B2B","Sí",7,68,2,3,7,9.37,2.24,77.02,5,7.63,285.07,4368.36,76.6,-2
"Healthtech","Seed","Europa","B2B2C","Sí",7,29,2,3,31,3.45,6.24,81.21,14.8,0,235.63,3250.44,49.2,59
"Healthtech","Series B","Norte América","B2C","Sí",13,266,4,7,30,97.42,6.31,1182.27,13.6,0,5,1316.5,32.6,5.1
"E-commerce","Series C+","Asia","B2B","No",10,292,4,9,8,250.52,11.32,4325.7,8.5,2.76,36.5,5408.35,44.8,-3
"E-commerce","Seed","LATAM","B2C","No",5,2,1,3,7,0.1,3.04,59.37,22.1,0,90.93,529.36,49.2,33.4
"SaaS","Series B","Europa","B2B","Sí",6,160,4,5,13,46.28,3.52,491.57,19.6,4.69,199.06,1820.01,35.1,-5.9
"E-commerce","Series A","LATAM","B2C","Sí",4,37,2,2,5,0.1,4.48,99.94,8.8,50,58.33,978.3,69.8,-8.7
"E-commerce","Series B","Europa","B2C","Sí",1,91,3,2,4,13.01,3.86,282.14,5.7,18.09,5,1464.56,66.3,-0.6
"Edtech","Seed","Asia","B2B","Sí",10,69,2,4,4,4.74,7.08,98.58,5,22.17,218.81,6380.08,91.5,30.8
"SaaS","Series A","Europa","B2C","Sí",9,113,3,4,18,12.14,9.67,252,11.4,25.86,79.96,1833.51,81.3,36.4
"E-commerce","Series B","Norte América","B2B","Sí",8,153,3,6,7,63.47,8.55,741.57,12,2.82,261.39,4604.03,73.8,43
"E-commerce","Series A","Europa","B2B","No",11,146,2,5,14,20.87,11.86,241.9,28.3,0,78.48,5089.97,41.4,8.2
"Fintech","Series A","Norte América","B2C","Sí",6,116,2,5,4,23.32,7.6,259.54,12.7,27.8,5,1210.77,61.7,3.6
"Fintech","Series A","Europa","B2B2C","Sí",8,143,2,5,10,14.41,7.79,218.3,22.6,21.76,67.9,4883.37,93.4,-10.8
"E-commerce","Series B","Europa","B2C","Sí",10,220,3,7,8,71.34,9.21,786.56,8.5,0,31.01,1858.28,57.5,15.8
"Edtech","Seed","Europa","B2C","No",14,75,1,4,14,13.89,4.92,124.28,24.9,11.64,56.92,1565.47,95,-8.3
"SaaS","Series A","Asia","B2B","Sí",5,67,2,4,15,9.72,5.65,155.69,16.5,3.92,59.34,6133.64,79.2,45.3
"Edtech","Series C+","Asia","B2B","No",7,295,4,5,5,156.08,7.69,2789.2,17.6,10.27,43.67,4225.5,39.9,14.4
"Fintech","Series A","LATAM","B2B","Sí",13,159,2,5,10,26.33,8.67,283.12,15.9,3.58,87.65,6233.06,79.2,47.3
"Fintech","Series C+","LATAM","B2B2C","No",14,413,5,10,9,279.21,16.92,4850.13,5,6.62,64.81,5195.73,75.4,39.8
"Healthtech","Series B","Europa","B2B","No",8,172,3,4,31,17.88,2.33,510.16,28.6,13.59,213.15,3515.75,64.4,22.2
"E-commerce","Series A","Europa","B2C","No",7,66,2,4,10,11.89,2.59,83.12,21.8,0,68.71,1339.68,52.1,-32.5
"E-commerce","Series A","Asia","B2C","Sí",14,164,3,6,7,20.64,11.17,260.16,10.4,26.48,35.47,2884.07,53.4,30.5
"SaaS","Seed","Norte América","B2C","Sí",4,78,1,1,21,13.43,3.51,100.81,25,0,23.82,2420.33,55.3,17.4
"Edtech","Series A","Asia","B2B","Sí",9,74,2,4,9,15.12,0,148.27,22.6,0,261.64,2760.92,89.4,50.1
"Edtech","Series A","Norte América","B2B","Sí",15,180,3,5,12,14.22,6.37,158.02,25.6,8.59,122.51,6135.25,95,69.8
"Healthtech","Series B","Norte América","B2C","No",14,277,3,6,40,94.32,10.32,1266.19,18.5,0,38.44,2223.18,66.7,11.5
"Fintech","Series A","Norte América","B2B","No",1,23,2,2,3,0.1,2.47,78.23,9.5,6.64,83.8,3155,62.4,19.5
"E-commerce","Series A","LATAM","B2B","Sí",14,185,3,5,8,11.01,13.83,243.74,15.1,1.36,104.44,7480.27,37.7,22
