"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Healthtech","Series A","Norte América","B2B","Sí",11,164,2,4,42,31.48,6.45,359.92,34.5,5.63,299.96,4918.58,88.8,26.4
"Fintech","Series B","LATAM","B2B","Sí",13,193,3,9,13,86.38,13.59,1026.37,21.2,6.87,54.98,7017.27,63.3,56.9
"Fintech","Series B","Europa","B2C","Sí",15,295,3,8,13,80.85,14.36,1049.17,22.9,0.02,44.22,2119.59,51.1,27.5
"Healthtech","Series C+","Norte América","B2B","Sí",2,198,6,2,5,98.61,8.86,1786.45,5.6,0,342.2,3812.31,77.7,-18.2
"Edtech","Series A","Europa","B2B","Sí",7,101,2,4,7,5.48,7.75,186.07,9.5,10.27,75.59,2645.09,42.7,44.1
"Healthtech","Seed","LATAM","B2B","No",14,124,2,5,35,5.64,7.46,123,21.3,10.63,229.5,4038.35,49.5,-17.8
"Edtech","Series A","Asia","B2C","Sí",11,133,3,3,7,22.88,0.66,216.02,5.4,8.25,82.62,1514.18,53.3,11
"Fintech","Series A","Norte América","B2B","Sí",2,2,3,1,1,0.1,0,40.53,6.8,20.96,209.15,2390.15,60.5,12.3
"Edtech","Series B","LATAM","B2B","Sí",12,205,4,5,6,37.08,4.72,525.02,6.5,0,63.39,3823.72,64.6,-12.6
"SaaS","Series A","Norte América","B2B","Sí",3,29,2,2,15,0.1,1.96,137.58,22,15.55,162.66,3704.55,84,24.1
"E-commerce","Series B","Europa","B2B2C","Sí",11,164,4,6,11,59.79,7.49,700.97,18.5,11.28,27.61,1832.8,37.1,69.7
"Fintech","Series A","Norte América","B2B2C","Sí",8,123,2,2,8,1.74,3.47,115.59,9.7,31.66,201.81,2356.31,47.6,12.2
"Edtech","Series A","Norte América","B2B2C","Sí",1,38,3,2,7,2.87,1.41,87.76,21,3.44,19.1,2574.72,59.3,13
"SaaS","Seed","Asia","B2B","No",2,26,1,1,5,0.1,0.17,5.87,7.3,0,154.66,2995.72,71.4,-7
"E-commerce","Series A","LATAM","B2C","Sí",12,189,3,4,7,14.95,11.21,201.27,9.4,0,37.99,2480.6,63,33.7
"Healthtech","Seed","Norte América","B2B","No",13,118,2,8,41,8.31,9.13,166.33,23.6,2.73,343.19,4982.92,95,24.2
"Healthtech","Seed","LATAM","B2B","No",5,67,2,2,30,1.89,6.86,99.61,33.5,0.5,297.84,3880.34,68.5,-35.1
"Healthtech","Series A","Norte América","B2C","Sí",10,135,3,4,41,19.96,4.32,297.16,39.6,0,34.38,552.06,20.8,77.1
"Fintech","Series B","Norte América","B2C","Sí",4,92,4,4,11,24.98,4.53,403.34,22.9,15.32,99.44,497.91,41.3,11.5
"E-commerce","Series B","Europa","B2B","Sí",9,158,4,4,6,51.81,10.36,699.3,5,3.54,5,6548.91,95,14.4
"Healthtech","Series A","Norte América","B2B","No",15,198,3,6,24,19.64,6.88,291.9,8.1,5.38,22.75,2788.49,95,20.6
"E-commerce","Seed","LATAM","B2C","No",15,129,2,4,11,3.38,6.06,78.51,15.3,0,26.24,2114.56,59.9,11.4
"SaaS","Series A","Asia","B2C","No",10,124,2,5,24,32.64,3.25,259.11,26.7,0,5,1351.96,34.7,8.1
"E-commerce","Seed","Asia","B2B","No",5,73,1,2,5,6.4,7.78,44.42,9.2,0,172.56,3848.97,61.4,91.7
"SaaS","Seed","Norte América","B2B2C","No",10,95,1,4,31,8.19,8.61,178.22,41.4,35.01,79.5,1710.69,63.7,59.8
"Fintech","Series A","Norte América","B2B","Sí",8,86,2,4,7,22.35,4.71,166.2,5,1.85,131.46,3156.46,74.4,94.9
"SaaS","Series A","LATAM","B2C","Sí",7,71,2,5,17,20.98,4.98,185.66,12,0,106.43,1546.61,79.3,0.6
"Healthtech","Series A","Europa","B2C","Sí",8,85,2,3,24,0.66,1.33,142.44,26.3,24.64,28.64,1203.34,64.6,12.8
"Fintech","Series A","Europa","B2B","No",15,212,3,6,10,28.51,12.6,303.7,11.6,4.91,250.8,6775.9,60.7,64.7
"Edtech","Series A","LATAM","B2C","Sí",12,172,2,5,9,24.18,10.31,255.22,13.4,15.38,36.33,1532.88,46.3,7.8
"E-commerce","Series C+","Norte América","B2B2C","Sí",14,460,7,9,8,199.32,14.54,3733.58,5,0,5,2403.13,11.4,62.9
"Healthtech","Seed","Asia","B2C","Sí",14,121,2,5,34,8.38,9.7,189.72,9.3,19.54,136.74,2113.72,78.5,33.2
"SaaS","Series A","LATAM","B2B2C","Sí",4,68,2,1,13,0.1,0,66.26,24.2,0,183.44,1304.31,39.1,-48.5
"Fintech","Series A","Europa","B2C","Sí",15,217,3,5,13,18.09,12.53,233.85,8.6,5.21,94.47,2098.47,54.1,31
"Edtech","Seed","Norte América","B2B","Sí",11,97,2,4,9,7.1,4.47,130.75,13.2,11.66,215.88,2428.13,74.6,50.1
"Edtech","Series A","Norte América","B2B","Sí",7,98,2,4,7,23.1,2.63,205.06,13.7,1.94,56.16,59.25,56.8,64.4
