"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
33,"Masculino","Cali",2,"Técnico","Casado","Independiente","Híbrido","No",0,2804383,134754,5,26977,"Postres","Cena","Fin de Semana",56,"No",79,3.2,34,1.2,"Tarjeta Crédito","Smartphone",1,3,50,4.6,9
33,"Femenino","Bogotá",3,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1216538,93456,3,30325,"Comida Rápida","Almuerzo","Fin de Semana",10,"No",22,3.8,56,10.8,"Efectivo","Smartphone",0,2,13,4.2,19
32,"Femenino","Bogotá",4,"Universitario","Soltero","Empleado","Presencial","No",0,10446607,661554,21,32391,"Postres","Almuerzo","Entre Semana",18,"Sí",24,4.2,45,2.3,"Débito","Smartphone",1,10,24,7.5,21
18,"Femenino","Medellín",2,"Secundaria","Soltero","Desempleado","No Aplica","No",0,8e+05,146470,3,43588,"Saludable","Almuerzo","Fin de Semana",19,"No",47,3.9,50,4.1,"Efectivo","Computador",0,3,28,5.1,5
37,"Masculino","Medellín",2,"Universitario","Unión Libre","Independiente","Remoto","No",0,4322771,415344,13,35135,"Local","Desayuno","Entre Semana",39,"No",94,4.2,34,3.3,"Tarjeta Crédito","Smartphone",0,3,37,5.3,6
33,"Femenino","Bogotá",4,"Universitario","Casado","Desempleado","No Aplica","Sí",2,1934771,548701,6,105263,"Italiana","Cena","Entre Semana",3,"No",61,4.8,39,1.7,"Débito","Computador",0,1,70,8.4,16
22,"Femenino","Cartagena",5,"Universitario","Soltero","Desempleado","No Aplica","No",0,2526145,403492,10,36070,"Comida Rápida","Snack","Fin de Semana",49,"No",20,3.7,36,3.9,"PSE","Smartphone",1,1,5,10.8,10
18,"Masculino","Cali",4,"Universitario","Soltero","Desempleado","No Aplica","No",0,1501628,173694,4,50673,"Saludable","Cena","Fin de Semana",33,"No",39,4.7,39,2.6,"Débito","Smartphone",0,7,55,3.8,12
44,"Femenino","Barranquilla",6,"Posgrado","Casado","Empleado","Presencial","Sí",1,3e+07,925810,15,64791,"Comida Rápida","Snack","Entre Semana",59,"No",38,4.3,40,4.6,"Tarjeta Crédito","Computador",0,7,51,8.6,9
18,"Femenino","Cali",6,"Secundaria","Soltero","Desempleado","No Aplica","No",0,1730694,377811,7,58918,"Asiática","Cena","Entre Semana",2,"Sí",33,4.4,37,5.4,"Tarjeta Crédito","Smartphone",0,2,45,11.6,17
36,"Femenino","Barranquilla",5,"Universitario","Casado","Empleado","Híbrido","Sí",2,16276985,3e+06,36,133198,"Italiana","Cena","Fin de Semana",19,"Sí",60,4.5,54,0.7,"Tarjeta Crédito","Smartphone",1,12,52,9.9,0
51,"Masculino","Medellín",4,"Universitario","Divorciado","Empleado","Presencial","Sí",4,12183751,1498819,15,104983,"Saludable","Cena","Fin de Semana",19,"No",50,4.3,48,2.3,"Tarjeta Crédito","Smartphone",0,5,59,11.3,3
19,"Masculino","Bogotá",3,"Universitario","Soltero","Estudiante","No Aplica","No",0,1479740,195390,4,44189,"Asiática","Cena","Entre Semana",48,"No",58,4.1,39,2.6,"Débito","Smartphone",0,1,39,6,21
44,"Masculino","Bogotá",1,"Secundaria","Soltero","Independiente","Presencial","No",0,1507901,118540,3,36258,"Local","Almuerzo","Entre Semana",37,"No",51,4.2,63,10.5,"Débito","Smartphone",0,1,27,3,2
18,"Femenino","Bogotá",2,"Secundaria","Soltero","Empleado","Presencial","No",0,1218306,117043,3,44633,"Italiana","Cena","Entre Semana",36,"No",45,3.3,51,2.2,"Efectivo","Computador",0,2,32,6.5,16
33,"Masculino","Cali",6,"Universitario","Unión Libre","Empleado","Presencial","No",0,23729654,1563600,18,84966,"Asiática","Cena","Fin de Semana",15,"No",15,3.5,42,1.9,"Débito","Smartphone",1,5,52,8.9,11
55,"Femenino","Medellín",2,"Universitario","Casado","Empleado","Híbrido","No",0,3435606,252168,6,39551,"Saludable","Cena","Fin de Semana",45,"No",83,4.3,56,1.8,"Efectivo","Smartphone",0,4,29,8.8,0
41,"Femenino","Medellín",4,"Posgrado","Casado","Independiente","Remoto","Sí",2,17186830,2300816,30,88349,"Asiática","Almuerzo","Entre Semana",52,"Sí",61,3.3,60,2.5,"Débito","Smartphone",4,9,80,6.3,1
26,"Femenino","Medellín",3,"Secundaria","Divorciado","Empleado","Presencial","No",0,2561492,179006,6,32399,"Local","Cena","Fin de Semana",39,"No",42,3.9,67,2.2,"Débito","Smartphone",0,2,27,6.3,16
51,"Femenino","Bogotá",3,"Secundaria","Casado","Desempleado","No Aplica","Sí",3,853577,470240,6,73998,"Comida Rápida","Cena","Fin de Semana",1,"No",17,4.2,45,0.9,"Efectivo","Smartphone",0,3,98,8.8,10
21,"Masculino","Cali",4,"Secundaria","Soltero","Estudiante","No Aplica","No",0,1061694,91128,2,41628,"Comida Rápida","Desayuno","Entre Semana",7,"No",68,4.9,33,2.1,"Débito","Smartphone",0,1,3,7.1,27
30,"Femenino","Medellín",4,"Posgrado","Soltero","Empleado","Presencial","No",0,14041102,504465,15,33092,"Comida Rápida","Almuerzo","Entre Semana",44,"No",40,4.6,42,4.4,"Tarjeta Crédito","Smartphone",0,12,21,7.8,18
20,"Masculino","Cali",4,"Secundaria","Soltero","Empleado","Híbrido","No",0,3767075,403022,12,41382,"Comida Rápida","Cena","Fin de Semana",20,"Sí",24,3.8,25,2.6,"PSE","Smartphone",1,5,21,8.7,15
18,"Masculino","Cartagena",1,"Técnico","Soltero","Desempleado","No Aplica","No",0,8e+05,172676,4,53106,"Italiana","Snack","Fin de Semana",37,"Sí",53,4.1,22,4.9,"Efectivo","Smartphone",0,2,0,6.4,11
32,"Femenino","Bogotá",4,"Secundaria","Unión Libre","Independiente","Híbrido","No",0,5536206,631491,17,44934,"Saludable","Cena","Fin de Semana",49,"Sí",49,4.6,44,2.3,"Tarjeta Crédito","Smartphone",1,11,55,7.1,13
28,"Masculino","Bogotá",5,"Técnico","Unión Libre","Independiente","Remoto","Sí",1,8900566,3e+06,44,105915,"Italiana","Almuerzo","Fin de Semana",21,"Sí",64,4,33,9.9,"Débito","Smartphone",1,13,51,8.4,8
36,"Femenino","Cartagena",2,"Técnico","Soltero","Independiente","Remoto","No",0,3365179,365308,13,31431,"Local","Almuerzo","Fin de Semana",6,"No",46,5,18,3.5,"PSE","Smartphone",0,7,13,7.1,6
29,"Femenino","Medellín",5,"Universitario","Casado","Empleado","Presencial","Sí",1,11070748,1761422,31,59055,"Comida Rápida","Almuerzo","Fin de Semana",37,"No",0,4.3,57,5.1,"Tarjeta Crédito","Smartphone",1,17,58,10.7,15
34,"Masculino","Cali",5,"Técnico","Soltero","Desempleado","No Aplica","No",0,1769210,151662,4,40291,"Comida Rápida","Cena","Entre Semana",34,"No",3,3.6,34,1.5,"Efectivo","Smartphone",0,3,18,9.4,19
