"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
37,13,43,19,2,0,12294317.0585566,0,5,16,0,5,1265942.67807412,1,0.427272078245618,-0.467638692336695,4.5385469449684,"Norte de Santander","Femenino","Universitaria","Empleado_Informal","Si","Soltero",3.85941928864119
32,13,28,11,2,0,7379623.29071306,2238431.52787953,2,14,21,9,859927.891283319,1,0.650588296494019,0.591345932849361,2.84446858568117,"Cundinamarca","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",3.92585909614488
37,10,40,15,2,0,3918884.14491263,858332.66499342,4,12,14,10,1270280.17542181,0,0.640509917201821,0.225042899833989,-4.92799551924691,"Guainía","Masculino","Posgrado","Empleado_Formal","Si","Soltero",4.02158811436234
25,15,37,7,2,0,3261287.4180269,0,1,15,0,5,221558.698494717,2,0.4544189335956,0.30609982143314,1.08166361460462,"La Guajira","Masculino","Secundaria","Empleado_Formal","No","Casado",4.70052386539393
59,8,34,39,1,0,1759594.77435199,1333696.92423015,1,14,16,6,1735072.46318721,0,0.647733620999403,-0.151737556097554,3.60972429858521,"Chocó","Femenino","Secundaria","Desempleado","Si","Soltero",3.4443737403515
34,18,53,16,1,0,5400571.34235263,0,3,12,0,5,1085656.0047485,1,0.716345637003593,0.064169459734478,0.946570408996195,"Cesar","Masculino","Secundaria","Empleado_Formal","No","Soltero",6.15268666719375
64,10,28,46,1,0,4465720.79669044,2498514.10302882,4,0,12,5,2593358.13852438,1,0.652772957219785,0.909483111116248,-2.36169224837795,"Atlántico","Masculino","Secundaria","Empleado_Formal","No","Soltero",4.68638742386571
45,9,45,27,4,1,3607180.81672513,1535881.65804858,3,13,0,4,0,2,0.728719469434123,-0.261991591403377,2.32051273575053,"Sucre","Femenino","Secundaria","Independiente","Si","Soltero",4.01148244944964
35,9,40,12,2,1,5672865.59139005,6829709.08622828,3,0,15,2,2031652.35378821,0,0.816109452699722,0.990721118753534,2.35643158201128,"Caquetá","Femenino","Universitaria","Empleado_Informal","Si","Casado",3.6030382019866
41,13,31,23,1,0,7185971.02434148,2219964.60415403,1,2,14,5,1982610.55569447,1,0.663274096937193,-1.08404242862215,1.71339073451236,"Caldas","Femenino","Secundaria","Desempleado","No","Divorciado",3.51296825772131
67,13,33,49,1,0,2735470.72276812,1959746.44822631,2,0,31,6,743807.10924465,1,0.942322109378426,1.34429465035959,-1.28960166824982,"Caldas","Femenino","Universitaria","Desempleado","Si","Soltero",3.5514539295169
26,9,42,8,4,1,2305302.39243269,0,3,9,30,6,2125711.93793105,1,0.715824608207915,0.67544117746692,-2.03158595366403,"Risaralda","Otro","Ninguno","Empleado_Formal","Si","Soltero",3.5233494922302
37,11,42,16,1,0,7577584.35659062,6114501.44840036,2,14,16,8,1969334.29472557,1,0.8711636984462,-1.28297511525967,4.55852078041062,"San Andrés y Providencia","Femenino","Técnica/Tecnológica","Independiente","Si","Soltero",4.0997825440649
18,14,38,0,2,0,4480604.95712266,9143829.33176236,2,10,31,6,2138201.81023607,0,0.55772219625246,-1.30971757241673,-4.99380091903731,"Bolívar","Femenino","Primaria","Desempleado","No","Unión Libre",4.45617178101346
31,6,33,13,3,0,0,0,4,0,23,8,0,1,0.750481564717385,0.243369351006951,2.15666016330943,"Tolima","Femenino","Posgrado","Hogar","No","Casado",3.25621165826933
47,15,29,27,2,1,3669671.22329589,1558130.66889017,3,4,0,6,0,1,0.796675327002089,1.2388978675074,0.746001615189016,"Boyacá","Femenino","Universitaria","Empleado_Formal","Si","Soltero",4.80471670400054
46,8,42,28,4,1,3799063.64463427,0,2,0,0,8,748926.074948833,0,0.643172700732315,-0.286161877078188,4.65295306174085,"Meta","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Casado",3.97300297989538
37,17,54,19,1,0,7609745.77278921,1661542.11576064,4,14,18,5,122826.998491294,0,0.830063944749844,-0.198127447373159,-0.196125083602965,"Magdalena","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Divorciado",5.0242239431248
39,4,37,21,2,0,741470.9876153,0,2,4,39,6,765758.166209321,3,0.604144311988872,-0.468237209949501,-0.2282924647443,"Guaviare","Masculino","Secundaria","Empleado_Formal","Si","Soltero",3.88759139730488
31,10,43,12,2,0,4089064.75960134,10510602.9613622,2,11,21,8,823005.231136866,0,0.809223230965395,1.19253195271481,3.42969059711322,"Cauca","Masculino","Universitaria","Empleado_Formal","No","Unión Libre",4.61168155583902
34,10,50,16,2,0,10965647.1613399,6677524.43948079,3,7,33,7,0,0,0.73814253750404,0.725183392093479,-0.609156603459269,"Atlántico","Masculino","Secundaria","Independiente","Si","Soltero",3.98871297633365
44,10,53,21,3,1,4218277.82314514,2259489.95856,1,19,2,2,2069627.30848705,0,0.66871043729937,2.13802532691616,-2.92212901869789,"Cundinamarca","Femenino","Secundaria","Empleado_Informal","Si","Soltero",3.28675928116043
42,9,29,17,2,0,8114609.66670432,9844630.39670759,1,5,39,7,1157005.42746788,0,0.785916256211302,-0.853746008104821,-1.07652706094086,"Magdalena","Femenino","Secundaria","Desempleado","Si","Soltero",3.22696590882752
45,14,25,22,2,1,5052180.6702081,0,2,20,2,8,714005.141547699,0,0.805423666485547,0.542744396348004,-4.54338929615915,"Norte de Santander","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Unión Libre",5.18832416351144
19,10,44,1,3,0,9377579.49311672,1833372.24077241,1,11,32,4,861005.124973534,1,0.487669191658039,-1.33507664242729,-2.25312563590705,"Santander","Masculino","Universitaria","Empleado_Formal","No","Soltero",4.26772656351044
49,7,46,29,3,0,5011640.17555493,0,3,13,22,2,1545939.62586262,0,0.801480838101256,0.107483688491451,0.518941576592624,"Nariño","Femenino","Primaria","Independiente","Si","Soltero",3.75595369035677
50,17,29,26,4,1,6756933.72899986,3499072.53832532,1,14,20,7,1453402.7750435,0,0.775568078376578,-0.761022675820138,-3.63176654325798,"Bogotá D.C.","Femenino","Secundaria","Desempleado","Si","Casado",4.6305533823929
26,14,52,2,2,0,2955482.17857152,519216.842365258,1,11,27,5,1068169.23460417,1,0.77620972433255,0.974067785243851,-2.41406985558569,"Guainía","Masculino","Secundaria","Empleado_Informal","Si","Casado",4.92060520766776
65,12,25,47,3,0,1279413.87362886,5592336.87900484,2,11,0,10,1846000.82735908,1,0.692173304556616,1.17188727422207,-1.90253519220278,"Guaviare","Femenino","Secundaria","Empleado_Informal","Si","Soltero",4.36094579917239
43,6,34,25,2,0,6778834.90790592,7567294.50102973,3,8,11,6,1942474.6546055,0,0.676762426767865,0.388622976071791,-3.08481791522354,"La Guajira","Masculino","Universitaria","Independiente","Si","Soltero",3.6935008055189
28,11,28,10,4,0,790585.948147426,3830238.81453986,3,7,20,9,2734621.08687058,0,0.554112482506344,0.50032559004924,-2.30399203719571,"Cundinamarca","Femenino","Secundaria","Empleado_Informal","No","Casado",3.43839834345628
53,15,52,22,1,0,3632794.79694015,0,2,7,17,8,1689527.53809756,0,0.767228344790278,-0.46273476246231,1.15425165975466,"Cesar","Masculino","Universitaria","Empleado_Informal","Si","Divorciado",4.43281968939696
33,7,42,11,1,0,3701443.34339579,7878595.31233825,1,7,6,10,1620783.1971238,2,0.694620496007086,0.348341888074607,0.317770931869745,"Vichada","Femenino","Secundaria","Desempleado","Si","Soltero",3.58455817896677
18,10,32,0,3,1,8271275.30683493,5470686.66747102,5,17,0,6,0,0,0.905287778371044,0.442425906783197,-0.4866429627873,"Vichada","Masculino","Universitaria","Hogar","Si","Soltero",4.25746294859866
48,11,52,30,2,0,10573082.293556,10359855.9222276,1,21,29,10,403132.459410175,1,0.756543536871387,1.14064428450476,-3.59226774191484,"Meta","Masculino","Posgrado","Estudiante","Si","Soltero",4.166299887139
54,11,65,35,3,0,2566307.23524686,5872607.62616055,3,16,24,8,1567658.75627977,2,0.78072641081947,0.588286281370599,-2.13301366660744,"Boyacá","Masculino","Técnica/Tecnológica","Empleado_Formal","No","Casado",5.49646516553941
46,9,29,28,3,2,3625081.38941674,0,6,11,24,4,0,1,0.972566452366925,0.652349200300241,0.704246012028307,"Bogotá D.C.","Masculino","Secundaria","Empleado_Informal","Si","Casado",3.60772972443553
41,6,38,21,1,0,6568425.88659881,6446237.1411,2,10,25,8,745341.284873383,0,0.596159588255381,-0.457401418220232,-4.98324119718745,"Caquetá","Masculino","Técnica/Tecnológica","Empleado_Formal","Si","Unión Libre",3.96961437877336
40,9,48,20,4,2,8883900.65030163,0,2,10,0,1,0,0,0.540299239540091,-0.00499092537996173,0.483887414447963,"Atlántico","Masculino","Posgrado","Empleado_Informal","Si","Casado",2.87884995133121
27,14,52,0,4,2,3017476.07055782,0,2,4,15,5,675805.517109842,0,0.642984530278206,1.44476543543023,-2.79966941103339,"Norte de Santander","Femenino","Secundaria","Empleado_Informal","Si","Soltero",3.02567570135596
30,14,47,3,4,0,2577607.83345334,729518.709526949,2,9,0,6,626950.030863212,1,0.877144149467839,-0.178432167009225,-3.36770363850519,"Putumayo","Masculino","Ninguno","Empleado_Formal","Si","Soltero",5.07723873764536
37,20,33,19,2,0,4423887.39202719,0,2,14,35,9,0,0,0.397838038118022,0.425660289409206,-3.11073982156813,"Cundinamarca","Femenino","Secundaria","Independiente","No","Casado",5.3274216559951
50,14,30,23,3,0,4883606.1185479,983113.686384414,3,12,9,5,1230545.75601502,0,0.67929745309097,-0.82337867312764,-3.77935103373602,"Valle del Cauca","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Casado",3.50370000558665
