"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
30,"Masculino","Bogotá",3,"Técnico","Soltero","Empleado","Presencial","No",0,3934593,313037,10,31733,"Comida Rápida","Almuerzo","Entre Semana",33,"No",69,3.4,73,1.2,"PSE","Smartphone",2,9,24,6.8,15
41,"Femenino","Barranquilla",4,"Universitario","Casado","Empleado","Híbrido","No",0,10546443,884012,21,50945,"Saludable","Almuerzo","Entre Semana",10,"Sí",3,3.6,42,1.2,"Tarjeta Crédito","Smartphone",2,12,52,9.5,9
24,"Femenino","Bogotá",4,"Posgrado","Soltero","Estudiante","No Aplica","Sí",2,2985453,368061,5,79407,"Saludable","Cena","Fin de Semana",31,"No",36,4.1,57,15,"Tarjeta Crédito","Smartphone",0,1,99,9,19
18,"Femenino","Cali",6,"Universitario","Soltero","Estudiante","No Aplica","Sí",1,4025769,531940,7,81975,"Italiana","Snack","Entre Semana",23,"No",1,5,30,2.4,"Efectivo","Smartphone",0,3,79,8.5,11
18,"Femenino","Barranquilla",2,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,91641,3,35231,"Local","Snack","Entre Semana",34,"No",98,5,36,6.3,"Débito","Smartphone",0,3,13,5.5,19
27,"Masculino","Bogotá",4,"Posgrado","Soltero","Desempleado","No Aplica","No",0,2419020,370222,6,67681,"Asiática","Almuerzo","Fin de Semana",46,"No",81,3.6,71,4.8,"Efectivo","Smartphone",0,2,36,8.2,17
40,"Femenino","Bogotá",4,"Técnico","Soltero","Empleado","Presencial","Sí",3,8555971,1962342,25,99306,"Saludable","Cena","Entre Semana",11,"Sí",55,4.3,37,1.5,"Débito","Smartphone",1,13,52,3.8,0
31,"Masculino","Barranquilla",3,"Universitario","Unión Libre","Empleado","Híbrido","Sí",2,5413447,1425628,19,81757,"Saludable","Cena","Fin de Semana",55,"No",67,4.4,38,2.2,"Efectivo","Smartphone",1,9,74,7.9,22
21,"Otro","Medellín",4,"Técnico","Soltero","Independiente","Remoto","No",0,6764194,542328,15,43525,"Comida Rápida","Almuerzo","Entre Semana",17,"Sí",70,3.2,47,3.9,"Tarjeta Crédito","Computador",2,7,18,9.4,21
21,"Femenino","Medellín",4,"Técnico","Unión Libre","Independiente","Remoto","No",0,6515034,438963,14,35230,"Comida Rápida","Almuerzo","Entre Semana",39,"No",71,3.6,39,4.8,"Débito","Smartphone",1,6,55,5.8,15
18,"Masculino","Cartagena",3,"Universitario","Soltero","Empleado","Híbrido","No",0,4396746,493493,15,36549,"Saludable","Cena","Entre Semana",53,"No",66,4.1,42,7.1,"Débito","Smartphone",0,6,8,7.5,9
30,"Femenino","Barranquilla",5,"Posgrado","Unión Libre","Independiente","Remoto","Sí",2,19515090,3e+06,59,73449,"Comida Rápida","Cena","Fin de Semana",27,"Sí",22,3.8,36,4.3,"Efectivo","Smartphone",5,23,68,7.7,14
28,"Masculino","Medellín",3,"Universitario","Unión Libre","Empleado","Híbrido","Sí",1,5557874,738514,14,58239,"Saludable","Cena","Fin de Semana",32,"No",44,3.7,57,2.6,"Efectivo","Smartphone",1,5,56,6.5,9
28,"Masculino","Medellín",4,"Universitario","Soltero","Empleado","Remoto","No",0,9320088,951898,29,34007,"Comida Rápida","Desayuno","Fin de Semana",10,"Sí",92,3.7,46,1.2,"Débito","Smartphone",2,15,16,8.9,15
40,"Femenino","Bogotá",6,"Universitario","Unión Libre","Empleado","Híbrido","Sí",1,18807955,1976111,45,54444,"Comida Rápida","Desayuno","Fin de Semana",30,"Sí",41,3.8,58,6.7,"Tarjeta Crédito","Smartphone",4,23,74,9.7,11
30,"Masculino","Cali",2,"Posgrado","Casado","Empleado","Híbrido","Sí",2,4743355,1559341,18,96274,"Italiana","Cena","Fin de Semana",49,"No",66,4.6,64,3.6,"Efectivo","Smartphone",1,3,81,6.4,12
43,"Masculino","Bogotá",2,"Posgrado","Casado","Empleado","Híbrido","No",0,5457116,576043,11,49721,"Asiática","Cena","Entre Semana",1,"No",61,4,72,3.5,"Débito","Smartphone",0,6,38,7.6,0
33,"Femenino","Cali",3,"Técnico","Soltero","Independiente","Remoto","No",0,4902404,552838,14,37739,"Comida Rápida","Desayuno","Entre Semana",44,"No",54,4.1,33,1.2,"Efectivo","Smartphone",0,11,19,7.5,16
22,"Masculino","Cali",2,"Técnico","Soltero","Empleado","Híbrido","No",0,1954332,83322,4,18426,"Postres","Cena","Fin de Semana",26,"No",71,5,39,3.9,"Efectivo","Smartphone",0,4,3,4.7,20
51,"Masculino","Cali",3,"Técnico","Casado","Empleado","Presencial","No",0,5570770,334695,8,45903,"Asiática","Cena","Fin de Semana",6,"No",27,4.2,65,0.9,"Débito","Smartphone",0,2,54,6.9,4
36,"Femenino","Medellín",4,"Posgrado","Unión Libre","Empleado","Presencial","Sí",2,11565681,855086,23,43530,"Postres","Almuerzo","Fin de Semana",44,"Sí",40,4.6,59,9.3,"Tarjeta Crédito","Smartphone",1,12,71,9.2,12
27,"Femenino","Cali",6,"Universitario","Casado","Empleado","Presencial","No",0,21015022,1259831,17,69172,"Saludable","Cena","Entre Semana",33,"No",23,3.8,48,5.6,"Efectivo","Computador",1,13,35,11.7,14
18,"Femenino","Bogotá",2,"Universitario","Soltero","Independiente","Remoto","No",0,3123715,336218,9,33715,"Comida Rápida","Almuerzo","Entre Semana",48,"No",59,4.3,64,3.8,"Efectivo","Smartphone",0,3,0,6.5,14
38,"Femenino","Cali",2,"Universitario","Casado","Empleado","Presencial","No",0,3261026,545618,11,47131,"Italiana","Almuerzo","Fin de Semana",51,"No",71,4.2,35,6.2,"Tarjeta Crédito","Computador",0,7,30,9.1,9
37,"Masculino","Barranquilla",4,"Universitario","Soltero","Empleado","Remoto","No",0,11565935,932890,29,31700,"Comida Rápida","Almuerzo","Fin de Semana",46,"Sí",57,4.7,50,6,"Tarjeta Crédito","Smartphone",1,12,19,6.2,3
18,"Masculino","Medellín",4,"Universitario","Soltero","Estudiante","No Aplica","No",0,2266482,496484,8,61267,"Italiana","Cena","Entre Semana",3,"No",51,3.9,31,3.1,"Débito","Smartphone",1,3,37,7.9,20
37,"Masculino","Cali",4,"Universitario","Unión Libre","Independiente","Presencial","Sí",2,11619493,1429877,25,50717,"Comida Rápida","Almuerzo","Entre Semana",59,"No",39,5,58,4.5,"Tarjeta Crédito","Smartphone",1,9,62,7.8,0
45,"Femenino","Bogotá",2,"Universitario","Soltero","Independiente","Remoto","No",0,3802465,259050,10,27370,"Comida Rápida","Cena","Fin de Semana",34,"No",100,3.3,50,6,"Efectivo","Computador",2,4,31,3.8,6
34,"Masculino","Medellín",3,"Técnico","Soltero","Desempleado","No Aplica","No",0,8e+05,282808,5,51379,"Asiática","Cena","Entre Semana",25,"No",53,4.5,53,6.7,"Efectivo","Computador",0,2,26,7.4,9
20,"Femenino","Cali",5,"Secundaria","Soltero","Desempleado","No Aplica","No",0,1183150,179254,4,43542,"Comida Rápida","Cena","Entre Semana",33,"No",21,4.5,38,1.8,"Débito","Smartphone",0,2,22,6.9,6
22,"Femenino","Bogotá",5,"Posgrado","Soltero","Estudiante","No Aplica","No",0,4234682,472554,10,52250,"Saludable","Desayuno","Entre Semana",17,"No",33,4.8,67,9,"Tarjeta Crédito","Smartphone",0,10,35,10.5,33
42,"Otro","Cartagena",4,"Universitario","Soltero","Empleado","Presencial","Sí",1,10209178,1576059,46,43684,"Comida Rápida","Desayuno","Fin de Semana",34,"Sí",28,3.2,15,3.5,"Tarjeta Crédito","Smartphone",5,19,61,5.3,3
43,"Masculino","Medellín",2,"Universitario","Casado","Empleado","Presencial","Sí",2,4366747,847638,13,75645,"Saludable","Almuerzo","Fin de Semana",15,"No",100,3.5,54,7.1,"Débito","Smartphone",1,10,61,2.9,11
31,"Femenino","Bogotá",2,"Universitario","Soltero","Empleado","Remoto","No",0,2718021,617900,15,40101,"Saludable","Desayuno","Entre Semana",58,"No",73,3.9,17,1,"Débito","Smartphone",1,6,0,5.6,18
27,"Femenino","Bogotá",5,"Posgrado","Soltero","Independiente","Remoto","No",0,20365221,1618341,31,46706,"Local","Almuerzo","Fin de Semana",59,"No",23,3.4,74,2.7,"Tarjeta Crédito","Smartphone",5,17,30,8.8,14
