CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,28,Femenino,Este,1166,Oro,Redes Sociales,Movil,23.3,13,5,6,0,0,6,Sí,Estandar,146.36,24.39
1002,40,Masculino,Oeste,706,Plata,Busqueda Organica,Tablet,10.5,12,4,3,0,0,3,No,Estandar,119.81,39.94
1003,54,Masculino,Este,419,Plata,Email,Movil,7.2,6,17,2,3,0,5,No,Estandar,134.62,26.92
1004,18,Femenino,Oeste,771,Plata,Redes Sociales,Desktop,11.7,14,10,3,0,0,4,No,Express,82.74,20.68
1005,31,Masculino,Sur,1111,Oro,Redes Sociales,Desktop,15.7,13,12,5,0,0,6,Sí,Estandar,125.01,20.84
1006,32,Femenino,Sur,686,Plata,Anuncio Pago,Movil,13.2,12,5,4,2,0,1,Sí,Dia Siguiente,114.82,114.82
1007,18,Femenino,Oeste,1245,Oro,Busqueda Organica,Tablet,3.9,3,68,4,2,0,5,Sí,Estandar,107.61,21.52
1008,57,Masculino,Este,935,Oro,Email,Desktop,26.9,18,13,5,1,0,9,Sí,Express,262.87,29.21
1009,29,Femenino,Sur,1373,Oro,Anuncio Pago,Movil,7.4,7,43,7,1,0,4,Sí,Estandar,119.07,29.77
1010,37,Femenino,Oeste,1354,Oro,Email,Desktop,9,8,14,7,0,0,1,No,Dia Siguiente,75.22,75.22
1011,45,Masculino,Este,695,Oro,Busqueda Organica,Movil,12.3,8,24,7,1,0,4,Sí,Estandar,149.07,37.27
1012,19,Masculino,Norte,614,Plata,Anuncio Pago,Movil,19.7,14,28,5,0,0,4,No,Estandar,127.72,31.93
1013,36,Femenino,Norte,861,Plata,Busqueda Organica,Tablet,5.1,5,34,3,1,0,8,No,Estandar,168.72,21.09
1014,23,Femenino,Este,499,Plata,Email,Movil,4.4,5,29,2,1,0,5,Sí,Estandar,68.44,13.69
1015,42,Masculino,Este,52,Bronce,Email,Movil,6.1,5,22,1,1,0,2,No,Estandar,89.7,44.85
