"sector","etapa","region","modelo_negocio","tiene_angel","anos_operacion","num_empleados","num_rondas","num_paises","num_patentes","inversion_total_millones","ingresos_anuales_millones","valuacion_actual_millones","gasto_rd_porc","crecimiento_usuarios_mensual","cac_usd","ltv_usd","tasa_retencion","nps_score"
"Healthtech","Series B","Norte América","B2B","Sí",10,229,4,4,34,72.36,5.57,987.44,14.9,8.51,270.24,5812.82,88.6,17.3
"E-commerce","Series A","Norte América","B2B","Sí",7,84,2,3,3,14.03,2.25,142.61,13,9.79,283.43,2677.99,56.4,39.2
"Edtech","Series B","Norte América","B2C","No",9,225,4,3,11,67.88,4.72,881.14,14.8,23.23,50.74,842.83,54.6,-0.7
"Healthtech","Seed","Norte América","B2B2C","Sí",13,108,2,4,25,0.18,5.09,57.79,11.2,6.48,45.39,1383.54,38.4,-12
"Healthtech","Series A","Norte América","B2C","Sí",10,121,2,4,38,23.89,4.47,291.72,37.1,7.73,36.37,513.8,52.7,28.6
"Healthtech","Series A","Europa","B2C","Sí",11,98,2,3,40,10.29,3.74,231.87,39.8,11.94,52.46,622.63,75.1,71.6
"Fintech","Series A","Asia","B2B","No",11,170,3,4,7,20.93,11.16,183.32,11.5,0,8.99,6601.82,58.4,22.3
"Healthtech","Seed","Norte América","B2C","No",15,121,1,5,44,0.85,8.08,126.99,28.6,0,42.39,1897.4,46.9,34.1
"Healthtech","Series B","Europa","B2C","No",11,182,4,6,23,54.52,6.98,642.94,7.8,0,67.14,1468.2,70,66.8
"SaaS","Series B","Asia","B2B","Sí",8,175,4,6,22,79.01,11.49,928.98,41.1,0,116.11,6891.8,57.9,100
"Healthtech","Series C+","Norte América","B2B","Sí",11,354,7,9,28,219.22,9.41,3979.98,18.8,0,90.01,3589.48,52.6,-50
"Healthtech","Series A","Norte América","B2B2C","Sí",9,105,3,2,19,12.05,1.32,186.68,16.8,4.93,60.53,2432.9,59.8,-23.7
"Healthtech","Seed","Norte América","B2B2C","No",3,50,2,2,20,2.56,0.38,74.4,24.5,0,254.76,1659.94,40.2,41.3
"Healthtech","Series C+","Europa","B2B","Sí",12,383,6,9,41,248.09,6.75,4542.88,26.8,0,393.22,3799.09,47.5,13.1
"SaaS","Series C+","Norte América","B2C","No",3,114,7,5,10,83.47,2.19,1564.34,23.2,6.39,69.2,838.26,81.9,-23.2
"Healthtech","Seed","Norte América","B2B","Sí",12,45,2,4,27,5.8,4.2,122.48,13.7,0,228.89,2293.25,71.4,48.4
"E-commerce","Series B","Europa","B2C","Sí",7,107,3,3,3,42.42,3.43,430.32,5,0,58.31,50,48.9,19.8
"Healthtech","Series A","Norte América","B2B2C","Sí",11,111,3,4,30,12.69,7.89,277.01,28.1,21.6,191.16,3100.27,55.8,12.9
"Healthtech","Seed","Asia","B2B","No",3,27,1,3,13,0.36,0,44.61,15.9,0,263.59,2757.3,57.5,46.7
"E-commerce","Series A","Norte América","B2C","Sí",12,145,3,7,9,6.79,10.42,138.29,14.4,2.92,41.04,1509.58,41.7,-23.6
"E-commerce","Seed","Norte América","B2C","Sí",8,73,1,4,7,0.1,0.38,80.32,7.2,20.79,33.03,1626.11,81.8,27.1
"Fintech","Series B","Europa","B2B","Sí",5,190,4,2,3,71.04,6,825.15,5.2,9.58,236.47,2748.33,32.7,71.3
"Healthtech","Series A","Europa","B2B","Sí",12,165,2,5,26,21.75,7.11,267.47,17.5,0,55.93,5805.49,95,32.1
"E-commerce","Series B","LATAM","B2C","Sí",3,137,3,2,7,14.82,5.18,269.09,28.8,5.53,75.53,1125.44,61.5,28.7
"SaaS","Series A","LATAM","B2B","Sí",11,201,2,4,28,16.26,11.71,287.55,10.5,11.28,87.87,5426.16,75.4,10.7
"SaaS","Series B","Europa","B2C","Sí",7,131,4,5,26,21.77,2.78,501.27,37.9,21.23,46.09,1728.61,93.7,0.4
"Healthtech","Series A","Asia","B2B","No",1,25,2,3,12,3.63,0,45.73,17.4,3.91,230.84,3108.66,75.5,-0.8
"Healthtech","Series B","Europa","B2C","Sí",8,131,3,4,23,42.87,5.62,599.07,16.5,10.66,53.08,2021.36,52.3,-5
"Fintech","Series B","Norte América","B2B2C","Sí",7,140,3,4,5,65.76,6.8,799.38,15,14.51,90.94,1615.69,56.6,-38.7
"E-commerce","Seed","Norte América","B2C","No",12,97,1,4,10,8.29,7.59,200.68,12.3,50,8.01,1438.15,57.4,31.6
"Fintech","Series A","Europa","B2B","No",14,189,2,6,11,20.53,13.96,229.31,15.3,0,5,8840.59,80.8,52.7
"Fintech","Seed","Norte América","B2B","No",5,36,2,2,12,2.24,3.24,54.52,34.3,14.03,252.35,5574.66,42.7,36.6
"SaaS","Series C+","LATAM","B2B","No",10,346,6,8,25,198.51,13.68,3610.59,28.1,0,196.85,2881.66,57.7,27.2
"E-commerce","Series B","Europa","B2B","Sí",8,162,4,6,10,64.34,8.46,753.6,24.4,13.49,204.72,5988.07,74.5,79.3
"SaaS","Series A","LATAM","B2C","Sí",5,71,3,2,4,10,3.28,109.63,7,9.95,9.17,1704.22,47.1,32.1
"Edtech","Series B","LATAM","B2B","Sí",10,249,3,4,9,46.88,9.75,619.83,10.7,1.31,220.19,4288.58,52.5,-1.3
"Fintech","Series A","Asia","B2C","Sí",10,143,2,3,9,12.39,9.81,168.77,14.6,0,68.44,2062.43,94.6,39.8
"Fintech","Seed","Asia","B2B2C","Sí",15,132,1,7,13,12.76,12.95,122.58,17.3,11.88,191.85,4287.85,35.5,45.8
"Edtech","Seed","Norte América","B2C","No",14,100,2,6,13,6.54,3.19,105.94,27.9,0,44.95,1631.34,58.7,45.5
"Healthtech","Series A","Norte América","B2B","Sí",5,59,3,4,16,15.25,3.43,167.02,15.1,6.54,199.47,3414.45,55.9,-11
"Edtech","Seed","Norte América","B2B","Sí",4,12,2,2,4,6.54,0,7.75,16,0,282.78,2879.09,94.5,-4.5
"Fintech","Series A","Europa","B2B","Sí",8,82,3,4,7,10.41,4.12,103.74,22.7,0,321.24,3351.2,75.4,-27.4
"Edtech","Series A","Norte América","B2C","Sí",11,163,3,6,9,18.52,3.5,210.02,12.6,1.89,63.93,897.15,53.5,37
"Fintech","Seed","Asia","B2B2C","Sí",3,69,1,2,3,3.64,2.96,82.84,16.4,18.53,202.55,3582.86,48.6,36.1
"Fintech","Seed","Norte América","B2B2C","Sí",3,63,2,2,6,2.82,6.6,75.61,24.5,9.82,247.04,3306.71,48.2,22.2
"Healthtech","Seed","Norte América","B2B","Sí",14,120,2,7,40,2.91,7.42,160.24,38.6,0,198.77,6213.8,89.5,55.5
"Fintech","Series B","Europa","B2B","No",4,70,3,4,5,28.72,3.69,354.96,14.9,5.34,189.72,4196.46,77.3,-1.4
"E-commerce","Seed","Europa","B2C","Sí",11,130,1,5,11,12.73,11.33,157.57,20.4,0,56.72,784.49,47.6,28.1
"Edtech","Seed","LATAM","B2C","Sí",3,2,1,1,4,2.88,2.32,2.62,5,0,86.8,1973.03,42.6,40.2
"Healthtech","Seed","Asia","B2C","No",11,84,1,4,27,2.52,3.69,136.24,27.2,13.57,17.24,1357.43,66.9,38
"E-commerce","Series A","LATAM","B2B","Sí",8,128,2,5,14,0.1,5.99,151.5,32.8,6.68,182.26,3695.46,62.9,29.1
"Fintech","Seed","Norte América","B2C","No",13,133,1,4,7,13.29,8.69,155.8,7.1,37.94,58.63,2193.87,57.9,-50
"Fintech","Series A","Norte América","B2B2C","No",12,144,3,5,10,28.75,14.15,284.78,5,18.54,22.09,5673.05,45.5,-14.8
"Fintech","Seed","Norte América","B2C","Sí",7,38,1,5,11,3.82,4.84,96.63,31.8,11.52,53.56,841.01,46.2,73.4
"E-commerce","Series A","Norte América","B2B2C","Sí",3,48,3,3,6,10.54,3.36,172.34,17.9,21.91,63.37,2442.06,53.9,30.3
"Edtech","Series B","Europa","B2B","Sí",5,114,3,3,9,10.92,3.48,213.83,27.4,2.92,231.12,5418.7,55.7,-5.7
"SaaS","Series A","LATAM","B2B","No",2,40,3,1,9,8.8,0.09,104.19,15.4,0,47.68,2118.83,54,23.7
"SaaS","Series C+","Europa","B2B","Sí",5,141,7,4,19,87.89,2.41,1572.37,30.4,3.49,233.87,5281.68,95,-20.1
"Fintech","Series B","LATAM","B2B2C","Sí",12,249,3,6,11,70.1,11.53,811.86,20.7,1.26,198.71,1948.29,52.7,22.6
