CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,53,Femenino,Oeste,871,Oro,Anuncio Pago,Movil,10.6,11,25,7,0,0,4,Sí,Estandar,164.55,41.14
1002,33,Masculino,Este,309,Plata,Busqueda Organica,Desktop,7.7,15,42,3,0,0,4,No,Express,132.7,33.17
1003,52,Masculino,Sur,1300,Oro,Anuncio Pago,Tablet,8.3,7,22,9,0,1,4,Sí,Estandar,115.08,28.77
1004,45,Masculino,Norte,1448,Oro,Busqueda Organica,Movil,7.3,10,19,6,0,0,4,Sí,Estandar,108.01,27
1005,47,Femenino,Norte,577,Plata,Busqueda Organica,Movil,6,6,15,2,0,1,5,No,Estandar,115.12,23.02
1006,31,Masculino,Norte,126,Bronce,Anuncio Pago,Movil,4.3,3,11,1,2,0,2,No,Estandar,94.14,47.07
1007,38,Femenino,Norte,1182,Oro,Email,Desktop,15.8,10,17,9,0,1,8,Sí,Estandar,204.67,25.58
1008,27,Femenino,Oeste,1430,Oro,Busqueda Organica,Tablet,11.5,9,25,6,0,0,6,Sí,Express,145.06,24.18
1009,30,Masculino,Este,449,Plata,Anuncio Pago,Desktop,8.2,11,32,2,0,1,8,No,Estandar,167.64,20.95
1010,35,Masculino,Este,926,Oro,Anuncio Pago,Movil,11.1,8,10,7,0,0,5,Sí,Estandar,126.54,25.31
1011,45,Femenino,Este,295,Plata,Anuncio Pago,Movil,15.7,10,34,4,0,0,4,Sí,Estandar,100.76,25.19
1012,47,Femenino,Sur,483,Plata,Redes Sociales,Tablet,9.9,6,10,3,0,0,4,No,Estandar,152.57,38.14
1013,26,Femenino,Sur,713,Plata,Busqueda Organica,Desktop,29.2,20,2,5,1,0,6,Sí,Estandar,137.55,22.92
1014,27,Masculino,Oeste,718,Plata,Redes Sociales,Desktop,15.1,12,10,3,0,0,7,Sí,Express,174.73,24.96
1015,37,Masculino,Sur,383,Plata,Anuncio Pago,Movil,8,8,8,3,2,1,3,Sí,Express,86.13,28.71
1016,30,Masculino,Sur,1077,Oro,Busqueda Organica,Desktop,14.1,13,11,5,1,0,4,Sí,Estandar,119.71,29.93
1017,47,Masculino,Sur,332,Plata,Busqueda Organica,Movil,7.2,7,18,4,0,0,4,No,Estandar,117.44,29.36
1018,50,Masculino,Este,347,Plata,Redes Sociales,Movil,10.3,8,27,3,0,0,4,Sí,Estandar,107.33,26.83
1019,55,Femenino,Este,884,Oro,Email,Movil,3.5,8,19,6,0,0,3,Sí,Estandar,101.11,33.7
1020,52,No Binario,Sur,999,Oro,Busqueda Organica,Movil,9.9,6,19,5,0,1,6,Sí,Estandar,180.52,30.09
1021,30,Masculino,Este,1247,Oro,Busqueda Organica,Movil,3.9,4,6,11,2,0,2,Sí,Express,86.79,43.4
