"Edad","Anios_Educacion","Horas_Trabajo_Semana","Experiencia_Laboral","Personas_Hogar","Ninos_Hogar","Deuda_Total","Ahorros","Estrato_Numerico","Tiempo_Comunidad","Distancia_Trabajo_KM","Calificacion_Profesional","Inversion_Educativa_Anual","Creditos_Bancarios","Servicios_Publicos_Basicos","Motivacion_Personal","Suerte_Personal","Departamento","Genero","Nivel_Educativo","Tipo_Empleo","Acceso_Internet","Estado_Civil","Ingresos_SMMLV"
42,12,36,24,5,1,8996839.52770118,2611744.92803465,2,7,26,4,1777869.97082554,3,0.828757390001524,1.22827302559608,-1.37121048755944,"Huila","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Soltero",4.38076194337352
52,8,28,26,1,0,422443.571305365,1368203.56739142,4,3,15,6,2649063.71322391,0,0.505183212498058,0.671718553179173,-1.87723936280236,"Córdoba","Femenino","Universitaria","Empleado_Formal","Si","Casado",4.10307228030734
48,11,28,21,2,0,5212465.20566257,2262061.44619339,1,0,13,9,1730501.68680927,0,0.663728089675296,0.465749168541537,-2.28043817682192,"Caquetá","Femenino","Secundaria","Empleado_Informal","No","Soltero",2.94184491271247
43,18,35,25,3,1,5088155.5368741,0,1,0,43,8,1370058.86855708,0,0.561775474146308,-0.857551282086089,-2.79447196284309,"Norte de Santander","Masculino","Ninguno","Empleado_Formal","Si","Soltero",4.62396305930841
64,19,53,46,2,1,4869566.70968691,2736003.76778133,1,15,22,7,2530348.26792701,1,0.917489190219769,-2.56439103646719,-1.57102332217619,"Atlántico","Femenino","Primaria","Empleado_Formal","Si","Soltero",5.7586801541049
40,13,45,14,1,0,6625276.82598823,2799587.85817628,2,4,29,2,0,3,0.967508015845094,0.248604707632357,4.75060255965218,"Nariño","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Casado",3.8417448514496
49,0,36,21,3,0,3282314.88016946,1406996.35986311,1,20,21,6,1045563.58231885,1,0.97739270600353,-0.979677335531448,1.9345839577727,"Norte de Santander","Otro","Técnica/Tecnológica","Empleado_Informal","Si","Casado",1.89705996925095
20,8,37,0,3,0,4721308.34303582,5140943.9371632,3,15,55,5,136321.689111626,2,0.899023950974548,0.228142034690115,-1.68695158325136,"Córdoba","Masculino","Ninguno","Empleado_Formal","Si","Casado",3.77955377542672
29,13,44,7,2,0,3601596.78079311,0,1,19,41,7,1674166.79702258,0,0.707149981957696,-1.47307250135163,0.956059454474598,"Santander","Masculino","Secundaria","Empleado_Informal","No","Divorciado",4.85686514201739
46,13,28,16,2,0,6644920.53791524,0,2,0,5,10,1586632.64086841,0,0.835319608439911,-0.646902235090104,-3.22473897133023,"Valle del Cauca","Femenino","Ninguno","Empleado_Formal","Si","Casado",5.17413221994545
34,11,45,16,2,0,3179452.05668984,4601964.87872774,1,21,0,5,303952.714577357,0,0.653722668513225,1.03303674301883,-4.41778808832169,"Caquetá","Femenino","Primaria","Empleado_Informal","No","Soltero",4.06817507625393
44,15,34,26,3,2,4763372.17445562,3471028.83830253,2,10,14,4,380993.339273275,1,0.552704700026194,-0.000327123065663465,-0.316256440710276,"Huila","Femenino","Técnica/Tecnológica","Empleado_Informal","No","Casado",3.7175017942945
28,16,25,6,3,0,4563511.11069946,4003645.63344607,2,14,27,4,2410970.91812766,0,0.600465754358396,-1.42556963639872,0.830642036162317,"San Andrés y Providencia","Femenino","Secundaria","Empleado_Formal","No","Soltero",4.09645218351046
40,11,49,19,6,3,8539463.68056499,4865581.33003709,5,10,0,3,813587.9078671,1,0.923342767750752,0.861373080293536,-4.67832551570609,"Bogotá D.C.","Masculino","Técnica/Tecnológica","Empleado_Formal","No","Soltero",4.79551689182021
44,16,36,15,3,0,7369821.55298025,1498997.90834075,2,3,9,6,1678028.08033427,1,0.699954230119155,0.122334577098672,-2.02414632076398,"Risaralda","Femenino","Técnica/Tecnológica","Independiente","Si","Viudo",5.18090635931153
30,7,33,11,1,0,0,6913587.96782314,2,15,1,6,117609.036033747,0,0.828710803199906,-1.39764425633084,0.169390705414116,"Bogotá D.C.","Masculino","Secundaria","Empleado_Formal","No","Soltero",3.77892322402851
52,12,37,34,3,0,5121933.09013346,2509095.89927999,2,15,31,9,1039290.44909483,0,0.602385312981332,-1.16949893171853,-0.816332404501736,"Vichada","Femenino","Secundaria","Empleado_Formal","Si","Soltero",4.38256337464219
30,9,45,12,1,0,5554864.933212,3349748.17290512,1,7,34,4,520008.440698508,2,0.851821552843404,-0.33656946535796,3.09754970716313,"Guainía","Femenino","Técnica/Tecnológica","Empleado_Formal","Si","Casado",4.04060800483739
40,16,47,13,5,2,4425773.24522526,7944595.18912976,2,0,0,5,1589382.66540925,2,0.608760273814159,-0.153190548753832,-2.32900301227346,"Antioquia","Masculino","Primaria","Empleado_Informal","Si","Divorciado",5.15821102719202
28,7,51,10,1,0,1063671.0068216,2336871.94812354,2,16,37,6,907431.305851379,0,0.695960583409331,1.77799384470384,-3.25376814929768,"Cundinamarca","Masculino","Universitaria","Independiente","Si","Divorciado",2.94517607925849
49,11,37,26,3,1,5206369.4939486,0,2,7,0,8,963923.360270589,0,0.360136011234073,-0.705648530397778,4.92524903500453,"Risaralda","Femenino","Universitaria","Empleado_Formal","Si","Soltero",3.59303010566094
19,14,32,0,2,1,4299519.95145805,1039648.57576218,1,15,35,4,981423.780993562,1,0.41983738497739,-0.0758852725980436,-1.35872926795855,"Boyacá","Masculino","Primaria","Empleado_Informal","No","Soltero",4.2785685385139
50,11,46,29,6,1,7867106.9338288,562606.771305883,2,7,0,6,1243540.81734179,0,0.740402561822073,0.141740470331248,4.67019184492528,"Antioquia","Masculino","Secundaria","Empleado_Formal","Si","Soltero",4.94654523234075
31,13,34,12,5,2,0,1784647.15466462,2,3,17,4,999814.186671046,2,0.576477730588407,0.760259394054877,-0.419420627877116,"Guainía","Masculino","Universitaria","Empleado_Informal","No","Unión Libre",3.75858343874012
33,8,32,10,1,0,2828922.03235764,6219997.53304391,2,9,29,7,1760376.34442956,0,0.773656978151654,0.218822686983042,-2.85451876698062,"Norte de Santander","Femenino","Ninguno","Empleado_Formal","Si","Soltero",3.31689613545517
26,10,41,8,2,0,3291857.84038091,0,1,15,20,5,2047845.09970268,2,0.791209275312262,-0.189513966875074,-1.82763530407101,"La Guajira","Masculino","Universitaria","Independiente","Si","Unión Libre",3.83913364700392
32,10,46,10,2,0,4020083.55270492,0,2,2,21,5,2589981.43958192,1,0.65185870932633,0.532302975383564,-3.55279345065355,"Chocó","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Unión Libre",4.59540671179716
64,18,42,40,3,0,3957336.03631652,0,1,9,9,2,0,4,0.348283074656598,2.96037127396508,-1.53043512720615,"Risaralda","Femenino","Universitaria","Independiente","Si","Casado",5.21037746521965
26,14,44,1,4,1,476405.532257061,1498281.73613985,1,4,3,4,717799.790565422,2,0.693354417348489,-0.252887569656572,2.77978827478364,"Huila","Otro","Primaria","Empleado_Formal","Si","Casado",3.97671274665837
40,17,63,17,2,0,10734003.8414518,0,1,17,0,8,338415.393870252,0,0.972867084976065,-0.297003518191103,0.921941867563874,"Caquetá","Femenino","Secundaria","Empleado_Formal","No","Soltero",5.7840547198804
43,10,47,20,2,0,3338963.58918303,4070622.39276074,6,1,0,8,1690385.57395556,3,0.755655145684824,0.913896244939517,1.19936818489805,"Meta","Femenino","Posgrado","Empleado_Informal","No","Soltero",4.26032675761506
38,16,62,16,5,1,3692739.46657827,6526209.1739521,4,14,15,4,1306879.15674421,0,0.87983916232097,0.895147984198841,-0.944962480571121,"Guaviare","Femenino","Primaria","Empleado_Formal","Si","Unión Libre",5.36343756835333
36,15,51,12,1,0,6688108.65763338,668690.096908093,2,11,11,6,513197.534771877,0,0.273043266023763,-0.0733263044925072,0.988759337924421,"Meta","Masculino","Posgrado","Desempleado","Si","Soltero",3.79117357370434
35,19,40,15,3,0,6632674.82524524,3620923.50157368,4,16,34,10,744691.608513794,0,0.782364664918274,0.293654439394728,0.855100085027516,"Cauca","Femenino","Universitaria","Independiente","No","Soltero",5.67766376101199
30,18,41,0,2,0,6309635.17363134,0,2,0,17,10,1445254.52911717,0,0.853322187231526,0.83371020913588,1.50420801481232,"Magdalena","Masculino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",4.6977489198372
28,13,60,7,3,0,6032939.39867126,6678976.96482292,2,8,43,6,897404.557758348,0,0.969556926766442,1.32960798572597,-0.352217445615679,"Tolima","Masculino","Secundaria","Empleado_Formal","No","Soltero",5.20160552369101
31,16,29,13,3,1,2982614.02553735,9005960.79421403,1,4,64,8,1762287.23128975,3,0.678834016808278,0.540604375719603,-0.888780371751636,"Magdalena","Masculino","Secundaria","Independiente","Si","Casado",5.15478471828378
41,16,50,19,4,2,6076658.35264149,2093026.26495415,1,20,17,6,1243173.21789362,1,0.669380679412943,-1.13501367240606,-3.221672300715,"Norte de Santander","Femenino","Secundaria","Independiente","Si","Soltero",4.36993828834401
47,8,41,24,2,1,7401649.29337171,5047949.69959183,1,9,0,4,472490.426675547,0,0.967142369687416,0.294815593278695,4.32314734673128,"Cauca","Masculino","Técnica/Tecnológica","Empleado_Formal","No","Casado",3.99772797268996
53,7,39,35,3,1,3332253.01509098,8076521.44065081,2,13,34,5,1668253.74234301,0,0.758925993256054,-0.432997532370248,-2.99134508473799,"Antioquia","Femenino","Secundaria","Empleado_Informal","Si","Soltero",3.78465691767232
31,18,44,13,1,0,9395637.71653117,4108552.06714011,2,3,0,8,1434584.79982617,0,0.887738717438099,-1.66840534661907,-0.697065514978021,"Putumayo","Masculino","Secundaria","Empleado_Formal","Si","Viudo",5.25983114575687
49,11,29,28,4,1,4651633.09476763,0,2,0,32,6,1963685.72444461,1,0.711842215363244,0.0502099574873097,1.99193408247083,"Guainía","Femenino","Universitaria","Empleado_Informal","Si","Soltero",4.05965553956426
51,18,44,24,2,1,3797713.38918358,286606.411622314,1,10,22,5,1157423.53780122,0,0.835562034715878,-0.791037485912072,4.66484578559175,"Caquetá","Masculino","Secundaria","Empleado_Formal","Si","Soltero",5.12599257734346
59,7,38,41,3,0,1312313.38898477,4311178.63807593,1,15,5,10,1309972.25155406,1,0.911258788071615,-0.298755726850836,-1.48242544848472,"Huila","Femenino","Ninguno","Empleado_Formal","Si","Soltero",3.88965813211621
34,4,45,15,2,0,897373.800949494,5444196.3608179,1,5,35,8,2072625.07023968,0,0.803015972733146,-1.37835035870568,-3.2533182669431,"Antioquia","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",3.20855305591398
52,16,37,22,1,0,1919020.62070413,4503711.02154314,2,12,27,5,1376856.05743064,1,0.8396434494496,-0.449586644939816,3.15149319823831,"Caquetá","Masculino","Posgrado","Hogar","Si","Casado",5.27079586331013
38,20,46,20,3,1,9499386.19076121,0,2,1,22,6,1000130.2683943,1,0.679006501183345,0.00343840159232626,0.685279248282313,"Nariño","Masculino","Secundaria","Empleado_Formal","No","Casado",5.9427906415583
36,13,36,18,4,0,7193078.72068698,766703.170585151,4,18,6,4,264668.580839938,1,0.70478823926774,0.770280669652263,0.800272678025067,"Santander","Femenino","Universitaria","Empleado_Formal","Si","Soltero",5.03045437624986
39,15,37,21,1,0,8203508.28046529,0,2,6,16,6,511896.411284977,0,0.701173767898603,-0.153879834748092,-0.784181540366262,"Tolima","Masculino","Técnica/Tecnológica","Hogar","Si","Unión Libre",4.79210723140905
19,12,38,0,4,1,6959462.19506348,6081645.04579938,6,3,0,4,936047.172956681,1,0.776367818807462,-1.529760065934,1.05074708815664,"Sucre","Femenino","Secundaria","Empleado_Informal","Si","Casado",4.04319099705349
62,14,48,35,2,1,2080531.3082964,1187753.19305912,3,14,0,7,1274379.73874328,2,0.598024070427895,-0.940021830290339,-0.935809838119894,"Cesar","Femenino","Técnica/Tecnológica","Empleado_Informal","Si","Soltero",5.32821108857482
26,9,48,8,2,0,3355889.97780213,4019271.22847594,2,1,4,5,1176306.63030605,0,0.740082588475217,-0.205754172736117,-0.464842782821506,"Vichada","Femenino","Secundaria","Hogar","Si","Unión Libre",3.34042457401822
30,13,47,11,1,0,6592850.18757568,1646367.97569048,1,13,17,7,869326.711061199,0,0.776242484783377,0.833117088143862,-0.899810309056193,"Tolima","Femenino","Ninguno","Empleado_Formal","No","Casado",5.02547403348224
48,15,43,19,3,0,2649559.49466351,0,1,9,11,6,1136414.41653519,2,0.861048592772133,-1.988440158106,-2.13974541053176,"Magdalena","Masculino","Técnica/Tecnológica","Estudiante","No","Soltero",5.05339961298838
21,12,33,0,5,1,9299283.93360092,4137092.01927644,4,7,31,6,1024933.99564201,2,0.515338100645508,0.052439131670873,1.28676617983729,"Meta","Masculino","Primaria","Empleado_Formal","Si","Divorciado",3.6063120975584
31,7,48,13,2,1,2703989.18744328,0,1,10,0,6,1409033.61528315,1,0.694171757565001,0.402397504961065,4.35678800567985,"Bolívar","Femenino","Secundaria","Empleado_Formal","No","Soltero",3.34487335911685
23,14,40,5,3,0,5415182.85886273,0,1,16,0,4,182502.736713358,3,0.882508121511243,-0.610333982464169,3.18109137937427,"Cauca","Femenino","Técnica/Tecnológica","Empleado_Formal","No","Soltero",4.17413350375331
70,4,46,52,6,1,0,0,4,0,0,6,0,0,0.564449019275008,0.56685502017215,3.26945414766669,"Magdalena","Femenino","Universitaria","Independiente","Si","Unión Libre",3.31399409619532
33,13,41,15,4,0,5997047.62117232,4005850.55186357,2,27,0,6,294445.174193754,1,0.626099852159492,2.92593260933474,-1.69698012527078,"Norte de Santander","Femenino","Secundaria","Empleado_Formal","Si","Soltero",4.37908694863536
51,14,42,33,3,0,7803730.87669577,5869545.95090073,2,19,19,5,742936.516603586,1,0.876819108236731,1.36288100502267,-4.33413060614839,"Cundinamarca","Masculino","Ninguno","Empleado_Informal","No","Soltero",5.26942793374419
27,19,42,9,2,0,1526531.97956353,735618.639139622,1,42,41,5,952385.678326251,1,0.800702631026864,-0.311146902974562,-4.56661771284416,"Caquetá","Femenino","Universitaria","Empleado_Formal","Si","Casado",5.15520534973007
42,14,35,15,1,0,10511008.2367139,2253892.8377459,1,12,18,4,1353165.50114482,0,0.770375201869727,-0.660289700232881,-4.91687224712223,"Magdalena","Femenino","Primaria","Empleado_Formal","Si","Casado",4.01424981321451
52,10,35,34,4,1,7010885.16764975,6743888.97599801,1,15,0,5,653445.050816848,0,0.60919100883995,-0.149307406654844,4.2442359845154,"Cundinamarca","Femenino","Ninguno","Independiente","Si","Soltero",3.47426951560961
36,10,28,18,1,0,3366412.63025326,0,1,9,14,7,1728163.07113919,0,0.633272423296509,0.902293872970795,-3.50301317870617,"Córdoba","Femenino","Primaria","Empleado_Formal","Si","Unión Libre",3.8954189784584
54,17,37,35,3,1,3583308.34034377,2264412.71707143,2,10,6,6,1029202.72284833,1,0.928633756761303,-0.411718659855038,2.36274015856907,"Antioquia","Masculino","Universitaria","Empleado_Informal","No","Soltero",5.50324760336373
54,8,37,36,2,0,3235357.12331536,0,3,16,44,6,51682.165173844,0,0.811110088401805,0.174928556902718,-1.24341604765505,"Meta","Masculino","Secundaria","Hogar","Si","Divorciado",3.53330988806143
32,13,33,14,2,0,8072573.73060912,0,1,8,0,4,805933.688105467,0,0.305467172775742,-0.718835972636759,-1.55070380307734,"Atlántico","Otro","Secundaria","Empleado_Informal","Si","Soltero",4.20178697175781
