CustomerID,Age,Gender,Region,CustomerSince_days,MembershipLevel,AcquisitionSource,DeviceType,TimeOnSite_min,PagesViewed,LastLogin_days,NumPurchases_lifetime,CustomerSupportInteractions,ReturnedItems_last_purchase,ItemsInCart,UsedDiscount,ShippingType,TotalPurchase_USD,AvgItemValue_USD
1001,48,Femenino,Norte,611,Plata,Redes Sociales,Movil,10.2,9,19,4,0,0,2,No,Express,112.89,56.44
1002,34,Femenino,Sur,408,Plata,Anuncio Pago,Movil,3.5,4,22,4,0,0,7,No,Estandar,173.02,24.72
1003,28,Masculino,Norte,430,Plata,Anuncio Pago,Movil,8,11,43,3,0,0,6,Sí,Estandar,123.69,20.61
1004,36,Masculino,Sur,917,Oro,Busqueda Organica,Movil,6.6,4,5,7,0,0,3,Sí,Dia Siguiente,128.7,42.9
1005,42,Femenino,Oeste,657,Oro,Busqueda Organica,Movil,7.2,5,47,7,0,0,0,Sí,Express,0,0
1006,29,Masculino,Sur,341,Plata,Busqueda Organica,Movil,3.6,3,11,2,3,0,2,No,Estandar,66.68,33.34
1007,40,Masculino,Oeste,839,Plata,Busqueda Organica,Tablet,7.6,7,5,4,0,0,4,No,Dia Siguiente,119.06,29.76
1008,49,Femenino,Oeste,1295,Oro,Busqueda Organica,Desktop,20.5,16,22,9,0,0,8,Sí,Express,253.65,31.71
1009,28,Masculino,Sur,791,Oro,Email,Movil,4.4,4,8,5,0,0,2,No,Express,88.75,44.38
1010,18,Femenino,Sur,1115,Oro,Busqueda Organica,Movil,6.6,8,9,7,0,0,1,No,Estandar,75.84,75.84
1011,22,Femenino,Oeste,669,Plata,Busqueda Organica,Desktop,5.2,6,19,4,0,0,1,No,Dia Siguiente,100.61,100.61
1012,26,Masculino,Oeste,355,Bronce,Busqueda Organica,Desktop,11.6,13,17,1,0,0,8,No,Express,203.88,25.48
1013,33,Masculino,Oeste,330,Plata,Busqueda Organica,Tablet,9.8,7,35,2,1,0,0,No,Estandar,0,0
1014,41,Masculino,Oeste,38,Bronce,Busqueda Organica,Desktop,12.7,15,10,1,1,0,3,Sí,Estandar,96.93,32.31
