"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
34,"Masculino","Bogotá",4,"Posgrado","Soltero","Empleado","Remoto","Sí",3,14304972,2791987,38,87250,"Local","Desayuno","Entre Semana",36,"Sí",40,3.8,39,1.3,"Tarjeta Crédito","Computador",3,17,71,6.9,20
53,"Femenino","Bogotá",4,"Universitario","Divorciado","Empleado","Presencial","No",0,11070818,1275063,29,43234,"Comida Rápida","Almuerzo","Entre Semana",35,"Sí",57,4.8,64,2.7,"Efectivo","Smartphone",1,19,0,10.6,11
37,"Femenino","Medellín",2,"Universitario","Soltero","Empleado","Presencial","No",0,3681262,274451,10,30714,"Local","Cena","Entre Semana",15,"Sí",53,5,42,5.6,"Débito","Computador",0,7,0,6.1,0
34,"Femenino","Medellín",5,"Universitario","Unión Libre","Independiente","Remoto","Sí",1,15559778,3e+06,42,83928,"Saludable","Snack","Fin de Semana",58,"No",8,4.4,42,0.9,"Tarjeta Crédito","Smartphone",1,19,65,7.8,15
45,"Femenino","Medellín",2,"Universitario","Casado","Empleado","Presencial","Sí",3,4889671,933795,11,76798,"Saludable","Cena","Entre Semana",3,"No",64,3.9,49,0.7,"Débito","Tablet",1,6,62,4,4
61,"Femenino","Cali",2,"Universitario","Divorciado","Desempleado","No Aplica","No",0,851994,178744,5,32090,"Comida Rápida","Almuerzo","Fin de Semana",54,"No",71,4.5,53,2.6,"Débito","Computador",0,4,6,5.3,1
47,"Femenino","Barranquilla",3,"Universitario","Unión Libre","Independiente","Remoto","Sí",2,6802820,846921,16,62452,"Local","Cena","Entre Semana",57,"Sí",49,4.4,47,2.5,"Débito","Smartphone",0,8,77,1.3,1
32,"Femenino","Barranquilla",2,"Técnico","Unión Libre","Independiente","Presencial","No",0,2812350,356970,6,59020,"Italiana","Almuerzo","Fin de Semana",35,"No",70,4.2,44,3.3,"Efectivo","Smartphone",0,1,72,10,17
48,"Masculino","Cartagena",3,"Técnico","Unión Libre","Independiente","Remoto","Sí",1,5946975,1267348,32,40204,"Comida Rápida","Almuerzo","Fin de Semana",50,"Sí",57,4.3,26,4.4,"Tarjeta Crédito","Smartphone",1,14,74,9.5,0
26,"Femenino","Cali",4,"Técnico","Casado","Desempleado","No Aplica","Sí",1,1026324,235109,4,56961,"Local","Cena","Fin de Semana",55,"No",41,4.3,56,2.2,"Tarjeta Crédito","Computador",0,2,98,8.6,13
21,"Masculino","Barranquilla",5,"Secundaria","Unión Libre","Empleado","Híbrido","No",0,6074522,755393,13,53866,"Local","Cena","Entre Semana",4,"No",29,4.4,37,3.2,"Tarjeta Crédito","Smartphone",0,8,55,10.3,20
