"edad","genero","ciudad","estrato","nivel_educativo","estado_civil","ocupacion","modalidad_trabajo","tiene_hijos","num_hijos","ingreso_mensual","gasto_mensual_delivery","frecuencia_pedidos_mes","ticket_promedio","categoria_preferida","horario_preferido","dia_semana_frecuente","tiempo_usuario_meses","suscripcion_premium","uso_descuentos","calificacion_promedio","tiempo_entrega_promedio","distancia_promedio_km","metodo_pago_principal","dispositivo_principal","pedidos_cancelados_mes","diversidad_restaurantes","pedidos_grupo","propina_promedio_pct","pedidos_madrugada"
27,"Masculino","Medellín",4,"Universitario","Soltero","Empleado","Presencial","No",0,8379584,881109,35,31128,"Comida Rápida","Almuerzo","Fin de Semana",32,"Sí",44,4.6,53,2.9,"Débito","Smartphone",1,17,12,5.7,2
36,"Masculino","Medellín",1,"Técnico","Casado","Desempleado","No Aplica","No",0,8e+05,180329,5,38910,"Asiática","Cena","Entre Semana",47,"No",67,4.1,48,5.1,"Tarjeta Crédito","Smartphone",0,3,65,7.9,3
28,"Femenino","Medellín",2,"Universitario","Casado","Empleado","Presencial","No",0,3285001,434068,9,42223,"Saludable","Cena","Entre Semana",13,"No",70,4.4,37,15,"Efectivo","Smartphone",0,4,34,4.4,3
18,"Femenino","Medellín",3,"Técnico","Soltero","Estudiante","No Aplica","No",0,970256,138774,3,40749,"Comida Rápida","Almuerzo","Fin de Semana",3,"No",24,4.2,65,1,"Débito","Smartphone",0,1,47,6.3,29
34,"Femenino","Bogotá",3,"Secundaria","Casado","Independiente","Presencial","Sí",3,4131065,1099426,11,103562,"Asiática","Cena","Fin de Semana",37,"No",61,3.6,53,1.5,"Efectivo","Smartphone",1,1,46,7.2,19
38,"Femenino","Medellín",3,"Técnico","Divorciado","Empleado","Remoto","No",0,4400522,579424,17,31841,"Comida Rápida","Cena","Entre Semana",39,"No",27,4.4,45,5.4,"Efectivo","Smartphone",1,5,14,10.3,0
39,"Femenino","Bogotá",2,"Universitario","Soltero","Empleado","Presencial","No",0,3219177,414746,9,47629,"Asiática","Almuerzo","Entre Semana",8,"No",41,3.3,42,0.8,"Efectivo","Computador",1,3,0,5.1,0
34,"Masculino","Cali",4,"Posgrado","Casado","Empleado","Remoto","Sí",3,11854221,3e+06,49,105181,"Italiana","Almuerzo","Entre Semana",28,"Sí",40,4,66,3.3,"Débito","Tablet",1,12,98,10.2,18
36,"Femenino","Bogotá",1,"Técnico","Casado","Empleado","Presencial","No",0,1471708,106566,4,25870,"Comida Rápida","Cena","Entre Semana",12,"No",61,3.9,49,6.6,"Débito","Smartphone",0,1,23,6.5,18
24,"Masculino","Bogotá",2,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,74981,3,27440,"Comida Rápida","Almuerzo","Entre Semana",31,"No",45,4.1,49,6.3,"Efectivo","Smartphone",0,1,29,9.4,22
23,"Masculino","Medellín",2,"Técnico","Soltero","Estudiante","No Aplica","No",0,8e+05,98343,3,31274,"Comida Rápida","Cena","Entre Semana",26,"No",74,4,40,1.7,"Débito","Smartphone",0,1,20,5.6,20
35,"Femenino","Bogotá",4,"Posgrado","Casado","Desempleado","No Aplica","Sí",1,3305053,907306,17,67607,"Local","Cena","Fin de Semana",19,"Sí",41,3.8,59,7.5,"Tarjeta Crédito","Tablet",1,6,89,7.3,5
31,"Femenino","Bogotá",5,"Universitario","Soltero","Empleado","Remoto","No",0,14992861,2242283,25,81739,"Italiana","Snack","Fin de Semana",50,"No",28,4,36,5,"Tarjeta Crédito","Smartphone",1,7,19,6.7,9
38,"Masculino","Bogotá",1,"Técnico","Unión Libre","Empleado","Híbrido","No",0,2031309,272396,7,40219,"Saludable","Almuerzo","Entre Semana",52,"No",69,4.1,55,9.5,"Efectivo","Smartphone",0,4,53,1.6,0
24,"Femenino","Cali",2,"Secundaria","Soltero","Estudiante","No Aplica","No",0,8e+05,57924,2,30254,"Comida Rápida","Cena","Fin de Semana",43,"No",87,3.4,60,15,"Débito","Computador",0,2,26,10.2,24
40,"Femenino","Barranquilla",3,"Secundaria","Soltero","Empleado","Presencial","Sí",1,3127577,413582,9,42789,"Comida Rápida","Snack","Fin de Semana",5,"No",35,3.9,41,4.1,"PSE","Smartphone",1,2,76,5.6,5
37,"Femenino","Medellín",3,"Universitario","Soltero","Desempleado","No Aplica","Sí",3,1444368,391972,6,76466,"Comida Rápida","Cena","Fin de Semana",48,"No",35,4.2,51,6.2,"Efectivo","Smartphone",0,2,59,7.6,9
25,"Masculino","Cali",2,"Universitario","Soltero","Desempleado","No Aplica","No",0,8e+05,178228,4,39140,"Saludable","Cena","Fin de Semana",49,"No",68,4.5,57,8.3,"Débito","Smartphone",0,3,3,7.6,10
36,"Femenino","Cali",4,"Universitario","Unión Libre","Empleado","Presencial","No",0,11513299,930787,24,35846,"Comida Rápida","Snack","Fin de Semana",40,"No",59,3.9,51,1.2,"Débito","Smartphone",2,14,36,4.5,4
42,"Masculino","Barranquilla",3,"Técnico","Divorciado","Desempleado","No Aplica","No",0,932986,197563,4,49439,"Asiática","Cena","Entre Semana",55,"No",39,4.5,32,2.4,"Efectivo","Smartphone",0,2,43,4.9,3
36,"Femenino","Cali",3,"Técnico","Casado","Empleado","Híbrido","Sí",2,4745817,1078808,16,79107,"Asiática","Cena","Entre Semana",43,"Sí",64,4.2,41,4.8,"Tarjeta Crédito","Computador",0,11,80,7.1,0
34,"Masculino","Bogotá",5,"Universitario","Soltero","Independiente","Remoto","No",0,15824161,1446296,30,61567,"Saludable","Cena","Fin de Semana",36,"Sí",31,5,58,4.4,"Tarjeta Crédito","Smartphone",1,13,14,8.6,23
24,"Masculino","Cali",4,"Universitario","Soltero","Estudiante","No Aplica","No",0,1929962,219718,6,45203,"Comida Rápida","Almuerzo","Fin de Semana",4,"Sí",30,4.4,50,4.6,"Débito","Smartphone",0,3,14,10,23
28,"Masculino","Medellín",3,"Universitario","Casado","Desempleado","No Aplica","Sí",2,878793,590378,6,103459,"Asiática","Cena","Entre Semana",34,"No",62,4.4,56,2.3,"Débito","Smartphone",0,2,84,7.5,22
